snapshot_mode,edge_read,trades,profit_wins,profit_win_rate,target_hits,target_hit_rate,reached_1r_rate,reached_2r_rate,avg_r,median_r,total_r,avg_mfe_r,avg_mae_r
preopen,Flat / noisy,3367,1576,46.81,238,7.07,33.23,12.5,0.03,-0.076,101.458,1.797,-3.895
