symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of
NVDA,90m,demand,DBR,2026-02-05T15:30:00-05:00,172.26,171.03,172.26,172.53,171.03,171.89,1.5,0.53,-0.47,3.9,16.61,2.38,fresh,0,False,10.03,2026-02-06T09:30:00-05:00,2026-02-06 09:30:00-05:00,,,2026-02-23T16:00:00-05:00
NVDA,90m,supply,RBD,2026-02-09T11:00:00-05:00,192.52,191.59,191.98,192.52,191.31,191.59,1.22,0.78,2.0,-0.27,2.12,0.51,multiple_tests,9,False,2.03,2026-02-09T12:30:00-05:00,2026-02-09 12:30:00-05:00,,2026-02-23T15:30:00-05:00,2026-02-23T16:00:00-05:00
NVDA,90m,supply,DBD,2026-02-11T12:30:00-05:00,192.28,191.77,191.98,192.28,190.97,191.77,1.31,0.55,0.07,-0.28,3.38,0.52,multiple_tests,2,False,2.05,2026-02-11T14:00:00-05:00,2026-02-11 14:00:00-05:00,,2026-02-23T09:30:00-05:00,2026-02-23T16:00:00-05:00
NVDA,90m,demand,DBR,2026-02-17T15:30:00-05:00,185.41,184.35,185.41,185.53,184.35,185.03,1.18,0.48,-0.19,1.99,2.96,1.91,fresh,0,False,7.65,2026-02-18T09:30:00-05:00,2026-02-18 09:30:00-05:00,,,2026-02-23T16:00:00-05:00
NVDA,90m,demand,RBR,2026-02-19T14:00:00-05:00,186.8,186.33,186.71,187.06,186.33,186.8,0.73,0.64,0.08,0.51,12.93,0.36,one_test,1,False,3.12,2026-02-19T15:30:00-05:00,2026-02-19 15:30:00-05:00,,2026-02-20T09:30:00-05:00,2026-02-23T16:00:00-05:00
NVDA,90m,demand,DBR,2026-02-23T14:00:00-05:00,190.91,190.19,190.91,191.26,190.19,190.89,1.07,0.75,-0.03,0.4,37.5,0.52,fresh,0,False,4.67,2026-02-23T15:30:00-05:00,2026-02-23 15:30:00-05:00,,,2026-02-23T16:00:00-05:00
NVDA,1H,supply,RBD,2026-01-30T11:30:00-05:00,193.07,192.21,192.21,193.07,191.58,192.84,1.49,0.82,0.66,-0.88,2.48,0.82,multiple_tests,8,False,2.7,2026-01-30T12:30:00-05:00,2026-01-30 12:30:00-05:00,,2026-02-23T09:30:00-05:00,2026-02-23T16:00:00-05:00
NVDA,1H,demand,DBR,2026-02-05T15:30:00-05:00,172.26,171.03,172.26,172.53,171.03,171.89,1.5,0.74,-0.81,4.87,16.08,2.56,fresh,0,False,10.06,2026-02-06T09:30:00-05:00,2026-02-06 09:30:00-05:00,,,2026-02-23T16:00:00-05:00
NVDA,1H,supply,DBD,2026-02-09T11:30:00-05:00,192.52,191.59,191.82,192.52,191.31,191.59,1.22,0.71,0.34,-0.23,2.6,0.47,multiple_tests,14,False,1.7,2026-02-09T12:30:00-05:00,2026-02-09 12:30:00-05:00,,2026-02-23T15:30:00-05:00,2026-02-23T16:00:00-05:00
NVDA,1H,demand,DBR,2026-02-17T15:30:00-05:00,185.41,184.35,185.41,185.53,184.35,185.03,1.18,0.68,-0.58,2.0,2.72,2.12,fresh,0,False,7.62,2026-02-18T09:30:00-05:00,2026-02-18 09:30:00-05:00,,,2026-02-23T16:00:00-05:00
