symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of
NVDA,90m,supply,RBD,2026-02-25T14:00:00-05:00,197.45,196.62,196.62,197.45,196.61,196.9,0.84,0.97,-0.24,-0.53,3.67,0.81,fresh,0,False,5.09,2026-02-25T15:30:00-05:00,2026-02-25 15:30:00-05:00,,,2026-04-07T16:00:00-04:00
NVDA,90m,supply,DBD,2026-02-25T15:30:00-05:00,197.21,195.88,196.89,197.21,195.52,195.88,1.69,0.79,-0.38,-4.92,7.86,4.74,fresh,0,False,10.75,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-04-07T16:00:00-04:00
NVDA,90m,supply,DBD,2026-02-26T11:00:00-05:00,187.97,186.33,186.33,187.97,185.85,187.57,2.12,1.52,-3.8,-1.08,1.89,1.26,multiple_tests,5,False,3.59,2026-02-26T12:30:00-05:00,2026-02-26 12:30:00-05:00,,2026-03-16T15:00:00-04:00,2026-04-07T16:00:00-04:00
NVDA,90m,supply,RBD,2026-03-11T15:00:00-04:00,186.04,185.6,185.6,186.04,185.23,186.01,0.81,0.54,0.2,-1.93,4.8,1.15,multiple_tests,2,False,4.33,2026-03-12T09:00:00-04:00,2026-03-12 09:00:00-04:00,,2026-03-16T15:00:00-04:00,2026-04-07T16:00:00-04:00
NVDA,90m,supply,DBD,2026-03-17T13:30:00-04:00,183.47,182.34,182.41,183.47,182.31,182.34,1.16,0.73,0.08,-0.18,5.29,0.76,multiple_tests,4,False,2.19,2026-03-17T15:00:00-04:00,2026-03-17 15:00:00-04:00,,2026-03-18T13:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,90m,supply,RBD,2026-03-18T10:30:00-04:00,183.24,182.28,182.28,183.24,181.84,182.47,1.4,0.97,0.25,-0.2,2.11,0.61,one_test,1,False,3.06,2026-03-18T12:00:00-04:00,2026-03-18 12:00:00-04:00,,2026-03-18T13:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,90m,supply,DBD,2026-03-18T12:00:00-04:00,182.85,182.07,182.47,182.85,181.83,182.07,1.02,0.62,-0.1,-0.42,2.11,0.81,fresh,0,False,4.98,2026-03-18T13:30:00-04:00,2026-03-18 13:30:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,90m,supply,DBD,2026-03-18T15:00:00-04:00,181.68,180.35,181.22,181.68,180.33,180.35,1.35,0.78,-0.83,-1.33,3.17,1.47,one_test,1,False,5.05,2026-03-19T09:00:00-04:00,2026-03-19 09:00:00-04:00,,2026-03-25T10:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,90m,supply,RBD,2026-03-25T15:00:00-04:00,179.12,178.31,178.31,179.12,177.83,178.67,1.29,0.62,-0.14,-2.12,3.64,1.14,fresh,0,False,7.01,2026-03-26T09:00:00-04:00,2026-03-26 09:00:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,90m,demand,DBR,2026-03-30T15:00:00-04:00,165.28,164.27,165.28,165.54,164.27,165.06,1.27,0.99,-0.45,3.27,18.18,1.34,fresh,0,False,8.36,2026-03-31T09:00:00-04:00,2026-03-31 09:00:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,90m,demand,RBR,2026-03-31T10:30:00-04:00,170.98,169.56,170.98,171.38,169.56,169.84,1.82,1.15,2.61,1.87,3.03,1.43,fresh,0,False,7.05,2026-03-31T12:00:00-04:00,2026-03-31 12:00:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,90m,demand,RBR,2026-03-31T15:00:00-04:00,174.31,173.58,173.71,174.62,173.58,174.31,1.04,0.99,0.52,0.95,3.15,1.22,multiple_tests,3,False,3.42,2026-04-01T09:00:00-04:00,2026-04-01 09:00:00-04:00,,2026-04-07T10:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,90m,demand,DBR,2026-04-07T13:30:00-04:00,175.39,174.98,175.39,176.18,174.98,175.24,1.2,0.67,0.01,1.84,18.42,1.02,fresh,0,False,6.61,2026-04-07T15:00:00-04:00,2026-04-07 15:00:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,1H,supply,DBD,2026-02-25T14:30:00-05:00,197.37,196.9,197.09,197.37,196.68,196.9,0.69,0.92,0.11,-0.67,5.21,1.12,fresh,0,False,5.29,2026-02-25T15:30:00-05:00,2026-02-25 15:30:00-05:00,,,2026-04-07T16:00:00-04:00
NVDA,1H,supply,DBD,2026-02-25T15:30:00-05:00,197.21,195.88,196.89,197.21,195.52,195.88,1.69,1.18,-0.84,-6.77,8.09,5.4,fresh,0,False,10.5,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-04-07T16:00:00-04:00
NVDA,1H,supply,RBD,2026-02-26T11:30:00-05:00,187.97,187.57,187.79,187.97,185.85,187.57,2.12,1.16,0.78,-1.17,10.3,1.12,multiple_tests,2,False,3.29,2026-02-26T12:30:00-05:00,2026-02-26 12:30:00-05:00,,2026-03-16T14:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-11T12:30:00-04:00,186.07,185.55,185.55,186.07,185.25,185.61,0.82,0.47,0.29,-0.25,7.77,0.58,multiple_tests,4,False,1.83,2026-03-11T13:30:00-04:00,2026-03-11 13:30:00-04:00,,2026-03-16T14:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-16T13:30:00-04:00,185.53,184.77,184.77,185.53,184.27,184.94,1.26,0.93,0.7,-2.11,18.82,3.28,one_test,1,False,7.11,2026-03-16T14:30:00-04:00,2026-03-16 14:30:00-04:00,,2026-03-17T09:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-18T11:30:00-04:00,182.85,182.54,182.54,182.85,182.32,182.74,0.53,0.6,0.26,-0.38,3.35,0.54,one_test,1,False,2.92,2026-03-18T12:30:00-04:00,2026-03-18 12:30:00-04:00,,2026-03-18T13:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-18T13:30:00-04:00,183.15,182.07,182.07,183.15,181.82,182.31,1.33,0.62,-0.24,-0.61,4.35,0.93,fresh,0,False,5.04,2026-03-18T14:30:00-04:00,2026-03-18 14:30:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-25T13:30:00-04:00,179.57,178.94,178.94,179.57,178.66,179.02,0.91,0.61,-0.07,-0.28,5.25,0.77,one_test,1,False,3.05,2026-03-25T14:30:00-04:00,2026-03-25 14:30:00-04:00,,2026-03-25T15:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-25T15:30:00-04:00,179.12,178.59,178.59,179.12,178.25,178.67,0.87,0.55,-0.25,-2.74,17.73,1.8,fresh,0,False,8.04,2026-03-26T09:30:00-04:00,2026-03-26 09:30:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,1H,demand,DBR,2026-03-30T15:30:00-04:00,165.06,164.27,164.47,165.54,164.27,165.06,1.27,0.84,-0.42,3.93,6.78,1.88,fresh,0,False,9.31,2026-03-31T09:30:00-04:00,2026-03-31 09:30:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,1H,demand,RBR,2026-03-31T11:30:00-04:00,171.05,169.75,170.3,171.28,169.75,171.05,1.53,0.81,0.04,1.32,2.97,1.44,fresh,0,False,6.26,2026-03-31T12:30:00-04:00,2026-03-31 12:30:00-04:00,,,2026-04-07T16:00:00-04:00
NVDA,1H,demand,RBR,2026-03-31T13:30:00-04:00,173.28,172.28,173.28,173.73,172.28,173.26,1.45,0.82,1.25,0.38,45.0,0.92,one_test,1,False,3.3,2026-03-31T14:30:00-04:00,2026-03-31 14:30:00-04:00,,2026-04-02T09:30:00-04:00,2026-04-07T16:00:00-04:00
NVDA,1H,demand,RBR,2026-03-31T15:30:00-04:00,174.31,173.85,173.94,174.62,173.85,174.31,0.77,0.91,0.63,1.14,5.04,1.78,multiple_tests,3,False,3.92,2026-04-01T09:30:00-04:00,2026-04-01 09:30:00-04:00,,2026-04-07T10:30:00-04:00,2026-04-07T16:00:00-04:00
