symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of
NVDA,90m,supply,RBD,2026-01-15T12:30:00-05:00,189.7,188.62,188.62,189.7,188.15,189.51,1.55,0.92,1.01,-1.16,2.34,1.12,multiple_tests,3,False,3.53,2026-01-15T14:00:00-05:00,2026-01-15 14:00:00-05:00,,2026-01-26T09:30:00-05:00,2026-01-26T16:00:00-05:00
NVDA,90m,supply,RBD,2026-01-16T12:30:00-05:00,188.27,188.02,188.02,188.27,187.43,188.07,0.84,0.71,0.01,-0.19,6.29,0.71,multiple_tests,5,False,2.15,2026-01-16T14:00:00-05:00,2026-01-16 14:00:00-05:00,,2026-01-26T09:30:00-05:00,2026-01-26T16:00:00-05:00
NVDA,90m,supply,DBD,2026-01-16T14:00:00-05:00,188.41,187.74,188.07,188.41,187.62,187.74,0.8,0.7,-0.16,-0.86,4.54,0.62,multiple_tests,6,False,2.73,2026-01-16T15:30:00-05:00,2026-01-16 15:30:00-05:00,,2026-01-26T09:30:00-05:00,2026-01-26T16:00:00-05:00
NVDA,90m,demand,DBR,2026-01-20T15:30:00-05:00,178.5,177.61,178.5,178.93,177.61,178.21,1.32,0.68,-0.89,2.62,12.67,1.64,fresh,0,False,8.01,2026-01-21T09:30:00-05:00,2026-01-21 09:30:00-05:00,,,2026-01-26T16:00:00-05:00
NVDA,90m,demand,RBR,2026-01-21T15:30:00-05:00,183.78,183.0,183.78,184.72,183.0,183.34,1.72,0.53,1.01,0.8,3.97,1.42,fresh,0,False,5.97,2026-01-22T09:30:00-05:00,2026-01-22 09:30:00-05:00,,,2026-01-26T16:00:00-05:00
NVDA,90m,demand,DBR,2026-01-22T14:00:00-05:00,184.46,184.09,184.46,184.86,184.09,184.11,0.77,0.57,-0.43,0.37,2.14,0.33,fresh,0,False,4.45,2026-01-22T15:30:00-05:00,2026-01-22 15:30:00-05:00,,,2026-01-26T16:00:00-05:00
NVDA,90m,supply,RBD,2026-01-23T12:30:00-05:00,188.22,187.75,187.75,188.22,187.15,188.07,1.07,0.61,0.15,-0.43,2.66,0.62,multiple_tests,2,False,2.3,2026-01-23T14:00:00-05:00,2026-01-23 14:00:00-05:00,,2026-01-26T09:30:00-05:00,2026-01-26T16:00:00-05:00
NVDA,90m,supply,DBD,2026-01-26T09:30:00-05:00,189.12,187.17,187.17,189.12,186.85,187.27,2.27,1.42,0.03,-0.31,6.1,0.79,fresh,0,False,4.85,2026-01-26T11:00:00-05:00,2026-01-26 11:00:00-05:00,,,2026-01-26T16:00:00-05:00
NVDA,1H,supply,RBD,2026-01-07T15:30:00-05:00,189.26,188.99,188.99,189.26,188.78,189.24,0.48,0.5,-0.02,-1.78,12.12,2.18,multiple_tests,8,False,4.96,2026-01-08T09:30:00-05:00,2026-01-08 09:30:00-05:00,,2026-01-26T09:30:00-05:00,2026-01-26T16:00:00-05:00
NVDA,1H,supply,DBD,2026-01-16T12:30:00-05:00,188.25,187.94,188.02,188.25,187.43,187.94,0.82,0.63,-0.03,-0.16,2.94,0.71,multiple_tests,8,False,1.87,2026-01-16T13:30:00-05:00,2026-01-16 13:30:00-05:00,,2026-01-26T09:30:00-05:00,2026-01-26T16:00:00-05:00
