symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of,confluence_count,confluence_timeframes,merged_from,primary_timeframe,primary_base_time
AAPL,1D,demand,DBR,2025-08-05T00:00:00-04:00,203.4,202.16,203.4,205.34,202.16,202.92,3.18,0.86,0.15,2.85,15.87,2.11,fresh,0,False,10.96,2025-08-06T00:00:00-04:00,2025-08-06 00:00:00-04:00,,,2026-02-05T16:00:00-05:00,1,1D,1D demand 202.16-203.40 DBR,1D,2025-08-05T00:00:00-04:00
AAPL,1D,demand,RBR,2025-08-07T00:00:00-04:00,220.03,216.58,218.88,220.85,216.58,220.03,4.27,1.59,4.34,2.36,7.38,2.01,fresh,0,False,10.37,2025-08-08T00:00:00-04:00,2025-08-08 00:00:00-04:00,,,2026-02-05T16:00:00-05:00,1,1D,1D demand 216.58-220.03 RBR,1D,2025-08-07T00:00:00-04:00
AAPL,1D,demand,RBR,2025-08-11T00:00:00-04:00,227.92,224.76,227.92,229.56,224.76,227.18,4.8,1.0,1.59,0.55,2.22,0.9,multiple_tests,3,False,5.45,2025-08-12T00:00:00-04:00,2025-08-12 00:00:00-04:00,,2025-09-11T00:00:00-04:00,2026-02-05T16:00:00-05:00,2,1D,1D demand 224.76-227.92 RBR; 1D demand 226.23-227.16 RBR,1D,2025-08-11T00:00:00-04:00
AAPL,1D,demand,DBR/RBR,2025-09-18T00:00:00-04:00,239.97,235.03,239.97,241.2,236.65,237.88,4.55,0.9,-0.07,1.97,2.05,3.34,fresh,0,False,11.47,2025-09-19T00:00:00-04:00,2025-09-19 00:00:00-04:00,,,2026-02-05T16:00:00-05:00,2,1D,1D demand 236.65-239.97 DBR; 1D demand 235.03-237.00 RBR,1D,2025-09-18T00:00:00-04:00
AAPL,1D/4H/2H/90m/1H,demand,DBR/RBR,2026-01-23T00:00:00-05:00,248.39,244.68,247.32,249.41,244.68,248.04,4.73,0.99,0.09,1.66,5.46,1.32,fresh,0,False,11.24,2026-01-26T00:00:00-05:00,2026-01-26 00:00:00-05:00,,,2026-02-05T16:00:00-05:00,9,"1D,4H,2H,90m,1H",1D demand 244.68-248.04 DBR; 1D demand 245.13-248.25 DBR; 4H demand 246.96-247.97 RBR; 2H demand 247.75-248.19 DBR; 90m demand 247.75-248.19 DBR; 90m demand 245.50-246.12 DBR; 1H demand 247.75-248.19 DBR; 1H demand 246.84-248.39 DBR; 1H demand 245.58-245.88 DBR,1D,2026-01-23T00:00:00-05:00
AAPL,1D/4H/3H/2H/90m,demand,DBR/RBR,2026-01-29T00:00:00-05:00,258.28,254.08,258.0,259.65,254.41,258.28,5.24,1.38,0.0,0.24,15.41,1.9,fresh,0,False,9.64,2026-01-30T00:00:00-05:00,2026-01-30 00:00:00-05:00,,,2026-02-05T16:00:00-05:00,9,"1D,4H,3H,2H,90m",1D demand 254.41-258.28 RBR; 4H demand 254.32-255.42 RBR; 3H demand 254.75-255.73 DBR; 2H demand 254.28-256.69 DBR; 2H demand 254.75-255.73 DBR; 2H demand 254.51-255.47 DBR; 2H demand 254.08-255.09 RBR; 90m demand 254.75-255.73 DBR; 90m demand 254.23-254.81 RBR,1D,2026-01-29T00:00:00-05:00
AAPL,2H/90m/1H,demand,DBR/RBR,2026-02-02T11:30:00-05:00,265.16,262.51,264.31,265.31,263.78,265.16,1.53,0.66,2.1,1.42,4.51,1.55,fresh,0,False,8.47,2026-02-02T13:30:00-05:00,2026-02-02 13:30:00-05:00,,,2026-02-05T16:00:00-05:00,4,"2H,90m,1H",2H demand 263.78-265.16 RBR; 90m demand 262.51-264.18 RBR; 1H demand 263.78-265.16 RBR; 1H demand 263.81-264.31 DBR,2H,2026-02-02T11:30:00-05:00
AAPL,1D/4H/2H/90m/1H,demand,DBR/RBR,2026-02-03T00:00:00-05:00,269.49,267.61,269.2,271.88,267.61,269.48,4.26,1.18,1.84,1.29,15.02,1.65,fresh,0,False,10.61,2026-02-04T00:00:00-05:00,2026-02-04 00:00:00-05:00,,,2026-02-05T16:00:00-05:00,8,"1D,4H,2H,90m,1H",1D demand 267.61-269.48 RBR; 4H demand 268.65-269.49 RBR; 2H demand 268.82-269.49 RBR; 2H demand 268.65-269.33 DBR; 90m demand 268.82-269.49 RBR; 1H demand 268.82-269.49 DBR; 1H demand 268.74-269.34 RBR; 1H demand 268.29-268.90 DBR,1D,2026-02-03T00:00:00-05:00
AAPL,2H/90m/1H,demand,DBR/RBR,2026-02-05T11:30:00-05:00,275.39,273.14,275.29,275.5,273.52,274.31,1.98,0.52,-0.6,0.66,2.41,0.63,fresh,0,False,6.48,2026-02-05T13:30:00-05:00,2026-02-05 13:30:00-05:00,,2026-02-05T15:30:00-05:00,2026-02-05T16:00:00-05:00,4,"2H,90m,1H",2H demand 273.52-275.29 DBR; 90m demand 273.91-274.99 RBR; 90m demand 273.14-275.39 DBR; 1H demand 273.91-274.75 DBR,2H,2026-02-05T11:30:00-05:00
AAPL,1D/4H/3H/2H/90m,supply,DBD/RBD,2025-12-12T00:00:00-05:00,279.67,275.63,277.9,279.22,276.82,278.28,2.4,0.92,-0.1,-0.82,15.89,1.17,one_test,1,False,6.99,2025-12-15T00:00:00-05:00,2025-12-15 00:00:00-05:00,,2026-02-05T00:00:00-05:00,2026-02-05T16:00:00-05:00,6,"1D,4H,3H,2H,90m",1D supply 277.90-279.22 RBD; 1D supply 277.89-279.67 DBD; 4H supply 275.63-278.95 RBD; 3H supply 276.40-278.95 DBD; 2H supply 276.40-278.95 DBD; 90m supply 276.40-278.95 DBD,1D,2025-12-12T00:00:00-05:00
