symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of,confluence_count,confluence_timeframes,merged_from,primary_timeframe,primary_base_time
AAPL,1D,demand,DBR,2025-08-05T00:00:00-04:00,203.4,202.16,203.4,205.34,202.16,202.92,3.18,0.86,0.15,2.85,15.87,2.11,fresh,0,False,10.96,2025-08-06T00:00:00-04:00,2025-08-06 00:00:00-04:00,,,2026-04-02T16:00:00-04:00,1,1D,1D demand 202.16-203.40 DBR,1D,2025-08-05T00:00:00-04:00
AAPL,1D,demand,RBR,2025-08-07T00:00:00-04:00,220.03,216.58,218.88,220.85,216.58,220.03,4.27,1.59,4.34,2.36,7.38,2.01,fresh,0,False,10.37,2025-08-08T00:00:00-04:00,2025-08-08 00:00:00-04:00,,,2026-04-02T16:00:00-04:00,1,1D,1D demand 216.58-220.03 RBR,1D,2025-08-07T00:00:00-04:00
AAPL,1D,demand,RBR,2025-08-11T00:00:00-04:00,227.92,224.76,227.92,229.56,224.76,227.18,4.8,1.0,1.59,0.55,2.22,0.9,multiple_tests,3,False,5.45,2025-08-12T00:00:00-04:00,2025-08-12 00:00:00-04:00,,2025-09-11T00:00:00-04:00,2026-04-02T16:00:00-04:00,2,1D,1D demand 224.76-227.92 RBR; 1D demand 226.23-227.16 RBR,1D,2025-08-11T00:00:00-04:00
AAPL,1D,demand,DBR/RBR,2025-09-18T00:00:00-04:00,239.97,235.03,239.97,241.2,236.65,237.88,4.55,0.9,-0.07,1.97,2.05,3.34,fresh,0,False,11.47,2025-09-19T00:00:00-04:00,2025-09-19 00:00:00-04:00,,,2026-04-02T16:00:00-04:00,2,1D,1D demand 236.65-239.97 DBR; 1D demand 235.03-237.00 RBR,1D,2025-09-18T00:00:00-04:00
AAPL,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-03-30T00:00:00-04:00,250.07,244.68,250.07,250.87,245.51,246.63,5.36,0.98,-1.27,1.45,2.08,1.23,fresh,0,False,10.18,2026-03-31T00:00:00-04:00,2026-03-31 00:00:00-04:00,,,2026-04-02T16:00:00-04:00,14,"1D,4H,3H,2H,90m,1H",1D demand 245.51-250.07 DBR; 1D demand 244.68-248.04 DBR; 1D demand 245.13-248.25 DBR; 4H demand 247.64-248.94 RBR; 4H demand 245.51-246.54 DBR; 3H demand 247.64-248.94 RBR; 3H demand 245.51-246.54 DBR; 2H demand 245.51-246.54 RBR; 90m demand 247.10-248.96 RBR; 90m demand 245.51-246.74 DBR; 90m demand 245.50-246.12 DBR; 1H demand 245.51-246.54 RBR; 1H demand 247.10-248.96 RBR; 1H demand 245.58-245.88 DBR,1D,2026-03-30T00:00:00-04:00
AAPL,90m/1H,demand,DBR,2026-04-02T13:30:00-04:00,255.34,254.31,255.34,255.46,254.31,255.28,1.15,0.71,0.33,0.28,10.91,0.81,fresh,0,False,5.34,2026-04-02T15:00:00-04:00,2026-04-02 15:00:00-04:00,,,2026-04-02T16:00:00-04:00,2,"90m,1H",90m demand 254.31-255.34 DBR; 1H demand 254.80-255.16 DBR,90m,2026-04-02T13:30:00-04:00
AAPL,1D/4H/3H/2H/90m/1H,supply,DBD/RBD,2026-03-26T00:00:00-04:00,258.95,252.12,252.12,257.0,250.77,252.89,6.23,1.0,0.24,-0.8,6.58,1.15,multiple_tests,2,False,6.95,2026-03-27T00:00:00-04:00,2026-03-27 00:00:00-04:00,,2026-04-02T00:00:00-04:00,2026-04-02T16:00:00-04:00,14,"1D,4H,3H,2H,90m,1H",1D supply 252.12-257.00 RBD; 1D supply 255.76-258.95 DBD; 4H supply 255.40-256.33 DBD; 4H supply 254.32-256.13 RBD; 3H supply 255.40-256.33 DBD; 3H supply 254.99-257.00 RBD; 3H supply 255.12-256.13 RBD; 2H supply 255.40-256.33 DBD; 2H supply 254.32-256.13 RBD; 2H supply 255.90-257.00 RBD; 90m supply 255.90-257.00 RBD; 1H supply 255.64-256.13 RBD; 1H supply 255.40-256.33 DBD; 1H supply 255.69-256.77 RBD,1D,2026-03-26T00:00:00-04:00
AAPL,1D/4H/3H/2H/90m/1H,supply,DBD/RBD,2026-03-11T00:00:00-04:00,266.9,260.1,261.09,262.13,259.55,260.81,2.58,0.6,0.15,-0.79,10.36,0.92,fresh,0,False,11.14,2026-03-12T00:00:00-04:00,2026-03-12 00:00:00-04:00,,,2026-04-02T16:00:00-04:00,26,"1D,4H,3H,2H,90m,1H",1D supply 260.81-262.13 DBD; 1D supply 263.48-265.56 DBD; 1D supply 260.29-261.56 DBD; 4H supply 260.10-261.10 RBD; 4H supply 262.45-264.20 DBD; 4H supply 264.60-266.53 DBD; 3H supply 260.81-261.13 DBD; 3H supply 262.45-263.16 DBD; 3H supply 264.31-265.55 DBD; 2H supply 260.10-261.10 RBD; 2H supply 265.95-266.90 DBD; 2H supply 264.31-265.55 RBD; 2H supply 261.67-262.48 RBD; 90m supply 260.19-261.10 RBD; 90m supply 266.18-266.90 DBD; 90m supply 264.31-265.55 RBD; 90m supply 260.65-261.20 RBD; 1H supply 260.14-261.10 RBD; 1H supply 265.73-266.90 RBD; 1H supply 262.45-263.16 DBD; 1H supply 264.53-265.51 RBD; 1H supply 264.31-265.55 DBD; 1H supply 261.67-262.48 DBD; 1H supply 260.65-261.20 RBD; 1H supply 260.47-261.21 DBD; 1H supply 265.53-266.20 RBD,1D,2026-03-11T00:00:00-04:00
AAPL,3H/1H,supply,DBD,2026-02-27T12:30:00-05:00,269.64,266.64,267.87,268.26,265.26,266.64,3.0,1.07,-2.13,-0.83,2.01,1.43,fresh,0,False,7.26,2026-02-27T15:30:00-05:00,2026-02-27 15:30:00-05:00,,,2026-04-02T16:00:00-04:00,2,"3H,1H",3H supply 266.64-268.26 DBD; 1H supply 268.47-269.64 DBD,3H,2026-02-27T12:30:00-05:00
AAPL,1D/4H/3H/2H/90m/1H,supply,DBD/RBD,2026-02-26T00:00:00-05:00,276.11,271.4,274.94,276.11,270.8,272.95,5.31,0.6,0.12,-1.32,4.33,1.35,fresh,0,False,10.17,2026-02-27T00:00:00-05:00,2026-02-27 00:00:00-05:00,,,2026-04-02T16:00:00-04:00,11,"1D,4H,3H,2H,90m,1H",1D supply 272.95-276.11 DBD; 4H supply 271.40-273.50 RBD; 4H supply 274.18-274.94 RBD; 3H supply 273.74-274.77 RBD; 2H supply 272.65-273.07 RBD; 2H supply 273.74-274.77 RBD; 90m supply 272.65-273.07 RBD; 90m supply 273.74-274.77 RBD; 1H supply 272.65-273.07 RBD; 1H supply 273.74-274.77 RBD; 1H supply 274.34-274.94 RBD,1D,2026-02-26T00:00:00-05:00
