symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of
NVDA,1H,supply,RBD,2026-03-18T11:30:00-04:00,182.85,182.54,182.54,182.85,182.32,182.74,0.53,0.6,0.26,-0.38,3.35,0.54,one_test,1,False,2.92,2026-03-18T12:30:00-04:00,2026-03-18 12:30:00-04:00,,2026-03-18T13:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-18T13:30:00-04:00,183.15,182.07,182.07,183.15,181.82,182.31,1.33,0.62,-0.24,-0.61,4.35,0.93,fresh,0,False,5.04,2026-03-18T14:30:00-04:00,2026-03-18 14:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,1H,supply,DBD,2026-03-19T15:30:00-04:00,179.15,178.5,179.13,179.15,177.91,178.5,1.24,0.85,-0.34,-2.01,3.62,2.71,fresh,0,False,8.22,2026-03-20T09:30:00-04:00,2026-03-20 09:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,1H,demand,DBR,2026-03-20T15:30:00-04:00,173.0,171.72,172.43,173.04,171.72,173.0,1.32,1.17,-0.89,3.45,8.46,2.1,fresh,0,False,9.05,2026-03-23T09:30:00-04:00,2026-03-23 09:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-23T10:30:00-04:00,178.37,177.58,177.87,178.37,177.23,177.58,1.14,1.06,3.07,-1.86,9.75,1.17,fresh,0,False,6.53,2026-03-23T11:30:00-04:00,2026-03-23 11:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,1H,supply,RBD,2026-03-23T14:30:00-04:00,176.96,176.1,176.1,176.96,176.09,176.23,0.87,0.67,0.61,-0.46,5.5,0.65,fresh,0,False,4.61,2026-03-23T15:30:00-04:00,2026-03-23 15:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,2H,demand,DBR,2026-02-05T15:30:00-05:00,172.26,171.03,172.26,172.53,171.03,171.89,1.5,0.44,-0.81,4.04,19.68,2.4,one_test,1,False,8.9,2026-02-06T09:30:00-05:00,2026-02-06 09:30:00-05:00,,2026-03-20T14:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,2H,supply,RBD,2026-02-25T13:30:00-05:00,197.45,196.72,196.72,197.45,196.48,196.9,0.97,0.99,0.27,-0.49,5.94,0.68,fresh,0,False,5.17,2026-02-25T15:30:00-05:00,2026-02-25 15:30:00-05:00,,,2026-03-23T16:00:00-04:00
NVDA,2H,supply,DBD,2026-02-25T15:30:00-05:00,197.21,195.88,196.89,197.21,195.52,195.88,1.69,0.68,-0.41,-3.86,6.38,4.69,fresh,0,False,10.86,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
NVDA,2H,supply,RBD,2026-03-13T08:30:00-04:00,186.09,183.92,184.92,186.09,183.61,183.92,2.48,1.02,0.16,-1.2,2.8,1.43,multiple_tests,5,False,4.13,2026-03-13T10:30:00-04:00,2026-03-13 10:30:00-04:00,,2026-03-17T08:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,2H,supply,RBD,2026-03-16T12:30:00-04:00,185.53,183.91,183.91,185.53,183.78,184.94,1.75,0.94,0.4,-0.84,1.75,2.6,one_test,1,False,5.94,2026-03-16T14:30:00-04:00,2026-03-16 14:30:00-04:00,,2026-03-17T08:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,2H,supply,RBD,2026-03-17T12:30:00-04:00,183.47,182.7,182.7,183.47,181.87,183.04,1.6,0.85,-0.02,-0.46,3.15,0.8,multiple_tests,3,False,2.76,2026-03-17T14:30:00-04:00,2026-03-17 14:30:00-04:00,,2026-03-18T12:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,2H,supply,DBD,2026-03-18T12:30:00-04:00,183.15,182.31,182.74,183.15,181.82,182.31,1.33,0.73,0.02,-0.87,4.61,0.94,fresh,0,False,5.81,2026-03-18T14:30:00-04:00,2026-03-18 14:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,2H,supply,RBD,2026-03-19T12:30:00-04:00,179.24,178.79,178.79,179.24,177.56,178.97,1.68,0.7,0.62,-0.21,2.64,0.96,fresh,0,False,5.17,2026-03-19T14:30:00-04:00,2026-03-19 14:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,2H,supply,DBD,2026-03-19T14:30:00-04:00,179.98,178.5,178.98,179.98,177.91,178.5,2.07,0.95,-0.12,-1.21,4.76,1.37,fresh,0,False,6.58,2026-03-20T08:30:00-04:00,2026-03-20 08:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,2H,demand,DBR,2026-03-20T14:30:00-04:00,174.26,171.72,174.26,174.34,171.72,173.0,2.62,1.2,-1.31,2.14,3.85,1.1,fresh,0,False,7.24,2026-03-23T08:30:00-04:00,2026-03-23 08:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,2H,supply,RBD,2026-03-23T08:30:00-04:00,178.23,177.39,177.39,178.23,175.87,177.87,2.36,1.09,1.58,-1.34,6.43,1.24,fresh,0,False,6.58,2026-03-23T10:30:00-04:00,2026-03-23 10:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,3H,demand,DBR,2026-02-05T15:30:00-05:00,172.26,171.03,172.26,172.53,171.03,171.89,1.5,0.35,-1.0,3.71,21.17,2.38,one_test,1,False,9.09,2026-02-06T09:30:00-05:00,2026-02-06 09:30:00-05:00,,2026-03-20T13:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,3H,supply,RBD,2026-02-25T12:30:00-05:00,197.53,196.9,197.35,197.53,196.48,196.9,1.05,1.02,1.59,-0.39,2.2,0.5,fresh,0,False,5.39,2026-02-25T15:30:00-05:00,2026-02-25 15:30:00-05:00,,,2026-03-23T16:00:00-04:00
NVDA,3H,supply,DBD,2026-02-25T15:30:00-05:00,197.21,195.88,196.89,197.21,195.52,195.88,1.69,0.53,-0.62,-3.48,6.63,4.4,fresh,0,False,10.98,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
NVDA,3H,supply,RBD,2026-03-11T13:30:00-04:00,186.04,185.62,185.62,186.04,184.45,186.01,1.59,0.71,-0.35,-1.51,4.99,0.69,multiple_tests,2,False,4.2,2026-03-12T07:30:00-04:00,2026-03-12 07:30:00-04:00,,2026-03-16T13:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,3H,supply,RBD,2026-03-13T07:30:00-04:00,186.09,183.92,184.92,186.09,183.61,183.92,2.48,0.74,0.06,-0.89,2.39,1.35,multiple_tests,4,False,4.24,2026-03-13T10:30:00-04:00,2026-03-13 10:30:00-04:00,,2026-03-17T07:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,3H,supply,RBD,2026-03-16T10:30:00-04:00,185.06,184.07,184.07,185.06,183.31,184.76,1.75,1.1,1.72,-0.62,2.38,2.31,one_test,1,False,5.93,2026-03-16T13:30:00-04:00,2026-03-16 13:30:00-04:00,,2026-03-17T07:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,3H,supply,DBD,2026-03-18T10:30:00-04:00,183.24,182.07,182.28,183.24,181.83,182.07,1.41,1.0,0.04,-0.67,8.19,1.01,fresh,0,False,6.18,2026-03-18T13:30:00-04:00,2026-03-18 13:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,3H,supply,DBD,2026-03-18T13:30:00-04:00,183.15,180.35,182.07,183.15,180.33,180.35,2.82,0.99,-0.74,-1.06,1.6,0.92,fresh,0,False,6.48,2026-03-19T07:30:00-04:00,2026-03-19 07:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,3H,supply,RBD,2026-03-19T13:30:00-04:00,179.98,178.5,178.55,179.98,177.91,178.5,2.07,0.99,0.36,-1.1,50.22,1.07,fresh,0,False,6.67,2026-03-20T07:30:00-04:00,2026-03-20 07:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,3H,supply,RBD,2026-03-23T07:30:00-04:00,178.23,177.39,177.39,178.23,175.87,177.87,2.36,0.86,1.11,-1.02,5.44,1.27,fresh,0,False,6.79,2026-03-23T10:30:00-04:00,2026-03-23 10:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,4H,supply,RBD,2026-02-25T13:30:00-05:00,197.45,195.88,196.72,197.45,195.52,195.88,1.93,0.85,0.88,-3.0,10.55,3.29,fresh,0,False,11.0,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
NVDA,4H,supply,RBD,2026-03-13T06:30:00-04:00,186.09,183.92,184.92,186.09,183.61,183.92,2.48,0.63,0.13,-1.16,3.39,1.39,multiple_tests,4,False,5.05,2026-03-13T10:30:00-04:00,2026-03-13 10:30:00-04:00,,2026-03-17T06:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,4H,supply,RBD,2026-03-16T10:30:00-04:00,185.53,184.07,184.07,185.53,183.31,184.94,2.22,1.37,1.72,-0.66,2.09,1.78,one_test,1,False,5.94,2026-03-16T14:30:00-04:00,2026-03-16 14:30:00-04:00,,2026-03-17T06:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,4H,supply,DBD,2026-03-17T10:30:00-04:00,183.47,183.04,183.08,183.47,181.68,183.04,1.79,1.5,-0.03,-0.4,26.75,0.59,multiple_tests,2,False,3.49,2026-03-17T14:30:00-04:00,2026-03-17 14:30:00-04:00,,2026-03-18T10:30:00-04:00,2026-03-23T16:00:00-04:00
NVDA,4H,supply,RBD,2026-03-18T10:30:00-04:00,183.24,182.28,182.28,183.24,181.82,182.31,1.42,1.28,0.14,-0.78,56.0,0.7,fresh,0,False,6.48,2026-03-18T14:30:00-04:00,2026-03-18 14:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,4H,supply,RBD,2026-03-19T14:30:00-04:00,179.98,178.5,178.98,179.98,177.91,178.5,2.07,0.75,0.37,-1.12,4.76,1.07,fresh,0,False,7.19,2026-03-20T06:30:00-04:00,2026-03-20 06:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,4H,demand,DBR,2026-03-20T14:30:00-04:00,174.26,171.72,174.26,174.34,171.72,173.0,2.62,0.92,-1.07,1.91,3.85,0.85,fresh,0,False,7.76,2026-03-23T06:30:00-04:00,2026-03-23 06:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,4H,supply,RBD,2026-03-23T06:30:00-04:00,178.23,177.39,177.39,178.23,175.87,177.87,2.36,0.87,1.44,-0.7,3.71,1.55,fresh,0,False,7.25,2026-03-23T10:30:00-04:00,2026-03-23 10:30:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,1D,demand,DBR,2025-09-08T00:00:00-04:00,168.31,167.35,167.55,170.96,167.35,168.31,3.61,0.91,-0.72,0.53,2.2,0.87,fresh,0,False,7.4,2025-09-09T00:00:00-04:00,2025-09-09 00:00:00-04:00,,,2026-03-23T16:00:00-04:00
NVDA,1D,demand,RBR,2025-09-09T00:00:00-04:00,170.76,166.74,169.09,170.98,166.74,170.76,4.24,0.87,0.8,1.41,3.93,1.25,multiple_tests,3,False,6.16,2025-09-10T00:00:00-04:00,2025-09-10 00:00:00-04:00,,2025-12-17T00:00:00-05:00,2026-03-23T16:00:00-04:00
NVDA,1D,demand,DBR,2025-09-17T00:00:00-04:00,172.64,168.41,172.64,173.2,168.41,170.29,4.79,1.14,-1.68,1.34,2.53,1.03,multiple_tests,6,False,5.87,2025-09-18T00:00:00-04:00,2025-09-18 00:00:00-04:00,,2026-03-20T00:00:00-04:00,2026-03-23T16:00:00-04:00
NVDA,1D,supply,RBD,2025-11-03T00:00:00-05:00,211.34,206.88,208.08,211.34,205.56,206.88,5.78,1.0,0.73,-1.49,3.59,1.05,fresh,0,False,8.54,2025-11-04T00:00:00-05:00,2025-11-04 00:00:00-05:00,,,2026-03-23T16:00:00-04:00
NVDA,1D,supply,RBD,2025-11-10T00:00:00-05:00,199.94,195.11,195.11,199.94,193.79,199.05,6.15,1.05,1.82,-0.98,1.49,0.93,multiple_tests,3,False,5.41,2025-11-11T00:00:00-05:00,2025-11-11 00:00:00-05:00,,2026-02-25T00:00:00-05:00,2026-03-23T16:00:00-04:00
NVDA,1D,supply,DBD,2025-11-12T00:00:00-05:00,195.89,193.8,195.72,195.89,191.13,193.8,4.76,0.84,-0.9,-1.19,2.18,1.12,multiple_tests,5,False,5.81,2025-11-13T00:00:00-05:00,2025-11-13 00:00:00-05:00,,2026-02-26T00:00:00-05:00,2026-03-23T16:00:00-04:00
NVDA,1D,demand,DBR,2025-12-18T00:00:00-05:00,174.53,171.82,174.53,176.15,171.82,174.14,4.33,0.87,-0.62,1.18,11.09,1.61,multiple_tests,3,False,6.29,2025-12-19T00:00:00-05:00,2025-12-19 00:00:00-05:00,,2026-03-20T00:00:00-04:00,2026-03-23T16:00:00-04:00
NVDA,1D,demand,DBR,2026-02-05T00:00:00-05:00,174.93,171.03,174.93,176.81,171.03,171.88,5.78,1.21,-1.75,2.8,2.86,1.36,multiple_tests,3,False,7.66,2026-02-06T00:00:00-05:00,2026-02-06 00:00:00-05:00,,2026-03-23T00:00:00-04:00,2026-03-23T16:00:00-04:00
NVDA,1D,supply,RBD,2026-02-25T00:00:00-05:00,197.63,194.45,194.45,197.63,193.79,195.56,3.84,1.41,0.66,-1.76,8.45,2.02,fresh,0,False,9.78,2026-02-26T00:00:00-05:00,2026-02-26 00:00:00-05:00,,,2026-03-23T16:00:00-04:00
NVDA,1D,supply,RBD,2026-03-11T00:00:00-04:00,187.62,185.91,185.91,187.62,184.45,186.03,3.17,0.76,0.61,-0.52,7.58,0.81,multiple_tests,2,False,4.83,2026-03-12T00:00:00-04:00,2026-03-12 00:00:00-04:00,,2026-03-16T00:00:00-04:00,2026-03-23T16:00:00-04:00
NVDA,1D,supply,DBD,2026-03-12T00:00:00-04:00,184.94,183.14,184.05,184.94,181.75,183.14,3.19,0.81,-0.3,-0.52,5.13,0.83,multiple_tests,3,False,4.85,2026-03-13T00:00:00-04:00,2026-03-13 00:00:00-04:00,,2026-03-18T00:00:00-04:00,2026-03-23T16:00:00-04:00
NVDA,1D,supply,DBD,2026-03-19T00:00:00-04:00,179.98,178.01,178.01,179.98,175.78,178.56,4.19,0.87,-0.63,-1.09,9.64,1.22,one_test,1,False,6.81,2026-03-20T00:00:00-04:00,2026-03-20 00:00:00-04:00,,2026-03-23T00:00:00-04:00,2026-03-23T16:00:00-04:00
AMD,90m,supply,RBD,2026-01-23T15:30:00-05:00,259.77,258.57,258.57,259.77,257.92,259.65,1.85,0.37,0.62,-1.15,2.56,1.35,one_test,1,False,4.75,2026-01-26T09:30:00-05:00,2026-01-26 09:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,90m,supply,DBD,2026-01-26T12:30:00-05:00,254.21,253.12,253.43,254.21,252.36,253.12,1.85,0.47,-0.15,-0.34,5.03,0.51,multiple_tests,7,False,2.1,2026-01-26T14:00:00-05:00,2026-01-26 14:00:00-05:00,,2026-01-29T09:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,90m,supply,DBD,2026-01-27T11:00:00-05:00,253.82,252.54,253.5,253.82,251.6,252.54,2.22,0.53,0.32,-0.65,2.6,0.53,multiple_tests,6,False,2.43,2026-01-27T12:30:00-05:00,2026-01-27 12:30:00-05:00,,2026-02-03T09:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,90m,supply,DBD,2026-01-28T15:30:00-05:00,253.19,252.74,252.75,253.19,252.5,252.74,0.69,0.37,0.32,-3.02,1177.0,2.11,fresh,0,False,8.88,2026-01-29T09:30:00-05:00,2026-01-29 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
AMD,90m,supply,RBD,2026-02-02T12:30:00-05:00,249.66,248.76,248.76,249.66,247.16,249.62,2.5,0.64,0.57,-0.57,3.14,0.79,one_test,1,False,3.61,2026-02-02T14:00:00-05:00,2026-02-02 14:00:00-05:00,,2026-02-03T09:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,90m,supply,DBD,2026-02-02T15:30:00-05:00,246.89,246.28,246.85,246.89,245.18,246.28,1.71,0.51,-0.68,-0.1,10.11,2.22,fresh,0,False,6.07,2026-02-03T09:30:00-05:00,2026-02-03 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
AMD,90m,supply,RBD,2026-02-03T15:30:00-05:00,245.23,242.11,242.92,245.23,241.9,242.11,3.33,1.01,0.8,-6.26,11.09,6.04,fresh,0,False,10.75,2026-02-04T09:30:00-05:00,2026-02-04 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
AMD,90m,supply,RBD,2026-02-24T12:30:00-05:00,216.71,214.46,214.46,216.71,214.17,215.31,2.54,1.56,1.64,-0.69,2.72,1.09,one_test,1,False,4.03,2026-02-24T14:00:00-05:00,2026-02-24 14:00:00-05:00,,2026-02-25T09:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,90m,supply,DBD,2026-02-24T15:30:00-05:00,214.43,213.04,213.04,214.43,212.99,213.82,1.44,0.7,-0.47,-0.76,4.36,2.0,multiple_tests,3,False,4.01,2026-02-25T09:30:00-05:00,2026-02-25 09:30:00-05:00,,2026-02-25T14:00:00-05:00,2026-03-23T16:00:00-04:00
AMD,90m,supply,RBD,2026-02-25T12:30:00-05:00,213.74,212.61,212.8,213.74,211.96,212.61,1.78,0.66,0.37,-0.43,7.26,0.91,fresh,0,False,5.09,2026-02-25T14:00:00-05:00,2026-02-25 14:00:00-05:00,,,2026-03-23T16:00:00-04:00
AMD,90m,supply,DBD,2026-02-25T15:30:00-05:00,211.56,210.86,211.2,211.56,210.5,210.86,1.06,0.48,-0.54,-2.58,18.47,1.66,fresh,0,False,7.99,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
AMD,90m,demand,DBR,2026-03-03T15:30:00-05:00,191.23,190.5,191.23,191.7,190.5,190.97,1.2,0.65,-0.35,2.54,23.27,1.99,one_test,1,False,6.78,2026-03-04T09:30:00-05:00,2026-03-04 09:30:00-05:00,,2026-03-09T09:00:00-04:00,2026-03-23T16:00:00-04:00
AMD,90m,demand,DBR,2026-03-06T15:30:00-05:00,192.45,191.25,192.08,193.79,191.25,192.45,2.54,0.85,-1.23,-0.13,7.19,1.2,multiple_tests,2,False,2.58,2026-03-09T09:00:00-04:00,2026-03-09 09:00:00-04:00,,2026-03-13T15:00:00-04:00,2026-03-23T16:00:00-04:00
AMD,90m,demand,DBR,2026-03-13T15:00:00-04:00,193.52,192.27,193.52,193.54,192.27,193.45,1.27,0.91,-0.23,1.65,40.66,1.5,one_test,1,False,5.4,2026-03-16T09:00:00-04:00,2026-03-16 09:00:00-04:00,,2026-03-19T09:00:00-04:00,2026-03-23T16:00:00-04:00
AMD,90m,demand,DBR,2026-03-17T15:00:00-04:00,196.41,196.0,196.41,196.74,196.0,196.31,0.74,0.56,0.11,0.92,23.6,1.42,one_test,1,False,4.59,2026-03-18T09:00:00-04:00,2026-03-18 09:00:00-04:00,,2026-03-19T09:00:00-04:00,2026-03-23T16:00:00-04:00
AMD,90m,supply,RBD,2026-03-23T09:00:00-04:00,209.11,206.42,206.42,209.11,205.79,207.38,3.32,1.54,2.95,-1.84,5.61,1.39,fresh,0,False,6.98,2026-03-23T10:30:00-04:00,2026-03-23 10:30:00-04:00,,,2026-03-23T16:00:00-04:00
AMD,1H,supply,RBD,2026-01-23T15:30:00-05:00,259.77,258.57,258.57,259.77,257.92,259.65,1.85,0.56,0.58,-2.38,5.16,1.53,one_test,1,False,5.91,2026-01-26T09:30:00-05:00,2026-01-26 09:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,1H,supply,RBD,2026-01-26T13:30:00-05:00,254.21,252.92,252.94,254.21,252.45,252.92,1.76,0.56,-0.17,-0.43,58.89,0.59,multiple_tests,9,False,2.02,2026-01-26T14:30:00-05:00,2026-01-26 14:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,1H,supply,RBD,2026-01-28T10:30:00-05:00,253.58,252.85,252.85,253.58,252.03,253.2,1.55,0.99,0.43,-0.5,3.6,0.59,multiple_tests,3,False,2.09,2026-01-28T11:30:00-05:00,2026-01-28 11:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,1H,supply,RBD,2026-01-28T15:30:00-05:00,253.19,252.74,252.75,253.19,252.5,252.74,0.69,0.67,0.67,-2.33,711.5,2.73,fresh,0,False,8.56,2026-01-29T09:30:00-05:00,2026-01-29 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
AMD,1H,supply,DBD,2026-02-02T15:30:00-05:00,246.89,246.28,246.85,246.89,245.18,246.28,1.71,0.71,-0.8,-0.66,14.12,2.48,fresh,0,False,6.64,2026-02-03T09:30:00-05:00,2026-02-03 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
AMD,1H,supply,DBD,2026-02-03T10:30:00-05:00,246.0,243.49,243.49,246.0,242.11,244.23,3.89,0.93,-0.47,-0.39,2.18,0.67,one_test,1,False,3.06,2026-02-03T11:30:00-05:00,2026-02-03 11:30:00-05:00,,2026-02-03T15:30:00-05:00,2026-03-23T16:00:00-04:00
AMD,1H,supply,RBD,2026-02-03T15:30:00-05:00,245.23,242.11,242.92,245.23,241.9,242.11,3.33,1.44,0.41,-7.82,7.89,6.87,fresh,0,False,10.5,2026-02-04T09:30:00-05:00,2026-02-04 09:30:00-05:00,,,2026-03-23T16:00:00-04:00
