symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of,confluence_count,confluence_timeframes,merged_from,primary_timeframe,primary_base_time
AMD,1D,demand,DBR,2025-09-17T00:00:00-04:00,159.28,155.76,159.28,161.63,155.76,159.16,5.87,0.98,-0.39,-0.24,58.0,1.98,multiple_tests,2,False,6.22,2025-09-18T00:00:00-04:00,2025-09-18 00:00:00-04:00,,2025-09-26T00:00:00-04:00,2026-06-16T16:00:00-04:00,2,1D,1D demand 155.76-159.28 DBR; 1D demand 155.90-157.39 DBR,1D,2025-09-17T00:00:00-04:00
AMD,1D,demand,RBR,2025-09-30T00:00:00-04:00,161.79,159.33,160.79,162.28,159.33,161.79,2.95,0.68,0.46,0.43,3.1,0.91,fresh,0,False,7.34,2025-10-01T00:00:00-04:00,2025-10-01 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,1,1D,1D demand 159.33-161.79 RBR,1D,2025-09-30T00:00:00-04:00
AMD,1D/4H/3H/2H/90m/1H,demand,DBR,2026-03-03T00:00:00-05:00,192.49,188.22,191.46,193.64,188.22,190.95,5.42,0.88,-0.97,1.17,19.51,0.96,fresh,0,False,8.44,2026-03-04T00:00:00-05:00,2026-03-04 00:00:00-05:00,,2026-03-09T00:00:00-04:00,2026-06-16T16:00:00-04:00,13,"1D,4H,3H,2H,90m,1H",1D demand 188.22-191.46 DBR; 4H demand 189.02-192.02 DBR; 4H demand 190.72-192.49 DBR; 4H demand 190.50-191.47 DBR; 3H demand 189.02-192.02 DBR; 3H demand 191.25-192.45 DBR; 2H demand 189.02-192.02 DBR; 2H demand 190.50-191.23 DBR; 2H demand 191.25-192.45 DBR; 90m demand 190.50-191.23 DBR; 90m demand 191.25-192.45 DBR; 1H demand 190.50-191.23 DBR; 1H demand 191.25-192.45 DBR,1D,2026-03-03T00:00:00-05:00
AMD,1D/4H/3H/2H/90m,demand,DBR/RBR,2026-03-06T00:00:00-05:00,196.68,191.25,195.27,200.24,191.25,192.43,8.99,0.91,-1.12,1.19,4.69,1.04,fresh,0,False,8.13,2026-03-09T00:00:00-04:00,2026-03-09 00:00:00-04:00,,2026-03-30T00:00:00-04:00,2026-06-16T16:00:00-04:00,10,"1D,4H,3H,2H,90m",1D demand 191.25-195.27 DBR; 1D demand 195.26-196.68 RBR; 4H demand 192.87-196.05 DBR; 4H demand 192.27-193.45 DBR; 3H demand 192.87-196.19 DBR; 3H demand 192.27-194.07 DBR; 2H demand 192.87-196.05 DBR; 2H demand 192.27-193.45 RBR; 90m demand 192.87-196.05 RBR; 90m demand 192.27-193.52 DBR,1D,2026-03-06T00:00:00-05:00
AMD,1D/3H/2H/1H,demand,DBR/RBR,2026-03-18T00:00:00-04:00,200.82,195.75,196.0,202.86,195.75,199.46,7.11,0.82,0.4,0.8,2.96,0.93,fresh,0,False,7.38,2026-03-19T00:00:00-04:00,2026-03-19 00:00:00-04:00,,2026-03-31T00:00:00-04:00,2026-06-16T16:00:00-04:00,4,"1D,3H,2H,1H",1D demand 195.75-199.46 RBR; 3H demand 195.79-196.31 DBR; 2H demand 196.41-200.82 RBR; 1H demand 196.41-198.69 DBR,1D,2026-03-18T00:00:00-04:00
AMD,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-03-31T14:30:00-04:00,203.71,201.18,202.37,204.0,201.95,203.34,2.05,0.66,0.5,1.49,3.36,0.89,one_test,1,False,8.26,2026-04-01T06:30:00-04:00,2026-04-01 06:30:00-04:00,,2026-04-02T06:30:00-04:00,2026-06-16T16:00:00-04:00,6,"4H,3H,2H,90m,1H",4H demand 201.95-203.34 RBR; 3H demand 201.18-203.34 RBR; 2H demand 201.95-203.34 RBR; 90m demand 202.95-203.42 DBR; 1H demand 202.95-203.71 DBR; 1H demand 201.18-202.41 RBR,4H,2026-03-31T14:30:00-04:00
AMD,1D/4H/2H,demand,DBR/RBR,2026-04-01T00:00:00-04:00,210.21,205.84,207.59,213.83,205.84,210.21,7.99,1.2,1.65,0.85,5.12,1.13,fresh,0,False,8.98,2026-04-02T00:00:00-04:00,2026-04-02 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,3,"1D,4H,2H",1D demand 205.84-210.21 RBR; 4H demand 208.77-210.19 RBR; 2H demand 208.77-210.19 DBR,1D,2026-04-01T00:00:00-04:00
AMD,3H/90m,demand,DBR,2026-04-01T13:30:00-04:00,212.51,208.77,212.51,212.79,208.77,210.19,4.02,0.97,-0.12,-0.21,2.28,0.74,one_test,1,False,4.45,2026-04-02T07:30:00-04:00,2026-04-02 07:30:00-04:00,,2026-04-02T10:30:00-04:00,2026-06-16T16:00:00-04:00,2,"3H,90m",3H demand 208.77-212.51 DBR; 90m demand 209.83-210.19 DBR,3H,2026-04-01T13:30:00-04:00
AMD,90m/1H,demand,RBR,2026-04-02T13:30:00-04:00,215.94,214.62,215.18,216.17,214.62,215.94,1.55,0.67,0.45,0.4,2.13,0.97,fresh,0,False,5.37,2026-04-02T15:00:00-04:00,2026-04-02 15:00:00-04:00,,2026-04-07T10:30:00-04:00,2026-06-16T16:00:00-04:00,2,"90m,1H",90m demand 214.62-215.94 RBR; 1H demand 214.62-215.29 RBR,90m,2026-04-02T13:30:00-04:00
AMD,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-07T00:00:00-04:00,221.53,215.38,218.25,222.1,215.38,221.53,6.72,0.8,0.47,1.2,3.14,1.07,fresh,0,False,9.77,2026-04-08T00:00:00-04:00,2026-04-08 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,12,"1D,4H,3H,2H,90m,1H",1D demand 215.38-221.53 RBR; 1D demand 217.73-220.18 RBR; 4H demand 216.77-221.43 RBR; 4H demand 215.90-218.52 RBR; 3H demand 216.77-221.43 RBR; 3H demand 215.90-218.46 DBR; 2H demand 216.77-221.43 RBR; 2H demand 218.26-219.00 DBR; 90m demand 216.77-218.41 DBR; 1H demand 216.77-218.74 RBR; 1H demand 216.56-217.56 RBR; 1H demand 215.90-218.46 DBR,1D,2026-04-07T00:00:00-04:00
AMD,1D/4H/3H/2H/1H,demand,RBR,2026-04-08T00:00:00-04:00,232.92,227.09,232.12,234.0,227.09,231.82,6.91,1.06,1.33,0.55,12.09,0.81,fresh,0,False,8.86,2026-04-09T00:00:00-04:00,2026-04-09 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,5,"1D,4H,3H,2H,1H",1D demand 227.09-232.12 RBR; 4H demand 230.91-232.92 RBR; 3H demand 230.91-232.92 RBR; 2H demand 230.91-232.92 RBR; 1H demand 230.08-231.35 RBR,1D,2026-04-08T00:00:00-04:00
AMD,1D/4H/2H/90m/1H,demand,RBR,2026-04-09T00:00:00-04:00,236.64,230.91,233.01,237.1,230.91,236.64,6.19,0.8,1.72,0.96,2.32,1.08,fresh,0,False,11.39,2026-04-10T00:00:00-04:00,2026-04-10 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,6,"1D,4H,2H,90m,1H",1D demand 230.91-236.64 RBR; 4H demand 234.86-236.62 RBR; 2H demand 234.86-236.62 RBR; 2H demand 233.42-235.31 RBR; 90m demand 236.03-236.62 RBR; 1H demand 236.30-236.62 RBR,1D,2026-04-09T00:00:00-04:00
AMD,1D/2H/1H,demand,DBR/RBR,2026-04-13T00:00:00-04:00,246.83,242.03,245.03,247.33,242.03,246.83,5.3,0.67,1.15,0.93,2.93,0.76,fresh,0,False,8.69,2026-04-14T00:00:00-04:00,2026-04-14 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,3,"1D,2H,1H",1D demand 242.03-246.83 RBR; 2H demand 244.84-245.52 RBR; 1H demand 244.84-246.20 DBR,1D,2026-04-13T00:00:00-04:00
AMD,1D/4H/3H/2H/1H,demand,DBR/RBR,2026-04-15T00:00:00-04:00,258.12,251.85,254.96,258.18,251.85,258.12,6.33,0.73,1.23,2.19,4.2,1.92,fresh,0,False,11.61,2026-04-16T00:00:00-04:00,2026-04-16 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,7,"1D,4H,3H,2H,1H",1D demand 251.85-258.12 RBR; 4H demand 251.85-256.12 DBR; 3H demand 251.85-256.12 DBR; 2H demand 251.85-255.93 DBR; 2H demand 252.17-253.43 RBR; 1H demand 253.70-254.75 DBR; 1H demand 252.77-253.43 RBR,1D,2026-04-15T00:00:00-04:00
AMD,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-20T14:30:00-04:00,276.13,272.85,274.36,276.5,274.16,274.94,2.34,0.56,-0.33,1.23,6.66,0.83,fresh,0,False,8.56,2026-04-21T06:30:00-04:00,2026-04-21 06:30:00-04:00,,,2026-06-16T16:00:00-04:00,5,"4H,3H,2H,90m,1H",4H demand 274.16-274.94 RBR; 3H demand 272.85-274.94 RBR; 2H demand 274.16-274.94 RBR; 90m demand 274.16-276.13 RBR; 1H demand 274.16-275.55 DBR,4H,2026-04-20T14:30:00-04:00
AMD,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-21T14:30:00-04:00,284.42,281.11,284.24,286.2,281.77,284.42,4.43,0.77,0.55,1.93,21.44,1.03,fresh,0,False,9.46,2026-04-22T06:30:00-04:00,2026-04-22 06:30:00-04:00,,,2026-06-16T16:00:00-04:00,6,"4H,3H,2H,90m,1H",4H demand 281.77-284.42 RBR; 3H demand 281.21-284.42 RBR; 2H demand 281.77-284.42 RBR; 90m demand 281.77-284.42 RBR; 90m demand 281.11-281.67 DBR; 1H demand 281.11-282.70 DBR,4H,2026-04-21T14:30:00-04:00
AMD,2H/90m/1H,demand,DBR/RBR,2026-04-22T10:30:00-04:00,297.84,293.48,295.2,298.18,293.48,296.15,4.7,1.24,2.05,0.69,4.12,1.22,fresh,0,False,7.0,2026-04-22T12:30:00-04:00,2026-04-22 12:30:00-04:00,,,2026-06-16T16:00:00-04:00,3,"2H,90m,1H",2H demand 293.48-296.15 RBR; 90m demand 293.48-296.00 RBR; 1H demand 294.64-297.84 DBR,2H,2026-04-22T10:30:00-04:00
AMD,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-23T00:00:00-04:00,305.33,299.05,302.01,310.22,299.76,305.33,10.46,1.23,1.98,4.04,3.33,2.21,fresh,0,False,13.71,2026-04-24T00:00:00-04:00,2026-04-24 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,11,"1D,4H,3H,2H,90m,1H",1D demand 299.76-305.33 RBR; 4H demand 302.70-305.24 RBR; 3H demand 299.76-305.24 RBR; 2H demand 302.70-305.24 DBR; 90m demand 302.70-305.24 RBR; 90m demand 299.76-303.81 DBR; 90m demand 300.62-303.44 RBR; 1H demand 302.70-305.24 RBR; 1H demand 303.03-304.40 DBR; 1H demand 302.03-303.44 RBR; 1H demand 299.05-300.50 RBR,1D,2026-04-23T00:00:00-04:00
AMD,4H/3H/2H/1H,demand,DBR/RBR,2026-04-29T06:30:00-04:00,326.84,317.8,326.7,327.99,318.86,326.84,9.13,0.68,0.11,1.1,63.96,1.48,fresh,0,False,9.08,2026-04-29T10:30:00-04:00,2026-04-29 10:30:00-04:00,,,2026-06-16T16:00:00-04:00,4,"4H,3H,2H,1H",4H demand 318.86-326.84 RBR; 3H demand 318.86-326.84 RBR; 2H demand 318.86-326.84 RBR; 1H demand 317.80-320.55 DBR,4H,2026-04-29T06:30:00-04:00
AMD,2H/90m/1H,demand,DBR/RBR,2026-04-29T10:30:00-04:00,328.09,326.05,326.82,333.95,326.05,328.08,7.9,1.11,0.62,0.96,6.19,0.69,fresh,0,False,6.65,2026-04-29T12:30:00-04:00,2026-04-29 12:30:00-04:00,,,2026-06-16T16:00:00-04:00,3,"2H,90m,1H",2H demand 326.05-328.08 RBR; 90m demand 326.23-327.86 RBR; 1H demand 326.05-328.09 DBR,2H,2026-04-29T10:30:00-04:00
AMD,90m/1H,demand,DBR/RBR,2026-05-04T15:00:00-04:00,342.82,336.0,342.82,344.96,341.0,341.49,3.96,0.66,-0.39,1.19,6.52,1.57,fresh,0,False,9.06,2026-05-05T09:00:00-04:00,2026-05-05 09:00:00-04:00,,,2026-06-16T16:00:00-04:00,5,"90m,1H",90m demand 341.00-342.82 DBR; 90m demand 336.00-337.45 RBR; 1H demand 341.00-342.39 DBR; 1H demand 336.00-339.25 DBR; 1H demand 338.70-342.06 DBR,90m,2026-05-04T15:00:00-04:00
AMD,1D/4H/3H/2H/90m,demand,DBR/RBR,2026-05-05T00:00:00-04:00,355.26,344.88,351.51,359.57,344.88,355.26,14.69,1.52,-0.38,4.81,3.17,2.08,fresh,0,False,13.58,2026-05-06T00:00:00-04:00,2026-05-06 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,5,"1D,4H,3H,2H,90m",1D demand 344.88-355.26 DBR; 4H demand 344.88-351.73 RBR; 3H demand 344.88-351.73 RBR; 2H demand 349.99-352.38 RBR; 90m demand 351.33-355.25 RBR,1D,2026-05-05T00:00:00-04:00
AMD,4H/2H,demand,RBR,2026-05-05T14:30:00-04:00,357.31,352.64,357.31,359.11,352.64,355.32,6.47,0.88,0.56,5.46,25.43,2.77,fresh,0,False,12.27,2026-05-06T06:30:00-04:00,2026-05-06 06:30:00-04:00,,,2026-06-16T16:00:00-04:00,2,"4H,2H",4H demand 352.64-357.31 RBR; 2H demand 352.64-357.31 RBR,4H,2026-05-05T14:30:00-04:00
AMD,4H/2H/90m/1H,demand,DBR/RBR,2026-05-19T14:30:00-04:00,418.53,411.71,418.53,420.75,411.71,414.11,9.04,0.54,1.17,1.95,3.74,1.17,fresh,0,False,11.09,2026-05-20T06:30:00-04:00,2026-05-20 06:30:00-04:00,,,2026-06-16T16:00:00-04:00,4,"4H,2H,90m,1H",4H demand 411.71-418.53 RBR; 2H demand 411.71-418.53 DBR; 90m demand 411.71-415.80 DBR; 1H demand 411.71-416.52 DBR,4H,2026-05-19T14:30:00-04:00
AMD,4H/90m,demand,DBR/RBR,2026-05-21T06:30:00-04:00,443.82,431.6,441.93,448.0,431.6,432.67,16.4,0.86,-0.83,0.91,1.45,1.32,one_test,1,False,5.23,2026-05-21T10:30:00-04:00,2026-05-21 10:30:00-04:00,,2026-06-09T10:30:00-04:00,2026-06-16T16:00:00-04:00,2,"4H,90m",4H demand 431.60-441.93 DBR; 90m demand 441.87-443.82 RBR,4H,2026-05-21T06:30:00-04:00
AMD,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-06-10T14:30:00-04:00,454.95,441.87,454.95,455.9,448.33,452.03,7.57,0.64,-1.26,1.23,3.76,0.76,fresh,0,False,8.49,2026-06-11T06:30:00-04:00,2026-06-11 06:30:00-04:00,,,2026-06-16T16:00:00-04:00,8,"4H,3H,2H,90m,1H",4H demand 448.33-454.95 DBR; 4H demand 441.87-449.56 RBR; 3H demand 448.33-453.86 DBR; 3H demand 441.87-449.56 RBR; 2H demand 448.33-454.95 DBR; 2H demand 441.87-449.56 RBR; 90m demand 448.33-452.11 DBR; 1H demand 441.87-445.95 DBR,4H,2026-06-10T14:30:00-04:00
AMD,1D,demand,DBR,2026-06-10T00:00:00-04:00,467.97,448.33,467.97,477.45,448.33,452.4,29.12,0.88,-1.38,1.31,2.32,0.96,fresh,0,False,8.27,2026-06-11T00:00:00-04:00,2026-06-11 00:00:00-04:00,,,2026-06-16T16:00:00-04:00,1,1D,1D demand 448.33-467.97 DBR,1D,2026-06-10T00:00:00-04:00
AMD,1H,demand,RBR,2026-06-10T15:30:00-04:00,452.03,450.05,450.94,455.9,450.05,452.03,5.85,0.82,-0.24,1.72,10.08,1.94,fresh,0,False,7.16,2026-06-11T09:30:00-04:00,2026-06-11 09:30:00-04:00,,,2026-06-16T16:00:00-04:00,1,1H,1H demand 450.05-452.03 RBR,1H,2026-06-10T15:30:00-04:00
AMD,90m,demand,RBR,2026-06-11T12:00:00-04:00,470.0,458.02,465.87,470.5,458.02,470.0,12.48,0.58,-0.21,0.81,2.7,0.79,fresh,0,False,5.35,2026-06-11T13:30:00-04:00,2026-06-11 13:30:00-04:00,,,2026-06-16T16:00:00-04:00,1,90m,90m demand 458.02-470.00 RBR,90m,2026-06-11T12:00:00-04:00
AMD,3H,demand,RBR,2026-06-11T10:30:00-04:00,472.82,458.02,472.82,474.96,458.02,470.0,16.94,0.81,1.01,1.02,6.35,1.08,fresh,0,False,6.6,2026-06-11T13:30:00-04:00,2026-06-11 13:30:00-04:00,,,2026-06-16T16:00:00-04:00,1,3H,3H demand 458.02-472.82 RBR,3H,2026-06-11T10:30:00-04:00
