status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,duplicate_rows_collapsed
Immediate,AAPL,258.34,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D/2H/90m/1H,DBR/RBR,demand,260.25,256.22,256.22,256.22,260.25,0.0,multiple_tests,Multiple retests (2 tests),2,0.7,Weak,0.86,4.53,Weak,6.56,"1D demand @ 248.25 (RR 2.50, fresh, tests 0, quality 14.0)",2.5,2.5,13.98,248.25,,1:2.50–1:13.63,"T1: 1D demand @ 248.25 (RR 2.50, fresh, tests 0, quality 14.0) | T2: 1D demand @ 239.97 (RR 4.56, fresh, tests 0, quality 17.9) | T3: 1D demand @ 227.92 (RR 7.55, multiple_tests, tests 3, quality 6.9) | T4: 1D demand @ 220.03 (RR 9.51, fresh, tests 0, quality 16.4) | T5: 1D demand @ 203.40 (RR 13.63, fresh, tests 0, quality 17.0)","1D demand @ 248.25 (RR 2.50, fresh, tests 0, quality 14.0)",2.5,fresh,0.0,hard_target,"1D demand @ 239.97 (RR 4.56, fresh, tests 0, quality 17.9)",4.56,fresh,0.0,hard_target,"1D demand @ 227.92 (RR 7.55, multiple_tests, tests 3, quality 6.9)",7.55,multiple_tests,3.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,6,"1D,2H,90m,1H",1D demand 258.01-259.94 DBR; 1D demand 256.22-259.37 RBR; 1D demand 256.80-260.25 RBR; 2H demand 256.71-258.74 DBR; 90m demand 256.91-258.00 RBR; 1H demand 257.05-257.80 RBR,1D,256.22,260.25,1D/2H/90m/1H,containing_price,0.0,259.23,261.44,3H/2H/90m/1H,above_price,0.34,inside_demand,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,7.54,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.50 (Strong 1:2.5–1:3.99); range 1:2.50–1:7.55,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,AAPL,258.34,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,3H/2H/90m/1H,DBD/RBD,supply,261.44,259.23,261.44,259.23,261.44,0.34,fresh,Fresh / untested (0 tests),0,-0.26,Weak,1.22,46.33,Strong,7.5,"1D demand @ 248.25 (RR 3.25, fresh, tests 0, quality 14.0)",3.25,3.25,13.98,248.25,,1:3.25–1:17.72,"T1: 1D demand @ 248.25 (RR 3.25, fresh, tests 0, quality 14.0) | T2: 1D demand @ 239.97 (RR 5.93, fresh, tests 0, quality 17.9) | T3: 1D demand @ 227.92 (RR 9.81, multiple_tests, tests 3, quality 6.9) | T4: 1D demand @ 220.03 (RR 12.36, fresh, tests 0, quality 16.4) | T5: 1D demand @ 203.40 (RR 17.72, fresh, tests 0, quality 17.0)","1D demand @ 248.25 (RR 3.25, fresh, tests 0, quality 14.0)",3.25,fresh,0.0,hard_target,"1D demand @ 239.97 (RR 5.93, fresh, tests 0, quality 17.9)",5.93,fresh,0.0,hard_target,"1D demand @ 227.92 (RR 9.81, multiple_tests, tests 3, quality 6.9)",9.81,multiple_tests,3.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,13,"3H,2H,90m,1H",3H supply 259.95-260.60 RBD; 2H supply 259.53-260.63 DBD; 2H supply 260.50-261.04 RBD; 2H supply 259.95-260.60 RBD; 2H supply 259.90-261.44 RBD; 2H supply 260.90-261.19 RBD; 90m supply 259.23-259.75 DBD; 90m supply 259.95-260.60 RBD; 1H supply 260.36-261.33 DBD; 1H supply 260.16-260.79 RBD; 1H supply 259.34-259.56 DBD; 1H supply 259.95-260.60 RBD; 1H supply 260.65-261.19 RBD,3H,256.22,260.25,1D/2H/90m/1H,containing_price,0.0,259.23,261.44,3H/2H/90m/1H,above_price,0.34,inside_demand,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,9.291,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.25 (Strong 1:2.5–1:3.99); range 1:3.25–1:9.81,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Near-Term,GOOGL,332.74,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D/3H/2H/90m/1H,DBD/RBD,supply,340.02,335.06,340.02,335.06,340.02,0.7,fresh,Fresh / untested (0 tests),0,-0.46,Weak,0.99,6.24,Average,8.95,"1D demand @ 309.88 (RR 3.14, fresh, tests 0, quality 13.2)",3.14,3.14,13.2,309.88,,1:3.14–1:10.00,"T1: 1D demand @ 309.88 (RR 3.14, fresh, tests 0, quality 13.2) | T2: 1D demand @ 302.46 (RR 4.16, fresh, tests 0, quality 14.9) | T3: 1D demand @ 277.54 (RR 7.58, fresh, tests 0, quality 15.8) | T4: 1D demand @ 269.69 (RR 8.66, fresh, tests 0, quality 14.8) | T5: 1D demand @ 259.92 (RR 10.00, fresh, tests 0, quality 14.8)","1D demand @ 309.88 (RR 3.14, fresh, tests 0, quality 13.2)",3.14,fresh,0.0,hard_target,"1D demand @ 302.46 (RR 4.16, fresh, tests 0, quality 14.9)",4.16,fresh,0.0,hard_target,"1D demand @ 277.54 (RR 7.58, fresh, tests 0, quality 15.8)",7.58,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,10,"1D,3H,2H,90m,1H",1D supply 335.06-336.52 RBD; 3H supply 335.14-336.52 RBD; 3H supply 335.65-336.33 DBD; 2H supply 335.14-336.52 RBD; 2H supply 337.11-340.02 RBD; 2H supply 335.65-336.33 DBD; 90m supply 335.14-336.52 RBD; 90m supply 335.65-336.33 RBD; 1H supply 335.14-336.52 RBD; 1H supply 335.65-336.33 RBD,1D,324.83,334.11,1D/2H/90m/1H,containing_price,0.0,335.06,340.02,1D/3H/2H/90m/1H,above_price,0.7,inside_demand,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,9.551,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.14 (Strong 1:2.5–1:3.99); range 1:3.14–1:7.58,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Near-Term,META,620.93,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,3H/2H/90m/1H,DBR/RBR,demand,617.89,614.82,614.82,614.82,617.89,0.98,one_test,One successful retest (1 tests),1,0.93,Weak,1.59,2.46,Excellent,7.02,"1D demand @ 594.25 (RR 8.69, fresh, tests 0, quality 13.9)",6.0,8.69,13.92,594.25,,1:8.69,"T1: 1D demand @ 594.25 (RR 8.69, fresh, tests 0, quality 13.9)","1D demand @ 594.25 (RR 8.69, fresh, tests 0, quality 13.9)",8.69,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A+,5,"3H,2H,90m,1H",3H demand 614.82-617.89 DBR; 2H demand 614.82-617.89 DBR; 90m demand 614.82-617.89 DBR; 1H demand 614.82-617.89 DBR; 1H demand 615.15-617.03 RBR,3H,614.82,617.89,3H/2H/90m/1H,below_price,0.49,621.44,623.69,2H,above_price,0.08,between_nearest_demand_and_supply,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,8.857,A+,Excellent 1:4.0+,rr-excellent,T1 1:8.69 (Excellent 1:4.0+); range 1:8.69–1:8.69,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,AAPL,258.34,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,3H/2H/90m/1H,DBD/RBD,supply,261.44,259.23,261.44,261.44,259.23,1.2,fresh,Fresh / untested (0 tests),0,-0.26,Weak,1.22,46.33,Strong,7.5,"1D supply @ 272.81 (RR 6.55, one_test, tests 1, quality 9.7)",6.0,6.55,9.69,272.81,,1:6.55–1:8.85,"T1: 1D supply @ 272.81 (RR 6.55, one_test, tests 1, quality 9.7) | T2: 1D supply @ 277.89 (RR 8.85, fresh, tests 0, quality 14.9)","1D supply @ 272.81 (RR 6.55, one_test, tests 1, quality 9.7)",6.55,one_test,1.0,hard_target,"1D supply @ 277.89 (RR 8.85, fresh, tests 0, quality 14.9)",8.85,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,A+,13,"3H,2H,90m,1H",3H supply 259.95-260.60 RBD; 2H supply 259.53-260.63 DBD; 2H supply 260.50-261.04 RBD; 2H supply 259.95-260.60 RBD; 2H supply 259.90-261.44 RBD; 2H supply 260.90-261.19 RBD; 90m supply 259.23-259.75 DBD; 90m supply 259.95-260.60 RBD; 1H supply 260.36-261.33 DBD; 1H supply 260.16-260.79 RBD; 1H supply 259.34-259.56 DBD; 1H supply 259.95-260.60 RBD; 1H supply 260.65-261.19 RBD,3H,256.22,260.25,1D/2H/90m/1H,containing_price,0.0,259.23,261.44,3H/2H/90m/1H,above_price,0.34,inside_demand,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,9.193,A+,Excellent 1:4.0+,rr-excellent,T1 1:6.55 (Excellent 1:4.0+); range 1:6.55–1:8.85,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,SNOW,207.87,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,2H/90m/1H,DBR/RBR,demand,207.55,204.18,204.18,204.18,207.55,1.78,fresh,Fresh / untested (0 tests),0,0.63,Weak,0.48,2.02,Weak,6.75,"1D demand @ 195.20 (RR 3.76, fresh, tests 0, quality 15.9)",3.76,3.76,15.89,195.2,,1:3.76–1:4.39,"T1: 1D demand @ 195.20 (RR 3.76, fresh, tests 0, quality 15.9) | T2: 1D demand @ 193.06 (RR 4.39, multiple_tests, tests 3, quality 7.2)","1D demand @ 195.20 (RR 3.76, fresh, tests 0, quality 15.9)",3.76,fresh,0.0,hard_target,"1D demand @ 193.06 (RR 4.39, multiple_tests, tests 3, quality 7.2)",4.39,multiple_tests,3.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,A+,5,"2H,90m,1H",2H demand 205.47-206.50 RBR; 90m demand 206.36-207.07 DBR; 90m demand 204.18-205.07 DBR; 1H demand 207.16-207.55 DBR; 1H demand 204.18-204.97 DBR,2H,204.18,207.55,2H/90m/1H,below_price,0.15,216.5,221.78,1D/2H/90m/1H,above_price,4.15,between_nearest_demand_and_supply,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,9.009,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.76 (Strong 1:2.5–1:3.99); range 1:3.76–1:4.39,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,AVGO,343.06,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1H,DBD,supply,344.75,344.11,344.75,344.75,344.11,0.49,fresh,Fresh / untested (0 tests),0,-0.29,Weak,0.87,2.63,Weak,4.66,"2H/90m/1H supply @ 346.84 (RR 5.91, fresh, tests 0, quality 11.4)",5.91,5.91,11.39,346.84,,1:5.91–1:96.50,"T1: 2H/90m/1H supply @ 346.84 (RR 5.91, fresh, tests 0, quality 11.4) | T2: 1D/2H/90m/1H supply @ 352.88 (RR 15.34, fresh, tests 0, quality 19.9) | T3: 1D supply @ 404.82 (RR 96.50, fresh, tests 0, quality 18.0)","2H/90m/1H supply @ 346.84 (RR 5.91, fresh, tests 0, quality 11.4)",5.91,fresh,0.0,hard_target,"1D/2H/90m/1H supply @ 352.88 (RR 15.34, fresh, tests 0, quality 19.9)",15.34,fresh,0.0,hard_target,"1D supply @ 404.82 (RR 96.50, fresh, tests 0, quality 18.0)",96.5,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A,1,1H,1H supply 344.11-344.75 DBD,1H,334.42,339.89,2H/90m/1H,below_price,0.92,344.11,344.75,1H,above_price,0.31,between_nearest_demand_and_supply,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,7.866,A,Excellent 1:4.0+,rr-excellent,T1 1:5.91 (Excellent 1:4.0+); range 1:5.91–1:96.50,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,AMZN,238.17,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,3H/2H/90m,DBR,demand,237.42,236.24,236.24,236.24,237.42,0.81,multiple_tests,Multiple retests (2 tests),2,1.09,Moderate,1.97,3.78,Excellent,6.06,"1D demand @ 220.69 (RR 14.81, fresh, tests 0, quality 13.8)",6.0,14.81,13.85,220.69,,1:14.81–1:20.69,"T1: 1D demand @ 220.69 (RR 14.81, fresh, tests 0, quality 13.8) | T2: 1D demand @ 213.75 (RR 20.69, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests)","1D demand @ 220.69 (RR 14.81, fresh, tests 0, quality 13.8)",14.81,fresh,0.0,hard_target,"1D demand @ 213.75 (RR 20.69, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests)",20.69,multiple_tests,5.0,soft_obstacle,,,,,,1,,t1_nearest_unbroken_opposing_zone,A,3,"3H,2H,90m",3H demand 236.24-237.42 DBR; 2H demand 236.24-237.42 DBR; 90m demand 236.24-237.42 DBR,3H,236.24,237.42,3H/2H/90m,below_price,0.31,238.72,240.65,2H/90m,above_price,0.23,between_nearest_demand_and_supply,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,8.184,A,Excellent 1:4.0+,rr-excellent,T1 1:14.81 (Excellent 1:4.0+); range 1:14.81–1:20.69,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,MSTR,170.9,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1H,RBR,demand,170.06,168.96,168.96,168.96,170.06,1.14,fresh,Fresh / untested (0 tests),0,0.85,Weak,1.42,13.67,Strong,5.77,"90m/1H demand @ 168.02 (RR 2.62, fresh, tests 0, quality 9.7)",2.62,2.62,9.68,168.02,,1:2.62–1:12.49,"T1: 90m/1H demand @ 168.02 (RR 2.62, fresh, tests 0, quality 9.7) | T2: 2H/90m demand @ 162.72 (RR 7.44, fresh, tests 0, quality 13.3) | T3: 90m/1H demand @ 158.40 (RR 11.36, fresh, tests 0, quality 10.1) | T4: 1D demand @ 157.16 (RR 12.49, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)","90m/1H demand @ 168.02 (RR 2.62, fresh, tests 0, quality 9.7)",2.62,fresh,0.0,hard_target,"2H/90m demand @ 162.72 (RR 7.44, fresh, tests 0, quality 13.3)",7.44,fresh,0.0,hard_target,"90m/1H demand @ 158.40 (RR 11.36, fresh, tests 0, quality 10.1)",11.36,fresh,0.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A,1,1H,1H demand 168.96-170.06 RBR,1H,168.96,170.06,1H,below_price,0.49,174.5,177.59,2H,above_price,2.11,between_nearest_demand_and_supply,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,7.587,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.62 (Strong 1:2.5–1:3.99); range 1:2.62–1:11.36,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Future,APP,607.18,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,3H/2H/90m/1H,RBD,supply,621.39,615.23,621.39,621.39,615.23,2.34,fresh,Fresh / untested (0 tests),0,0.02,Weak,1.41,5.58,Strong,6.25,"1D supply @ 655.11 (RR 7.78, fresh, tests 0, quality 16.1)",6.0,7.78,16.11,655.11,,1:7.78–1:14.05,"T1: 1D supply @ 655.11 (RR 7.78, fresh, tests 0, quality 16.1) | T2: 2H/90m/1H supply @ 669.20 (RR 10.07, fresh, tests 0, quality 16.9) | T3: 1D supply @ 693.71 (RR 14.05, fresh, tests 0, quality 13.3)","1D supply @ 655.11 (RR 7.78, fresh, tests 0, quality 16.1)",7.78,fresh,0.0,hard_target,"2H/90m/1H supply @ 669.20 (RR 10.07, fresh, tests 0, quality 16.9)",10.07,fresh,0.0,hard_target,"1D supply @ 693.71 (RR 14.05, fresh, tests 0, quality 13.3)",14.05,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A+,5,"3H,2H,90m,1H",3H supply 617.43-621.39 RBD; 2H supply 617.43-621.39 RBD; 90m supply 615.23-620.00 RBD; 90m supply 617.43-621.39 RBD; 1H supply 617.43-621.39 RBD,3H,598.03,609.21,2H/90m/1H,containing_price,0.0,615.23,621.39,3H/2H/90m/1H,above_price,1.33,inside_demand,2026-01-15T16:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,eligible_pre_grade,8.829,A+,Excellent 1:4.0+,rr-excellent,T1 1:7.78 (Excellent 1:4.0+); range 1:7.78–1:14.05,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
