symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of
NVDA,90m,demand,DBR,2026-01-20T15:30:00-05:00,178.5,177.61,178.5,178.93,177.61,178.21,1.32,0.68,-0.89,2.62,12.67,1.64,fresh,0,False,8.01,2026-01-21T09:30:00-05:00,2026-01-21 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,90m,demand,RBR,2026-01-21T15:30:00-05:00,183.78,183.0,183.78,184.72,183.0,183.34,1.72,0.53,1.01,0.8,3.97,1.42,fresh,0,False,5.97,2026-01-22T09:30:00-05:00,2026-01-22 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,90m,demand,DBR,2026-01-22T14:00:00-05:00,184.46,184.09,184.46,184.86,184.09,184.11,0.77,0.57,-0.43,0.37,2.14,0.33,fresh,0,False,4.45,2026-01-22T15:30:00-05:00,2026-01-22 15:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,1H,demand,DBR,2026-01-20T15:30:00-05:00,178.5,177.61,178.5,178.93,177.61,178.21,1.32,0.98,-0.86,1.83,6.07,1.68,fresh,0,False,7.01,2026-01-21T09:30:00-05:00,2026-01-21 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,1H,demand,DBR,2026-01-21T12:30:00-05:00,180.25,179.19,179.44,180.51,179.19,180.25,1.31,0.62,-1.54,1.69,3.36,0.65,fresh,0,False,5.84,2026-01-21T13:30:00-05:00,2026-01-21 13:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,1H,demand,DBR,2026-01-21T15:30:00-05:00,183.78,183.0,183.78,184.72,183.0,183.34,1.72,0.78,0.22,0.92,3.48,1.69,fresh,0,False,6.11,2026-01-22T09:30:00-05:00,2026-01-22 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,1H,supply,RBD,2026-01-30T11:30:00-05:00,193.07,192.21,192.21,193.07,191.58,192.84,1.49,0.82,0.66,-0.88,2.48,0.82,fresh,0,False,5.2,2026-01-30T12:30:00-05:00,2026-01-30 12:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,1H,supply,DBD,2026-01-30T13:30:00-05:00,191.92,191.27,191.27,191.92,190.52,191.47,1.4,0.73,-0.72,-0.85,8.13,0.77,one_test,1,False,3.62,2026-01-30T14:30:00-05:00,2026-01-30 14:30:00-05:00,,2026-01-30T15:30:00-05:00,2026-02-02T16:00:00-05:00
NVDA,1H,supply,RBD,2026-02-02T13:30:00-05:00,190.1,189.73,189.73,190.1,189.47,189.92,0.63,0.52,0.35,-1.87,19.66,1.15,fresh,0,False,6.52,2026-02-02T14:30:00-05:00,2026-02-02 14:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,2H,demand,DBR,2026-01-20T15:30:00-05:00,178.5,177.61,178.5,178.93,177.61,178.21,1.32,0.56,-0.69,2.37,12.71,1.7,fresh,0,False,8.07,2026-01-21T09:30:00-05:00,2026-01-21 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,2H,demand,RBR,2026-01-21T15:30:00-05:00,183.78,183.0,183.78,184.72,183.0,183.34,1.72,0.44,1.35,1.05,2.33,1.41,fresh,0,False,6.46,2026-01-22T09:30:00-05:00,2026-01-22 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,2H,supply,DBD,2026-02-02T11:30:00-05:00,190.3,189.13,189.13,190.3,188.5,189.74,1.8,0.84,-0.69,-1.59,5.92,1.01,fresh,0,False,6.6,2026-02-02T13:30:00-05:00,2026-02-02 13:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,4H,demand,RBR,2026-01-22T09:30:00-05:00,184.73,183.93,184.71,186.17,183.93,184.73,2.24,1.23,1.45,0.04,9.03,0.46,fresh,0,False,5.5,2026-01-22T13:30:00-05:00,2026-01-22 13:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,4H,demand,RBR,2026-01-22T13:30:00-05:00,184.85,183.93,184.71,184.88,183.93,184.85,0.95,0.46,0.49,0.99,2.75,1.18,fresh,0,False,7.17,2026-01-23T09:30:00-05:00,2026-01-23 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,1D,demand,DBR,2025-09-08T00:00:00-04:00,168.31,167.35,167.55,170.96,167.35,168.31,3.61,0.91,-0.72,0.53,2.2,0.87,fresh,0,False,7.4,2025-09-09T00:00:00-04:00,2025-09-09 00:00:00-04:00,,,2026-02-02T16:00:00-05:00
NVDA,1D,demand,RBR,2025-09-09T00:00:00-04:00,170.76,166.74,169.09,170.98,166.74,170.76,4.24,0.87,0.8,1.41,3.93,1.25,multiple_tests,3,False,6.16,2025-09-10T00:00:00-04:00,2025-09-10 00:00:00-04:00,,2025-12-17T00:00:00-05:00,2026-02-02T16:00:00-05:00
NVDA,1D,demand,DBR,2025-09-17T00:00:00-04:00,172.64,168.41,172.64,173.2,168.41,170.29,4.79,1.14,-1.68,1.34,2.53,1.03,multiple_tests,3,False,5.87,2025-09-18T00:00:00-04:00,2025-09-18 00:00:00-04:00,,2025-12-18T00:00:00-05:00,2026-02-02T16:00:00-05:00
NVDA,1D,supply,RBD,2025-11-03T00:00:00-05:00,211.34,206.88,208.08,211.34,205.56,206.88,5.78,1.0,0.73,-1.49,3.59,1.05,fresh,0,False,8.54,2025-11-04T00:00:00-05:00,2025-11-04 00:00:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,1D,supply,RBD,2025-11-10T00:00:00-05:00,199.94,195.11,195.11,199.94,193.79,199.05,6.15,1.05,1.82,-0.98,1.49,0.93,multiple_tests,2,False,5.41,2025-11-11T00:00:00-05:00,2025-11-11 00:00:00-05:00,,2025-11-20T00:00:00-05:00,2026-02-02T16:00:00-05:00
NVDA,1D,supply,DBD,2025-11-12T00:00:00-05:00,195.89,193.8,195.72,195.89,191.13,193.8,4.76,0.84,-0.9,-1.19,2.18,1.12,multiple_tests,2,False,5.81,2025-11-13T00:00:00-05:00,2025-11-13 00:00:00-05:00,,2026-01-30T00:00:00-05:00,2026-02-02T16:00:00-05:00
NVDA,1D,demand,DBR,2025-12-18T00:00:00-05:00,174.53,171.82,174.53,176.15,171.82,174.14,4.33,0.87,-0.62,1.18,11.09,1.61,fresh,0,False,8.79,2025-12-19T00:00:00-05:00,2025-12-19 00:00:00-05:00,,,2026-02-02T16:00:00-05:00
NVDA,1D,supply,RBD,2026-01-02T00:00:00-05:00,192.93,188.85,189.84,192.93,188.26,188.85,4.67,0.91,0.31,-0.17,3.7,1.13,multiple_tests,12,False,4.8,2026-01-05T00:00:00-05:00,2026-01-05 00:00:00-05:00,,2026-02-02T00:00:00-05:00,2026-02-02T16:00:00-05:00
NVDA,1D,supply,DBD,2026-01-30T00:00:00-05:00,194.49,191.13,191.21,194.49,189.47,191.13,5.02,1.09,-0.09,-1.22,19.87,1.01,fresh,0,False,8.23,2026-02-02T00:00:00-05:00,2026-02-02 00:00:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,90m,demand,DBR,2026-01-13T15:30:00-05:00,221.73,220.74,221.73,222.99,220.74,221.02,2.25,0.76,0.14,-0.4,3.38,2.75,multiple_tests,4,False,4.4,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,90m,demand,DBR,2026-01-14T14:00:00-05:00,222.26,219.86,222.26,223.35,219.86,221.38,3.49,0.78,0.02,0.68,2.45,0.6,fresh,0,False,5.03,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,90m,demand,RBR,2026-01-20T15:30:00-05:00,231.94,231.21,231.47,232.7,231.21,231.94,1.49,0.38,-0.0,4.21,31.1,3.28,fresh,0,False,10.75,2026-01-21T09:30:00-05:00,2026-01-21 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,90m,supply,RBD,2026-01-23T15:30:00-05:00,259.77,258.57,258.57,259.77,257.92,259.65,1.85,0.37,0.62,-1.15,2.56,1.35,one_test,1,False,4.75,2026-01-26T09:30:00-05:00,2026-01-26 09:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,90m,supply,DBD,2026-01-26T12:30:00-05:00,254.21,253.12,253.43,254.21,252.36,253.12,1.85,0.47,-0.15,-0.34,5.03,0.51,multiple_tests,7,False,2.1,2026-01-26T14:00:00-05:00,2026-01-26 14:00:00-05:00,,2026-01-29T09:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,90m,supply,DBD,2026-01-27T11:00:00-05:00,253.82,252.54,253.5,253.82,251.6,252.54,2.22,0.53,0.32,-0.65,2.6,0.53,multiple_tests,5,False,2.43,2026-01-27T12:30:00-05:00,2026-01-27 12:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,90m,supply,DBD,2026-01-28T15:30:00-05:00,253.19,252.74,252.75,253.19,252.5,252.74,0.69,0.37,0.32,-3.02,1177.0,2.11,fresh,0,False,8.88,2026-01-29T09:30:00-05:00,2026-01-29 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,90m,demand,DBR,2026-01-30T15:30:00-05:00,236.78,234.55,235.5,237.45,234.55,236.78,2.9,0.78,-0.55,2.28,8.68,2.93,fresh,0,False,8.96,2026-02-02T09:30:00-05:00,2026-02-02 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,90m,supply,RBD,2026-02-02T12:30:00-05:00,249.66,248.76,248.76,249.66,247.16,249.62,2.5,0.64,0.57,-0.57,3.14,0.79,fresh,0,False,5.11,2026-02-02T14:00:00-05:00,2026-02-02 14:00:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,1H,demand,RBR,2026-01-13T12:30:00-05:00,221.38,219.58,221.38,221.6,219.58,220.96,2.02,0.97,1.09,0.37,2.05,0.79,multiple_tests,8,False,2.16,2026-01-13T13:30:00-05:00,2026-01-13 13:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,1H,demand,DBR,2026-01-13T15:30:00-05:00,221.73,220.74,221.73,222.99,220.74,221.02,2.25,1.03,-0.34,0.5,6.58,2.58,multiple_tests,6,False,4.08,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,1H,demand,DBR,2026-01-14T14:30:00-05:00,221.8,219.86,221.8,223.35,219.86,221.38,3.49,0.72,-0.38,0.66,5.19,0.74,fresh,0,False,4.9,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,1H,demand,DBR,2026-01-16T13:30:00-05:00,231.53,230.56,231.53,231.88,230.56,231.47,1.32,0.42,-0.76,0.19,12.91,0.76,multiple_tests,5,False,1.95,2026-01-16T14:30:00-05:00,2026-01-16 14:30:00-05:00,,2026-01-20T15:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,1H,demand,DBR,2026-01-20T14:30:00-05:00,231.61,230.8,231.61,232.17,230.8,231.42,1.37,0.5,-0.59,0.14,2.42,0.5,fresh,0,False,4.14,2026-01-20T15:30:00-05:00,2026-01-20 15:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,1H,demand,RBR,2026-01-20T15:30:00-05:00,231.94,231.21,231.47,232.7,231.21,231.94,1.49,0.58,0.11,4.58,23.06,3.56,fresh,0,False,10.5,2026-01-21T09:30:00-05:00,2026-01-21 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,1H,supply,RBD,2026-01-23T15:30:00-05:00,259.77,258.57,258.57,259.77,257.92,259.65,1.85,0.56,0.58,-2.38,5.16,1.53,one_test,1,False,5.91,2026-01-26T09:30:00-05:00,2026-01-26 09:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,1H,supply,RBD,2026-01-26T13:30:00-05:00,254.21,252.92,252.94,254.21,252.45,252.92,1.76,0.56,-0.17,-0.43,58.89,0.59,multiple_tests,9,False,2.02,2026-01-26T14:30:00-05:00,2026-01-26 14:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,1H,supply,RBD,2026-01-28T10:30:00-05:00,253.58,252.85,252.85,253.58,252.03,253.2,1.55,0.99,0.43,-0.5,3.6,0.59,multiple_tests,3,False,2.09,2026-01-28T11:30:00-05:00,2026-01-28 11:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,1H,supply,RBD,2026-01-28T15:30:00-05:00,253.19,252.74,252.75,253.19,252.5,252.74,0.69,0.67,0.67,-2.33,711.5,2.73,fresh,0,False,8.56,2026-01-29T09:30:00-05:00,2026-01-29 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,1H,demand,DBR,2026-01-30T15:30:00-05:00,236.78,234.55,235.5,237.45,234.55,236.78,2.9,1.09,-0.75,2.99,9.79,3.3,fresh,0,False,9.49,2026-02-02T09:30:00-05:00,2026-02-02 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,2H,demand,DBR,2026-01-13T15:30:00-05:00,221.73,220.74,221.73,222.99,220.74,221.02,2.25,0.62,0.02,0.71,7.88,2.65,multiple_tests,3,False,4.86,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,2H,supply,DBD,2026-01-26T11:30:00-05:00,253.94,252.49,252.49,253.94,251.97,252.91,1.97,0.48,-1.27,-0.25,3.28,0.58,multiple_tests,7,False,2.33,2026-01-26T13:30:00-05:00,2026-01-26 13:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,2H,demand,RBR,2026-01-30T15:30:00-05:00,236.78,234.55,235.5,237.45,234.55,236.78,2.9,0.63,-0.34,2.26,9.06,2.63,fresh,0,False,8.89,2026-02-02T09:30:00-05:00,2026-02-02 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,2H,supply,RBD,2026-02-02T11:30:00-05:00,249.09,247.43,247.43,249.09,246.96,247.61,2.13,0.73,2.14,-0.14,3.98,0.87,fresh,0,False,5.01,2026-02-02T13:30:00-05:00,2026-02-02 13:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,3H,demand,DBR,2026-01-13T15:30:00-05:00,221.73,220.74,221.73,222.99,220.74,221.02,2.25,0.47,-0.11,0.08,5.3,2.61,multiple_tests,2,False,4.69,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,3H,demand,RBR,2026-01-14T12:30:00-05:00,221.38,219.86,221.3,223.35,219.86,221.38,3.49,0.85,0.09,0.54,25.35,0.37,fresh,0,False,5.41,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,3H,demand,DBR,2026-01-30T15:30:00-05:00,236.78,234.55,235.5,237.45,234.55,236.78,2.9,0.45,-0.88,2.48,10.16,2.18,fresh,0,False,9.16,2026-02-02T09:30:00-05:00,2026-02-02 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,4H,demand,DBR,2026-01-20T13:30:00-05:00,233.55,230.8,233.55,233.71,230.8,231.94,2.91,0.56,0.02,2.24,5.76,2.51,fresh,0,False,9.75,2026-01-21T09:30:00-05:00,2026-01-21 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,4H,supply,RBD,2026-01-23T13:30:00-05:00,259.85,258.31,258.31,259.85,256.25,259.65,3.6,0.51,0.85,-0.97,2.72,0.95,one_test,1,False,5.42,2026-01-26T09:30:00-05:00,2026-01-26 09:30:00-05:00,,2026-01-29T09:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,4H,supply,RBD,2026-01-28T13:30:00-05:00,253.35,251.89,251.89,253.35,250.21,252.74,3.14,0.43,0.1,-0.7,8.03,1.14,one_test,1,False,5.34,2026-01-29T09:30:00-05:00,2026-01-29 09:30:00-05:00,,2026-01-29T13:30:00-05:00,2026-02-02T16:00:00-05:00
AMD,4H,demand,DBR,2026-01-30T13:30:00-05:00,238.36,234.55,238.36,240.46,234.55,236.78,5.91,0.64,-2.09,1.48,7.49,1.33,fresh,0,False,7.81,2026-02-02T09:30:00-05:00,2026-02-02 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,1D,demand,DBR,2025-09-08T00:00:00-04:00,151.8,149.22,151.8,152.64,149.22,151.41,3.42,0.83,-1.87,0.8,9.82,0.85,one_test,1,False,6.15,2025-09-09T00:00:00-04:00,2025-09-09 00:00:00-04:00,,2025-09-18T00:00:00-04:00,2026-02-02T16:00:00-05:00
AMD,1D,demand,DBR,2025-09-17T00:00:00-04:00,159.28,155.76,159.28,161.63,155.76,159.16,5.87,0.98,-0.39,-0.24,58.0,1.98,multiple_tests,6,False,5.72,2025-09-18T00:00:00-04:00,2025-09-18 00:00:00-04:00,,2025-09-26T00:00:00-04:00,2026-02-02T16:00:00-05:00
AMD,1D,demand,DBR,2025-09-19T00:00:00-04:00,157.39,155.9,157.38,159.84,155.9,157.39,3.94,1.24,-0.35,0.47,237.0,1.04,multiple_tests,2,False,5.01,2025-09-22T00:00:00-04:00,2025-09-22 00:00:00-04:00,,2025-09-26T00:00:00-04:00,2026-02-02T16:00:00-05:00
AMD,1D,demand,RBR,2025-09-30T00:00:00-04:00,161.79,159.33,160.79,162.28,159.33,161.79,2.95,0.68,0.46,0.43,3.1,0.91,fresh,0,False,7.34,2025-10-01T00:00:00-04:00,2025-10-01 00:00:00-04:00,,,2026-02-02T16:00:00-05:00
AMD,1D,supply,RBD,2025-10-29T00:00:00-04:00,267.08,264.19,264.19,267.08,257.4,264.33,9.68,0.6,0.4,-0.81,36.29,0.55,one_test,1,False,5.86,2025-10-30T00:00:00-04:00,2025-10-30 00:00:00-04:00,,2026-01-23T00:00:00-05:00,2026-02-02T16:00:00-05:00
AMD,1D,supply,RBD,2025-11-03T00:00:00-05:00,260.91,259.33,259.33,260.91,253.89,259.65,7.02,0.52,0.43,-0.85,30.0,0.8,multiple_tests,5,False,5.15,2025-11-04T00:00:00-05:00,2025-11-04 00:00:00-05:00,,2026-01-29T00:00:00-05:00,2026-02-02T16:00:00-05:00
AMD,1D,demand,DBR,2025-11-21T00:00:00-05:00,208.81,195.0,208.81,208.83,195.0,203.78,13.83,1.21,-1.51,0.86,2.24,0.84,multiple_tests,11,False,5.2,2025-11-24T00:00:00-05:00,2025-11-24 00:00:00-05:00,,2026-01-12T00:00:00-05:00,2026-02-02T16:00:00-05:00
AMD,1D,demand,DBR,2025-12-18T00:00:00-05:00,203.81,200.5,203.81,206.36,200.5,201.06,5.86,0.81,-0.84,1.28,3.21,1.6,multiple_tests,3,False,6.38,2025-12-19T00:00:00-05:00,2025-12-19 00:00:00-05:00,,2026-01-12T00:00:00-05:00,2026-02-02T16:00:00-05:00
AMD,1D,demand,DBR,2026-01-09T00:00:00-05:00,205.72,203.07,205.72,207.3,203.07,203.17,4.23,0.88,-0.91,0.6,2.55,0.99,fresh,0,False,7.59,2026-01-12T00:00:00-05:00,2026-01-12 00:00:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,1D,demand,RBR,2026-01-16T00:00:00-05:00,234.3,228.86,234.3,234.49,228.86,231.83,5.63,1.36,1.16,0.01,2.36,1.42,fresh,0,False,7.43,2026-01-20T00:00:00-05:00,2026-01-20 00:00:00-05:00,,,2026-02-02T16:00:00-05:00
AMD,1D,supply,DBD,2026-01-27T00:00:00-05:00,255.55,252.03,252.16,255.55,247.96,252.03,7.59,0.72,-0.88,0.08,10.65,0.76,one_test,1,False,5.34,2026-01-28T00:00:00-05:00,2026-01-28 00:00:00-05:00,,2026-01-29T00:00:00-05:00,2026-02-02T16:00:00-05:00
AMD,1D,demand,DBR,2026-01-30T00:00:00-05:00,236.93,234.55,236.93,245.24,234.55,236.73,10.69,1.05,-1.61,0.96,52.5,0.96,fresh,0,False,7.92,2026-02-02T00:00:00-05:00,2026-02-02 00:00:00-05:00,,,2026-02-02T16:00:00-05:00
AVGO,90m,supply,RBD,2026-01-13T11:00:00-05:00,359.49,357.56,357.56,359.49,355.56,358.5,3.93,0.96,1.59,-0.65,2.69,0.54,fresh,0,False,4.94,2026-01-13T12:30:00-05:00,2026-01-13 12:30:00-05:00,,,2026-02-02T16:00:00-05:00
AVGO,90m,supply,DBD,2026-01-13T15:30:00-05:00,355.05,354.55,354.8,355.05,353.93,354.55,1.12,0.45,-0.35,-4.06,41.58,2.53,fresh,0,False,10.28,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,,2026-02-02T16:00:00-05:00
