symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of
NVDA,90m,demand,DBR,2026-02-05T15:30:00-05:00,172.26,171.03,172.26,172.53,171.03,171.89,1.5,0.53,-0.47,3.9,16.61,2.38,fresh,0,False,10.03,2026-02-06T09:30:00-05:00,2026-02-06 09:30:00-05:00,,,2026-03-02T16:00:00-05:00
NVDA,90m,supply,RBD,2026-02-25T14:00:00-05:00,197.45,196.62,196.62,197.45,196.61,196.9,0.84,0.97,-0.24,-0.53,3.67,0.81,fresh,0,False,5.09,2026-02-25T15:30:00-05:00,2026-02-25 15:30:00-05:00,,,2026-03-02T16:00:00-05:00
NVDA,90m,supply,DBD,2026-02-25T15:30:00-05:00,197.21,195.88,196.89,197.21,195.52,195.88,1.69,0.79,-0.38,-4.92,7.86,4.74,fresh,0,False,10.75,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-03-02T16:00:00-05:00
NVDA,90m,supply,DBD,2026-02-26T11:00:00-05:00,187.97,186.33,186.33,187.97,185.85,187.57,2.12,1.52,-3.8,-1.08,1.89,1.26,one_test,1,False,4.59,2026-02-26T12:30:00-05:00,2026-02-26 12:30:00-05:00,,2026-02-26T14:00:00-05:00,2026-03-02T16:00:00-05:00
NVDA,90m,supply,RBD,2026-02-26T15:30:00-05:00,185.55,184.68,184.68,185.55,184.34,184.87,1.21,0.7,-0.15,-1.43,17.66,2.12,fresh,0,False,7.3,2026-02-27T09:30:00-05:00,2026-02-27 09:30:00-05:00,,,2026-03-02T16:00:00-05:00
NVDA,90m,demand,RBR,2026-03-02T14:00:00-05:00,182.15,181.65,182.07,183.05,181.65,182.15,1.41,0.53,-0.34,0.08,2.37,0.35,fresh,0,False,4.18,2026-03-02T15:30:00-05:00,2026-03-02 15:30:00-05:00,,,2026-03-02T16:00:00-05:00
NVDA,1H,demand,DBR,2026-02-05T15:30:00-05:00,172.26,171.03,172.26,172.53,171.03,171.89,1.5,0.74,-0.81,4.87,16.08,2.56,fresh,0,False,10.06,2026-02-06T09:30:00-05:00,2026-02-06 09:30:00-05:00,,,2026-03-02T16:00:00-05:00
NVDA,1H,supply,DBD,2026-02-25T14:30:00-05:00,197.37,196.9,197.09,197.37,196.68,196.9,0.69,0.92,0.11,-0.67,5.21,1.12,fresh,0,False,5.29,2026-02-25T15:30:00-05:00,2026-02-25 15:30:00-05:00,,,2026-03-02T16:00:00-05:00
NVDA,1H,supply,DBD,2026-02-25T15:30:00-05:00,197.21,195.88,196.89,197.21,195.52,195.88,1.69,1.18,-0.84,-6.77,8.09,5.4,fresh,0,False,10.5,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-03-02T16:00:00-05:00
NVDA,1H,supply,RBD,2026-02-26T11:30:00-05:00,187.97,187.57,187.79,187.97,185.85,187.57,2.12,1.16,0.78,-1.17,10.3,1.12,fresh,0,False,5.79,2026-02-26T12:30:00-05:00,2026-02-26 12:30:00-05:00,,,2026-03-02T16:00:00-05:00
