symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of,confluence_count,confluence_timeframes,merged_from,primary_timeframe,primary_base_time
AMD,1D,demand,DBR,2025-09-08T00:00:00-04:00,151.8,149.22,151.8,152.64,149.22,151.41,3.42,0.83,-1.87,0.8,9.82,0.85,one_test,1,False,6.15,2025-09-09T00:00:00-04:00,2025-09-09 00:00:00-04:00,,2025-09-18T00:00:00-04:00,2026-03-02T16:00:00-05:00,1,1D,1D demand 149.22-151.80 DBR,1D,2025-09-08T00:00:00-04:00
AMD,1D,demand,DBR,2025-09-17T00:00:00-04:00,159.28,155.76,159.28,161.63,155.76,159.16,5.87,0.98,-0.39,-0.24,58.0,1.98,multiple_tests,2,False,6.22,2025-09-18T00:00:00-04:00,2025-09-18 00:00:00-04:00,,2025-09-26T00:00:00-04:00,2026-03-02T16:00:00-05:00,2,1D,1D demand 155.76-159.28 DBR; 1D demand 155.90-157.39 DBR,1D,2025-09-17T00:00:00-04:00
AMD,1D,demand,RBR,2025-09-30T00:00:00-04:00,161.79,159.33,160.79,162.28,159.33,161.79,2.95,0.68,0.46,0.43,3.1,0.91,fresh,0,False,7.34,2025-10-01T00:00:00-04:00,2025-10-01 00:00:00-04:00,,,2026-03-02T16:00:00-05:00,1,1D,1D demand 159.33-161.79 RBR,1D,2025-09-30T00:00:00-04:00
AMD,4H/90m,demand,DBR,2026-02-05T13:30:00-05:00,192.49,190.72,192.36,193.61,190.72,192.49,2.89,0.82,-0.92,1.81,80.42,1.76,one_test,1,False,7.57,2026-02-06T09:30:00-05:00,2026-02-06 09:30:00-05:00,,2026-03-02T09:30:00-05:00,2026-03-02T16:00:00-05:00,2,"4H,90m",4H demand 190.72-192.49 DBR; 90m demand 190.72-191.28 DBR,4H,2026-02-05T13:30:00-05:00
AMD,1D/4H/2H/90m/1H,demand,DBR/RBR,2026-02-23T00:00:00-05:00,198.09,193.15,198.09,199.38,194.15,196.6,5.23,0.72,-0.63,1.6,11.57,2.08,fresh,0,False,10.43,2026-02-24T00:00:00-05:00,2026-02-24 00:00:00-05:00,,2026-03-02T00:00:00-05:00,2026-03-02T16:00:00-05:00,7,"1D,4H,2H,90m,1H",1D demand 194.15-198.09 DBR; 4H demand 194.51-196.65 DBR; 2H demand 196.06-196.81 RBR; 90m demand 196.06-196.81 RBR; 90m demand 194.51-195.02 DBR; 1H demand 193.15-195.06 DBR; 1H demand 196.51-197.24 DBR,1D,2026-02-23T00:00:00-05:00
AMD,1D,demand,DBR,2026-02-27T00:00:00-05:00,200.21,197.74,200.1,201.89,197.74,200.21,4.15,0.73,-1.06,-0.16,45.48,0.79,fresh,0,False,6.95,2026-03-02T00:00:00-05:00,2026-03-02 00:00:00-05:00,,,2026-03-02T16:00:00-05:00,1,1D,1D demand 197.74-200.21 DBR,1D,2026-02-27T00:00:00-05:00
AMD,2H/90m/1H,supply,DBD/RBD,2026-02-27T15:30:00-05:00,201.89,199.45,199.45,200.62,199.19,200.19,1.43,0.36,0.54,-1.5,6.89,1.69,fresh,0,False,10.55,2026-03-02T09:30:00-05:00,2026-03-02 09:30:00-05:00,,,2026-03-02T16:00:00-05:00,4,"2H,90m,1H",2H supply 199.45-200.62 RBD; 2H supply 200.10-201.89 DBD; 90m supply 199.45-200.62 RBD; 1H supply 199.45-200.62 RBD,2H,2026-02-27T15:30:00-05:00
AMD,4H/3H/2H/90m/1H,supply,DBD/RBD,2026-02-25T13:30:00-05:00,214.43,210.86,212.45,213.74,210.5,210.86,3.24,0.81,-0.51,-1.48,4.07,1.38,fresh,0,False,9.76,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,,2026-03-02T16:00:00-05:00,10,"4H,3H,2H,90m,1H",4H supply 210.86-213.74 DBD; 3H supply 213.04-214.43 RBD; 2H supply 210.86-211.56 DBD; 2H supply 212.05-214.00 DBD; 2H supply 213.04-214.43 DBD; 90m supply 210.86-211.56 DBD; 90m supply 212.61-213.74 RBD; 90m supply 213.04-214.43 DBD; 1H supply 210.86-211.56 DBD; 1H supply 212.12-213.74 DBD,4H,2026-02-25T13:30:00-05:00
AMD,1D/4H/3H/90m,supply,DBD/RBD,2026-02-11T00:00:00-05:00,219.65,213.57,217.88,219.65,209.21,213.58,10.44,0.74,-0.2,-0.65,2.3,0.72,one_test,1,False,6.37,2026-02-12T00:00:00-05:00,2026-02-12 00:00:00-05:00,,2026-02-25T00:00:00-05:00,2026-03-02T16:00:00-05:00,6,"1D,4H,3H,90m",1D supply 213.58-219.65 RBD; 1D supply 213.57-219.39 RBD; 4H supply 214.86-219.39 DBD; 3H supply 215.14-219.39 DBD; 3H supply 216.05-217.60 RBD; 90m supply 214.46-216.71 RBD,1D,2026-02-11T00:00:00-05:00
AMD,4H/3H/2H/90m/1H,supply,DBD/RBD,2026-02-03T13:30:00-05:00,246.89,239.83,239.83,245.23,237.04,242.11,8.19,0.98,-0.51,-4.89,5.53,4.12,fresh,0,False,13.5,2026-02-04T09:30:00-05:00,2026-02-04 09:30:00-05:00,,,2026-03-02T16:00:00-05:00,9,"4H,3H,2H,90m,1H",4H supply 239.83-245.23 DBD; 3H supply 242.11-245.23 DBD; 2H supply 242.11-245.23 RBD; 2H supply 246.28-246.89 DBD; 90m supply 242.11-245.23 RBD; 90m supply 246.28-246.89 DBD; 1H supply 242.11-245.23 RBD; 1H supply 246.28-246.89 DBD; 1H supply 243.49-246.00 DBD,4H,2026-02-03T13:30:00-05:00
AMD,4H/2H/90m,supply,RBD,2026-02-02T13:30:00-05:00,249.97,246.28,247.63,249.97,245.18,246.28,4.79,0.54,1.2,-0.81,8.68,1.23,fresh,0,False,8.04,2026-02-03T09:30:00-05:00,2026-02-03 09:30:00-05:00,,,2026-03-02T16:00:00-05:00,3,"4H,2H,90m",4H supply 246.28-249.97 RBD; 2H supply 247.43-249.09 RBD; 90m supply 248.76-249.66 RBD,4H,2026-02-02T13:30:00-05:00
AMD,1D/4H/2H/90m/1H,supply,DBD/RBD,2026-01-27T00:00:00-05:00,255.55,251.89,252.16,255.55,247.96,252.03,7.59,0.72,-0.88,0.08,10.65,0.76,fresh,0,False,10.38,2026-01-28T00:00:00-05:00,2026-01-28 00:00:00-05:00,,2026-02-03T00:00:00-05:00,2026-03-02T16:00:00-05:00,9,"1D,4H,2H,90m,1H",1D supply 252.03-255.55 DBD; 4H supply 251.89-253.35 RBD; 2H supply 252.49-253.94 DBD; 90m supply 252.74-253.19 DBD; 90m supply 252.54-253.82 DBD; 90m supply 253.12-254.21 DBD; 1H supply 252.74-253.19 RBD; 1H supply 252.85-253.58 RBD; 1H supply 252.92-254.21 RBD,1D,2026-01-27T00:00:00-05:00
AMD,1D/4H/90m/1H,supply,RBD,2025-11-03T00:00:00-05:00,260.91,258.31,259.33,260.91,253.89,259.65,7.02,0.52,0.43,-0.85,30.0,0.8,one_test,1,False,7.41,2025-11-04T00:00:00-05:00,2025-11-04 00:00:00-05:00,,2026-01-29T00:00:00-05:00,2026-03-02T16:00:00-05:00,4,"1D,4H,90m,1H",1D supply 259.33-260.91 RBD; 4H supply 258.31-259.85 RBD; 90m supply 258.57-259.77 RBD; 1H supply 258.57-259.77 RBD,1D,2025-11-03T00:00:00-05:00
AMD,1D,supply,RBD,2025-10-29T00:00:00-04:00,267.08,264.19,264.19,267.08,257.4,264.33,9.68,0.6,0.4,-0.81,36.29,0.55,one_test,1,False,5.86,2025-10-30T00:00:00-04:00,2025-10-30 00:00:00-04:00,,2026-01-23T00:00:00-05:00,2026-03-02T16:00:00-05:00,1,1D,1D supply 264.19-267.08 RBD,1D,2025-10-29T00:00:00-04:00
AMZN,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-02-13T00:00:00-05:00,200.9,197.28,198.88,201.16,197.28,198.79,3.88,1.09,-0.83,0.37,33.61,1.15,fresh,0,False,9.02,2026-02-17T00:00:00-05:00,2026-02-17 00:00:00-05:00,,,2026-03-02T16:00:00-05:00,10,"1D,4H,3H,2H,90m,1H",1D demand 197.28-198.88 DBR; 4H demand 198.21-199.54 DBR; 3H demand 198.94-200.60 RBR; 2H demand 197.88-198.77 DBR; 2H demand 200.10-200.60 RBR; 90m demand 197.88-198.77 DBR; 90m demand 197.28-198.88 DBR; 1H demand 200.48-200.90 DBR; 1H demand 197.28-198.88 DBR; 1H demand 198.94-200.49 DBR,1D,2026-02-13T00:00:00-05:00
AMZN,1D/4H/2H/1H,demand,DBR/RBR,2026-02-19T00:00:00-05:00,205.26,202.81,203.8,205.64,202.81,204.86,2.83,0.58,0.58,0.82,5.05,1.07,multiple_tests,2,False,6.89,2026-02-20T00:00:00-05:00,2026-02-20 00:00:00-05:00,,2026-03-02T00:00:00-05:00,2026-03-02T16:00:00-05:00,8,"1D,4H,2H,1H",1D demand 202.81-204.86 RBR; 4H demand 203.25-205.26 DBR; 4H demand 202.81-204.16 DBR; 2H demand 203.11-204.44 DBR; 2H demand 203.25-204.68 RBR; 2H demand 203.85-204.16 DBR; 1H demand 204.00-204.68 RBR; 1H demand 203.25-204.43 RBR,1D,2026-02-19T00:00:00-05:00
AMZN,90m,demand,RBR,2026-02-26T15:30:00-05:00,207.91,207.54,207.74,208.1,207.54,207.91,0.56,0.46,0.37,0.38,10.47,1.81,multiple_tests,6,False,3.44,2026-02-27T09:30:00-05:00,2026-02-27 09:30:00-05:00,,2026-03-02T15:30:00-05:00,2026-03-02T16:00:00-05:00,1,90m,90m demand 207.54-207.91 RBR,90m,2026-02-26T15:30:00-05:00
AMZN,1D/4H/2H/90m/1H,supply,DBD/RBD,2026-02-25T00:00:00-05:00,212.65,206.96,210.46,211.59,208.93,210.64,2.66,0.64,0.83,-0.42,15.61,0.74,fresh,0,False,8.66,2026-02-26T00:00:00-05:00,2026-02-26 00:00:00-05:00,,,2026-03-02T16:00:00-05:00,10,"1D,4H,2H,90m,1H",1D supply 210.46-211.59 RBD; 1D supply 206.96-212.65 DBD; 4H supply 209.21-211.17 RBD; 2H supply 210.24-210.80 RBD; 90m supply 210.24-210.80 RBD; 90m supply 208.30-208.94 DBD; 90m supply 210.39-211.59 RBD; 1H supply 210.24-210.80 RBD; 1H supply 208.64-209.73 RBD; 1H supply 210.45-211.59 RBD,1D,2026-02-25T00:00:00-05:00
AMZN,2H/90m/1H,supply,DBD,2026-02-05T13:30:00-05:00,224.51,223.15,223.4,224.51,221.99,223.17,2.52,1.33,-0.15,-0.22,2.96,0.86,fresh,0,False,6.08,2026-02-05T15:30:00-05:00,2026-02-05 15:30:00-05:00,,,2026-03-02T16:00:00-05:00,3,"2H,90m,1H",2H supply 223.17-224.51 DBD; 90m supply 223.15-224.51 DBD; 1H supply 223.16-223.58 DBD,2H,2026-02-05T13:30:00-05:00
AMZN,4H/3H/2H/90m/1H,supply,DBD,2026-02-04T13:30:00-05:00,234.9,232.99,233.73,234.9,231.82,232.99,3.08,0.9,-1.33,-2.26,2.05,2.69,fresh,0,False,12.0,2026-02-05T09:30:00-05:00,2026-02-05 09:30:00-05:00,,,2026-03-02T16:00:00-05:00,8,"4H,3H,2H,90m,1H",4H supply 232.99-234.90 DBD; 3H supply 232.99-234.75 DBD; 3H supply 233.40-234.90 DBD; 2H supply 232.99-234.75 DBD; 2H supply 233.73-234.90 DBD; 90m supply 232.99-234.75 DBD; 1H supply 232.99-234.75 DBD; 1H supply 233.40-233.84 DBD,4H,2026-02-04T13:30:00-05:00
AMZN,4H/1H,supply,DBD,2026-02-03T13:30:00-05:00,238.84,236.91,236.91,238.84,235.45,238.64,3.39,0.78,-1.01,-1.15,2.96,1.6,fresh,0,False,8.25,2026-02-04T09:30:00-05:00,2026-02-04 09:30:00-05:00,,,2026-03-02T16:00:00-05:00,2,"4H,1H",4H supply 236.91-238.84 DBD; 1H supply 236.95-238.27 DBD,4H,2026-02-03T13:30:00-05:00
AMZN,4H/3H/2H/90m/1H,supply,DBD/RBD,2026-02-02T13:30:00-05:00,245.53,242.94,243.57,244.39,242.56,242.95,1.83,0.69,0.95,-1.54,13.18,1.92,fresh,0,False,10.39,2026-02-03T09:30:00-05:00,2026-02-03 09:30:00-05:00,,,2026-03-02T16:00:00-05:00,11,"4H,3H,2H,90m,1H",4H supply 242.95-244.39 RBD; 4H supply 242.94-243.77 DBD; 3H supply 242.95-244.39 DBD; 2H supply 242.95-244.39 DBD; 2H supply 244.03-244.85 RBD; 90m supply 242.95-244.39 DBD; 90m supply 244.23-245.53 DBD; 1H supply 242.95-244.39 DBD; 1H supply 244.53-245.39 RBD; 1H supply 244.15-245.53 RBD; 1H supply 243.54-244.22 DBD,4H,2026-02-02T13:30:00-05:00
AMZN,1D/2H/90m/1H,supply,DBD/RBD,2026-01-12T00:00:00-05:00,251.0,246.42,246.73,248.94,245.96,246.47,2.98,0.94,0.04,-0.85,15.12,1.0,fresh,0,False,7.85,2026-01-13T00:00:00-05:00,2026-01-13 00:00:00-05:00,,2026-01-28T00:00:00-05:00,2026-03-02T16:00:00-05:00,10,"1D,2H,90m,1H",1D supply 246.47-248.94 DBD; 1D supply 248.41-249.75 RBD; 1D supply 249.03-251.00 DBD; 2H supply 246.42-247.30 DBD; 2H supply 247.64-248.44 RBD; 90m supply 246.42-247.30 DBD; 90m supply 248.04-248.28 DBD; 1H supply 246.42-247.30 DBD; 1H supply 248.00-248.19 DBD; 1H supply 248.09-248.28 DBD,1D,2026-01-12T00:00:00-05:00
AMZN,1D,supply,RBD,2025-11-03T00:00:00-05:00,258.6,254.0,255.36,258.6,252.9,254.0,5.7,1.71,6.13,-0.92,3.44,0.92,fresh,0,False,7.84,2025-11-04T00:00:00-05:00,2025-11-04 00:00:00-05:00,,,2026-03-02T16:00:00-05:00,1,1D,1D supply 254.00-258.60 RBD,1D,2025-11-03T00:00:00-05:00
ANET,1D,demand,DBR,2025-11-21T00:00:00-05:00,118.42,114.52,118.42,120.0,114.52,117.43,5.48,1.75,-1.19,0.77,3.29,1.34,fresh,0,False,8.11,2025-11-24T00:00:00-05:00,2025-11-24 00:00:00-05:00,,,2026-03-02T16:00:00-05:00,1,1D,1D demand 114.52-118.42 DBR,1D,2025-11-21T00:00:00-05:00
ANET,1D,demand,DBR,2025-08-01T00:00:00-04:00,117.83,115.41,117.83,118.78,115.41,117.57,3.37,1.31,-1.45,0.89,10.69,1.08,multiple_tests,2,False,5.47,2025-08-04T00:00:00-04:00,2025-08-04 00:00:00-04:00,,2025-11-21T00:00:00-05:00,2026-03-02T16:00:00-05:00,1,1D,1D demand 115.41-117.83 DBR,1D,2025-08-01T00:00:00-04:00
ANET,1D/2H/90m/1H,demand,DBR/RBR,2026-01-12T00:00:00-05:00,123.44,120.0,121.6,124.45,120.0,123.42,4.45,1.34,-0.07,1.55,3.42,1.31,fresh,0,False,8.86,2026-01-13T00:00:00-05:00,2026-01-13 00:00:00-05:00,,2026-01-14T00:00:00-05:00,2026-03-02T16:00:00-05:00,7,"1D,2H,90m,1H",1D demand 120.00-123.42 RBR; 2H demand 123.08-123.44 RBR; 90m demand 123.08-123.44 RBR; 90m demand 122.21-122.75 RBR; 1H demand 123.08-123.44 DBR; 1H demand 122.26-122.75 RBR; 1H demand 121.70-122.53 RBR,1D,2026-01-12T00:00:00-05:00
ANET,3H/2H,demand,DBR,2026-01-14T12:30:00-05:00,124.77,123.34,124.75,124.95,123.34,124.66,1.61,0.91,-2.11,0.18,5.06,0.45,one_test,1,False,4.13,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,2026-02-24T09:30:00-05:00,2026-03-02T16:00:00-05:00,2,"3H,2H",3H demand 123.34-124.75 DBR; 2H demand 123.34-124.77 DBR,3H,2026-01-14T12:30:00-05:00
ANET,1D,demand,DBR,2026-02-24T00:00:00-05:00,130.25,124.38,130.25,130.73,124.38,128.77,6.35,0.86,-0.63,0.65,2.38,0.81,multiple_tests,3,False,4.96,2026-02-25T00:00:00-05:00,2026-02-25 00:00:00-05:00,,2026-03-02T00:00:00-05:00,2026-03-02T16:00:00-05:00,1,1D,1D demand 124.38-130.25 DBR,1D,2026-02-24T00:00:00-05:00
ANET,1D/4H/2H/90m/1H,demand,DBR/RBR,2026-02-05T00:00:00-05:00,128.67,125.04,127.73,130.31,125.34,128.67,4.97,1.1,-1.79,1.48,6.48,1.03,one_test,1,False,10.5,2026-02-06T00:00:00-05:00,2026-02-06 00:00:00-05:00,,2026-03-02T00:00:00-05:00,2026-03-02T16:00:00-05:00,7,"1D,4H,2H,90m,1H",1D demand 125.34-128.67 DBR; 4H demand 125.06-127.24 RBR; 2H demand 126.62-127.24 RBR; 90m demand 126.62-127.24 RBR; 90m demand 125.04-126.12 DBR; 1H demand 126.26-126.76 DBR; 1H demand 125.04-126.02 DBR,1D,2026-02-05T00:00:00-05:00
ANET,1D,demand,DBR,2026-02-26T00:00:00-05:00,132.0,126.92,132.0,132.22,126.92,130.25,5.3,0.69,0.24,0.52,3.42,0.98,one_test,1,False,6.0,2026-02-27T00:00:00-05:00,2026-02-27 00:00:00-05:00,,2026-03-02T00:00:00-05:00,2026-03-02T16:00:00-05:00,1,1D,1D demand 126.92-132.00 DBR,1D,2026-02-26T00:00:00-05:00
ANET,4H/90m/1H,demand,DBR,2026-02-24T13:30:00-05:00,129.2,127.38,129.2,129.95,128.3,128.73,1.65,0.54,0.33,0.85,5.97,0.74,fresh,0,False,7.07,2026-02-25T09:30:00-05:00,2026-02-25 09:30:00-05:00,,2026-03-02T13:30:00-05:00,2026-03-02T16:00:00-05:00,3,"4H,90m,1H",4H demand 128.30-129.20 DBR; 90m demand 127.38-128.48 DBR; 1H demand 127.38-128.58 DBR,4H,2026-02-24T13:30:00-05:00
ANET,4H,supply,RBD,2026-02-25T13:30:00-05:00,133.78,132.18,132.18,133.78,132.15,132.87,1.63,0.53,1.0,-1.01,4.76,0.78,multiple_tests,2,False,4.29,2026-02-26T09:30:00-05:00,2026-02-26 09:30:00-05:00,,2026-02-27T13:30:00-05:00,2026-03-02T16:00:00-05:00,1,4H,4H supply 132.18-133.78 RBD,4H,2026-02-25T13:30:00-05:00
ANET,1D,supply,DBD,2026-02-20T00:00:00-05:00,138.33,132.79,136.02,138.33,132.15,132.79,6.18,0.88,-1.07,-0.85,1.66,1.03,multiple_tests,2,False,5.38,2026-02-23T00:00:00-05:00,2026-02-23 00:00:00-05:00,,2026-02-27T00:00:00-05:00,2026-03-02T16:00:00-05:00,1,1D,1D supply 132.79-138.33 DBD,1D,2026-02-20T00:00:00-05:00
ANET,4H/3H/2H/90m/1H,supply,DBD/RBD,2026-02-20T13:30:00-05:00,136.49,132.8,135.29,136.49,132.15,132.8,4.34,0.86,-1.09,-1.04,1.69,1.25,fresh,0,False,8.03,2026-02-23T09:30:00-05:00,2026-02-23 09:30:00-05:00,,2026-02-27T13:30:00-05:00,2026-03-02T16:00:00-05:00,10,"4H,3H,2H,90m,1H",4H supply 132.80-136.49 DBD; 3H supply 132.87-133.53 RBD; 3H supply 132.80-133.77 DBD; 2H supply 132.87-133.53 DBD; 2H supply 132.80-133.77 DBD; 90m supply 132.80-133.77 DBD; 90m supply 132.87-133.53 DBD; 1H supply 132.87-133.53 DBD; 1H supply 135.11-136.49 DBD; 1H supply 133.41-133.78 RBD,4H,2026-02-20T13:30:00-05:00
ANET,4H/3H/90m/1H,supply,DBD,2026-02-20T09:30:00-05:00,138.33,135.24,136.02,138.33,134.64,135.24,3.69,0.85,-0.41,-0.62,3.19,0.87,fresh,0,False,7.99,2026-02-20T13:30:00-05:00,2026-02-20 13:30:00-05:00,,,2026-03-02T16:00:00-05:00,5,"4H,3H,90m,1H",4H supply 135.24-138.33 DBD; 4H supply 136.86-137.68 DBD; 3H supply 136.02-138.33 DBD; 90m supply 136.19-137.13 DBD; 1H supply 136.74-138.14 DBD,4H,2026-02-20T09:30:00-05:00
ANET,1D/3H/2H/90m/1H,supply,DBD/RBD,2026-02-19T00:00:00-05:00,140.85,137.23,138.61,140.32,135.37,137.23,4.95,0.54,-0.83,-0.69,2.34,0.85,fresh,0,False,9.04,2026-02-20T00:00:00-05:00,2026-02-20 00:00:00-05:00,,,2026-03-02T16:00:00-05:00,6,"1D,3H,2H,90m,1H",1D supply 137.23-140.32 DBD; 3H supply 138.97-140.04 RBD; 2H supply 138.97-140.04 DBD; 90m supply 138.97-140.04 RBD; 1H supply 138.97-140.04 RBD; 1H supply 140.20-140.85 DBD,1D,2026-02-19T00:00:00-05:00
ANET,1D,supply,DBD,2026-02-11T00:00:00-05:00,145.24,140.66,145.11,145.24,138.22,140.66,7.02,0.83,-0.18,-0.91,1.24,1.94,multiple_tests,3,False,6.35,2026-02-12T00:00:00-05:00,2026-02-12 00:00:00-05:00,,2026-02-18T00:00:00-05:00,2026-03-02T16:00:00-05:00,1,1D,1D supply 140.66-145.24 DBD,1D,2026-02-11T00:00:00-05:00
