status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,duplicate_rows_collapsed
Immediate,META,584.88,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,2H/90m/1H,DBD,supply,590.0,584.81,590.0,584.81,590.0,0.0,fresh,Fresh / untested (0 tests),0,-0.44,Weak,1.02,6.99,Average,6.96,"1D/4H/3H/2H/90m/1H demand @ 563.29 (RR 4.16, fresh, tests 0, quality 21.5)",4.16,4.16,21.5,563.29,,1:4.16–1:11.63,"T1: 1D/4H/3H/2H/90m/1H demand @ 563.29 (RR 4.16, fresh, tests 0, quality 21.5) | T2: 3H demand @ 544.51 (RR 7.78, fresh, tests 0, quality 10.6) | T3: 1D/4H/3H/2H/90m/1H demand @ 537.40 (RR 9.15, fresh, tests 0, quality 19.9) | T4: 90m/1H demand @ 524.55 (RR 11.63, fresh, tests 0, quality 9.7)","1D/4H/3H/2H/90m/1H demand @ 563.29 (RR 4.16, fresh, tests 0, quality 21.5)",4.16,fresh,0.0,hard_target,"3H demand @ 544.51 (RR 7.78, fresh, tests 0, quality 10.6)",7.78,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 537.40 (RR 9.15, fresh, tests 0, quality 19.9)",9.15,fresh,0.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A,4,"2H,90m,1H",2H supply 586.48-587.45 DBD; 90m supply 584.81-586.81 DBD; 1H supply 586.25-587.69 DBD; 1H supply 587.09-590.00 DBD,2H,548.97,563.29,1D/4H/3H/2H/90m/1H,below_price,3.69,584.81,590.0,2H/90m/1H,containing_price,0.0,inside_supply,2026-07-02 07:55 PM EDT,Bearish LH/LL,LH: 587.69 → 586.80; LL: 584.03 → 580.42,586.8,587.69,580.42,584.03,Mixed / Transition,HH: 586.81 → 587.69; LL: 583.76 → 580.42,587.69,586.81,580.42,583.76,Bearish LH/LL,LH: 642.40 → 605.81; LL: 557.01 → 540.18,605.81,642.4,540.18,557.01,Aligned bearish,Aligned bearish,With structure,Aftermarket,2026-07-02 07:55 PM EDT,582.64,2.244,0.385,Flat / no meaningful gap,flat,Sideways,0.17,sideways,above_9ema,above_vwap,584.37,583.807,3.01,high_volume,volume_expansion_with_direction,Aftermarket,gap_into_supply,Supply Rejection Watch,testing_supply,"Supply history: rejects 67%, breaks 33% (3 tests)",6.67,97.7,"structure aligned; testing supply; volume expansion; gap into supply; Supply history: rejects 67%, breaks 33% (3 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Priority movement watch,eligible_pre_grade,8.74,A,Excellent 1:4.0+,rr-excellent,T1 1:4.16 (Excellent 1:4.0+); range 1:4.16–1:9.15,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Immediate,META,584.88,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/90m/1H,DBD,supply,590.0,584.81,590.0,590.0,584.81,0.0,fresh,Fresh / untested (0 tests),0,-0.44,Weak,1.02,6.99,Average,6.96,"4H/3H/2H/90m/1H supply @ 612.92 (RR 5.40, fresh, tests 0, quality 17.6)",5.4,5.4,17.63,612.92,,1:5.40–1:18.06,"T1: 4H/3H/2H/90m/1H supply @ 612.92 (RR 5.40, fresh, tests 0, quality 17.6) | T2: 1D supply @ 632.51 (RR 9.18, one_test, tests 1, quality 13.1) | T3: 90m/1H supply @ 637.38 (RR 10.11, fresh, tests 0, quality 10.1) | T4: 1D/4H/3H/2H/90m/1H supply @ 668.91 (RR 16.19, fresh, tests 0, quality 22.1) | T5: 1D/4H/3H/2H/90m supply @ 678.60 (RR 18.06, fresh, tests 0, quality 17.1)","4H/3H/2H/90m/1H supply @ 612.92 (RR 5.40, fresh, tests 0, quality 17.6)",5.4,fresh,0.0,hard_target,"1D supply @ 632.51 (RR 9.18, one_test, tests 1, quality 13.1)",9.18,one_test,1.0,hard_target,"90m/1H supply @ 637.38 (RR 10.11, fresh, tests 0, quality 10.1)",10.11,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,4,"2H,90m,1H",2H supply 586.48-587.45 DBD; 90m supply 584.81-586.81 DBD; 1H supply 586.25-587.69 DBD; 1H supply 587.09-590.00 DBD,2H,548.97,563.29,1D/4H/3H/2H/90m/1H,below_price,3.69,584.81,590.0,2H/90m/1H,containing_price,0.0,inside_supply,2026-07-02 07:55 PM EDT,Bearish LH/LL,LH: 587.69 → 586.80; LL: 584.03 → 580.42,586.8,587.69,580.42,584.03,Mixed / Transition,HH: 586.81 → 587.69; LL: 583.76 → 580.42,587.69,586.81,580.42,583.76,Bearish LH/LL,LH: 642.40 → 605.81; LL: 557.01 → 540.18,605.81,642.4,540.18,557.01,Aligned bearish,Aligned bearish,Counter-structure,Aftermarket,2026-07-02 07:55 PM EDT,582.64,2.244,0.385,Flat / no meaningful gap,flat,Sideways,0.17,sideways,above_9ema,above_vwap,584.37,583.807,3.01,high_volume,volume_expansion_with_direction,Aftermarket,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 67%, breaks 33% (3 tests)",-6.67,58.3,"counter-structure; testing supply; volume expansion; gap into supply; Supply history: rejects 67%, breaks 33% (3 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.74,A,Excellent 1:4.0+,rr-excellent,T1 1:5.40 (Excellent 1:4.0+); range 1:5.40–1:10.11,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,MSTR,101.96,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,4H/1H,RBD,supply,102.5,100.69,102.5,100.69,102.5,0.0,fresh,Fresh / untested (0 tests),0,-0.06,Weak,0.56,3.18,Weak,6.13,"4H/3H/2H/90m/1H demand @ 87.09 (RR 8.21, fresh, tests 0, quality 17.1)",6.0,8.21,17.14,87.09,,1:8.21–1:10.35,"T1: 4H/3H/2H/90m/1H demand @ 87.09 (RR 8.21, fresh, tests 0, quality 17.1) | T2: 1D demand @ 86.93 (RR 8.30, fresh, tests 0, quality 14.0) | T3: 3H demand @ 86.67 (RR 8.45, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests) | T4: 4H demand @ 86.67 (RR 8.45, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests) | T5: 1D/90m demand @ 83.23 (RR 10.35, fresh, tests 0, quality 15.8)","4H/3H/2H/90m/1H demand @ 87.09 (RR 8.21, fresh, tests 0, quality 17.1)",8.21,fresh,0.0,hard_target,"1D demand @ 86.93 (RR 8.30, fresh, tests 0, quality 14.0)",8.3,fresh,0.0,hard_target,"3H demand @ 86.67 (RR 8.45, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",8.45,multiple_tests,4.0,soft_obstacle,4,,t1_nearest_unbroken_opposing_zone,A,2,"4H,1H",4H supply 100.98-102.50 RBD; 1H supply 100.69-101.18 RBD,4H,84.55,87.09,4H/3H/2H/90m/1H,below_price,14.58,100.69,102.5,4H/1H,containing_price,0.0,inside_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,flat high: 101.52 → 101.52; LL: 100.68 → 99.74,101.52,101.52,99.74,100.68,Bullish HH/HL,HH: 101.16 → 101.52; HL: 99.07 → 99.74,101.52,101.16,99.74,99.07,Bearish LH/LL,LH: 162.06 → 136.25; LL: 113.27 → 81.81,136.25,162.06,81.81,113.27,Mixed structure,Mixed structure,Counter-structure,Aftermarket,2026-07-02 07:55 PM EDT,100.77,1.189,1.179,Gap up,small_gap,Bullish,1.411,directional,above_9ema,above_vwap,100.615,100.759,2.504,high_volume,absorption_possible,Aftermarket,gap_into_supply,Supply Rejection Watch,testing_supply,"Supply history: rejects 0%, breaks 100% (3 tests)",-15.0,46.0,"counter-structure; testing supply; possible absorption; gap into supply; gap up 1.18%; Supply history: rejects 0%, breaks 100% (3 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Research / monitor only,eligible_pre_grade,8.082,A,Excellent 1:4.0+,rr-excellent,T1 1:8.21 (Excellent 1:4.0+); range 1:8.21–1:8.45,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Immediate,COST,948.52,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1H,RBR,demand,948.97,947.33,947.33,948.97,947.33,0.0,fresh,Fresh / untested (0 tests),0,0.38,Weak,1.58,11.18,Excellent,5.46,"1D/4H/3H/2H/90m/1H supply @ 957.86 (RR 5.70, fresh, tests 0, quality 17.5)",5.7,5.7,17.47,957.86,,1:5.70–1:76.52,"T1: 1D/4H/3H/2H/90m/1H supply @ 957.86 (RR 5.70, fresh, tests 0, quality 17.5) | T2: 1D/4H/3H/2H/90m/1H supply @ 980.39 (RR 19.43, fresh, tests 0, quality 18.8) | T3: 1D/4H/3H/2H/90m/1H supply @ 1003.69 (RR 33.64, fresh, tests 0, quality 17.3) | T4: 1D/4H/3H/2H/90m/1H supply @ 1026.41 (RR 47.49, fresh, tests 0, quality 20.0) | T5: 4H/3H/90m/1H supply @ 1074.01 (RR 76.52, fresh, tests 0, quality 18.3)","1D/4H/3H/2H/90m/1H supply @ 957.86 (RR 5.70, fresh, tests 0, quality 17.5)",5.7,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 980.39 (RR 19.43, fresh, tests 0, quality 18.8)",19.43,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 1003.69 (RR 33.64, fresh, tests 0, quality 17.3)",33.64,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,1,1H,1H demand 947.33-948.97 RBR,1H,947.33,948.97,1H,containing_price,0.0,957.86,983.71,1D/4H/3H/2H/90m/1H,above_price,0.98,inside_demand,2026-07-02 07:45 PM EDT,Range-bound,flat high: 950.89 → 949.99; flat low: 947.33 → 946.70,949.99,950.89,946.7,947.33,Mixed / Transition,flat high: 950.50 → 950.89; HL: 939.32 → 945.33,950.89,950.5,945.33,939.32,Mixed / Transition,HH: 967.94 → 969.86; LL: 942.53 → 938.60,969.86,967.94,938.6,942.53,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:45 PM EDT,951.29,-2.77,-0.291,Flat / no meaningful gap,flat,Sideways,-0.013,sideways,below_9ema,below_vwap,949.319,951.895,4.412,high_volume,absorption_possible,Aftermarket,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 75%, breaks 25% (4 tests)",10.0,79.0,"structure mixed; testing demand; possible absorption; gap into demand; Demand history: holds 75%, breaks 25% (4 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Priority movement watch,eligible_pre_grade,7.615,A,Excellent 1:4.0+,rr-excellent,T1 1:5.70 (Excellent 1:4.0+); range 1:5.70–1:33.64,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,1
Immediate,COST,948.52,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1H,RBR,demand,948.97,947.33,947.33,947.33,948.97,0.0,fresh,Fresh / untested (0 tests),0,0.38,Weak,1.58,11.18,Excellent,5.46,"1D/4H/3H/2H/90m/1H demand @ 927.33 (RR 12.92, fresh, tests 0, quality 15.9)",6.0,12.92,15.89,927.33,,1:12.92–1:53.28,"T1: 1D/4H/3H/2H/90m/1H demand @ 927.33 (RR 12.92, fresh, tests 0, quality 15.9) | T2: 1H demand @ 884.11 (RR 39.27, fresh, tests 0, quality 13.8) | T3: 1D demand @ 861.14 (RR 53.28, fresh, tests 0, quality 14.5)","1D/4H/3H/2H/90m/1H demand @ 927.33 (RR 12.92, fresh, tests 0, quality 15.9)",12.92,fresh,0.0,hard_target,"1H demand @ 884.11 (RR 39.27, fresh, tests 0, quality 13.8)",39.27,fresh,0.0,hard_target,"1D demand @ 861.14 (RR 53.28, fresh, tests 0, quality 14.5)",53.28,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A,1,1H,1H demand 947.33-948.97 RBR,1H,947.33,948.97,1H,containing_price,0.0,957.86,983.71,1D/4H/3H/2H/90m/1H,above_price,0.98,inside_demand,2026-07-02 07:45 PM EDT,Range-bound,flat high: 950.89 → 949.99; flat low: 947.33 → 946.70,949.99,950.89,946.7,947.33,Mixed / Transition,flat high: 950.50 → 950.89; HL: 939.32 → 945.33,950.89,950.5,945.33,939.32,Mixed / Transition,HH: 967.94 → 969.86; LL: 942.53 → 938.60,969.86,967.94,938.6,942.53,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:45 PM EDT,951.29,-2.77,-0.291,Flat / no meaningful gap,flat,Sideways,-0.013,sideways,below_9ema,below_vwap,949.319,951.895,4.412,high_volume,absorption_possible,Aftermarket,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 75%, breaks 25% (4 tests)",-10.0,59.0,"structure mixed; testing demand; possible absorption; gap into demand; Demand history: holds 75%, breaks 25% (4 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,7.615,A,Excellent 1:4.0+,rr-excellent,T1 1:12.92 (Excellent 1:4.0+); range 1:12.92–1:53.28,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,SPY,745.71,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,4H/3H/2H/90m/1H,DBR/RBR,demand,743.56,737.21,737.21,737.21,743.56,1.14,fresh,Fresh / untested (0 tests),0,0.65,Weak,0.58,4.8,Weak,7.9,"1D/4H/3H/2H/90m/1H demand @ 728.85 (RR 2.66, one_test, tests 1, quality 14.0)",2.66,2.66,13.99,728.85,,1:2.66–1:10.92,"T1: 1D/4H/3H/2H/90m/1H demand @ 728.85 (RR 2.66, one_test, tests 1, quality 14.0) | T2: 1D/4H/3H/2H/90m/1H demand @ 711.82 (RR 5.34, fresh, tests 0, quality 17.8) | T3: 1D/4H/3H/2H/90m/1H demand @ 701.66 (RR 6.94, fresh, tests 0, quality 18.8) | T4: 1D/4H/3H/2H/90m/1H demand @ 683.29 (RR 9.83, fresh, tests 0, quality 16.9) | T5: 1D/4H/3H/2H/90m/1H demand @ 676.39 (RR 10.92, fresh, tests 0, quality 16.7)","1D/4H/3H/2H/90m/1H demand @ 728.85 (RR 2.66, one_test, tests 1, quality 14.0)",2.66,one_test,1.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 711.82 (RR 5.34, fresh, tests 0, quality 17.8)",5.34,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 701.66 (RR 6.94, fresh, tests 0, quality 18.8)",6.94,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,9,"4H,3H,2H,90m,1H",4H demand 740.15-740.88 RBR; 3H demand 739.98-740.88 RBR; 2H demand 740.03-743.56 DBR; 2H demand 740.15-740.88 RBR; 90m demand 740.23-740.88 RBR; 1H demand 741.27-742.71 DBR; 1H demand 737.21-738.33 RBR; 1H demand 740.23-740.88 RBR; 1H demand 739.98-740.22 RBR,4H,737.21,743.56,4H/3H/2H/90m/1H,below_price,0.29,744.39,759.69,1D/4H/3H/2H/90m/1H,containing_price,0.0,inside_supply,2026-07-02 07:55 PM EDT,Range-bound,flat high: 743.34 → 743.51; flat low: 741.27 → 741.46,743.51,743.34,741.46,741.27,Mixed / Transition,LH: 751.31 → 743.51; HL: 740.03 → 741.27,743.51,751.31,741.27,740.03,Bearish LH/LL,LH: 760.40 → 756.68; LL: 739.22 → 716.58,756.68,760.4,716.58,739.22,Mixed structure,Mixed structure,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,744.8,0.91,0.122,Flat / no meaningful gap,flat,Bullish,0.548,grinding,above_9ema,above_vwap,743.431,745.026,4.705,high_volume,high_volume,Aftermarket,gap_into_supply,Demand Breakdown Watch,bouncing_from_demand,"Demand history: holds 25%, breaks 50% (4 tests)",5.0,74.0,"structure mixed; bouncing from demand; gap into supply; Demand history: holds 25%, breaks 50% (4 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,8.957,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.66 (Strong 1:2.5–1:3.99); range 1:2.66–1:6.94,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,MSTR,101.96,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D/4H/3H/2H/90m/1H,DBD/RBD,supply,105.19,103.85,105.19,103.85,105.19,1.86,fresh,Fresh / untested (0 tests),0,-1.16,Moderate,1.26,5.91,Strong,7.42,"4H/3H/2H/90m/1H demand @ 87.09 (RR 4.60, fresh, tests 0, quality 17.1)",4.6,4.6,17.14,87.09,,1:4.60–1:5.80,"T1: 4H/3H/2H/90m/1H demand @ 87.09 (RR 4.60, fresh, tests 0, quality 17.1) | T2: 1D demand @ 86.93 (RR 4.65, fresh, tests 0, quality 14.0) | T3: 3H demand @ 86.67 (RR 4.73, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests) | T4: 4H demand @ 86.67 (RR 4.73, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests) | T5: 1D/90m demand @ 83.23 (RR 5.80, fresh, tests 0, quality 15.8)","4H/3H/2H/90m/1H demand @ 87.09 (RR 4.60, fresh, tests 0, quality 17.1)",4.6,fresh,0.0,hard_target,"1D demand @ 86.93 (RR 4.65, fresh, tests 0, quality 14.0)",4.65,fresh,0.0,hard_target,"3H demand @ 86.67 (RR 4.73, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",4.73,multiple_tests,4.0,soft_obstacle,4,,t1_nearest_unbroken_opposing_zone,A+,4,"1D,4H,3H,2H,90m,1H",4H/2H/90m/1H supply 103.85-105.19 RR 4.60; 1D supply 103.84-107.75 RR 2.57; 4H/3H/2H/90m/1H supply 105.74-107.75 RR 2.57,4H,84.55,87.09,4H/3H/2H/90m/1H,below_price,14.58,100.69,102.5,4H/1H,containing_price,0.0,inside_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,flat high: 101.52 → 101.52; LL: 100.68 → 99.74,101.52,101.52,99.74,100.68,Bullish HH/HL,HH: 101.16 → 101.52; HL: 99.07 → 99.74,101.52,101.16,99.74,99.07,Bearish LH/LL,LH: 162.06 → 136.25; LL: 113.27 → 81.81,136.25,162.06,81.81,113.27,Mixed structure,Mixed structure,Counter-structure,Aftermarket,2026-07-02 07:55 PM EDT,100.77,1.189,1.179,Gap up,small_gap,Bullish,1.411,directional,above_9ema,above_vwap,100.615,100.759,2.504,high_volume,absorption_possible,Aftermarket,gap_into_supply,Supply Rejection Watch,approaching_supply_with_strength,"Supply history: rejects 0%, breaks 100% (3 tests)",-15.0,54.0,"counter-structure; approaching supply with strength; possible absorption; gap into supply; gap up 1.18%; Supply history: rejects 0%, breaks 100% (3 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Research / monitor only,eligible_pre_grade,9.169,A+,Excellent 1:4.0+,rr-excellent,T1 1:4.60 (Excellent 1:4.0+); range 1:4.60–1:4.73,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,3
Near-Term,AAPL,308.45,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,90m/1H,RBR,demand,307.81,306.82,306.82,306.82,307.81,0.53,fresh,Fresh / untested (0 tests),0,0.16,Weak,1.11,3.59,Average,5.63,"90m/1H demand @ 305.62 (RR 2.86, fresh, tests 0, quality 10.0)",2.86,2.86,10.04,305.62,,1:2.86–1:36.90,"T1: 90m/1H demand @ 305.62 (RR 2.86, fresh, tests 0, quality 10.0) | T2: 1D/4H/3H/2H/90m/1H demand @ 294.80 (RR 13.79, fresh, tests 0, quality 19.7) | T3: 1D/4H/3H/2H/90m/1H demand @ 288.08 (RR 20.58, fresh, tests 0, quality 17.4) | T4: 1D/3H/2H/90m/1H demand @ 281.53 (RR 27.19, fresh, tests 0, quality 17.2) | T5: 4H/3H/2H/90m/1H demand @ 271.92 (RR 36.90, fresh, tests 0, quality 16.1)","90m/1H demand @ 305.62 (RR 2.86, fresh, tests 0, quality 10.0)",2.86,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 294.80 (RR 13.79, fresh, tests 0, quality 19.7)",13.79,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 288.08 (RR 20.58, fresh, tests 0, quality 17.4)",20.58,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,2,"90m,1H",90m demand 306.82-307.81 RBR; 1H demand 307.13-307.43 RBR,90m,306.82,307.81,90m/1H,below_price,0.21,311.23,316.94,1D/4H/3H/2H/90m/1H,above_price,0.9,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Range-bound,flat high: 308.32 → 308.51; flat low: 307.26 → 307.20,308.51,308.32,307.2,307.26,Bullish HH/HL,HH: 307.82 → 308.53; HL: 305.02 → 306.82,308.53,307.82,306.82,305.02,Bearish LH/LL,LH: 317.40 → 302.42; LL: 287.38 → 273.75,302.42,317.4,273.75,287.38,Mixed structure,Mixed structure,Counter-structure,Aftermarket,2026-07-02 07:55 PM EDT,308.22,0.23,0.075,Flat / no meaningful gap,flat,Sideways,0.332,grinding,above_9ema,below_vwap,307.918,308.831,3.315,high_volume,absorption_possible,Aftermarket,no_meaningful_gap,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 0%, breaks 50% (2 tests)",10.0,60.0,"counter-structure; possible absorption; Demand history: holds 0%, breaks 50% (2 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,8.12,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.86 (Strong 1:2.5–1:3.99); range 1:2.86–1:20.58,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,SHOP,119.5,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,2H/1H,DBD/RBD,supply,121.01,120.19,121.01,120.19,121.01,0.58,fresh,Fresh / untested (0 tests),0,-0.31,Weak,1.31,2.44,Strong,6.12,"1D/4H/3H/2H/90m/1H demand @ 114.67 (RR 3.20, fresh, tests 0, quality 18.4)",3.2,3.2,18.42,114.67,,1:3.20–1:12.25,"T1: 1D/4H/3H/2H/90m/1H demand @ 114.67 (RR 3.20, fresh, tests 0, quality 18.4) | T2: 1D/4H/3H/2H/90m/1H demand @ 108.60 (RR 7.22, fresh, tests 0, quality 19.1) | T3: 1D/4H/3H/2H/90m/1H demand @ 106.60 (RR 8.54, one_test, tests 1, quality 14.5) | T4: 1D demand @ 102.97 (RR 10.95, multiple_tests, tests 2, quality 6.7) | T5: 4H/3H/2H/90m demand @ 101.01 (RR 12.25, multiple_tests, tests 2, quality 7.2)","1D/4H/3H/2H/90m/1H demand @ 114.67 (RR 3.20, fresh, tests 0, quality 18.4)",3.2,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 108.60 (RR 7.22, fresh, tests 0, quality 19.1)",7.22,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 106.60 (RR 8.54, one_test, tests 1, quality 14.5)",8.54,one_test,1.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,2,"2H,1H",2H supply 120.22-120.54 DBD; 1H supply 120.19-121.01 RBD,2H,119.35,119.97,1H,containing_price,0.0,120.19,121.01,2H/1H,above_price,0.58,inside_demand,2026-07-02 07:50 PM EDT,Mixed / Transition,HH: 120.53 → 121.01; flat low: 120.17 → 120.33,121.01,120.53,120.33,120.17,Mixed / Transition,HH: 120.53 → 121.01; LL: 119.35 → 119.06,121.01,120.53,119.06,119.35,Mixed / Transition,LH: 116.96 → 115.31; HL: 106.00 → 112.00,115.31,116.96,112.0,106.0,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:50 PM EDT,119.47,0.03,0.025,Flat / no meaningful gap,flat,Bearish,-0.752,directional,below_9ema,below_vwap,120.133,119.584,3.138,high_volume,volume_expansion_with_direction,Aftermarket,gap_into_demand,Supply Rejection Watch,rejecting_from_supply,"Supply history: rejects 50%, breaks 50% (4 tests)",0.0,81.0,"structure mixed; rejecting from supply; volume expansion; gap into demand; Supply history: rejects 50%, breaks 50% (4 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Priority movement watch,eligible_pre_grade,8.442,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.20 (Strong 1:2.5–1:3.99); range 1:3.20–1:8.54,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
