status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,duplicate_rows_collapsed
Near-Term,AAPL,308.45,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,90m/1H,RBR,demand,307.81,306.82,306.82,306.82,307.81,0.53,fresh,Fresh / untested (0 tests),0,0.16,Weak,1.11,3.59,Average,5.63,"90m/1H demand @ 305.62 (RR 2.86, fresh, tests 0, quality 10.0)",2.86,2.86,10.04,305.62,,1:2.86–1:36.90,"T1: 90m/1H demand @ 305.62 (RR 2.86, fresh, tests 0, quality 10.0) | T2: 1D/4H/3H/2H/90m/1H demand @ 294.80 (RR 13.79, fresh, tests 0, quality 19.7) | T3: 1D/4H/3H/2H/90m/1H demand @ 288.08 (RR 20.58, fresh, tests 0, quality 17.4) | T4: 1D/3H/2H/90m/1H demand @ 281.53 (RR 27.19, fresh, tests 0, quality 17.2) | T5: 4H/3H/2H/90m/1H demand @ 271.92 (RR 36.90, fresh, tests 0, quality 16.1)","90m/1H demand @ 305.62 (RR 2.86, fresh, tests 0, quality 10.0)",2.86,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 294.80 (RR 13.79, fresh, tests 0, quality 19.7)",13.79,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 288.08 (RR 20.58, fresh, tests 0, quality 17.4)",20.58,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,2,"90m,1H",90m demand 306.82-307.81 RBR; 1H demand 307.13-307.43 RBR,90m,306.82,307.81,90m/1H,below_price,0.21,311.23,316.94,1D/4H/3H/2H/90m/1H,above_price,0.9,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Range-bound,flat high: 308.32 → 308.51; flat low: 307.26 → 307.20,308.51,308.32,307.2,307.26,Bullish HH/HL,HH: 307.82 → 308.53; HL: 305.02 → 306.82,308.53,307.82,306.82,305.02,Bearish LH/LL,LH: 317.40 → 302.42; LL: 287.38 → 273.75,302.42,317.4,273.75,287.38,Mixed structure,Mixed structure,Counter-structure,Aftermarket,2026-07-02 07:55 PM EDT,308.22,0.23,0.075,Flat / no meaningful gap,flat,Sideways,0.332,grinding,above_9ema,below_vwap,307.918,308.831,3.315,high_volume,absorption_possible,Aftermarket,no_meaningful_gap,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 0%, breaks 50% (2 tests)",10.0,60.0,"counter-structure; possible absorption; Demand history: holds 0%, breaks 50% (2 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,8.12,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.86 (Strong 1:2.5–1:3.99); range 1:2.86–1:20.58,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,ARM,316.2,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,90m/1H,DBR,demand,314.24,309.74,309.74,314.24,309.74,0.62,fresh,Fresh / untested (0 tests),0,0.2,Weak,1.03,35.42,Average,5.48,"1D/3H/1H supply @ 337.47 (RR 3.29, fresh, tests 0, quality 15.2)",3.29,3.29,15.21,337.47,,1:3.29–1:7.46,"T1: 1D/3H/1H supply @ 337.47 (RR 3.29, fresh, tests 0, quality 15.2) | T2: 2H/90m supply @ 353.60 (RR 5.78, one_test, tests 1, quality 10.1) | T3: 1D supply @ 359.08 (RR 6.63, one_test, tests 1, quality 9.7) | T4: 3H supply @ 360.53 (RR 6.86, fresh, tests 0, quality 10.0) | T5: 90m supply @ 364.43 (RR 7.46, one_test, tests 1, quality 6.2)","1D/3H/1H supply @ 337.47 (RR 3.29, fresh, tests 0, quality 15.2)",3.29,fresh,0.0,hard_target,"2H/90m supply @ 353.60 (RR 5.78, one_test, tests 1, quality 10.1)",5.78,one_test,1.0,hard_target,"1D supply @ 359.08 (RR 6.63, one_test, tests 1, quality 9.7)",6.63,one_test,1.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,2,"90m,1H",90m demand 310.11-313.21 DBR; 1H demand 309.74-314.24 DBR,90m,304.11,314.47,1D,below_price,0.55,337.47,346.67,1D/3H/1H,above_price,6.73,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,flat high: 314.38 → 314.60; LL: 310.25 → 309.74,314.6,314.38,309.74,310.25,Mixed / Transition,LH: 358.49 → 315.40; flat low: 310.11 → 309.74,315.4,358.49,309.74,310.11,Mixed / Transition,LH: 452.70 → 361.95; HL: 298.38 → 303.67,361.95,452.7,303.67,298.38,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,315.5,0.704,0.223,Flat / no meaningful gap,flat,Bullish,1.608,directional,above_9ema,above_vwap,313.824,314.966,3.31,high_volume,absorption_possible,Aftermarket,no_meaningful_gap,Demand Hold/Reversal Watch,bouncing_from_demand,"Demand history: holds 33%, breaks 67% (6 tests)",-6.67,65.3,"structure mixed; bouncing from demand; possible absorption; Demand history: holds 33%, breaks 67% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,eligible_pre_grade,8.332,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.29 (Strong 1:2.5–1:3.99); range 1:3.29–1:6.63,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,1
Near-Term,AVGO,362.0,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,90m,DBR,demand,359.25,358.16,358.16,358.16,359.25,1.06,fresh,Fresh / untested (0 tests),0,0.2,Weak,1.4,7.17,Strong,5.36,"1D/4H/3H/2H/90m/1H demand @ 356.66 (RR 4.90, fresh, tests 0, quality 19.7)",4.9,4.9,19.69,356.66,,1:4.90–1:43.06,"T1: 1D/4H/3H/2H/90m/1H demand @ 356.66 (RR 4.90, fresh, tests 0, quality 19.7) | T2: 1D/90m/1H demand @ 351.75 (RR 9.40, fresh, tests 0, quality 15.1) | T3: 1D demand @ 333.97 (RR 25.72, fresh, tests 0, quality 14.8) | T4: 4H/2H/90m/1H demand @ 333.85 (RR 25.83, fresh, tests 0, quality 16.6) | T5: 1D/3H/1H demand @ 315.06 (RR 43.06, fresh, tests 0, quality 18.5)","1D/4H/3H/2H/90m/1H demand @ 356.66 (RR 4.90, fresh, tests 0, quality 19.7)",4.9,fresh,0.0,hard_target,"1D/90m/1H demand @ 351.75 (RR 9.40, fresh, tests 0, quality 15.1)",9.4,fresh,0.0,hard_target,"1D demand @ 333.97 (RR 25.72, fresh, tests 0, quality 14.8)",25.72,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,1,90m,90m demand 358.16-359.25 DBR,90m,358.16,359.25,90m,below_price,0.76,369.34,373.75,1D/4H/3H/2H/90m/1H,above_price,2.03,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,flat high: 359.95 → 360.00; HL: 356.43 → 358.14,360.0,359.95,358.14,356.43,Bearish LH/LL,LH: 374.00 → 361.43; LL: 357.83 → 356.43,361.43,374.0,356.43,357.83,Bearish LH/LL,LH: 414.64 → 379.62; LL: 376.46 → 360.46,379.62,414.64,360.46,376.46,Aligned bearish,Aligned bearish,With structure,Aftermarket,2026-07-02 07:55 PM EDT,360.34,1.66,0.461,Flat / no meaningful gap,flat,Bullish,1.191,directional,above_9ema,above_vwap,359.472,360.225,3.123,high_volume,high_volume,Aftermarket,no_meaningful_gap,Demand Breakdown Watch,bouncing_from_demand,"Demand history: holds 43%, breaks 57% (7 tests)",2.86,84.9,"structure aligned; bouncing from demand; Demand history: holds 43%, breaks 57% (7 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,7.984,A,Excellent 1:4.0+,rr-excellent,T1 1:4.90 (Excellent 1:4.0+); range 1:4.90–1:25.72,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,UBER,74.35,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,3H/1H,DBD/RBD,supply,75.45,74.81,75.45,75.45,74.81,1.48,fresh,Fresh / untested (0 tests),0,-1.21,Moderate,0.71,2.91,Weak,7.64,"1D/3H supply @ 76.20 (RR 2.89, multiple_tests, tests 2, quality 7.7)",2.89,2.89,7.71,76.2,,1:2.89–1:15.25,"T1: 1D/3H supply @ 76.20 (RR 2.89, multiple_tests, tests 2, quality 7.7) | T2: 4H/2H/90m/1H supply @ 79.08 (RR 7.39, fresh, tests 0, quality 14.9) | T3: 1D/4H/3H/2H/90m/1H supply @ 79.80 (RR 8.52, fresh, tests 0, quality 18.4) | T4: 4H/3H/2H/90m/1H supply @ 81.98 (RR 11.92, fresh, tests 0, quality 15.2) | T5: 4H/90m/1H supply @ 84.11 (RR 15.25, fresh, tests 0, quality 15.9)","1D/3H supply @ 76.20 (RR 2.89, multiple_tests, tests 2, quality 7.7)",2.89,multiple_tests,2.0,hard_target,"4H/2H/90m/1H supply @ 79.08 (RR 7.39, fresh, tests 0, quality 14.9)",7.39,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 79.80 (RR 8.52, fresh, tests 0, quality 18.4)",8.52,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,2,"3H,1H",3H supply 74.81-75.45 DBD; 1H supply 75.12-75.45 RBD,3H,71.66,73.78,1D/4H/3H/2H/90m/1H,below_price,0.77,74.81,75.45,3H/1H,above_price,0.62,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Range-bound,flat high: 74.27 → 74.30; flat low: 73.96 → 73.96,74.3,74.27,73.96,73.96,Bullish HH/HL,HH: 73.93 → 74.30; HL: 72.71 → 73.17,74.3,73.93,73.17,72.71,Bullish HH/HL,HH: 74.28 → 77.76; HL: 67.19 → 69.56,77.76,74.28,69.56,67.19,Aligned bullish,Aligned bullish,With structure,Aftermarket,2026-07-02 07:55 PM EDT,74.425,-0.075,-0.101,Flat / no meaningful gap,flat,Sideways,0.27,grinding,above_9ema,below_vwap,74.19,74.382,3.896,high_volume,high_volume,Aftermarket,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,68.0,"structure aligned; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.088,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.89 (Strong 1:2.5–1:3.99); range 1:2.89–1:8.52,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,CRWD,194.14,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/1H,DBD/RBD,supply,197.2,195.34,197.2,197.2,195.34,1.58,fresh,Fresh / untested (0 tests),0,-0.14,Weak,2.83,99.5,Excellent,7.47,"1D/4H/3H/2H/90m/1H supply @ 764.85 (RR 306.83, fresh, tests 0, quality 22.4)",6.0,306.83,22.44,764.85,,1:306.83,"T1: 1D/4H/3H/2H/90m/1H supply @ 764.85 (RR 306.83, fresh, tests 0, quality 22.4)","1D/4H/3H/2H/90m/1H supply @ 764.85 (RR 306.83, fresh, tests 0, quality 22.4)",306.83,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,2,"2H,1H",2H supply 195.63-196.33 RBD; 1H supply 195.34-197.20 DBD,2H,,,,,,195.34,197.2,2H/1H,above_price,0.62,zone_context_mixed,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 197.20 → 196.22; HL: 193.21 → 195.14,196.22,197.2,195.14,193.21,Mixed / Transition,HH: 196.33 → 197.20; LL: 194.06 → 193.21,197.2,196.33,193.21,194.06,Bullish HH/HL,HH: 702.17 → 712.18; HL: 617.74 → 660.92,712.18,702.17,660.92,617.74,Mixed structure,Mixed structure,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,193.67,0.471,0.243,Flat / no meaningful gap,flat,Bearish,-1.039,directional,below_9ema,below_vwap,195.068,194.241,3.796,high_volume,high_volume,Aftermarket,no_meaningful_gap,Supply Breakout Watch,rejecting_from_supply,"Supply history: rejects 0%, breaks 0% (1 tests)",0.0,64.0,"structure mixed; rejecting from supply; Supply history: rejects 0%, breaks 0% (1 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.76,A,Excellent 1:4.0+,rr-excellent,T1 1:306.83 (Excellent 1:4.0+); range 1:306.83–1:306.83,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,NET,242.81,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,90m/1H,DBR,demand,240.77,238.9,238.9,238.9,240.77,1.61,fresh,Fresh / untested (0 tests),0,0.66,Weak,0.62,4.06,Weak,5.53,"2H/90m demand @ 228.38 (RR 7.72, fresh, tests 0, quality 13.6)",6.0,7.72,13.62,228.38,,1:7.72–1:12.97,"T1: 2H/90m demand @ 228.38 (RR 7.72, fresh, tests 0, quality 13.6) | T2: 1D/4H/3H/2H/90m/1H demand @ 227.29 (RR 8.30, fresh, tests 0, quality 17.7) | T3: 1D demand @ 226.65 (RR 8.64, fresh, tests 0, quality 14.3) | T4: 1D demand @ 222.07 (RR 11.09, multiple_tests, tests 3, quality 5.7, soft obstacle: low_quality) | T5: 4H/2H/1H demand @ 218.56 (RR 12.97, one_test, tests 1, quality 10.9)","2H/90m demand @ 228.38 (RR 7.72, fresh, tests 0, quality 13.6)",7.72,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 227.29 (RR 8.30, fresh, tests 0, quality 17.7)",8.3,fresh,0.0,hard_target,"1D demand @ 226.65 (RR 8.64, fresh, tests 0, quality 14.3)",8.64,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,2,"90m,1H",90m demand 238.90-240.77 DBR; 1H demand 238.90-240.07 DBR,90m,238.9,240.77,90m/1H,below_price,0.84,247.79,254.7,1D/4H/3H/2H/90m/1H,above_price,2.05,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 243.45 → 242.77; flat low: 241.27 → 241.23,242.77,243.45,241.23,241.27,Bullish HH/HL,HH: 241.65 → 243.45; HL: 239.30 → 241.23,243.45,241.65,241.23,239.3,Bearish LH/LL,LH: 239.00 → 230.11; LL: 216.50 → 212.32,230.11,239.0,212.32,216.5,Mixed structure,Mixed structure,Counter-structure,Aftermarket,2026-07-02 07:55 PM EDT,242.3,0.508,0.21,Flat / no meaningful gap,flat,Sideways,0.417,grinding,above_9ema,above_vwap,242.029,242.278,3.945,high_volume,absorption_possible,Aftermarket,no_meaningful_gap,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 33%, breaks 67% (6 tests)",6.67,56.7,"counter-structure; possible absorption; Demand history: holds 33%, breaks 67% (6 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,8.271,A,Excellent 1:4.0+,rr-excellent,T1 1:7.72 (Excellent 1:4.0+); range 1:7.72–1:8.64,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,APP,527.9,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1H,DBD,supply,536.95,534.17,536.95,536.95,534.17,1.71,fresh,Fresh / untested (0 tests),0,-0.56,Weak,1.14,2.79,Average,5.2,"1D/4H/3H/2H/90m/1H supply @ 558.59 (RR 11.04, one_test, tests 1, quality 13.5)",6.0,11.04,13.48,558.59,,1:11.04–1:45.76,"T1: 1D/4H/3H/2H/90m/1H supply @ 558.59 (RR 11.04, one_test, tests 1, quality 13.5) | T2: 4H/3H/2H/90m supply @ 571.10 (RR 15.54, multiple_tests, tests 6, quality -999.0, soft obstacle: 4plus_tests) | T3: 1D/3H/2H/90m/1H supply @ 600.33 (RR 26.05, fresh, tests 0, quality 17.5) | T4: 1D/4H/3H/2H/90m/1H supply @ 611.62 (RR 30.12, fresh, tests 0, quality 16.2) | T5: 1D supply @ 655.11 (RR 45.76, fresh, tests 0, quality 16.1)","1D/4H/3H/2H/90m/1H supply @ 558.59 (RR 11.04, one_test, tests 1, quality 13.5)",11.04,one_test,1.0,hard_target,"4H/3H/2H/90m supply @ 571.10 (RR 15.54, multiple_tests, tests 6, quality -999.0, soft obstacle: 4plus_tests)",15.54,multiple_tests,6.0,soft_obstacle,"1D/3H/2H/90m/1H supply @ 600.33 (RR 26.05, fresh, tests 0, quality 17.5)",26.05,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,1,1H,1H supply 534.17-536.95 DBD,1H,509.97,517.33,4H/3H/2H/90m/1H,below_price,2.0,534.17,536.95,1H,above_price,1.19,between_nearest_demand_and_supply,2026-07-02 07:50 PM EDT,Mixed / Transition,flat high: 530.20 → 529.72; LL: 526.01 → 524.82,529.72,530.2,524.82,526.01,Bearish LH/LL,LH: 536.64 → 530.20; LL: 546.64 → 524.82,530.2,536.64,524.82,546.64,Bearish LH/LL,LH: 622.00 → 530.55; LL: 447.35 → 418.46,530.55,622.0,418.46,447.35,Aligned bearish,Aligned bearish,Counter-structure,Aftermarket,2026-07-02 07:50 PM EDT,526.74,1.16,0.22,Flat / no meaningful gap,flat,Sideways,0.22,sideways,below_9ema,below_vwap,527.937,527.976,1.858,high_volume,high_volume,Aftermarket,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 0%, breaks 80% (5 tests)",15.0,57.0,"counter-structure; Supply history: rejects 0%, breaks 80% (5 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,7.879,A,Excellent 1:4.0+,rr-excellent,T1 1:11.04 (Excellent 1:4.0+); range 1:11.04–1:26.05,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Future,AVGO,362.0,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/4H/3H/2H/90m/1H,DBD,supply,373.75,369.34,373.75,373.75,369.34,3.25,fresh,Fresh / untested (0 tests),0,-0.56,Weak,0.73,2.08,Weak,8.8,"4H/3H/2H/90m/1H supply @ 377.07 (RR 3.42, fresh, tests 0, quality 14.6)",3.42,3.42,14.58,377.07,,1:3.42–1:12.31,"T1: 4H/3H/2H/90m/1H supply @ 377.07 (RR 3.42, fresh, tests 0, quality 14.6) | T2: 1H supply @ 385.63 (RR 5.36, multiple_tests, tests 2, quality 1.7, soft obstacle: low_quality) | T3: 4H/3H/2H/90m/1H supply @ 396.64 (RR 7.85, fresh, tests 0, quality 14.8) | T4: 1D/4H/3H/2H/90m/1H supply @ 407.29 (RR 10.27, fresh, tests 0, quality 17.6) | T5: 4H/2H/90m/1H supply @ 416.28 (RR 12.31, fresh, tests 0, quality 15.8)","4H/3H/2H/90m/1H supply @ 377.07 (RR 3.42, fresh, tests 0, quality 14.6)",3.42,fresh,0.0,hard_target,"1H supply @ 385.63 (RR 5.36, multiple_tests, tests 2, quality 1.7, soft obstacle: low_quality)",5.36,multiple_tests,2.0,soft_obstacle,"4H/3H/2H/90m/1H supply @ 396.64 (RR 7.85, fresh, tests 0, quality 14.8)",7.85,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,6,"1D,4H,3H,2H,90m,1H",1D supply 369.34-373.75 DBD; 4H supply 371.90-373.75 DBD; 3H supply 371.90-373.75 DBD; 2H supply 371.90-373.75 DBD; 90m supply 371.90-373.75 DBD; 1H supply 371.90-372.54 DBD,1D,358.16,359.25,90m,below_price,0.76,369.34,373.75,1D/4H/3H/2H/90m/1H,above_price,2.03,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,flat high: 359.95 → 360.00; HL: 356.43 → 358.14,360.0,359.95,358.14,356.43,Bearish LH/LL,LH: 374.00 → 361.43; LL: 357.83 → 356.43,361.43,374.0,356.43,357.83,Bearish LH/LL,LH: 414.64 → 379.62; LL: 376.46 → 360.46,379.62,414.64,360.46,376.46,Aligned bearish,Aligned bearish,Counter-structure,Aftermarket,2026-07-02 07:55 PM EDT,360.34,1.66,0.461,Flat / no meaningful gap,flat,Bullish,1.191,directional,above_9ema,above_vwap,359.472,360.225,3.123,high_volume,high_volume,Aftermarket,no_meaningful_gap,Supply Breakout Watch,approaching_supply_with_strength,"Supply history: rejects 30%, breaks 40% (10 tests)",2.0,58.0,"counter-structure; approaching supply with strength; Supply history: rejects 30%, breaks 40% (10 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,9.375,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.42 (Strong 1:2.5–1:3.99); range 1:3.42–1:7.85,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Future,APP,527.9,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,4H/3H/2H/90m/1H,DBR/RBR,demand,517.33,509.97,509.97,509.97,517.33,3.4,fresh,Fresh / untested (0 tests),0,2.74,Excellent,0.76,15.41,Weak,11.04,"4H/3H/2H/90m demand @ 500.31 (RR 3.75, one_test, tests 1, quality 11.2)",3.75,3.75,11.16,500.31,,1:3.75–1:10.45,"T1: 4H/3H/2H/90m demand @ 500.31 (RR 3.75, one_test, tests 1, quality 11.2) | T2: 1D demand @ 498.76 (RR 3.96, fresh, tests 0, quality 13.6) | T3: 4H/3H/2H/90m/1H demand @ 480.35 (RR 6.46, fresh, tests 0, quality 15.9) | T4: 1D demand @ 455.00 (RR 9.90, multiple_tests, tests 13, quality -999.0, soft obstacle: 4plus_tests) | T5: 1D demand @ 450.97 (RR 10.45, fresh, tests 0, quality 13.6)","4H/3H/2H/90m demand @ 500.31 (RR 3.75, one_test, tests 1, quality 11.2)",3.75,one_test,1.0,hard_target,"1D demand @ 498.76 (RR 3.96, fresh, tests 0, quality 13.6)",3.96,fresh,0.0,hard_target,"4H/3H/2H/90m/1H demand @ 480.35 (RR 6.46, fresh, tests 0, quality 15.9)",6.46,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,5,"4H,3H,2H,90m,1H",4H demand 509.97-516.29 RBR; 3H demand 509.97-517.33 RBR; 2H demand 509.97-516.29 DBR; 90m demand 513.25-514.95 RBR; 1H demand 514.27-517.08 DBR,4H,509.97,517.33,4H/3H/2H/90m/1H,below_price,2.0,534.17,536.95,1H,above_price,1.19,between_nearest_demand_and_supply,2026-07-02 07:50 PM EDT,Mixed / Transition,flat high: 530.20 → 529.72; LL: 526.01 → 524.82,529.72,530.2,524.82,526.01,Bearish LH/LL,LH: 536.64 → 530.20; LL: 546.64 → 524.82,530.2,536.64,524.82,546.64,Bearish LH/LL,LH: 622.00 → 530.55; LL: 447.35 → 418.46,530.55,622.0,418.46,447.35,Aligned bearish,Aligned bearish,With structure,Aftermarket,2026-07-02 07:50 PM EDT,526.74,1.16,0.22,Flat / no meaningful gap,flat,Sideways,0.22,sideways,below_9ema,below_vwap,527.937,527.976,1.858,high_volume,high_volume,Aftermarket,no_meaningful_gap,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 38%, breaks 62% (8 tests)",5.0,73.0,"structure aligned; Demand history: holds 38%, breaks 62% (8 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,9.66,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.75 (Strong 1:2.5–1:3.99); range 1:3.75–1:6.46,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
