symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score
NOW,4H,supply,RBD,2026-04-01T14:30:00-04:00,104.06,103.81,103.81,104.06,103.5,104.04,0.56,0.61,-0.05,-1.24,2.43,0.85,broken,4,True,4.09
NOW,4H,supply,DBD,2026-04-06T14:30:00-04:00,102.68,102.43,102.65,102.68,102.13,102.43,0.55,0.42,-0.22,-0.51,6.32,0.44,broken,1,True,2.95
NOW,4H,supply,DBD,2026-04-07T14:30:00-04:00,100.82,100.2,100.2,100.82,99.7,100.55,1.12,0.69,-0.42,0.72,8.0,0.93,broken,2,True,3.65
NOW,4H,supply,DBD,2026-04-08T14:30:00-04:00,98.65,97.49,98.44,98.65,96.96,97.49,1.69,1.3,-2.08,-2.4,4.41,2.0,broken,3,True,6.4
NOW,4H,demand,RBR,2026-04-13T10:30:00-04:00,88.31,87.0,87.95,89.04,87.0,88.31,2.04,1.41,1.96,0.27,2.08,0.78,broken,2,True,3.05
NOW,4H,demand,DBR,2026-04-14T14:30:00-04:00,87.8,87.4,87.58,88.15,87.4,87.8,0.75,0.64,-0.95,2.09,14.48,0.87,broken,0,True,4.96
NOW,4H,supply,RBD,2026-04-15T14:30:00-04:00,94.83,94.12,94.12,94.83,94.05,94.2,0.78,0.57,0.29,0.64,21.8,0.84,broken,0,True,3.48
NOW,4H,demand,RBR,2026-04-16T10:30:00-04:00,95.97,95.67,95.97,97.07,95.67,95.81,1.39,0.71,0.55,0.22,3.82,0.38,broken,0,True,2.59
NOW,4H,supply,RBD,2026-04-17T06:30:00-04:00,98.82,97.86,97.95,98.82,96.9,97.86,1.92,0.42,0.78,-0.59,18.41,0.79,broken,1,True,3.38
NOW,4H,demand,DBR,2026-04-17T14:30:00-04:00,96.68,96.17,96.31,96.9,96.17,96.68,0.73,0.41,-0.49,0.86,3.59,0.64,broken,0,True,3.5
NOW,4H,demand,RBR,2026-04-20T14:30:00-04:00,99.71,98.66,99.44,99.8,98.66,99.71,1.14,0.57,0.42,1.58,10.77,0.99,broken,0,True,4.57
NOW,4H,demand,DBR,2026-04-21T14:30:00-04:00,100.51,100.0,100.51,100.89,100.0,100.15,0.89,0.68,-1.32,1.74,7.6,0.79,broken,0,True,4.53
NOW,4H,supply,DBD,2026-04-22T14:30:00-04:00,103.45,102.74,102.74,103.45,102.64,103.15,0.81,1.13,-0.46,-7.86,6.11,4.19,broken,3,True,9.0
NOW,4H,supply,DBD,2026-04-23T14:30:00-04:00,85.89,84.91,84.95,85.89,84.75,84.91,1.14,1.28,0.07,0.24,6.49,0.97,broken,0,True,3.21
NOW,4H,demand,RBR,2026-04-24T06:30:00-04:00,85.78,84.93,85.78,88.0,84.93,85.49,3.07,0.97,0.22,1.38,11.72,1.54,one_test,1,False,6.42
NOW,4H,supply,RBD,2026-04-29T14:30:00-04:00,89.14,88.42,88.42,89.14,88.26,88.9,0.88,0.42,0.36,-0.91,2.69,0.45,broken,2,True,3.36
NOW,4H,supply,RBD,2026-04-30T14:30:00-04:00,88.71,87.49,87.49,88.71,87.39,88.3,1.32,0.49,0.71,0.29,2.41,0.75,broken,0,True,3.04
NOW,4H,demand,RBR,2026-05-01T14:30:00-04:00,91.33,90.77,91.33,91.66,90.77,91.12,0.89,0.52,0.93,1.8,19.95,0.61,broken,4,True,4.41
NOW,4H,supply,DBD,2026-05-04T14:30:00-04:00,92.98,92.01,92.65,92.98,91.9,92.01,1.08,0.69,-1.37,-0.44,2.02,0.89,broken,1,True,3.33
NOW,4H,demand,DBR,2026-05-06T14:30:00-04:00,89.32,88.52,89.32,89.39,88.52,89.03,0.87,0.78,-0.91,2.5,8.23,1.26,broken,3,True,5.76
NOW,4H,supply,DBD,2026-05-07T14:30:00-04:00,94.33,93.57,93.89,94.33,93.35,93.57,0.98,0.59,-0.41,-1.63,4.03,1.14,broken,2,True,4.77
NOW,4H,demand,RBR,2026-05-08T14:30:00-04:00,91.58,90.62,91.58,91.6,90.62,91.17,0.98,0.7,0.57,0.45,2.89,0.9,broken,2,True,3.36
NOW,4H,supply,RBD,2026-05-11T14:30:00-04:00,91.57,91.18,91.18,91.57,90.58,91.5,0.99,0.57,-0.32,-0.55,7.05,0.86,broken,2,True,3.41
NOW,4H,supply,DBD,2026-05-12T14:30:00-04:00,89.38,89.02,89.15,89.38,88.69,89.02,0.69,0.7,-0.53,-0.69,8.22,0.8,broken,0,True,3.49
NOW,4H,demand,RBR,2026-05-13T14:30:00-04:00,87.09,86.83,86.97,87.92,86.83,87.09,1.09,0.81,-0.18,0.89,13.0,0.85,fresh,0,False,6.74
NOW,4H,demand,RBR,2026-05-14T14:30:00-04:00,91.01,90.47,91.01,91.28,90.47,90.52,0.8,0.6,0.74,1.56,3.59,1.26,broken,2,True,4.82
NOW,4H,demand,RBR,2026-05-15T14:30:00-04:00,95.65,95.0,95.65,96.17,95.0,95.09,1.17,0.71,0.59,3.28,5.64,2.03,broken,1,True,7.32
NOW,4H,supply,RBD,2026-05-18T14:30:00-04:00,103.9,103.3,103.3,103.9,102.56,103.43,1.34,1.02,0.59,1.41,25.62,2.21,broken,4,True,5.62
NOW,4H,supply,RBD,2026-05-20T14:30:00-04:00,103.35,102.32,102.32,103.35,101.29,103.27,2.06,0.52,0.93,-0.97,2.87,0.76,broken,3,True,3.73
NOW,4H,supply,DBD,2026-05-21T14:30:00-04:00,100.0,99.66,99.77,100.0,98.88,99.66,1.12,0.45,-0.3,0.25,16.36,0.78,broken,0,True,3.02
NOW,4H,supply,DBD,2026-05-26T10:30:00-04:00,102.23,101.24,101.55,102.23,100.71,101.24,1.52,0.78,-0.28,-0.39,3.84,0.42,broken,0,True,2.81
NOW,4H,demand,DBR,2026-05-27T14:30:00-04:00,102.93,102.11,102.93,103.4,102.11,102.16,1.29,0.45,-0.63,2.13,2.22,1.21,broken,3,True,5.34
NOW,4H,demand,DBR,2026-05-28T14:30:00-04:00,109.49,108.42,109.49,110.16,108.42,108.74,1.74,0.98,0.01,4.28,4.36,2.29,broken,1,True,8.29
NOW,4H,supply,RBD,2026-05-29T14:30:00-04:00,124.74,123.61,123.61,124.74,122.0,124.39,2.74,1.1,0.87,2.84,3.6,2.78,broken,0,True,7.62
NOW,4H,supply,RBD,2026-06-01T14:30:00-04:00,136.65,134.84,134.84,136.65,134.23,135.86,2.42,0.79,0.85,-3.29,5.2,1.35,fresh,0,False,9.65
NOW,4H,demand,DBR,2026-06-05T14:30:00-04:00,112.65,111.56,112.65,112.91,111.56,112.47,1.35,0.64,-0.78,0.5,16.1,0.43,broken,0,True,2.93
NOW,4H,supply,DBD,2026-06-09T06:30:00-04:00,112.39,109.6,110.31,112.39,109.1,109.6,3.29,0.75,-1.35,-0.7,4.0,1.68,multiple_tests,2,False,4.88
NOW,4H,demand,DBR,2026-06-09T14:30:00-04:00,106.96,106.11,106.82,107.03,106.11,106.96,0.92,0.57,-0.69,0.29,19.86,0.57,broken,0,True,2.86
NOW,4H,supply,DBD,2026-06-10T10:30:00-04:00,109.68,107.67,108.1,109.68,107.42,107.67,2.26,0.8,0.19,-0.42,3.6,0.41,one_test,1,False,4.33
NOW,4H,demand,DBR,2026-06-11T06:30:00-04:00,103.21,101.7,103.03,105.12,101.7,103.21,3.42,0.79,-1.29,0.29,5.38,1.46,broken,1,True,3.75
NOW,4H,demand,RBR,2026-06-12T14:30:00-04:00,102.18,100.95,101.22,102.62,100.95,102.18,1.67,0.63,0.73,1.04,3.25,0.78,broken,4,True,3.82
NOW,4H,supply,RBD,2026-06-15T06:30:00-04:00,106.58,104.8,104.8,106.58,103.54,105.3,3.04,0.79,1.37,-0.43,2.56,1.26,broken,4,True,3.69
NOW,4H,supply,DBD,2026-06-15T14:30:00-04:00,104.45,104.02,104.02,104.45,103.35,104.24,1.1,0.63,-0.38,-0.9,5.25,0.59,broken,1,True,3.49
NOW,4H,demand,DBR,2026-06-16T14:30:00-04:00,101.57,101.3,101.57,102.11,101.3,101.36,0.81,0.58,-0.14,0.14,4.95,0.81,broken,0,True,2.95
NOW,4H,demand,DBR,2026-06-18T06:30:00-04:00,95.31,92.45,95.31,95.61,92.45,94.94,3.16,1.25,-1.45,0.33,2.52,1.33,broken,8,True,3.66
NOW,4H,demand,DBR,2026-06-18T14:30:00-04:00,95.86,94.91,95.86,96.04,94.91,95.14,1.13,0.77,0.07,-0.09,2.24,0.8,broken,0,True,2.89
NOW,4H,demand,DBR,2026-06-22T14:30:00-04:00,93.01,91.81,92.58,93.05,91.81,93.01,1.24,0.69,-0.68,1.19,2.71,1.02,broken,1,True,4.21
NOW,4H,supply,DBD,2026-06-25T06:30:00-04:00,92.06,91.7,91.7,92.06,89.39,91.93,2.67,0.85,-0.93,-0.33,3.46,1.03,broken,0,True,3.36
NOW,4H,demand,RBR,2026-06-26T14:30:00-04:00,98.36,96.58,96.89,98.92,96.58,98.36,2.34,0.79,0.91,1.63,2.93,0.93,multiple_tests,3,False,5.06
NOW,4H,demand,DBR,2026-06-29T14:30:00-04:00,100.03,99.47,100.03,100.26,99.47,99.97,0.79,0.62,-1.11,-0.77,14.09,0.51,broken,0,True,3.29
NOW,4H,demand,DBR,2026-06-30T10:30:00-04:00,98.09,97.21,98.08,98.78,97.21,98.09,1.57,1.03,-0.76,0.48,101.71,0.58,fresh,0,False,6.07
NOW,4H,supply,RBD,2026-07-01T14:30:00-04:00,106.68,105.77,106.31,106.68,105.53,105.77,1.16,0.75,0.74,-0.34,2.32,0.59,broken,0,True,2.93
NOW,1D,supply,DBD,2025-08-04T04:00:00+00:00,929.58,918.51,918.51,929.58,915.26,923.0,14.32,0.79,-0.77,-0.68,3.76,0.89,broken,4,True,4.57
NOW,1D,supply,DBD,2025-08-06T04:00:00+00:00,913.05,911.6,911.6,913.05,902.83,912.31,10.22,0.66,-0.42,-1.5,67.44,1.72,broken,0,True,6.22
NOW,1D,demand,DBR,2025-08-14T04:00:00+00:00,856.16,846.34,856.16,862.98,846.34,850.86,16.64,0.96,-0.1,0.64,2.92,0.95,broken,7,True,4.58
NOW,1D,demand,DBR,2025-08-26T04:00:00+00:00,879.0,855.08,879.0,880.0,855.08,864.66,24.92,1.44,-0.95,1.01,1.63,0.65,broken,8,True,4.65
NOW,1D,supply,RBD,2025-09-03T04:00:00+00:00,921.34,908.99,908.99,921.34,894.51,919.38,26.83,0.7,0.08,-0.87,2.0,0.89,broken,1,True,4.77
NOW,1D,demand,RBR,2025-09-05T04:00:00+00:00,913.8,901.35,904.15,916.2,901.35,913.8,14.85,0.69,-0.25,1.13,2.51,0.88,broken,9,True,5.01
NOW,1D,demand,DBR,2025-09-16T04:00:00+00:00,940.71,928.47,940.71,946.43,928.47,932.01,17.96,0.84,0.13,0.81,2.11,0.83,broken,2,True,4.65
NOW,1D,supply,DBD,2025-09-22T04:00:00+00:00,956.75,947.78,953.89,956.75,930.91,947.78,25.84,0.77,0.0,-0.88,3.26,0.9,multiple_tests,7,False,5.28
NOW,1D,supply,RBD,2025-09-29T04:00:00+00:00,954.56,940.85,942.06,954.56,939.24,940.85,15.32,0.73,0.99,-0.91,15.55,1.01,multiple_tests,8,False,5.42
NOW,1D,demand,RBR,2025-10-03T04:00:00+00:00,913.65,908.33,913.65,919.7,908.33,912.36,11.37,0.82,-0.0,0.02,6.84,0.91,broken,0,True,3.93
NOW,1D,demand,RBR,2025-10-08T04:00:00+00:00,914.32,907.33,910.0,920.34,907.33,914.32,13.01,0.79,0.06,0.16,3.25,0.75,broken,0,True,3.91
NOW,1D,supply,RBD,2025-10-09T04:00:00+00:00,919.65,903.9,903.9,919.65,893.73,917.95,25.92,0.76,0.58,-1.24,2.23,1.02,broken,0,True,5.27
NOW,1D,supply,RBD,2025-10-14T04:00:00+00:00,924.27,907.35,907.35,924.27,897.37,911.26,26.9,0.64,0.88,-0.32,3.82,0.56,broken,2,True,3.88
NOW,1D,supply,RBD,2025-10-27T04:00:00+00:00,951.69,944.07,944.07,951.69,937.01,946.29,14.68,0.98,0.28,-0.33,5.14,0.81,multiple_tests,2,False,4.64
NOW,1D,demand,DBR,2025-11-13T05:00:00+00:00,852.38,843.98,852.38,863.0,843.98,849.69,19.02,1.05,-0.44,0.03,3.14,0.76,broken,0,True,3.79
NOW,1D,supply,DBD,2025-11-19T05:00:00+00:00,821.14,816.45,816.66,821.14,807.57,816.45,13.57,1.18,-0.77,-0.64,143.05,1.0,broken,2,True,4.64
NOW,1D,demand,RBR,2025-11-24T05:00:00+00:00,815.84,803.81,813.4,819.49,803.81,815.84,15.68,1.05,0.59,0.36,5.3,0.85,broken,0,True,4.22
NOW,1D,demand,DBR,2025-11-28T05:00:00+00:00,812.41,805.01,808.0,814.0,805.01,812.41,8.99,0.57,-0.55,0.41,4.63,0.87,broken,0,True,4.28
NOW,1D,demand,RBR,2025-12-02T05:00:00+00:00,828.62,824.0,828.62,833.42,824.0,824.38,9.42,0.86,0.57,0.4,2.57,0.61,broken,0,True,4.01
NOW,1D,demand,RBR,2025-12-04T05:00:00+00:00,841.0,830.69,841.0,846.5,830.69,838.87,15.81,0.77,0.71,0.76,6.35,0.89,broken,0,True,4.65
NOW,1D,demand,RBR,2025-12-08T05:00:00+00:00,854.24,850.43,854.24,871.98,850.43,853.52,21.55,1.1,0.73,0.07,3.19,0.69,broken,2,True,3.76
NOW,1D,demand,DBR,2025-12-10T05:00:00+00:00,853.56,845.55,850.57,861.65,845.55,853.56,16.11,1.19,0.0,0.7,4.85,0.99,broken,0,True,4.69
NOW,1D,supply,RBD,2025-12-12T05:00:00+00:00,874.63,865.06,867.39,874.63,857.91,865.06,16.72,1.06,0.58,-4.99,14.08,4.21,fresh,0,False,13.0
NOW,1D,supply,DBD,2025-12-30T05:00:00+00:00,154.69,153.85,153.85,154.69,153.25,154.23,1.44,0.99,0.02,-0.08,2.11,1.01,fresh,0,False,7.09
NOW,1D,supply,DBD,2025-12-31T05:00:00+00:00,154.54,153.19,153.99,154.54,152.68,153.19,1.86,0.98,-0.1,-0.43,7.04,1.84,fresh,0,False,8.27
NOW,1D,demand,RBR,2026-01-06T05:00:00+00:00,148.81,146.7,147.42,149.57,146.7,148.81,2.87,0.99,0.12,0.19,2.09,0.95,broken,0,True,4.14
NOW,1D,supply,DBD,2026-01-12T05:00:00+00:00,143.76,141.64,141.64,143.76,141.15,142.64,2.62,1.24,-0.43,-0.54,3.95,1.61,fresh,0,False,8.15
NOW,1D,supply,DBD,2026-01-20T05:00:00+00:00,128.78,125.4,126.57,128.78,125.03,125.4,3.75,1.79,-1.41,-0.02,2.31,1.46,broken,1,True,4.49
NOW,1D,supply,RBD,2026-01-26T05:00:00+00:00,136.63,134.55,134.55,136.63,133.27,136.34,3.36,1.52,1.84,-1.08,2.25,1.02,one_test,1,False,6.6
NOW,1D,supply,DBD,2026-01-28T05:00:00+00:00,133.67,129.62,132.27,133.67,129.14,129.62,4.53,1.69,-1.51,-2.9,4.86,4.39,broken,0,True,8.9
NOW,1D,supply,RBD,2026-02-02T05:00:00+00:00,121.67,118.0,118.8,121.67,116.35,118.0,5.32,1.14,0.28,-1.79,6.56,2.09,broken,1,True,6.87
NOW,1D,demand,DBR,2026-02-06T05:00:00+00:00,101.68,98.94,101.68,104.0,98.94,100.74,5.06,1.56,-1.95,0.59,4.12,1.04,broken,12,True,4.63
NOW,1D,supply,RBD,2026-02-10T05:00:00+00:00,108.98,104.99,104.99,108.98,104.9,106.48,4.08,0.93,1.07,-1.1,3.36,1.11,broken,6,True,5.21
NOW,1D,supply,DBD,2026-02-19T05:00:00+00:00,109.22,107.37,108.07,109.22,106.19,107.37,3.03,0.52,0.28,-0.59,2.47,0.62,broken,0,True,4.21
NOW,1D,demand,RBR,2026-02-25T05:00:00+00:00,104.23,100.16,101.63,104.73,100.16,104.23,4.57,0.6,0.66,0.98,1.95,1.02,broken,3,True,5.0
NOW,1D,demand,RBR,2026-03-04T05:00:00+00:00,113.86,111.5,112.11,115.21,111.5,113.86,3.71,0.76,0.87,1.27,3.21,1.16,broken,6,True,5.44
NOW,1D,supply,DBD,2026-03-09T04:00:00+00:00,126.67,121.93,123.06,126.67,121.29,121.93,5.38,0.96,0.31,-1.08,3.88,1.04,broken,1,True,5.11
NOW,1D,supply,DBD,2026-03-13T04:00:00+00:00,115.91,112.81,112.81,115.91,111.71,113.62,4.2,0.75,-0.41,0.26,2.49,0.62,broken,0,True,3.88
NOW,1D,supply,DBD,2026-03-23T04:00:00+00:00,113.25,110.76,110.76,113.25,109.89,110.95,3.36,0.7,-0.48,-1.29,23.63,1.02,broken,1,True,5.31
NOW,1D,supply,RBD,2026-03-26T04:00:00+00:00,105.84,102.42,102.42,105.84,100.88,103.64,4.96,0.69,-0.2,-0.85,2.65,1.09,broken,15,True,4.93
NOW,1D,supply,DBD,2026-04-02T04:00:00+00:00,103.41,101.79,101.79,103.41,98.45,102.0,4.95,1.04,-0.55,0.09,2.6,0.57,broken,4,True,3.66
NOW,1D,supply,DBD,2026-04-06T04:00:00+00:00,103.33,102.42,102.97,103.33,100.4,102.42,2.93,0.6,-0.36,-0.41,4.07,0.79,broken,3,True,4.2
NOW,1D,supply,DBD,2026-04-07T04:00:00+00:00,103.96,100.55,102.77,103.96,99.5,100.55,4.46,0.81,-0.32,-0.69,3.28,1.34,broken,10,True,5.02
NOW,1D,demand,RBR,2026-04-14T04:00:00+00:00,90.74,87.11,90.74,92.4,87.11,87.79,5.29,1.28,0.95,1.27,2.17,1.32,broken,0,True,5.59
NOW,1D,demand,RBR,2026-04-21T04:00:00+00:00,100.35,99.06,100.35,104.5,99.06,100.14,5.44,1.11,0.68,0.57,7.48,1.64,broken,0,True,5.21
NOW,1D,supply,RBD,2026-04-22T04:00:00+00:00,104.31,101.5,101.5,104.31,101.03,103.07,3.28,1.58,0.67,-3.65,11.65,3.71,broken,7,True,9.65
NOW,1D,demand,DBR,2026-04-29T04:00:00+00:00,89.06,87.1,89.06,89.3,87.1,88.89,2.2,0.66,-0.31,-0.12,2.12,0.78,broken,4,True,3.9
NOW,1D,demand,RBR,2026-05-01T04:00:00+00:00,91.16,87.87,90.93,92.6,87.87,91.16,4.73,0.78,0.46,0.16,3.04,0.75,broken,5,True,3.91
NOW,1D,supply,RBD,2026-05-05T04:00:00+00:00,92.89,92.01,92.25,92.89,89.14,92.01,3.75,0.75,0.17,-0.6,10.63,0.76,broken,0,True,4.36
NOW,1D,demand,RBR,2026-05-08T04:00:00+00:00,91.18,88.99,91.13,91.85,88.99,91.18,2.86,0.88,0.51,0.07,9.0,0.76,broken,1,True,3.83
NOW,1D,supply,DBD,2026-05-11T04:00:00+00:00,94.75,91.04,91.04,94.75,90.47,91.49,4.28,0.77,-0.5,-0.6,7.7,0.81,broken,1,True,4.4
NOW,1D,demand,DBR,2026-05-13T04:00:00+00:00,88.58,86.01,88.58,88.58,86.01,87.05,2.57,0.81,-1.12,0.87,2.08,0.94,fresh,0,False,7.81
NOW,1D,demand,RBR,2026-05-15T04:00:00+00:00,95.07,91.97,92.09,96.67,91.97,95.07,4.7,1.22,1.91,1.99,2.8,1.81,broken,4,True,6.8
NOW,1D,supply,RBD,2026-05-22T04:00:00+00:00,104.59,102.13,102.18,104.59,99.43,102.13,5.16,0.86,-0.26,-0.49,12.7,0.86,broken,1,True,4.34
NOW,1D,demand,DBR,2026-05-26T04:00:00+00:00,100.56,98.72,100.56,102.54,98.72,99.92,3.82,0.87,0.05,0.5,4.58,1.06,broken,1,True,4.56
NOW,1D,demand,RBR,2026-05-28T04:00:00+00:00,108.73,104.6,107.0,110.16,104.6,108.73,5.56,1.37,1.84,3.27,3.4,2.4,broken,2,True,8.67
NOW,1D,supply,DBD,2026-06-04T04:00:00+00:00,124.8,119.36,121.94,124.8,119.36,119.36,5.44,0.81,-1.42,-1.18,2.61,0.9,fresh,0,False,8.08
NOW,1D,supply,DBD,2026-06-08T04:00:00+00:00,115.36,111.69,111.69,115.36,111.2,114.19,4.16,0.57,-0.83,-1.16,2.88,1.03,fresh,0,False,8.19
NOW,1D,supply,DBD,2026-06-11T04:00:00+00:00,105.12,103.03,103.03,105.12,101.33,103.08,3.79,0.79,-0.59,-0.14,22.36,0.73,broken,3,True,3.87
NOW,1D,supply,RBD,2026-06-15T04:00:00+00:00,107.18,104.15,104.8,107.18,103.35,104.15,3.83,0.65,0.17,-0.44,2.42,0.49,multiple_tests,2,False,4.43
NOW,1D,supply,DBD,2026-06-16T04:00:00+00:00,105.66,101.33,102.9,105.66,101.2,101.33,4.46,0.51,-0.13,-0.92,3.31,0.96,broken,1,True,4.88
NOW,1D,demand,DBR,2026-06-22T04:00:00+00:00,93.3,91.48,93.3,97.44,91.48,93.01,5.96,0.77,-0.39,0.47,2.76,1.0,broken,0,True,4.47
NOW,1D,supply,DBD,2026-06-24T04:00:00+00:00,96.99,93.8,94.0,96.99,93.42,93.8,3.57,0.53,0.13,-0.7,10.9,0.73,broken,0,True,4.42
NOW,1D,demand,RBR,2026-06-29T04:00:00+00:00,100.48,99.47,100.48,103.21,99.47,99.97,3.74,0.84,1.79,-0.12,3.86,0.65,fresh,0,False,6.77
QQQ,90m,supply,RBD,2026-01-09T14:00:00-05:00,627.89,627.31,627.31,627.89,627.0,627.47,0.88,0.63,0.56,-0.34,5.1,0.73,broken,2,True,1.82
QQQ,90m,supply,RBD,2026-01-12T14:00:00-05:00,628.85,627.82,627.82,628.85,627.44,628.14,1.4,0.63,0.3,-0.41,2.97,0.53,broken,4,True,1.68
QQQ,90m,demand,DBR,2026-01-13T14:00:00-05:00,624.61,624.14,624.61,625.69,624.14,624.28,1.55,0.7,-1.29,0.71,5.69,0.54,broken,0,True,2.0
QQQ,90m,demand,RBR,2026-01-14T12:30:00-05:00,616.8,614.56,616.27,617.05,614.56,616.8,2.49,1.06,0.19,0.4,2.13,1.08,broken,0,True,2.23
QQQ,90m,supply,RBD,2026-01-15T12:30:00-05:00,626.32,625.6,625.6,626.32,624.85,625.74,1.47,0.61,0.01,-1.4,29.9,1.26,broken,1,True,3.41
QQQ,90m,supply,DBD,2026-01-15T15:30:00-05:00,621.89,621.66,621.72,621.89,620.75,621.66,1.14,0.63,-1.33,-0.21,74.71,2.69,broken,8,True,3.64
QQQ,90m,supply,DBD,2026-01-16T14:00:00-05:00,622.56,621.69,621.79,622.56,620.76,621.69,1.8,0.78,0.08,-0.2,6.1,0.54,broken,3,True,1.49
QQQ,90m,demand,DBR,2026-01-16T15:30:00-05:00,621.68,620.97,621.68,621.96,620.97,621.04,0.99,0.54,-0.23,-2.31,4.63,2.55,broken,0,True,5.61
QQQ,90m,supply,DBD,2026-01-20T11:00:00-05:00,615.05,612.88,613.48,615.05,612.59,612.88,2.46,1.15,-2.61,-1.07,5.6,1.03,broken,0,True,2.85
QQQ,90m,demand,DBR,2026-01-20T15:30:00-05:00,608.04,607.05,607.8,608.13,607.05,608.04,1.08,0.76,-0.47,2.56,27.44,1.56,broken,0,True,4.87
QQQ,90m,demand,DBR,2026-01-21T12:30:00-05:00,611.57,608.41,609.75,611.86,608.41,611.57,3.45,0.79,-1.29,1.41,2.7,1.74,broken,2,True,3.91
QQQ,90m,supply,RBD,2026-01-21T15:30:00-05:00,617.19,616.12,616.46,617.19,615.51,616.12,1.68,0.58,1.2,0.87,8.59,1.23,broken,0,True,2.85
QQQ,90m,supply,RBD,2026-01-22T12:30:00-05:00,622.24,621.06,621.2,622.24,620.9,621.06,1.34,0.37,0.43,-0.41,10.86,0.47,broken,0,True,1.63
QQQ,90m,supply,RBD,2026-01-23T11:00:00-05:00,625.4,624.26,624.95,625.4,623.38,624.26,2.02,0.69,0.96,-0.47,2.48,0.61,broken,0,True,1.83
QQQ,90m,demand,RBR,2026-01-23T15:30:00-05:00,622.78,621.86,622.19,623.26,621.86,622.78,1.4,0.44,0.06,0.96,5.3,1.0,broken,0,True,2.7
QQQ,90m,supply,DBD,2026-01-26T14:00:00-05:00,627.13,626.37,626.79,627.13,626.05,626.37,1.08,0.46,-0.21,-0.26,2.14,0.56,broken,0,True,1.57
QQQ,90m,supply,RBD,2026-01-27T14:00:00-05:00,632.04,631.46,631.46,632.04,631.07,631.62,0.97,0.78,0.13,-0.23,3.33,0.72,broken,0,True,1.7
QQQ,90m,supply,RBD,2026-01-28T14:00:00-05:00,634.49,633.46,633.46,634.49,632.1,633.59,2.39,1.37,0.51,-0.27,4.77,0.84,broken,3,True,1.86
QQQ,90m,supply,DBD,2026-01-28T15:30:00-05:00,633.92,632.97,633.59,633.92,632.59,632.97,1.33,0.83,-0.24,-6.11,21.63,3.55,broken,2,True,7.75
QQQ,90m,demand,RBR,2026-01-29T12:30:00-05:00,625.6,623.46,625.6,626.85,623.46,625.57,3.39,1.29,2.1,0.13,12.67,1.02,broken,2,True,1.9
QQQ,90m,demand,RBR,2026-01-29T14:00:00-05:00,625.95,625.18,625.57,627.07,625.18,625.95,1.89,1.0,0.11,1.14,8.97,0.8,broken,1,True,2.69
QQQ,90m,demand,DBR,2026-01-30T15:30:00-05:00,621.81,619.79,619.91,623.14,619.79,621.81,3.35,0.87,-0.44,1.09,3.78,1.52,broken,1,True,3.36
QQQ,90m,supply,RBD,2026-02-02T12:30:00-05:00,628.49,627.71,627.71,628.49,627.27,628.32,1.22,0.43,0.61,-0.46,3.02,0.73,broken,1,True,1.94
QQQ,90m,supply,DBD,2026-02-02T15:30:00-05:00,626.56,626.24,626.47,626.56,625.66,626.24,0.9,0.57,-0.5,-1.36,33.39,2.34,broken,1,True,4.45
QQQ,90m,demand,DBR,2026-02-04T12:30:00-05:00,603.87,600.47,603.0,604.72,600.47,603.87,4.25,1.12,-1.19,0.72,3.84,1.17,broken,0,True,2.64
QQQ,90m,supply,RBD,2026-02-04T15:30:00-05:00,608.13,605.62,607.18,608.13,605.21,605.62,2.92,0.56,0.36,-1.8,2.09,2.45,broken,2,True,5.0
QQQ,90m,demand,RBR,2026-02-05T15:30:00-05:00,597.04,595.29,596.98,597.89,595.29,597.04,2.6,0.58,-0.28,1.23,53.92,2.0,broken,3,True,3.98
QQQ,90m,demand,RBR,2026-02-06T15:30:00-05:00,609.63,608.46,608.69,611.41,608.46,609.63,2.95,0.73,0.29,0.76,6.5,1.35,broken,1,True,2.86
QQQ,90m,supply,DBD,2026-02-09T14:00:00-05:00,616.46,614.93,615.06,616.46,614.71,614.93,1.75,0.6,-0.1,-0.13,4.54,0.5,broken,10,True,1.37
QQQ,90m,supply,RBD,2026-02-10T09:30:00-05:00,617.02,615.27,615.32,617.02,612.4,615.27,4.62,1.43,0.07,-0.04,3.8,0.66,broken,9,True,1.45
QQQ,90m,supply,DBD,2026-02-10T11:00:00-05:00,615.89,615.09,615.28,615.89,613.61,615.09,2.28,0.68,0.18,-0.3,6.84,0.57,broken,5,True,1.62
QQQ,90m,supply,DBD,2026-02-10T15:30:00-05:00,612.71,611.48,612.36,612.71,611.01,611.48,1.7,0.53,-0.58,0.19,4.74,1.8,broken,0,True,2.74
QQQ,90m,supply,DBD,2026-02-11T15:30:00-05:00,614.05,613.0,613.15,614.05,612.85,613.0,1.2,0.41,-0.17,-1.85,54.0,1.82,broken,0,True,4.43
QQQ,90m,supply,DBD,2026-02-12T12:30:00-05:00,604.92,603.21,603.21,604.92,601.54,604.05,3.38,1.01,-0.7,-0.67,2.92,0.98,broken,1,True,2.41
QQQ,90m,supply,RBD,2026-02-13T12:30:00-05:00,606.48,605.16,605.38,606.48,604.19,605.16,2.29,0.78,0.81,-1.11,19.36,0.88,broken,0,True,2.73
