status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed
Immediate,SOFI,18.24,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,2H,DBD,supply,18.7,18.28,18.7,18.28,18.7,0.22,multiple_tests,Multiple retests (8 tests),8,-2.17,Excellent,1.62,3.27,Excellent,5.29,"4H/3H/2H/90m/1H demand @ 18.16 (RR 0.17, fresh, tests 0, quality 14.3)",0.17,0.17,14.27,18.16,,1:0.17–1:1.82,"T1: 4H/3H/2H/90m/1H demand @ 18.16 (RR 0.17, fresh, tests 0, quality 14.3) | T2: 1H demand @ 17.67 (RR 1.24, one_test, tests 1, quality 5.0, soft obstacle: low_quality) | T3: 1D/4H/3H/2H/90m/1H demand @ 17.50 (RR 1.61, fresh, tests 0, quality 15.8) | T4: 3H demand @ 17.41 (RR 1.80, multiple_tests, tests 3, quality 2.7, soft obstacle: low_quality) | T5: 1D demand @ 17.40 (RR 1.82, fresh, tests 0, quality 13.7)","4H/3H/2H/90m/1H demand @ 18.16 (RR 0.17, fresh, tests 0, quality 14.3)",0.17,fresh,0.0,hard_target,"1H demand @ 17.67 (RR 1.24, one_test, tests 1, quality 5.0, soft obstacle: low_quality)",1.24,one_test,1.0,soft_obstacle,"1D/4H/3H/2H/90m/1H demand @ 17.50 (RR 1.61, fresh, tests 0, quality 15.8)",1.61,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,C,1,2H,2H supply 18.28-18.70 DBD,2H,17.77,18.16,4H/3H/2H/90m/1H,below_price,0.44,18.28,18.7,2H,above_price,0.22,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 18.19 → 18.11; HL: 17.91 → 18.00,18.11,18.19,18.0,17.91,Mixed / Transition,LH: 18.25 → 18.21; HL: 17.91 → 18.00,18.21,18.25,18.0,17.91,Mixed / Transition,LH: 18.70 → 18.43; HL: 15.65 → 16.72,18.43,18.7,16.72,15.65,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,18.26,-0.021,-0.112,Flat / no meaningful gap,flat,Bullish,0.605,grinding,above_9ema,above_vwap,18.134,18.216,2.334,high_volume,volume_expansion_with_direction,Aftermarket,no_meaningful_gap,Supply Rejection Watch,approaching_supply_grinding,"Supply history: rejects 50%, breaks 50% (6 tests)",0.0,68.0,"structure mixed; approaching supply grinding; volume expansion; Supply history: rejects 50%, breaks 50% (6 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,rejected_4plus_entry_tests;rejected_low_rr_to_nearest_opposing_zone,4.652,C,Poor <1:1.5,rr-poor,T1 1:0.17 (Poor <1:1.5); range 1:0.17–1:1.61,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening
Near-Term,HIMS,37.05,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,DBD,supply,38.88,37.21,38.88,37.21,38.88,0.43,multiple_tests,Multiple retests (3 tests),3,-0.44,Weak,0.63,4.03,Weak,4.58,"90m/1H demand @ 36.61 (RR 0.24, fresh, tests 0, quality 9.4)",0.24,0.24,9.4,36.61,,1:0.24–1:1.30,"T1: 90m/1H demand @ 36.61 (RR 0.24, fresh, tests 0, quality 9.4) | T2: 1H demand @ 34.68 (RR 1.30, fresh, tests 0, quality 13.2) | T3: 2H demand @ 34.68 (RR 1.30, fresh, tests 0, quality 12.7) | T4: 3H demand @ 34.68 (RR 1.30, fresh, tests 0, quality 12.7) | T5: 4H demand @ 34.68 (RR 1.30, fresh, tests 0, quality 13.7)","90m/1H demand @ 36.61 (RR 0.24, fresh, tests 0, quality 9.4)",0.24,fresh,0.0,hard_target,"1H demand @ 34.68 (RR 1.30, fresh, tests 0, quality 13.2)",1.3,fresh,0.0,hard_target,"2H demand @ 34.68 (RR 1.30, fresh, tests 0, quality 12.7)",1.3,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,C,1,1D,1D supply 37.21-38.88 DBD,1D,36.25,36.61,90m/1H,below_price,1.19,37.21,38.88,1D,above_price,0.43,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 36.75 → 36.63; flat low: 36.34 → 36.37,36.63,36.75,36.37,36.34,Mixed / Transition,LH: 37.54 → 36.82; flat low: 36.33 → 36.34,36.82,37.54,36.34,36.33,Bullish HH/HL,HH: 29.75 → 35.99; HL: 30.29 → 31.59,35.99,29.75,31.59,30.29,Mixed structure,Mixed structure,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,36.77,0.28,0.761,Gap up,small_gap,Bullish,1.758,directional,above_9ema,above_vwap,36.531,36.69,3.223,high_volume,volume_expansion_with_direction,Aftermarket,gap_between_zones,Supply Rejection Watch,approaching_supply_with_strength,"Supply history: rejects 60%, breaks 40% (5 tests)",4.0,80.0,"structure mixed; approaching supply with strength; volume expansion; gap up 0.76%; Supply history: rejects 60%, breaks 40% (5 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Priority movement watch,research_only_3_tests;rejected_low_rr_to_nearest_opposing_zone,4.826,C,Poor <1:1.5,rr-poor,T1 1:0.24 (Poor <1:1.5); range 1:0.24–1:1.30,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening
Near-Term,SOFI,18.24,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,4H/3H/2H/90m/1H,DBR/RBR,demand,18.16,17.77,17.77,18.16,17.77,0.44,fresh,Fresh / untested (0 tests),0,0.22,Weak,0.55,7.72,Weak,7.27,"2H supply @ 18.28 (RR 0.09, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",0.09,0.09,-999.0,18.28,,1:0.09–1:3.49,"T1: 2H supply @ 18.28 (RR 0.09, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D/4H/3H/2H/90m/1H supply @ 18.36 (RR 0.26, fresh, tests 0, quality 19.7) | T3: 1D/3H/2H/90m/1H supply @ 19.00 (RR 1.62, multiple_tests, tests 2, quality 11.6) | T4: 1D/4H/3H/2H/90m supply @ 19.26 (RR 2.17, fresh, tests 0, quality 17.4) | T5: 2H/90m/1H supply @ 19.88 (RR 3.49, fresh, tests 0, quality 11.8)","2H supply @ 18.28 (RR 0.09, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",0.09,multiple_tests,8.0,soft_obstacle,"1D/4H/3H/2H/90m/1H supply @ 18.36 (RR 0.26, fresh, tests 0, quality 19.7)",0.26,fresh,0.0,hard_target,"1D/3H/2H/90m/1H supply @ 19.00 (RR 1.62, multiple_tests, tests 2, quality 11.6)",1.62,multiple_tests,2.0,hard_target,4,"2H supply @ 18.28 (RR 0.09, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,10,"4H,3H,2H,90m,1H",4H demand 17.77-18.16 DBR; 3H demand 17.84-18.12 DBR; 2H demand 17.91-18.14 RBR; 2H demand 17.77-17.89 RBR; 90m demand 17.90-17.93 DBR; 90m demand 17.77-17.84 DBR; 1H demand 18.00-18.14 DBR; 1H demand 17.91-18.02 DBR; 1H demand 17.82-17.96 DBR; 1H demand 17.77-17.89 RBR,4H,17.77,18.16,4H/3H/2H/90m/1H,below_price,0.44,18.28,18.7,2H,above_price,0.22,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 18.19 → 18.11; HL: 17.91 → 18.00,18.11,18.19,18.0,17.91,Mixed / Transition,LH: 18.25 → 18.21; HL: 17.91 → 18.00,18.21,18.25,18.0,17.91,Mixed / Transition,LH: 18.70 → 18.43; HL: 15.65 → 16.72,18.43,18.7,16.72,15.65,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,18.26,-0.021,-0.112,Flat / no meaningful gap,flat,Bullish,0.605,grinding,above_9ema,above_vwap,18.134,18.216,2.334,high_volume,volume_expansion_with_direction,Aftermarket,no_meaningful_gap,Demand Hold/Reversal Watch,bouncing_from_demand,"Demand history: holds 0%, breaks 67% (3 tests)",-13.33,62.7,"structure mixed; bouncing from demand; volume expansion; Demand history: holds 0%, breaks 67% (3 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-194.473,C,Poor <1:1.5,rr-poor,T1 1:0.09 (Poor <1:1.5); range 1:0.09–1:1.62,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Near-Term,CRWD,194.14,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,2H/1H,DBD/RBD,supply,197.2,195.34,197.2,195.34,197.2,0.62,fresh,Fresh / untested (0 tests),0,-0.14,Weak,2.83,99.5,Excellent,7.47,,,,,,no_valid_target,,,,,,,,,,,,,,,,,,0,,no_valid_target,C,2,"2H,1H",2H supply 195.63-196.33 RBD; 1H supply 195.34-197.20 DBD,2H,,,,,,195.34,197.2,2H/1H,above_price,0.62,zone_context_mixed,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 197.20 → 196.22; HL: 193.21 → 195.14,196.22,197.2,195.14,193.21,Mixed / Transition,HH: 196.33 → 197.20; LL: 194.06 → 193.21,197.2,196.33,193.21,194.06,Bullish HH/HL,HH: 702.17 → 712.18; HL: 617.74 → 660.92,712.18,702.17,660.92,617.74,Mixed structure,Mixed structure,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,193.67,0.471,0.243,Flat / no meaningful gap,flat,Bearish,-1.039,directional,below_9ema,below_vwap,195.068,194.241,3.796,high_volume,high_volume,Aftermarket,no_meaningful_gap,Supply Rejection Watch,rejecting_from_supply,"Supply history: rejects 0%, breaks 0% (1 tests)",0.0,64.0,"structure mixed; rejecting from supply; Supply history: rejects 0%, breaks 0% (1 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,no_valid_target;rejected_low_rr_to_nearest_opposing_zone,4.855,C,Poor <1:1.5,rr-poor,No valid target,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening
Future,TSLA,394.4,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,90m,DBD,supply,402.66,398.41,402.66,402.66,398.41,2.09,fresh,Fresh / untested (0 tests),0,-0.94,Weak,1.2,2.3,Strong,5.9,"1D supply @ 418.45 (RR 5.66, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",5.66,5.66,-999.0,418.45,,1:5.66–1:12.61,"T1: 1D supply @ 418.45 (RR 5.66, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D/4H/3H/2H/90m/1H supply @ 421.46 (RR 6.37, fresh, tests 0, quality 20.0) | T3: 1D/4H/3H/2H/90m/1H supply @ 434.46 (RR 9.43, fresh, tests 0, quality 18.3) | T4: 1D/4H/3H/2H/90m/1H supply @ 440.02 (RR 10.73, fresh, tests 0, quality 18.0) | T5: 1D/2H/90m/1H supply @ 447.99 (RR 12.61, multiple_tests, tests 2, quality 11.2)","1D supply @ 418.45 (RR 5.66, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",5.66,multiple_tests,4.0,soft_obstacle,"1D/4H/3H/2H/90m/1H supply @ 421.46 (RR 6.37, fresh, tests 0, quality 20.0)",6.37,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 434.46 (RR 9.43, fresh, tests 0, quality 18.3)",9.43,fresh,0.0,hard_target,4,"1D supply @ 418.45 (RR 5.66, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,1,90m,90m supply 398.41-402.66 DBD,90m,378.55,382.58,4H/2H/90m,below_price,3.0,398.41,402.66,90m,above_price,1.02,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,flat high: 392.35 → 392.47; HL: 389.30 → 390.91,392.47,392.35,390.91,389.3,Mixed / Transition,LH: 400.80 → 394.45; flat low: 389.88 → 389.30,394.45,400.8,389.3,389.88,Bearish LH/LL,LH: 416.00 → 414.75; LL: 380.15 → 368.60,414.75,416.0,368.6,380.15,Mixed structure,Mixed structure,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,392.8101,1.59,0.405,Flat / no meaningful gap,flat,Bullish,0.8,directional,above_9ema,above_vwap,391.837,393.556,2.136,high_volume,volume_expansion_with_direction,Aftermarket,no_meaningful_gap,Supply Breakout Watch,approaching_supply_with_strength,"Supply history: rejects 50%, breaks 33% (6 tests)",-3.33,72.7,"structure mixed; approaching supply with strength; volume expansion; Supply history: rejects 50%, breaks 33% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,rejected_low_target_quality,-193.784,C,Excellent 1:4.0+,rr-excellent,T1 1:5.66 (Excellent 1:4.0+); range 1:5.66–1:9.43,False,Zone Map / Research,Future scenario,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
Future,SOFI,18.24,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H,DBD,supply,18.7,18.28,18.7,18.7,18.28,2.52,multiple_tests,Multiple retests (8 tests),8,-2.17,Excellent,1.62,3.27,Excellent,5.29,"1D/4H/3H/2H/90m/1H supply @ 18.36 (RR 0.29, fresh, tests 0, quality 19.7)",0.29,0.29,19.74,18.36,,1:0.29–1:5.12,"T1: 1D/4H/3H/2H/90m/1H supply @ 18.36 (RR 0.29, fresh, tests 0, quality 19.7) | T2: 1D/3H/2H/90m/1H supply @ 19.00 (RR 1.81, multiple_tests, tests 2, quality 11.6) | T3: 1D/4H/3H/2H/90m supply @ 19.26 (RR 2.43, fresh, tests 0, quality 17.4) | T4: 2H/90m/1H supply @ 19.88 (RR 3.91, fresh, tests 0, quality 11.8) | T5: 4H/90m/1H supply @ 20.39 (RR 5.12, fresh, tests 0, quality 14.6)","1D/4H/3H/2H/90m/1H supply @ 18.36 (RR 0.29, fresh, tests 0, quality 19.7)",0.29,fresh,0.0,hard_target,"1D/3H/2H/90m/1H supply @ 19.00 (RR 1.81, multiple_tests, tests 2, quality 11.6)",1.81,multiple_tests,2.0,hard_target,"1D/4H/3H/2H/90m supply @ 19.26 (RR 2.43, fresh, tests 0, quality 17.4)",2.43,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,C,1,2H,2H supply 18.28-18.70 DBD,2H,17.77,18.16,4H/3H/2H/90m/1H,below_price,0.44,18.28,18.7,2H,above_price,0.22,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 18.19 → 18.11; HL: 17.91 → 18.00,18.11,18.19,18.0,17.91,Mixed / Transition,LH: 18.25 → 18.21; HL: 17.91 → 18.00,18.21,18.25,18.0,17.91,Mixed / Transition,LH: 18.70 → 18.43; HL: 15.65 → 16.72,18.43,18.7,16.72,15.65,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,18.26,-0.021,-0.112,Flat / no meaningful gap,flat,Bullish,0.605,grinding,above_9ema,above_vwap,18.134,18.216,2.334,high_volume,volume_expansion_with_direction,Aftermarket,no_meaningful_gap,Supply Breakout Watch,approaching_supply_grinding,"Supply history: rejects 50%, breaks 50% (6 tests)",0.0,68.0,"structure mixed; approaching supply grinding; volume expansion; Supply history: rejects 50%, breaks 50% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,rejected_4plus_entry_tests;rejected_low_rr_to_nearest_opposing_zone,4.495,C,Poor <1:1.5,rr-poor,T1 1:0.29 (Poor <1:1.5); range 1:0.29–1:2.43,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
Future,PANW,346.59,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,4H/90m/1H,DBD/RBD,supply,357.06,350.29,357.06,357.06,350.29,3.02,fresh,Fresh / untested (0 tests),0,-0.54,Weak,0.92,3.37,Average,7.46,,,,,,no_valid_target,,,,,,,,,,,,,,,,,,0,,no_valid_target,C,3,"4H,90m,1H",4H supply 351.90-355.80 DBD; 90m supply 350.29-353.88 RBD; 1H supply 355.30-357.06 DBD,4H,335.74,341.84,4H/3H/2H/90m/1H,below_price,1.37,350.29,357.06,4H/90m/1H,above_price,1.07,between_nearest_demand_and_supply,2026-07-02 06:20 PM EDT,Mixed / Transition,HH: 352.86 → 353.88; LL: 351.20 → 349.80,353.88,352.86,349.8,351.2,Bullish HH/HL,HH: 351.59 → 353.88; HL: 347.00 → 348.74,353.88,351.59,348.74,347.0,Bullish HH/HL,HH: 285.12 → 295.75; HL: 243.04 → 251.15,295.75,285.12,251.15,243.04,Aligned bullish,Aligned bullish,With structure,Aftermarket,2026-07-02 06:20 PM EDT,347.81,-1.22,-0.351,Flat / no meaningful gap,flat,Bearish,-1.498,directional,below_9ema,below_vwap,349.437,348.371,4.795,high_volume,high_volume,Aftermarket,no_meaningful_gap,Supply Breakout Watch,rejecting_from_supply,"Supply history: rejects 50%, breaks 17% (6 tests)",-6.67,75.3,"structure aligned; rejecting from supply; Supply history: rejects 50%, breaks 17% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,no_valid_target;rejected_low_rr_to_nearest_opposing_zone,4.913,C,Poor <1:1.5,rr-poor,No valid target,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
Future,SOFI,18.24,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1H,DBR,demand,17.67,17.53,17.53,17.67,17.53,3.12,one_test,One successful retest (1 tests),1,0.67,Weak,0.82,10.32,Weak,3.49,"2H supply @ 18.28 (RR 0.06, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",0.06,0.06,-999.0,18.28,,1:0.06–1:2.31,"T1: 2H supply @ 18.28 (RR 0.06, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D/4H/3H/2H/90m/1H supply @ 18.36 (RR 0.17, fresh, tests 0, quality 19.7) | T3: 1D/3H/2H/90m/1H supply @ 19.00 (RR 1.07, multiple_tests, tests 2, quality 11.6) | T4: 1D/4H/3H/2H/90m supply @ 19.26 (RR 1.44, fresh, tests 0, quality 17.4) | T5: 2H/90m/1H supply @ 19.88 (RR 2.31, fresh, tests 0, quality 11.8)","2H supply @ 18.28 (RR 0.06, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",0.06,multiple_tests,8.0,soft_obstacle,"1D/4H/3H/2H/90m/1H supply @ 18.36 (RR 0.17, fresh, tests 0, quality 19.7)",0.17,fresh,0.0,hard_target,"1D/3H/2H/90m/1H supply @ 19.00 (RR 1.07, multiple_tests, tests 2, quality 11.6)",1.07,multiple_tests,2.0,hard_target,4,"2H supply @ 18.28 (RR 0.06, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,1,1H,1H demand 17.53-17.67 DBR,1H,17.77,18.16,4H/3H/2H/90m/1H,below_price,0.44,18.28,18.7,2H,above_price,0.22,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 18.19 → 18.11; HL: 17.91 → 18.00,18.11,18.19,18.0,17.91,Mixed / Transition,LH: 18.25 → 18.21; HL: 17.91 → 18.00,18.21,18.25,18.0,17.91,Mixed / Transition,LH: 18.70 → 18.43; HL: 15.65 → 16.72,18.43,18.7,16.72,15.65,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,18.26,-0.021,-0.112,Flat / no meaningful gap,flat,Bullish,0.605,grinding,above_9ema,above_vwap,18.134,18.216,2.334,high_volume,volume_expansion_with_direction,Aftermarket,no_meaningful_gap,Demand Hold/Reversal Watch,bouncing_from_demand,"Demand history: holds 0%, breaks 67% (3 tests)",-13.33,62.7,"structure mixed; bouncing from demand; volume expansion; Demand history: holds 0%, breaks 67% (3 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-196.754,C,Poor <1:1.5,rr-poor,T1 1:0.06 (Poor <1:1.5); range 1:0.06–1:1.07,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Future,SOFI,18.24,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/4H/3H/2H/90m/1H,DBD/RBD,supply,18.9,18.36,18.9,18.9,18.36,3.62,fresh,Fresh / untested (0 tests),0,-3.74,Excellent,3.7,29.29,Excellent,11.74,"2H supply @ 18.28 (RR 0.08, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",0.08,0.08,-999.0,18.28,,1:0.08–1:3.98,"T1: 2H supply @ 18.28 (RR 0.08, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D/3H/2H/90m/1H supply @ 19.00 (RR 1.41, multiple_tests, tests 2, quality 11.6) | T3: 1D/4H/3H/2H/90m supply @ 19.26 (RR 1.89, fresh, tests 0, quality 17.4) | T4: 2H/90m/1H supply @ 19.88 (RR 3.04, fresh, tests 0, quality 11.8) | T5: 4H/90m/1H supply @ 20.39 (RR 3.98, fresh, tests 0, quality 14.6)","2H supply @ 18.28 (RR 0.08, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",0.08,multiple_tests,8.0,soft_obstacle,"1D/3H/2H/90m/1H supply @ 19.00 (RR 1.41, multiple_tests, tests 2, quality 11.6)",1.41,multiple_tests,2.0,hard_target,"1D/4H/3H/2H/90m supply @ 19.26 (RR 1.89, fresh, tests 0, quality 17.4)",1.89,fresh,0.0,hard_target,4,"2H supply @ 18.28 (RR 0.08, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,17,"1D,4H,3H,2H,90m,1H",1D supply 18.36-18.87 DBD; 4H supply 18.43-18.67 DBD; 4H supply 18.55-18.69 RBD; 4H supply 18.57-18.81 RBD; 3H supply 18.57-18.75 RBD; 3H supply 18.55-18.76 RBD; 3H supply 18.55-18.90 DBD; 3H supply 18.82-18.88 RBD; 2H supply 18.43-18.67 DBD; 2H supply 18.59-18.81 RBD; 2H supply 18.55-18.69 DBD; 2H supply 18.41-18.59 RBD; 90m supply 18.43-18.67 DBD; 90m supply 18.71-18.81 DBD; 90m supply 18.69-18.80 RBD; 90m supply 18.82-18.88 RBD; 1H supply 18.73-18.81 RBD,1D,17.77,18.16,4H/3H/2H/90m/1H,below_price,0.44,18.28,18.7,2H,above_price,0.22,between_nearest_demand_and_supply,2026-07-02 07:55 PM EDT,Mixed / Transition,LH: 18.19 → 18.11; HL: 17.91 → 18.00,18.11,18.19,18.0,17.91,Mixed / Transition,LH: 18.25 → 18.21; HL: 17.91 → 18.00,18.21,18.25,18.0,17.91,Mixed / Transition,LH: 18.70 → 18.43; HL: 15.65 → 16.72,18.43,18.7,16.72,15.65,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Aftermarket,2026-07-02 07:55 PM EDT,18.26,-0.021,-0.112,Flat / no meaningful gap,flat,Bullish,0.605,grinding,above_9ema,above_vwap,18.134,18.216,2.334,high_volume,volume_expansion_with_direction,Aftermarket,no_meaningful_gap,Supply Breakout Watch,approaching_supply_grinding,"Supply history: rejects 50%, breaks 50% (6 tests)",0.0,68.0,"structure mixed; approaching supply grinding; volume expansion; Supply history: rejects 50%, breaks 50% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-194.114,C,Poor <1:1.5,rr-poor,T1 1:0.08 (Poor <1:1.5); range 1:0.08–1:1.89,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
