test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,NVDA,216.63,209.8,2026-04-28T08:00:00-04:00,Premarket,-3.153,Gap down,-6.83,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,AMD,334.48,315.43,2026-04-28T08:00:00-04:00,Premarket,-5.695,Gap down,-19.05,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,AVGO,418.32,399.5,2026-04-28T08:00:00-04:00,Premarket,-4.499,Gap down,-18.82,Bearish,impulsive,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,TSLA,378.7,372.21,2026-04-28T08:00:00-04:00,Premarket,-1.714,Gap down,-6.49,Bearish,directional,elevated_volume,elevated_volume,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,META,678.46,672.406,2026-04-28T08:00:00-04:00,Premarket,-0.892,Gap down,-6.054,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,AMZN,261.08,257.0,2026-04-28T08:00:00-04:00,Premarket,-1.563,Gap down,-4.08,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,MSFT,425.06,420.07,2026-04-28T08:00:00-04:00,Premarket,-1.174,Gap down,-4.99,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,PLTR,143.09,141.74,2026-04-28T08:00:00-04:00,Premarket,-0.943,Gap down,-1.35,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,AAPL,267.64,268.96,2026-04-28T08:00:00-04:00,Premarket,0.493,Flat / no meaningful gap,1.32,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,GOOGL,350.34,347.71,2026-04-28T08:00:00-04:00,Premarket,-0.751,Gap down,-2.63,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,NFLX,91.39,91.7,2026-04-28T08:00:00-04:00,Premarket,0.339,Flat / no meaningful gap,0.31,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,COST,998.039,1008.73,2026-04-28T08:00:00-04:00,Premarket,1.071,Gap up,10.691,Bullish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,INTC,84.995,81.8489,2026-04-28T08:00:00-04:00,Premarket,-3.702,Gap down,-3.146,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-04-28,2026-04-27T16:00:00-04:00,2026-04-28T08:00:00-04:00,MU,524.7,503.5,2026-04-28T08:00:00-04:00,Premarket,-4.04,Gap down,-21.2,Bearish,impulsive,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
