test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,NVDA,190.04,191.92,2026-02-12T08:00:00-05:00,Premarket,0.989,Gap up,1.88,Sideways,sideways,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,AMD,213.5,215.6256,2026-02-12T08:00:00-05:00,Premarket,0.996,Gap up,2.126,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,AVGO,342.58,343.87,2026-02-12T08:00:00-05:00,Premarket,0.377,Flat / no meaningful gap,1.29,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,TSLA,428.11,429.8642,2026-02-12T08:00:00-05:00,Premarket,0.41,Flat / no meaningful gap,1.754,Bullish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,META,668.7123,671.16,2026-02-12T08:00:00-05:00,Premarket,0.366,Flat / no meaningful gap,2.448,Sideways,sideways,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,AMZN,204.01,204.33,2026-02-12T08:00:00-05:00,Premarket,0.157,Flat / no meaningful gap,0.32,Sideways,sideways,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,MSFT,404.2,405.7,2026-02-12T08:00:00-05:00,Premarket,0.371,Flat / no meaningful gap,1.5,Sideways,grinding,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,PLTR,135.67,136.65,2026-02-12T08:00:00-05:00,Premarket,0.722,Flat / no meaningful gap,0.98,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,AAPL,275.49,273.9,2026-02-12T08:00:00-05:00,Premarket,-0.577,Flat / no meaningful gap,-1.59,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,GOOGL,310.7,312.45,2026-02-12T08:00:00-05:00,Premarket,0.563,Flat / no meaningful gap,1.75,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,NFLX,79.605,79.2584,2026-02-12T08:00:00-05:00,Premarket,-0.435,Flat / no meaningful gap,-0.347,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,COST,978.28,982.8,2026-02-12T08:00:00-05:00,Premarket,0.462,Flat / no meaningful gap,4.52,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,INTC,48.22,48.58,2026-02-12T08:00:00-05:00,Premarket,0.747,Flat / no meaningful gap,0.36,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,MU,410.38,418.76,2026-02-12T08:00:00-05:00,Premarket,2.042,Gap up,8.38,Bullish,impulsive,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,CRM,184.93,186.393,2026-02-12T08:00:00-05:00,Premarket,0.791,Gap up,1.463,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,PANW,165.35,166.34,2026-02-12T08:00:00-05:00,Premarket,0.599,Flat / no meaningful gap,0.99,Sideways,grinding,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,CRWD,415.76,419.0,2026-02-12T08:00:00-05:00,Premarket,0.779,Gap up,3.24,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,SNOW,178.79,180.24,2026-02-12T08:00:00-05:00,Premarket,0.811,Gap up,1.45,Bullish,directional,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,SHOP,118.8,120.5501,2026-02-12T08:00:00-05:00,Premarket,1.473,Gap up,1.75,Bullish,impulsive,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-02-12,2026-02-11T16:00:00-05:00,2026-02-12T08:00:00-05:00,UBER,70.98,71.4084,2026-02-12T08:00:00-05:00,Premarket,0.604,Flat / no meaningful gap,0.428,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
