status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,duplicate_rows_collapsed
Immediate,AMD,215.63,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/4H/3H/1H,DBD/RBD,supply,219.39,213.57,219.39,219.39,213.57,0.0,fresh,Fresh / untested (0 tests),0,0.0,Weak,0.73,2.74,Weak,8.23,"4H/3H/2H/90m/1H supply @ 239.83 (RR 4.16, fresh, tests 0, quality 20.5)",4.16,4.16,20.5,239.83,,1:4.16–1:8.34,"T1: 4H/3H/2H/90m/1H supply @ 239.83 (RR 4.16, fresh, tests 0, quality 20.5) | T2: 4H/2H/90m supply @ 246.28 (RR 5.27, fresh, tests 0, quality 13.9) | T3: 1D/4H/2H/90m/1H supply @ 251.89 (RR 6.23, fresh, tests 0, quality 18.4) | T4: 1D/4H/90m/1H supply @ 258.31 (RR 7.33, one_test, tests 1, quality 13.0) | T5: 1D supply @ 264.19 (RR 8.34, one_test, tests 1, quality 10.1)","4H/3H/2H/90m/1H supply @ 239.83 (RR 4.16, fresh, tests 0, quality 20.5)",4.16,fresh,0.0,hard_target,"4H/2H/90m supply @ 246.28 (RR 5.27, fresh, tests 0, quality 13.9)",5.27,fresh,0.0,hard_target,"1D/4H/2H/90m/1H supply @ 251.89 (RR 6.23, fresh, tests 0, quality 18.4)",6.23,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,5,"1D,4H,3H,1H",1D supply 213.57-219.39 RBD; 4H supply 214.86-219.39 DBD; 3H supply 215.14-219.39 DBD; 3H supply 216.05-217.60 RBD; 1H supply 213.60-214.10 DBD,1D,210.16,211.33,90m/1H,below_price,1.99,213.57,219.39,1D/4H/3H/1H,containing_price,0.0,inside_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,213.5,2.126,0.996,Gap up,small_gap,Bullish,1.247,directional,above_9ema,above_vwap,213.267,213.755,2.453,high_volume,high_volume,Premarket,2026-02-12T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 60%, breaks 40% (5 tests)",-4.0,57.0,"structure mixed; testing supply; gap into supply; gap up 1.00%; Supply history: rejects 60%, breaks 40% (5 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,9.058,A+,Excellent 1:4.0+,rr-excellent,T1 1:4.16 (Excellent 1:4.0+); range 1:4.16–1:6.23,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,MU,418.76,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,4H,DBD,supply,419.8,415.63,419.8,415.63,419.8,0.0,fresh,Fresh / untested (0 tests),0,-2.84,Excellent,2.02,9.4,Excellent,9.86,"1D/4H/90m demand @ 375.99 (RR 10.26, fresh, tests 0, quality 17.0)",6.0,10.26,17.04,375.99,,1:10.26–1:22.02,"T1: 1D/4H/90m demand @ 375.99 (RR 10.26, fresh, tests 0, quality 17.0) | T2: 4H/3H/2H/90m/1H demand @ 372.35 (RR 11.13, fresh, tests 0, quality 17.0) | T3: 2H/90m demand @ 355.71 (RR 15.12, fresh, tests 0, quality 10.9) | T4: 1H demand @ 331.91 (RR 20.83, fresh, tests 0, quality 8.0) | T5: 1H demand @ 326.95 (RR 22.02, fresh, tests 0, quality 13.3)","1D/4H/90m demand @ 375.99 (RR 10.26, fresh, tests 0, quality 17.0)",10.26,fresh,0.0,hard_target,"4H/3H/2H/90m/1H demand @ 372.35 (RR 11.13, fresh, tests 0, quality 17.0)",11.13,fresh,0.0,hard_target,"2H/90m demand @ 355.71 (RR 15.12, fresh, tests 0, quality 10.9)",15.12,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,1,4H,4H supply 415.63-419.80 DBD,4H,366.06,375.99,1D/4H/90m,below_price,10.21,415.63,419.8,4H,containing_price,0.0,inside_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,410.38,8.38,2.042,Gap up,moderate_gap,Bullish,2.062,impulsive,above_9ema,above_vwap,411.935,410.374,2.336,high_volume,high_volume,Premarket,2026-02-12T08:00:00-05:00,preopen,gap_into_supply,Supply Rejection Watch,testing_supply,"Supply history: rejects 100%, breaks 0% (2 tests)",15.0,76.0,"structure mixed; testing supply; gap into supply; gap up 2.04%; Supply history: rejects 100%, breaks 0% (2 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Priority movement watch,eligible_pre_grade,8.715,A,Excellent 1:4.0+,rr-excellent,T1 1:10.26 (Excellent 1:4.0+); range 1:10.26–1:15.12,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Immediate,MU,418.76,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,4H,DBD,supply,419.8,415.63,419.8,419.8,415.63,0.0,fresh,Fresh / untested (0 tests),0,-2.84,Excellent,2.02,9.4,Excellent,9.86,"4H/90m/1H supply @ 435.92 (RR 4.12, fresh, tests 0, quality 16.6)",4.12,4.12,16.64,435.92,,1:4.12,"T1: 4H/90m/1H supply @ 435.92 (RR 4.12, fresh, tests 0, quality 16.6)","4H/90m/1H supply @ 435.92 (RR 4.12, fresh, tests 0, quality 16.6)",4.12,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,1,4H,4H supply 415.63-419.80 DBD,4H,366.06,375.99,1D/4H/90m,below_price,10.21,415.63,419.8,4H,containing_price,0.0,inside_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,410.38,8.38,2.042,Gap up,moderate_gap,Bullish,2.062,impulsive,above_9ema,above_vwap,411.935,410.374,2.336,high_volume,high_volume,Premarket,2026-02-12T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 100%, breaks 0% (2 tests)",-15.0,46.0,"structure mixed; testing supply; gap into supply; gap up 2.04%; Supply history: rejects 100%, breaks 0% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Research / monitor only,eligible_pre_grade,8.715,A,Excellent 1:4.0+,rr-excellent,T1 1:4.12 (Excellent 1:4.0+); range 1:4.12–1:4.12,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,QQQ,614.7,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,4H/3H/2H/90m/1H,DBD/RBD,supply,617.02,613.67,617.02,617.02,613.67,0.0,one_test,One successful retest (1 tests),1,-1.92,Strong,1.93,3.85,Excellent,7.85,"4H/3H/2H/90m/1H supply @ 626.24 (RR 3.44, fresh, tests 0, quality 18.2)",3.44,3.44,18.21,626.24,,1:3.44–1:5.19,"T1: 4H/3H/2H/90m/1H supply @ 626.24 (RR 3.44, fresh, tests 0, quality 18.2) | T2: 1D/4H/3H/2H/90m/1H supply @ 632.08 (RR 5.19, fresh, tests 0, quality 20.5)","4H/3H/2H/90m/1H supply @ 626.24 (RR 3.44, fresh, tests 0, quality 18.2)",3.44,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 632.08 (RR 5.19, fresh, tests 0, quality 20.5)",5.19,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,A,8,"4H,3H,2H,90m,1H",4H supply 613.67-616.77 DBD; 4H supply 614.33-616.46 RBD; 3H supply 615.09-617.02 RBD; 2H supply 614.69-617.02 RBD; 90m supply 615.09-615.89 DBD; 90m supply 615.27-617.02 RBD; 90m supply 614.93-616.46 DBD; 1H supply 614.65-615.53 RBD,4H,607.36,613.28,4H/3H/2H/90m/1H,below_price,0.23,613.67,617.02,4H/3H/2H/90m/1H,containing_price,0.0,inside_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,613.0,1.7,0.277,Flat / no meaningful gap,flat,Sideways,0.129,sideways,above_9ema,above_vwap,613.541,613.416,2.189,high_volume,high_volume,Premarket,2026-02-12T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 25%, breaks 50% (4 tests)",5.0,66.0,"structure mixed; testing supply; gap into supply; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.662,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.44 (Strong 1:2.5–1:3.99); range 1:3.44–1:5.19,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,PANW,166.34,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,3H/2H/90m/1H,DBD/RBD,supply,167.56,166.3,167.56,167.56,166.3,0.0,multiple_tests,Multiple retests (2 tests),2,-0.95,Weak,1.85,9.57,Excellent,6.73,"1D/4H/2H/90m/1H supply @ 175.00 (RR 6.87, fresh, tests 0, quality 19.4)",6.0,6.87,19.42,175.0,,1:6.87–1:21.87,"T1: 1D/4H/2H/90m/1H supply @ 175.00 (RR 6.87, fresh, tests 0, quality 19.4) | T2: 1D/4H/3H/2H/90m/1H supply @ 182.19 (RR 12.58, fresh, tests 0, quality 21.0) | T3: 1D/2H/90m supply @ 187.63 (RR 16.90, one_test, tests 1, quality 12.8) | T4: 1D/90m/1H supply @ 190.62 (RR 19.27, fresh, tests 0, quality 15.8) | T5: 1D/1H supply @ 193.89 (RR 21.87, one_test, tests 1, quality 10.9)","1D/4H/2H/90m/1H supply @ 175.00 (RR 6.87, fresh, tests 0, quality 19.4)",6.87,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 182.19 (RR 12.58, fresh, tests 0, quality 21.0)",12.58,fresh,0.0,hard_target,"1D/2H/90m supply @ 187.63 (RR 16.90, one_test, tests 1, quality 12.8)",16.9,one_test,1.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,8,"3H,2H,90m,1H",3H supply 166.42-167.56 RBD; 2H supply 166.42-167.56 RBD; 90m supply 166.42-167.56 RBD; 90m supply 166.50-167.10 RBD; 90m supply 167.01-167.54 RBD; 1H supply 166.42-167.56 RBD; 1H supply 166.30-167.54 RBD; 1H supply 166.38-167.30 DBD,3H,164.24,165.94,90m/1H,below_price,0.24,166.3,167.56,3H/2H/90m/1H,containing_price,0.0,inside_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,165.35,0.99,0.599,Flat / no meaningful gap,flat,Sideways,0.368,grinding,above_9ema,above_vwap,165.488,165.29,3.738,high_volume,absorption_possible,Premarket,2026-02-12T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 50%, breaks 17% (6 tests)",-6.67,62.3,"structure mixed; testing supply; possible absorption; gap into supply; Supply history: rejects 50%, breaks 17% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.082,A,Excellent 1:4.0+,rr-excellent,T1 1:6.87 (Excellent 1:4.0+); range 1:6.87–1:16.90,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,GOOGL,312.45,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,90m/1H,DBD/RBD,supply,313.32,311.98,313.32,313.32,311.98,0.0,fresh,Fresh / untested (0 tests),0,-0.44,Weak,1.01,2.76,Average,6.39,"1D/4H/2H supply @ 318.54 (RR 4.54, fresh, tests 0, quality 15.9)",4.54,4.54,15.88,318.54,,1:4.54–1:22.90,"T1: 1D/4H/2H supply @ 318.54 (RR 4.54, fresh, tests 0, quality 15.9) | T2: 4H/90m/1H supply @ 323.40 (RR 8.17, fresh, tests 0, quality 14.9) | T3: 3H/2H/90m/1H supply @ 329.85 (RR 12.99, fresh, tests 0, quality 15.8) | T4: 4H/3H/2H/90m/1H supply @ 339.46 (RR 20.16, fresh, tests 0, quality 17.8) | T5: 4H/3H/2H/90m/1H supply @ 343.13 (RR 22.90, fresh, tests 0, quality 15.7)","1D/4H/2H supply @ 318.54 (RR 4.54, fresh, tests 0, quality 15.9)",4.54,fresh,0.0,hard_target,"4H/90m/1H supply @ 323.40 (RR 8.17, fresh, tests 0, quality 14.9)",8.17,fresh,0.0,hard_target,"3H/2H/90m/1H supply @ 329.85 (RR 12.99, fresh, tests 0, quality 15.8)",12.99,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,3,"90m,1H",90m supply 312.02-312.81 DBD; 90m supply 312.48-313.32 DBD; 1H supply 311.98-312.55 RBD,90m,305.3,309.88,1D,below_price,0.82,311.98,313.32,90m/1H,containing_price,0.0,inside_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,310.7,1.75,0.563,Flat / no meaningful gap,flat,Sideways,0.34,grinding,above_9ema,above_vwap,310.726,310.815,2.304,high_volume,high_volume,Premarket,2026-02-12T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,61.0,"structure mixed; testing supply; gap into supply; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.447,A,Excellent 1:4.0+,rr-excellent,T1 1:4.54 (Excellent 1:4.0+); range 1:4.54–1:12.99,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,ANET,141.05,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,90m/1H,DBD/RBD,supply,142.12,141.11,142.12,141.11,142.12,0.04,one_test,One successful retest (1 tests),1,-0.52,Weak,0.73,3.55,Weak,4.0,"4H/2H/90m/1H demand @ 137.45 (RR 3.36, fresh, tests 0, quality 15.0)",3.36,3.36,15.02,137.45,,1:3.36–1:16.46,"T1: 4H/2H/90m/1H demand @ 137.45 (RR 3.36, fresh, tests 0, quality 15.0) | T2: 4H demand @ 128.91 (RR 11.35, fresh, tests 0, quality 12.9) | T3: 1D/4H/2H/90m/1H demand @ 128.69 (RR 11.55, fresh, tests 0, quality 19.3) | T4: 3H/2H/90m/1H demand @ 126.12 (RR 13.95, fresh, tests 0, quality 12.5) | T5: 1D/2H/90m/1H demand @ 123.44 (RR 16.46, fresh, tests 0, quality 16.9)","4H/2H/90m/1H demand @ 137.45 (RR 3.36, fresh, tests 0, quality 15.0)",3.36,fresh,0.0,hard_target,"4H demand @ 128.91 (RR 11.35, fresh, tests 0, quality 12.9)",11.35,fresh,0.0,hard_target,"1D/4H/2H/90m/1H demand @ 128.69 (RR 11.55, fresh, tests 0, quality 19.3)",11.55,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,2,"90m,1H",90m supply 141.17-142.12 DBD; 1H supply 141.11-141.84 RBD,90m,134.85,137.45,4H/2H/90m/1H,below_price,2.55,141.11,142.12,90m/1H,above_price,0.04,between_nearest_demand_and_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,140.75,0.3,0.213,Flat / no meaningful gap,flat,Sideways,-0.081,sideways,above_9ema,above_vwap,140.804,140.953,2.931,high_volume,high_volume,Premarket,2026-02-12T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 17%, breaks 50% (6 tests)",-6.67,43.3,"structure mixed; Supply history: rejects 17%, breaks 50% (6 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Research / monitor only,eligible_pre_grade,7.746,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.36 (Strong 1:2.5–1:3.99); range 1:3.36–1:11.55,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Near-Term,UBER,71.41,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/90m/1H,DBD/RBD,supply,72.31,71.61,72.31,72.31,71.61,1.26,fresh,Fresh / untested (0 tests),0,-0.99,Weak,1.26,17.0,Strong,7.25,"1D/4H/3H/2H/90m/1H supply @ 73.49 (RR 2.97, fresh, tests 0, quality 17.7)",2.97,2.97,17.67,73.49,,1:2.97–1:18.15,"T1: 1D/4H/3H/2H/90m/1H supply @ 73.49 (RR 2.97, fresh, tests 0, quality 17.7) | T2: 4H/3H/2H/90m/1H supply @ 77.64 (RR 8.90, fresh, tests 0, quality 19.0) | T3: 1D/4H/3H/2H/90m/1H supply @ 79.80 (RR 11.99, fresh, tests 0, quality 19.2) | T4: 4H/3H/2H/90m/1H supply @ 81.98 (RR 15.10, fresh, tests 0, quality 15.2) | T5: 4H/90m/1H supply @ 84.11 (RR 18.15, fresh, tests 0, quality 15.9)","1D/4H/3H/2H/90m/1H supply @ 73.49 (RR 2.97, fresh, tests 0, quality 17.7)",2.97,fresh,0.0,hard_target,"4H/3H/2H/90m/1H supply @ 77.64 (RR 8.90, fresh, tests 0, quality 19.0)",8.9,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 79.80 (RR 11.99, fresh, tests 0, quality 19.2)",11.99,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,3,"2H,90m,1H",2H supply 71.97-72.31 DBD; 90m supply 71.61-72.31 DBD; 1H supply 71.93-72.31 RBD,2H,,,,,,71.61,72.31,2H/90m/1H,above_price,0.28,zone_context_mixed,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,70.98,0.428,0.604,Flat / no meaningful gap,flat,Bullish,0.886,directional,above_9ema,above_vwap,70.959,70.946,2.267,high_volume,absorption_possible,Premarket,2026-02-12T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,approaching_supply_with_strength,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,72.0,"structure mixed; approaching supply with strength; possible absorption; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,eligible_pre_grade,8.819,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.97 (Strong 1:2.5–1:3.99); range 1:2.97–1:11.99,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,COST,982.8,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1H,RBD,supply,989.57,984.98,989.57,989.57,984.98,0.69,fresh,Fresh / untested (0 tests),0,-0.95,Weak,1.01,3.75,Average,5.46,"1D/4H/2H/90m/1H supply @ 997.27 (RR 3.15, fresh, tests 0, quality 17.6)",3.15,3.15,17.63,997.27,,1:3.15,"T1: 1D/4H/2H/90m/1H supply @ 997.27 (RR 3.15, fresh, tests 0, quality 17.6)","1D/4H/2H/90m/1H supply @ 997.27 (RR 3.15, fresh, tests 0, quality 17.6)",3.15,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,1,1H,1H supply 984.98-989.57 RBD,1H,961.69,975.19,4H/3H/2H/90m/1H,below_price,0.77,984.98,989.57,1H,above_price,0.22,between_nearest_demand_and_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,978.28,4.52,0.462,Flat / no meaningful gap,flat,Sideways,0.263,grinding,above_9ema,above_vwap,979.08,978.592,3.124,high_volume,high_volume,Premarket,2026-02-12T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 20%, breaks 60% (5 tests)",8.0,58.0,"structure mixed; Supply history: rejects 20%, breaks 60% (5 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,7.936,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.15 (Strong 1:2.5–1:3.99); range 1:3.15–1:3.15,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,SPY,693.85,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,4H/3H/2H/90m/1H,RBR,demand,690.66,688.74,688.74,688.74,690.66,0.74,one_test,One successful retest (1 tests),1,0.65,Weak,1.03,2.81,Average,6.68,"1D/4H/3H/2H/90m/1H demand @ 680.94 (RR 6.72, fresh, tests 0, quality 18.1)",6.0,6.72,18.1,680.94,,1:6.72–1:29.37,"T1: 1D/4H/3H/2H/90m/1H demand @ 680.94 (RR 6.72, fresh, tests 0, quality 18.1) | T2: 1D demand @ 653.62 (RR 20.95, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests) | T3: 1D demand @ 648.83 (RR 23.45, one_test, tests 1, quality 10.1) | T4: 1D demand @ 643.74 (RR 26.10, multiple_tests, tests 2, quality 7.4) | T5: 1D demand @ 637.46 (RR 29.37, multiple_tests, tests 2, quality 9.4)","1D/4H/3H/2H/90m/1H demand @ 680.94 (RR 6.72, fresh, tests 0, quality 18.1)",6.72,fresh,0.0,hard_target,"1D demand @ 653.62 (RR 20.95, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests)",20.95,multiple_tests,5.0,soft_obstacle,"1D demand @ 648.83 (RR 23.45, one_test, tests 1, quality 10.1)",23.45,one_test,1.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,6,"4H,3H,2H,90m,1H",4H demand 688.74-690.66 RBR; 3H demand 689.60-690.66 RBR; 2H demand 689.60-690.66 RBR; 90m demand 689.60-690.66 RBR; 1H demand 689.60-690.66 RBR; 1H demand 688.90-689.77 RBR,4H,688.74,690.66,4H/3H/2H/90m/1H,below_price,0.46,692.11,696.93,4H/3H/2H/90m/1H,containing_price,0.0,inside_supply,2026-02-12T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-12 08:00 AM EST,691.91,1.94,0.28,Flat / no meaningful gap,flat,Sideways,0.121,sideways,above_9ema,above_vwap,692.515,692.369,2.611,high_volume,volume_expansion_with_direction,Premarket,2026-02-12T08:00:00-05:00,preopen,gap_into_supply,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 25%, breaks 50% (4 tests)",5.0,72.0,"structure mixed; volume expansion; gap into supply; Demand history: holds 25%, breaks 50% (4 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,8.796,A,Excellent 1:4.0+,rr-excellent,T1 1:6.72 (Excellent 1:4.0+); range 1:6.72–1:23.45,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
