test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,NVDA,220.63,224.0,2026-05-20T08:00:00-04:00,Premarket,1.527,Gap up,3.37,Bullish,grinding,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,AMD,414.11,423.12,2026-05-20T08:00:00-04:00,Premarket,2.176,Gap up,9.01,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,AVGO,411.12,418.23,2026-05-20T08:00:00-04:00,Premarket,1.729,Gap up,7.11,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,TSLA,404.21,408.3867,2026-05-20T08:00:00-04:00,Premarket,1.033,Gap up,4.177,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,META,602.75,603.98,2026-05-20T08:00:00-04:00,Premarket,0.204,Flat / no meaningful gap,1.23,Sideways,grinding,high_volume,absorption_possible,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,AMZN,259.35,259.885,2026-05-20T08:00:00-04:00,Premarket,0.206,Flat / no meaningful gap,0.535,Sideways,grinding,high_volume,absorption_possible,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,MSFT,417.6,416.02,2026-05-20T08:00:00-04:00,Premarket,-0.378,Flat / no meaningful gap,-1.58,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,PLTR,135.27,134.65,2026-05-20T08:00:00-04:00,Premarket,-0.458,Flat / no meaningful gap,-0.62,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,AAPL,298.98,298.15,2026-05-20T08:00:00-04:00,Premarket,-0.278,Flat / no meaningful gap,-0.83,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,GOOGL,387.74,388.23,2026-05-20T08:00:00-04:00,Premarket,0.126,Flat / no meaningful gap,0.49,Sideways,sideways,high_volume,absorption_possible,below_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,NFLX,89.35,88.8555,2026-05-20T08:00:00-04:00,Premarket,-0.553,Flat / no meaningful gap,-0.494,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,COST,1094.82,1089.4,2026-05-20T07:00:00-04:00,Premarket,-0.495,Flat / no meaningful gap,-5.42,Sideways,sideways,high_volume,absorption_possible,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,INTC,110.77,116.2301,2026-05-20T08:00:00-04:00,Premarket,4.929,Gap up,5.46,Bullish,impulsive,high_volume,high_volume,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,MU,698.7,722.68,2026-05-20T08:00:00-04:00,Premarket,3.432,Gap up,23.98,Bullish,impulsive,elevated_volume,elevated_volume,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,CRM,179.43,178.15,2026-05-20T08:00:00-04:00,Premarket,-0.713,Flat / no meaningful gap,-1.28,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,PANW,240.07,237.11,2026-05-20T08:00:00-04:00,Premarket,-1.233,Gap down,-2.96,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,CRWD,616.75,610.0,2026-05-20T08:00:00-04:00,Premarket,-1.094,Gap down,-6.75,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,SNOW,169.54,166.7493,2026-05-20T08:00:00-04:00,Premarket,-1.646,Gap down,-2.791,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,SHOP,100.96,101.0,2026-05-20T08:00:00-04:00,Premarket,0.04,Flat / no meaningful gap,0.04,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,UBER,74.1,74.2044,2026-05-20T08:00:00-04:00,Premarket,0.141,Flat / no meaningful gap,0.104,Sideways,grinding,high_volume,volume_expansion_with_direction,below_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,ARM,223.14,227.7,2026-05-20T08:00:00-04:00,Premarket,2.044,Gap up,4.56,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,ANET,141.57,142.6688,2026-05-20T08:00:00-04:00,Premarket,0.776,Gap up,1.099,Bullish,impulsive,high_volume,high_volume,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,SMCI,30.575,31.2129,2026-05-20T08:00:00-04:00,Premarket,2.086,Gap up,0.638,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,HOOD,74.2,74.9767,2026-05-20T08:00:00-04:00,Premarket,1.047,Gap up,0.777,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-05-20,2026-05-19T16:00:00-04:00,2026-05-20T08:00:00-04:00,SOFI,15.22,15.355,2026-05-20T08:00:00-04:00,Premarket,0.887,Gap up,0.135,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
