test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,NVDA,184.76,184.98,2026-03-11T08:00:00-04:00,Premarket,0.119,Flat / no meaningful gap,0.22,Sideways,grinding,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,AMD,203.24,204.16,2026-03-11T08:00:00-04:00,Premarket,0.453,Flat / no meaningful gap,0.92,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,AVGO,342.6,343.97,2026-03-11T08:00:00-04:00,Premarket,0.4,Flat / no meaningful gap,1.37,Bullish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,TSLA,399.235,400.02,2026-03-11T08:00:00-04:00,Premarket,0.197,Flat / no meaningful gap,0.785,Sideways,sideways,elevated_volume,elevated_volume,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,META,654.08,653.49,2026-03-11T08:00:00-04:00,Premarket,-0.09,Flat / no meaningful gap,-0.59,Sideways,grinding,high_volume,high_volume,below_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,AMZN,214.34,215.03,2026-03-11T08:00:00-04:00,Premarket,0.322,Flat / no meaningful gap,0.69,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,MSFT,405.76,405.75,2026-03-11T08:00:00-04:00,Premarket,-0.002,Flat / no meaningful gap,-0.01,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,PLTR,151.17,151.19,2026-03-11T08:00:00-04:00,Premarket,0.013,Flat / no meaningful gap,0.02,Sideways,grinding,high_volume,high_volume,below_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,AAPL,260.72,260.7871,2026-03-11T08:00:00-04:00,Premarket,0.026,Flat / no meaningful gap,0.067,Sideways,sideways,high_volume,absorption_possible,below_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,GOOGL,307.04,308.6,2026-03-11T08:00:00-04:00,Premarket,0.508,Flat / no meaningful gap,1.56,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,NFLX,96.94,96.8,2026-03-11T08:00:00-04:00,Premarket,-0.144,Flat / no meaningful gap,-0.14,Sideways,sideways,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,COST,997.11,998.0,2026-03-11T08:00:00-04:00,Premarket,0.089,Flat / no meaningful gap,0.89,Sideways,grinding,high_volume,high_volume,below_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,INTC,46.79,46.7,2026-03-11T08:00:00-04:00,Premarket,-0.192,Flat / no meaningful gap,-0.09,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,MU,403.24,406.14,2026-03-11T08:00:00-04:00,Premarket,0.719,Flat / no meaningful gap,2.9,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,CRM,194.9,194.95,2026-03-11T08:00:00-04:00,Premarket,0.026,Flat / no meaningful gap,0.05,Sideways,sideways,high_volume,absorption_possible,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,PANW,165.63,165.58,2026-03-11T08:00:00-04:00,Premarket,-0.03,Flat / no meaningful gap,-0.05,Sideways,grinding,high_volume,absorption_possible,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,CRWD,436.2,438.45,2026-03-11T08:00:00-04:00,Premarket,0.516,Flat / no meaningful gap,2.25,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,SNOW,175.23,176.0,2026-03-11T08:00:00-04:00,Premarket,0.439,Flat / no meaningful gap,0.77,Sideways,sideways,high_volume,absorption_possible,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,SHOP,129.379,129.8815,2026-03-11T08:00:00-04:00,Premarket,0.388,Flat / no meaningful gap,0.502,Sideways,grinding,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-03-11,2026-03-10T16:00:00-04:00,2026-03-11T08:00:00-04:00,UBER,72.39,75.25,2026-03-11T08:00:00-04:00,Premarket,3.951,Gap up,2.86,Bullish,impulsive,high_volume,high_volume,above_9ema,above_vwap
