status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,duplicate_rows_collapsed
Immediate,ASTS,114.1,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,2H/90m/1H,RBR,demand,115.61,113.43,113.43,115.61,113.43,0.0,fresh,Fresh / untested (0 tests),0,0.19,Weak,0.5,2.34,Weak,6.33,"4H/2H/90m/1H supply @ 130.73 (RR 7.63, fresh, tests 0, quality 18.9)",6.0,7.63,18.93,130.73,,1:7.63,"T1: 4H/2H/90m/1H supply @ 130.73 (RR 7.63, fresh, tests 0, quality 18.9)","4H/2H/90m/1H supply @ 130.73 (RR 7.63, fresh, tests 0, quality 18.9)",7.63,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,4,"2H,90m,1H",2H demand 113.43-115.61 RBR; 90m demand 113.43-115.10 RBR; 1H demand 113.43-115.61 RBR; 1H demand 114.20-115.11 RBR,2H,113.43,115.61,2H/90m/1H,containing_price,0.0,130.73,133.86,4H/2H/90m/1H,above_price,14.57,inside_demand,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,118.15,-4.05,-3.428,Gap down,large_gap,Bearish,-1.807,directional,below_9ema,below_vwap,117.884,118.051,2.423,high_volume,high_volume,Premarket,2026-06-03T08:00:00-04:00,preopen,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 42%, breaks 46% (24 tests)",-0.83,60.2,"structure mixed; testing demand; gap into demand; gap down -3.43%; Demand history: holds 42%, breaks 46% (24 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,eligible_pre_grade,8.582,A,Excellent 1:4.0+,rr-excellent,T1 1:7.63 (Excellent 1:4.0+); range 1:7.63–1:7.63,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,1
Immediate,TSLA,420.33,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,2H/90m/1H,DBR/RBR,demand,421.97,419.8,419.8,421.97,419.8,0.0,fresh,Fresh / untested (0 tests),0,0.4,Weak,0.71,14.71,Weak,6.11,"1D/4H/3H/2H/90m/1H supply @ 434.46 (RR 6.51, fresh, tests 0, quality 18.3)",6.0,6.51,18.32,434.46,,1:6.51–1:29.99,"T1: 1D/4H/3H/2H/90m/1H supply @ 434.46 (RR 6.51, fresh, tests 0, quality 18.3) | T2: 1D/4H/3H/2H/90m/1H supply @ 440.02 (RR 9.07, fresh, tests 0, quality 18.0) | T3: 1D/2H/90m/1H supply @ 447.99 (RR 12.75, multiple_tests, tests 2, quality 11.2) | T4: 1D supply @ 485.40 (RR 29.99, fresh, tests 0, quality 14.4)","1D/4H/3H/2H/90m/1H supply @ 434.46 (RR 6.51, fresh, tests 0, quality 18.3)",6.51,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 440.02 (RR 9.07, fresh, tests 0, quality 18.0)",9.07,fresh,0.0,hard_target,"1D/2H/90m/1H supply @ 447.99 (RR 12.75, multiple_tests, tests 2, quality 11.2)",12.75,multiple_tests,2.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A,3,"2H,90m,1H",2H demand 420.08-421.42 RBR; 90m demand 420.71-421.97 RBR; 1H demand 419.80-421.48 DBR,2H,419.8,421.97,2H/90m/1H,containing_price,0.0,420.15,424.1,4H/3H,containing_price,0.0,inside_demand,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,423.74,-3.41,-0.805,Gap down,small_gap,Sideways,-0.19,sideways,below_9ema,below_vwap,422.224,423.794,2.838,high_volume,high_volume,Premarket,2026-06-03T08:00:00-04:00,preopen,gap_into_supply,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 33%, breaks 17% (6 tests)",3.33,64.3,"structure mixed; testing demand; gap into supply; gap down -0.81%; Demand history: holds 33%, breaks 17% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,eligible_pre_grade,8.377,A,Excellent 1:4.0+,rr-excellent,T1 1:6.51 (Excellent 1:4.0+); range 1:6.51–1:12.75,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,1
Immediate,APP,599.56,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,4H/1H,DBR,demand,600.36,593.8,593.8,593.8,600.36,0.0,fresh,Fresh / untested (0 tests),0,0.24,Weak,0.35,4.8,Weak,6.09,"3H demand @ 579.27 (RR 3.09, fresh, tests 0, quality 11.5)",3.09,3.09,11.46,579.27,,1:3.09–1:15.18,"T1: 3H demand @ 579.27 (RR 3.09, fresh, tests 0, quality 11.5) | T2: 4H/2H/90m/1H demand @ 572.60 (RR 4.11, fresh, tests 0, quality 15.3) | T3: 90m demand @ 568.67 (RR 4.71, multiple_tests, tests 3, quality 2.2, soft obstacle: low_quality) | T4: 3H demand @ 514.19 (RR 13.01, fresh, tests 0, quality 13.8) | T5: 1H demand @ 499.95 (RR 15.18, fresh, tests 0, quality 9.8)","3H demand @ 579.27 (RR 3.09, fresh, tests 0, quality 11.5)",3.09,fresh,0.0,hard_target,"4H/2H/90m/1H demand @ 572.60 (RR 4.11, fresh, tests 0, quality 15.3)",4.11,fresh,0.0,hard_target,"90m demand @ 568.67 (RR 4.71, multiple_tests, tests 3, quality 2.2, soft obstacle: low_quality)",4.71,multiple_tests,3.0,soft_obstacle,4,,t1_nearest_unbroken_opposing_zone,A,2,"4H,1H",4H demand 593.80-600.36 DBR; 1H demand 593.80-599.29 DBR,4H,593.8,600.36,4H/1H,containing_price,0.0,603.14,606.67,90m,above_price,0.6,inside_demand,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,605.45,-5.89,-0.973,Gap down,small_gap,Sideways,-0.109,sideways,below_9ema,below_vwap,604.736,605.473,3.254,high_volume,high_volume,Premarket,2026-06-03T08:00:00-04:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 38%, breaks 62% (8 tests)",5.0,66.0,"structure mixed; testing demand; gap into demand; gap down -0.97%; Demand history: holds 38%, breaks 62% (8 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,7.926,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.09 (Strong 1:2.5–1:3.99); range 1:3.09–1:4.71,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Immediate,SMCI,49.4,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,3H/2H,RBR,demand,49.8,49.01,49.01,49.8,49.01,0.0,fresh,Fresh / untested (0 tests),0,0.46,Weak,0.63,2.13,Weak,6.09,"1D supply @ 51.39 (RR 2.52, one_test, tests 1, quality 10.0)",2.52,2.52,9.98,51.39,,1:2.52–1:7.14,"T1: 1D supply @ 51.39 (RR 2.52, one_test, tests 1, quality 10.0) | T2: 1D supply @ 52.69 (RR 4.16, multiple_tests, tests 2, quality 6.7) | T3: 1D supply @ 53.84 (RR 5.62, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests) | T4: 1D supply @ 54.75 (RR 6.77, fresh, tests 0, quality 14.9) | T5: 1D supply @ 55.04 (RR 7.14, fresh, tests 0, quality 13.0)","1D supply @ 51.39 (RR 2.52, one_test, tests 1, quality 10.0)",2.52,one_test,1.0,hard_target,"1D supply @ 52.69 (RR 4.16, multiple_tests, tests 2, quality 6.7)",4.16,multiple_tests,2.0,hard_target,"1D supply @ 53.84 (RR 5.62, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests)",5.62,multiple_tests,5.0,soft_obstacle,4,,t1_nearest_unbroken_opposing_zone,A,2,"3H,2H",3H demand 49.01-49.72 RBR; 2H demand 49.01-49.80 RBR,3H,49.01,49.8,3H/2H,containing_price,0.0,51.39,52.99,1D,above_price,4.03,inside_demand,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,50.17,-0.77,-1.535,Gap down,moderate_gap,Bearish,-0.923,directional,below_9ema,below_vwap,50.148,50.093,2.385,high_volume,absorption_possible,Premarket,2026-06-03T08:00:00-04:00,preopen,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 40%, breaks 40% (5 tests)",0.0,69.0,"structure mixed; testing demand; possible absorption; gap into demand; gap down -1.53%; Demand history: holds 40%, breaks 40% (5 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,eligible_pre_grade,7.581,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.52 (Strong 1:2.5–1:3.99); range 1:2.52–1:5.62,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,1
Immediate,UBER,71.55,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1H,DBR,demand,71.53,71.37,71.37,71.53,71.37,0.03,fresh,Fresh / untested (0 tests),0,0.17,Weak,0.96,2.78,Average,4.63,"4H/3H/2H/1H supply @ 72.27 (RR 4.00, fresh, tests 0, quality 14.6)",4.0,4.0,14.64,72.27,,1:4.00–1:41.83,"T1: 4H/3H/2H/1H supply @ 72.27 (RR 4.00, fresh, tests 0, quality 14.6) | T2: 1D/4H/3H/2H/90m/1H supply @ 73.61 (RR 11.44, fresh, tests 0, quality 16.2) | T3: 1D/4H/3H/2H supply @ 74.89 (RR 18.56, one_test, tests 1, quality 12.0) | T4: 1D/4H/3H/2H/90m/1H supply @ 76.20 (RR 25.83, fresh, tests 0, quality 17.0) | T5: 4H/2H/90m/1H supply @ 79.08 (RR 41.83, fresh, tests 0, quality 14.9)","4H/3H/2H/1H supply @ 72.27 (RR 4.00, fresh, tests 0, quality 14.6)",4.0,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 73.61 (RR 11.44, fresh, tests 0, quality 16.2)",11.44,fresh,0.0,hard_target,"1D/4H/3H/2H supply @ 74.89 (RR 18.56, one_test, tests 1, quality 12.0)",18.56,one_test,1.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,1,1H,1H demand 71.37-71.53 DBR,1H,71.37,71.53,1H,below_price,0.03,72.27,73.13,4H/3H/2H/1H,above_price,1.01,between_nearest_demand_and_supply,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,71.66,-0.11,-0.154,Flat / no meaningful gap,flat,Sideways,0.133,sideways,above_9ema,below_vwap,71.487,71.637,3.623,high_volume,high_volume,Premarket,2026-06-03T08:00:00-04:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 0%, breaks 75% (4 tests)",-15.0,35.0,"structure mixed; Demand history: holds 0%, breaks 75% (4 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,eligible_pre_grade,7.904,A,Excellent 1:4.0+,rr-excellent,T1 1:4.00 (Excellent 1:4.0+); range 1:4.00–1:18.56,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,1
Immediate,RBLX,44.85,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,2H/90m/1H,DBD,supply,45.24,44.91,45.24,44.91,45.24,0.13,one_test,One successful retest (1 tests),1,-0.4,Weak,0.67,27.0,Weak,5.07,"1D demand @ 43.79 (RR 2.72, one_test, tests 1, quality 11.3)",2.72,2.72,11.33,43.79,,1:2.72–1:9.56,"T1: 1D demand @ 43.79 (RR 2.72, one_test, tests 1, quality 11.3) | T2: 4H/3H/2H/90m demand @ 42.99 (RR 4.77, fresh, tests 0, quality 18.6) | T3: 4H/3H/2H demand @ 42.13 (RR 6.97, one_test, tests 1, quality 11.7) | T4: 4H/3H demand @ 41.12 (RR 9.56, fresh, tests 0, quality 12.8)","1D demand @ 43.79 (RR 2.72, one_test, tests 1, quality 11.3)",2.72,one_test,1.0,hard_target,"4H/3H/2H/90m demand @ 42.99 (RR 4.77, fresh, tests 0, quality 18.6)",4.77,fresh,0.0,hard_target,"4H/3H/2H demand @ 42.13 (RR 6.97, one_test, tests 1, quality 11.7)",6.97,one_test,1.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A,4,"2H,90m,1H",2H supply 45.02-45.24 DBD; 90m supply 44.91-45.13 DBD; 90m supply 45.03-45.24 DBD; 1H supply 44.91-45.06 DBD,2H,43.88,44.85,3H/2H/90m/1H,containing_price,0.0,44.91,45.24,2H/90m/1H,above_price,0.13,inside_demand,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,45.025,-0.175,-0.389,Flat / no meaningful gap,flat,Bullish,0.923,directional,above_9ema,above_vwap,44.631,44.787,4.408,high_volume,high_volume,Premarket,2026-06-03T08:00:00-04:00,preopen,gap_into_demand,Supply Rejection Watch,approaching_supply_with_strength,"Supply history: rejects 50%, breaks 50% (8 tests)",0.0,69.0,"structure mixed; approaching supply with strength; gap into demand; Supply history: rejects 50%, breaks 50% (8 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,eligible_pre_grade,8.087,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.72 (Strong 1:2.5–1:3.99); range 1:2.72–1:6.97,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Near-Term,IONQ,70.59,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,4H/3H/2H/90m/1H,DBR/RBR,demand,70.34,68.43,68.43,70.34,68.43,0.35,fresh,Fresh / untested (0 tests),0,0.39,Weak,0.59,4.86,Weak,7.48,"1D supply @ 77.55 (RR 3.22, fresh, tests 0, quality 13.7)",3.22,3.22,13.67,77.55,,1:3.22,"T1: 1D supply @ 77.55 (RR 3.22, fresh, tests 0, quality 13.7)","1D supply @ 77.55 (RR 3.22, fresh, tests 0, quality 13.7)",3.22,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A+,8,"4H,3H,2H,90m,1H",4H demand 69.09-70.34 DBR; 3H demand 69.09-70.34 DBR; 2H demand 69.09-70.06 RBR; 2H demand 68.72-69.47 RBR; 90m demand 69.29-70.22 DBR; 1H demand 69.29-70.22 DBR; 1H demand 68.43-69.53 RBR; 1H demand 68.72-69.07 RBR,4H,68.43,70.34,4H/3H/2H/90m/1H,below_price,0.35,70.4,72.42,4H/3H/90m/1H,containing_price,0.0,inside_supply,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,71.4,-0.81,-1.134,Gap down,small_gap,Bullish,0.713,grinding,below_9ema,below_vwap,71.395,71.636,2.012,high_volume,high_volume,Premarket,2026-06-03T08:00:00-04:00,preopen,gap_into_supply,Demand Hold/Reversal Watch,bouncing_from_demand,"Demand history: holds 44%, breaks 56% (9 tests)",-2.22,66.8,"structure mixed; bouncing from demand; gap into supply; gap down -1.13%; Demand history: holds 44%, breaks 56% (9 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,eligible_pre_grade,9.267,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.22 (Strong 1:2.5–1:3.99); range 1:3.22–1:3.22,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,1
Near-Term,ANET,175.8,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,4H/3H/2H/1H,DBR/RBR,demand,174.9,173.59,173.59,173.59,174.9,1.26,fresh,Fresh / untested (0 tests),0,0.2,Weak,0.74,76.0,Weak,7.44,"4H/3H/2H/1H demand @ 170.77 (RR 3.84, fresh, tests 0, quality 14.8)",3.84,3.84,14.82,170.77,,1:3.84–1:16.50,"T1: 4H/3H/2H/1H demand @ 170.77 (RR 3.84, fresh, tests 0, quality 14.8) | T2: 1H demand @ 169.12 (RR 5.10, fresh, tests 0, quality 8.5) | T3: 1D/4H/3H/2H/90m/1H demand @ 159.51 (RR 12.44, fresh, tests 0, quality 18.2) | T4: 4H/3H demand @ 157.50 (RR 13.97, multiple_tests, tests 8, quality -999.0, soft obstacle: 4plus_tests) | T5: 4H/3H/2H demand @ 154.19 (RR 16.50, fresh, tests 0, quality 14.8)","4H/3H/2H/1H demand @ 170.77 (RR 3.84, fresh, tests 0, quality 14.8)",3.84,fresh,0.0,hard_target,"1H demand @ 169.12 (RR 5.10, fresh, tests 0, quality 8.5)",5.1,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H demand @ 159.51 (RR 12.44, fresh, tests 0, quality 18.2)",12.44,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,4,"4H,3H,2H,1H",4H demand 173.59-174.62 RBR; 3H demand 173.59-174.62 RBR; 2H demand 173.59-174.90 DBR; 1H demand 174.07-174.56 DBR,4H,173.59,174.9,4H/3H/2H/1H,below_price,0.51,172.7,177.18,1D/4H/3H/2H/90m/1H,containing_price,0.0,inside_supply,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,175.32,0.48,0.274,Flat / no meaningful gap,flat,Bullish,0.742,grinding,above_9ema,above_vwap,175.005,175.581,3.345,high_volume,volume_expansion_with_direction,Premarket,2026-06-03T08:00:00-04:00,preopen,gap_into_supply,Demand Breakdown Watch,bouncing_from_demand,"Demand history: holds 50%, breaks 33% (6 tests)",-3.33,77.7,"structure mixed; bouncing from demand; volume expansion; gap into supply; Demand history: holds 50%, breaks 33% (6 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,9.234,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.84 (Strong 1:2.5–1:3.99); range 1:3.84–1:12.44,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,MSFT,439.76,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,3H/2H/90m,DBD/RBD,supply,446.22,443.83,446.22,446.22,443.83,1.47,fresh,Fresh / untested (0 tests),0,-0.5,Weak,0.93,13.25,Average,6.93,"1D/4H/3H/2H/90m supply @ 460.33 (RR 8.61, fresh, tests 0, quality 18.4)",6.0,8.61,18.41,460.33,,1:8.61–1:42.59,"T1: 1D/4H/3H/2H/90m supply @ 460.33 (RR 8.61, fresh, tests 0, quality 18.4) | T2: 1D/4H/3H/2H/90m supply @ 478.86 (RR 16.36, fresh, tests 0, quality 22.5) | T3: 1D supply @ 485.93 (RR 19.32, one_test, tests 1, quality 11.3) | T4: 1D supply @ 507.49 (RR 28.34, fresh, tests 0, quality 15.8) | T5: 1D supply @ 541.55 (RR 42.59, fresh, tests 0, quality 16.2)","1D/4H/3H/2H/90m supply @ 460.33 (RR 8.61, fresh, tests 0, quality 18.4)",8.61,fresh,0.0,hard_target,"1D/4H/3H/2H/90m supply @ 478.86 (RR 16.36, fresh, tests 0, quality 22.5)",16.36,fresh,0.0,hard_target,"1D supply @ 485.93 (RR 19.32, one_test, tests 1, quality 11.3)",19.32,one_test,1.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,3,"3H,2H,90m",3H supply 444.23-446.22 DBD; 2H supply 444.23-446.22 DBD; 90m supply 443.83-446.22 RBD,3H,439.76,443.63,4H/3H,containing_price,0.0,443.83,446.22,3H/2H/90m,above_price,0.93,inside_demand,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,441.29,-1.53,-0.347,Flat / no meaningful gap,flat,Sideways,-0.464,grinding,below_9ema,below_vwap,441.503,441.335,2.625,high_volume,high_volume,Premarket,2026-06-03T08:00:00-04:00,preopen,gap_into_demand,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 25%, breaks 25% (4 tests)",0.0,55.0,"structure mixed; gap into demand; Supply history: rejects 25%, breaks 25% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.935,A+,Excellent 1:4.0+,rr-excellent,T1 1:8.61 (Excellent 1:4.0+); range 1:8.61–1:19.32,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,NFLX,83.11,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,3H/2H,DBD,supply,84.4,84.05,84.4,84.4,84.05,1.55,fresh,Fresh / untested (0 tests),0,-1.05,Moderate,1.75,3.24,Excellent,7.8,"1D/4H/3H/2H/90m/1H supply @ 85.72 (RR 7.45, fresh, tests 0, quality 18.3)",6.0,7.45,18.28,85.72,,1:7.45–1:22.65,"T1: 1D/4H/3H/2H/90m/1H supply @ 85.72 (RR 7.45, fresh, tests 0, quality 18.3) | T2: 90m supply @ 87.45 (RR 12.40, fresh, tests 0, quality 8.8) | T3: 4H/3H/2H/90m/1H supply @ 88.28 (RR 14.77, fresh, tests 0, quality 13.8) | T4: 1H supply @ 89.31 (RR 17.71, fresh, tests 0, quality 10.4) | T5: 4H/3H/2H/90m/1H supply @ 91.04 (RR 22.65, one_test, tests 1, quality 14.9)","1D/4H/3H/2H/90m/1H supply @ 85.72 (RR 7.45, fresh, tests 0, quality 18.3)",7.45,fresh,0.0,hard_target,"90m supply @ 87.45 (RR 12.40, fresh, tests 0, quality 8.8)",12.4,fresh,0.0,hard_target,"4H/3H/2H/90m/1H supply @ 88.28 (RR 14.77, fresh, tests 0, quality 13.8)",14.77,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,2,"3H,2H",3H supply 84.05-84.40 DBD; 2H supply 84.05-84.27 DBD,3H,81.67,82.71,4H/3H/2H/90m/1H,below_price,0.48,84.05,84.4,3H/2H,above_price,1.13,between_nearest_demand_and_supply,2026-06-03T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-06-03 08:00 AM EDT,83.3,-0.189,-0.227,Flat / no meaningful gap,flat,Bearish,-0.508,grinding,below_9ema,below_vwap,83.423,83.332,3.024,high_volume,high_volume,Premarket,2026-06-03T08:00:00-04:00,preopen,no_meaningful_gap,Supply Breakout Watch,rejecting_from_supply,"Supply history: rejects 0%, breaks 75% (4 tests)",15.0,79.0,"structure mixed; rejecting from supply; Supply history: rejects 0%, breaks 75% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,eligible_pre_grade,8.845,A+,Excellent 1:4.0+,rr-excellent,T1 1:7.45 (Excellent 1:4.0+); range 1:7.45–1:14.77,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
