test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,NVDA,188.533,192.1,2026-01-28T08:00:00-05:00,Premarket,1.892,Gap up,3.567,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,AMD,252.04,254.32,2026-01-28T08:00:00-05:00,Premarket,0.905,Gap up,2.28,Bullish,directional,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,AVGO,332.8,335.84,2026-01-28T08:00:00-05:00,Premarket,0.913,Gap up,3.04,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,TSLA,430.91,432.66,2026-01-28T08:00:00-05:00,Premarket,0.406,Flat / no meaningful gap,1.75,Sideways,sideways,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,META,673.02,671.59,2026-01-28T08:00:00-05:00,Premarket,-0.212,Flat / no meaningful gap,-1.43,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,AMZN,244.68,246.1185,2026-01-28T08:00:00-05:00,Premarket,0.588,Flat / no meaningful gap,1.439,Bullish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,MSFT,480.585,481.89,2026-01-28T08:00:00-05:00,Premarket,0.272,Flat / no meaningful gap,1.305,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,PLTR,165.71,165.51,2026-01-28T08:00:00-05:00,Premarket,-0.121,Flat / no meaningful gap,-0.2,Sideways,grinding,high_volume,high_volume,above_9ema,below_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,AAPL,258.27,257.54,2026-01-28T08:00:00-05:00,Premarket,-0.283,Flat / no meaningful gap,-0.73,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,GOOGL,334.6,335.86,2026-01-28T08:00:00-05:00,Premarket,0.377,Flat / no meaningful gap,1.26,Sideways,sideways,high_volume,absorption_possible,above_9ema,above_vwap
2026-01-28,2026-01-27T16:00:00-05:00,2026-01-28T08:00:00-05:00,NFLX,85.59,85.4,2026-01-28T08:00:00-05:00,Premarket,-0.222,Flat / no meaningful gap,-0.19,Sideways,sideways,high_volume,high_volume,above_9ema,below_vwap
