test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,NVDA,184.87,185.7,2026-02-27T08:00:00-05:00,Premarket,0.449,Flat / no meaningful gap,0.83,Sideways,sideways,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,AMD,203.7,201.77,2026-02-27T08:00:00-05:00,Premarket,-0.947,Gap down,-1.93,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,AVGO,321.7,314.7212,2026-02-27T08:00:00-05:00,Premarket,-2.169,Gap down,-6.979,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,TSLA,408.5,406.1,2026-02-27T08:00:00-05:00,Premarket,-0.588,Flat / no meaningful gap,-2.4,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,META,657.009,650.5,2026-02-27T08:00:00-05:00,Premarket,-0.991,Gap down,-6.509,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,AMZN,207.91,206.2378,2026-02-27T08:00:00-05:00,Premarket,-0.804,Gap down,-1.672,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,MSFT,401.81,400.07,2026-02-27T08:00:00-05:00,Premarket,-0.433,Flat / no meaningful gap,-1.74,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,PLTR,135.939,135.7643,2026-02-27T08:00:00-05:00,Premarket,-0.129,Flat / no meaningful gap,-0.175,Sideways,sideways,elevated_volume,elevated_volume,above_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,AAPL,273.0,272.2,2026-02-27T08:00:00-05:00,Premarket,-0.293,Flat / no meaningful gap,-0.8,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,GOOGL,307.415,306.0,2026-02-27T08:00:00-05:00,Premarket,-0.46,Flat / no meaningful gap,-1.415,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,NFLX,84.615,91.6,2026-02-27T08:00:00-05:00,Premarket,8.255,Gap up,6.985,Bullish,impulsive,high_volume,high_volume,above_9ema,above_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,COST,986.68,983.14,2026-02-27T08:00:00-05:00,Premarket,-0.359,Flat / no meaningful gap,-3.54,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-27,2026-02-26T16:00:00-05:00,2026-02-27T08:00:00-05:00,INTC,45.48,44.88,2026-02-27T08:00:00-05:00,Premarket,-1.319,Gap down,-0.6,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
