test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,NVDA,192.43,190.75,2026-01-30T08:00:00-05:00,Premarket,-0.873,Gap down,-1.68,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,AMD,252.09,247.99,2026-01-30T08:00:00-05:00,Premarket,-1.626,Gap down,-4.1,Sideways,sideways,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,AVGO,330.75,329.55,2026-01-30T08:00:00-05:00,Premarket,-0.363,Flat / no meaningful gap,-1.2,Sideways,sideways,high_volume,high_volume,above_9ema,below_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,TSLA,416.44,426.0549,2026-01-30T08:00:00-05:00,Premarket,2.309,Gap up,9.615,Bullish,impulsive,high_volume,absorption_possible,above_9ema,above_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,META,738.58,730.32,2026-01-30T08:00:00-05:00,Premarket,-1.118,Gap down,-8.26,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,AMZN,241.68,239.47,2026-01-30T08:00:00-05:00,Premarket,-0.914,Gap down,-2.21,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,MSFT,433.47,437.43,2026-01-30T08:00:00-05:00,Premarket,0.914,Gap up,3.96,Bullish,impulsive,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,PLTR,151.92,149.27,2026-01-30T08:00:00-05:00,Premarket,-1.744,Gap down,-2.65,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,AAPL,258.175,256.7498,2026-01-30T08:00:00-05:00,Premarket,-0.552,Flat / no meaningful gap,-1.425,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-01-30,2026-01-29T16:00:00-05:00,2026-01-30T08:00:00-05:00,GOOGL,338.08,334.69,2026-01-30T08:00:00-05:00,Premarket,-1.003,Gap down,-3.39,Bearish,grinding,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
