test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,NVDA,186.01,185.02,2026-03-12T08:00:00-04:00,Premarket,-0.532,Flat / no meaningful gap,-0.99,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,AMD,204.75,203.0,2026-03-12T08:00:00-04:00,Premarket,-0.855,Gap down,-1.75,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,AVGO,341.48,338.51,2026-03-12T08:00:00-04:00,Premarket,-0.87,Gap down,-2.97,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,TSLA,407.86,408.18,2026-03-12T08:00:00-04:00,Premarket,0.078,Flat / no meaningful gap,0.32,Sideways,grinding,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,META,654.7,650.0,2026-03-12T08:00:00-04:00,Premarket,-0.718,Flat / no meaningful gap,-4.7,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,AMZN,212.63,211.2,2026-03-12T08:00:00-04:00,Premarket,-0.673,Flat / no meaningful gap,-1.43,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,MSFT,404.89,402.8,2026-03-12T08:00:00-04:00,Premarket,-0.516,Flat / no meaningful gap,-2.09,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,PLTR,151.57,151.13,2026-03-12T08:00:00-04:00,Premarket,-0.29,Flat / no meaningful gap,-0.44,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,AAPL,260.81,259.85,2026-03-12T08:00:00-04:00,Premarket,-0.368,Flat / no meaningful gap,-0.96,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,GOOGL,308.71,306.2,2026-03-12T08:00:00-04:00,Premarket,-0.813,Gap down,-2.51,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,NFLX,94.88,94.25,2026-03-12T08:00:00-04:00,Premarket,-0.664,Flat / no meaningful gap,-0.63,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,COST,992.23,989.38,2026-03-12T08:00:00-04:00,Premarket,-0.287,Flat / no meaningful gap,-2.85,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,INTC,47.96,47.6442,2026-03-12T08:00:00-04:00,Premarket,-0.658,Flat / no meaningful gap,-0.316,Sideways,sideways,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,MU,418.62,415.67,2026-03-12T08:00:00-04:00,Premarket,-0.705,Flat / no meaningful gap,-2.95,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,CRM,194.09,193.5,2026-03-12T08:00:00-04:00,Premarket,-0.304,Flat / no meaningful gap,-0.59,Sideways,grinding,high_volume,volume_expansion_with_direction,above_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,PANW,164.9,164.178,2026-03-12T08:00:00-04:00,Premarket,-0.438,Flat / no meaningful gap,-0.722,Sideways,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,CRWD,442.115,438.97,2026-03-12T08:00:00-04:00,Premarket,-0.711,Flat / no meaningful gap,-3.145,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,SNOW,179.37,177.7852,2026-03-12T08:00:00-04:00,Premarket,-0.884,Gap down,-1.585,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,SHOP,129.57,129.0,2026-03-12T08:00:00-04:00,Premarket,-0.44,Flat / no meaningful gap,-0.57,Sideways,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,UBER,74.97,74.6093,2026-03-12T08:00:00-04:00,Premarket,-0.481,Flat / no meaningful gap,-0.361,Bullish,grinding,high_volume,volume_expansion_with_direction,above_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,ARM,120.06,118.92,2026-03-12T08:00:00-04:00,Premarket,-0.95,Gap down,-1.14,Bearish,grinding,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,ANET,138.28,136.92,2026-03-12T08:00:00-04:00,Premarket,-0.984,Gap down,-1.36,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,SMCI,31.79,31.53,2026-03-12T08:00:00-04:00,Premarket,-0.818,Gap down,-0.26,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,HOOD,78.68,77.45,2026-03-12T08:00:00-04:00,Premarket,-1.563,Gap down,-1.23,Bearish,directional,elevated_volume,elevated_volume,below_9ema,below_vwap
2026-03-12,2026-03-11T16:00:00-04:00,2026-03-12T08:00:00-04:00,SOFI,18.52,18.22,2026-03-12T08:00:00-04:00,Premarket,-1.62,Gap down,-0.3,Bearish,grinding,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
