test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,NVDA,195.75,193.5381,2026-06-26T08:00:00-04:00,Premarket,-1.13,Gap down,-2.212,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,AMD,532.69,513.8537,2026-06-26T08:00:00-04:00,Premarket,-3.536,Gap down,-18.836,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,AVGO,379.325,372.0538,2026-06-26T08:00:00-04:00,Premarket,-1.917,Gap down,-7.271,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,TSLA,375.12,370.98,2026-06-26T08:00:00-04:00,Premarket,-1.104,Gap down,-4.14,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,META,542.83,545.1222,2026-06-26T08:00:00-04:00,Premarket,0.422,Flat / no meaningful gap,2.292,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,AMZN,227.16,227.68,2026-06-26T08:00:00-04:00,Premarket,0.229,Flat / no meaningful gap,0.52,Bearish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,MSFT,352.6931,356.49,2026-06-26T08:00:00-04:00,Premarket,1.077,Gap up,3.797,Bullish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,PLTR,107.315,109.0405,2026-06-26T08:00:00-04:00,Premarket,1.608,Gap up,1.725,Bullish,directional,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,AAPL,275.05,276.61,2026-06-26T08:00:00-04:00,Premarket,0.567,Flat / no meaningful gap,1.56,Bearish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,GOOGL,343.56,341.2295,2026-06-26T08:00:00-04:00,Premarket,-0.678,Flat / no meaningful gap,-2.331,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,NFLX,70.9,71.3392,2026-06-26T08:00:00-04:00,Premarket,0.619,Flat / no meaningful gap,0.439,Bearish,directional,high_volume,high_volume,below_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,COST,942.48,946.5,2026-06-26T07:45:00-04:00,Premarket,0.427,Flat / no meaningful gap,4.02,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,INTC,133.0,128.4287,2026-06-26T08:00:00-04:00,Premarket,-3.437,Gap down,-4.571,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,MU,1214.59,1154.91,2026-06-26T08:00:00-04:00,Premarket,-4.914,Gap down,-59.68,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,CRM,150.22,151.1052,2026-06-26T08:00:00-04:00,Premarket,0.589,Flat / no meaningful gap,0.885,Bullish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,PANW,293.09,292.2,2026-06-26T07:45:00-04:00,Premarket,-0.304,Flat / no meaningful gap,-0.89,Sideways,grinding,normal_volume,normal_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,CRWD,678.985,676.87,2026-06-26T08:00:00-04:00,Premarket,-0.311,Flat / no meaningful gap,-2.115,Sideways,sideways,high_volume,absorption_possible,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,SNOW,227.12,227.38,2026-06-26T07:40:00-04:00,Premarket,0.114,Flat / no meaningful gap,0.26,Bearish,grinding,high_volume,volume_expansion_with_direction,below_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,SHOP,111.595,111.62,2026-06-26T07:50:00-04:00,Premarket,0.022,Flat / no meaningful gap,0.025,Bearish,grinding,high_volume,high_volume,below_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,UBER,72.275,72.195,2026-06-26T08:00:00-04:00,Premarket,-0.111,Flat / no meaningful gap,-0.08,Bearish,grinding,high_volume,high_volume,below_9ema,above_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,ARM,347.5,333.5,2026-06-26T08:00:00-04:00,Premarket,-4.029,Gap down,-14.0,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,ANET,165.56,162.2,2026-06-26T08:00:00-04:00,Premarket,-2.029,Gap down,-3.36,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,SMCI,31.705,30.858,2026-06-26T08:00:00-04:00,Premarket,-2.672,Gap down,-0.847,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,HOOD,93.49,92.5,2026-06-26T08:00:00-04:00,Premarket,-1.059,Gap down,-0.99,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,SOFI,17.29,17.1803,2026-06-26T08:00:00-04:00,Premarket,-0.634,Flat / no meaningful gap,-0.11,Sideways,grinding,elevated_volume,elevated_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,COIN,142.58,141.7,2026-06-26T08:00:00-04:00,Premarket,-0.617,Flat / no meaningful gap,-0.88,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,RBLX,46.39,46.1925,2026-06-26T07:50:00-04:00,Premarket,-0.426,Flat / no meaningful gap,-0.197,Bullish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-06-26,2026-06-25T16:00:00-04:00,2026-06-26T08:00:00-04:00,NET,226.7,226.44,2026-06-26T07:50:00-04:00,Premarket,-0.115,Flat / no meaningful gap,-0.26,Bullish,directional,high_volume,absorption_possible,above_9ema,below_vwap
