test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,NVDA,178.505,177.83,2026-03-20T08:00:00-04:00,Premarket,-0.378,Flat / no meaningful gap,-0.675,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,AMD,205.23,203.44,2026-03-20T08:00:00-04:00,Premarket,-0.872,Gap down,-1.79,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,AVGO,319.77,320.06,2026-03-20T08:00:00-04:00,Premarket,0.091,Flat / no meaningful gap,0.29,Sideways,grinding,high_volume,absorption_possible,above_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,TSLA,380.24,378.27,2026-03-20T08:00:00-04:00,Premarket,-0.518,Flat / no meaningful gap,-1.97,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,META,606.8359,604.0,2026-03-20T08:00:00-04:00,Premarket,-0.467,Flat / no meaningful gap,-2.836,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,AMZN,208.81,207.6,2026-03-20T08:00:00-04:00,Premarket,-0.579,Flat / no meaningful gap,-1.21,Sideways,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,MSFT,388.878,387.008,2026-03-20T08:00:00-04:00,Premarket,-0.481,Flat / no meaningful gap,-1.87,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,PLTR,155.71,154.23,2026-03-20T08:00:00-04:00,Premarket,-0.95,Gap down,-1.48,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,AAPL,248.907,247.28,2026-03-20T08:00:00-04:00,Premarket,-0.654,Flat / no meaningful gap,-1.627,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,GOOGL,307.08,304.63,2026-03-20T08:00:00-04:00,Premarket,-0.798,Gap down,-2.45,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,NFLX,91.78,91.81,2026-03-20T08:00:00-04:00,Premarket,0.033,Flat / no meaningful gap,0.03,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,COST,974.7,978.61,2026-03-20T08:00:00-04:00,Premarket,0.401,Flat / no meaningful gap,3.91,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,INTC,46.19,46.05,2026-03-20T08:00:00-04:00,Premarket,-0.303,Flat / no meaningful gap,-0.14,Sideways,sideways,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,MU,444.24,440.0,2026-03-20T08:00:00-04:00,Premarket,-0.954,Gap down,-4.24,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,CRM,194.97,192.9,2026-03-20T08:00:00-04:00,Premarket,-1.062,Gap down,-2.07,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,PANW,169.74,170.1,2026-03-20T08:00:00-04:00,Premarket,0.212,Flat / no meaningful gap,0.36,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,CRWD,428.15,427.0,2026-03-20T08:00:00-04:00,Premarket,-0.269,Flat / no meaningful gap,-1.15,Bearish,grinding,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,SNOW,175.4,175.38,2026-03-20T08:00:00-04:00,Premarket,-0.011,Flat / no meaningful gap,-0.02,Sideways,sideways,high_volume,absorption_possible,above_9ema,above_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,SHOP,122.36,122.15,2026-03-20T08:00:00-04:00,Premarket,-0.172,Flat / no meaningful gap,-0.21,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,UBER,75.35,75.4,2026-03-20T08:00:00-04:00,Premarket,0.066,Flat / no meaningful gap,0.05,Bearish,grinding,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,ARM,129.8,134.7218,2026-03-20T08:00:00-04:00,Premarket,3.792,Gap up,4.922,Bullish,impulsive,high_volume,high_volume,above_9ema,above_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,ANET,136.26,136.0,2026-03-20T08:00:00-04:00,Premarket,-0.191,Flat / no meaningful gap,-0.26,Sideways,grinding,high_volume,volume_expansion_with_direction,above_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,SMCI,30.795,22.2831,2026-03-20T08:00:00-04:00,Premarket,-27.641,Gap down,-8.512,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,HOOD,74.18,73.78,2026-03-20T08:00:00-04:00,Premarket,-0.539,Flat / no meaningful gap,-0.4,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,SOFI,17.08,16.9338,2026-03-20T08:00:00-04:00,Premarket,-0.856,Gap down,-0.146,Bearish,directional,elevated_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,COIN,202.91,202.0,2026-03-20T08:00:00-04:00,Premarket,-0.448,Flat / no meaningful gap,-0.91,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,RBLX,57.52,57.43,2026-03-20T08:00:00-04:00,Premarket,-0.156,Flat / no meaningful gap,-0.09,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,NET,221.75,220.0,2026-03-20T08:00:00-04:00,Premarket,-0.789,Gap down,-1.75,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,RKLB,71.83,71.57,2026-03-20T08:00:00-04:00,Premarket,-0.362,Flat / no meaningful gap,-0.26,Sideways,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,ASTS,94.08,94.75,2026-03-20T08:00:00-04:00,Premarket,0.712,Flat / no meaningful gap,0.67,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
2026-03-20,2026-03-19T16:00:00-04:00,2026-03-20T08:00:00-04:00,HIMS,24.165,23.8704,2026-03-20T08:00:00-04:00,Premarket,-1.219,Gap down,-0.295,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
