status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed
Immediate,INTC,44.15,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,44.24,43.89,43.89,44.24,43.89,0.0,fresh,Fresh / untested (0 tests),0,1.8,Strong,2.12,7.78,Excellent,9.92,"1H supply @ 45.86 (RR 4.89, fresh, tests 0, quality 8.3)",4.89,4.89,8.35,45.86,,1:4.89–1:28.71,"T1: 1H supply @ 45.86 (RR 4.89, fresh, tests 0, quality 8.3) | T2: 1D/4H/3H/2H/90m/1H supply @ 54.20 (RR 28.71, fresh, tests 0, quality 22.2)","1H supply @ 45.86 (RR 4.89, fresh, tests 0, quality 8.3)",4.89,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 54.20 (RR 28.71, fresh, tests 0, quality 22.2)",28.71,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,A,1,1D,1D demand 43.89-44.24 RBR,1D,43.89,44.24,1D,containing_price,0.0,45.86,46.67,1H,above_price,3.87,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,45.07,-0.92,-2.041,Gap down,moderate_gap,Bearish,-1.064,directional,below_9ema,below_vwap,45.071,45.071,1.986,high_volume,high_volume,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 100%, breaks 0% (5 tests)",15.0,76.0,"structure mixed; testing demand; gap into demand; gap down -2.04%; Demand history: holds 100%, breaks 0% (5 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Priority movement watch,eligible_pre_grade,8.4,A,Excellent 1:4.0+,rr-excellent,T1 1:4.89 (Excellent 1:4.0+); range 1:4.89–1:28.71,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,INTC,44.15,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D,RBR,demand,44.24,43.89,43.89,43.89,44.24,0.0,fresh,Fresh / untested (0 tests),0,1.8,Strong,2.12,7.78,Excellent,9.92,"1H demand @ 41.12 (RR 8.66, fresh, tests 0, quality 13.8)",6.0,8.66,13.75,41.12,,1:8.66–1:28.06,"T1: 1H demand @ 41.12 (RR 8.66, fresh, tests 0, quality 13.8) | T2: 1D demand @ 40.04 (RR 11.74, fresh, tests 0, quality 16.2) | T3: 1D demand @ 36.35 (RR 22.29, fresh, tests 0, quality 13.7) | T4: 1D demand @ 35.83 (RR 23.77, multiple_tests, tests 3, quality 5.8, soft obstacle: low_quality) | T5: 1D demand @ 34.33 (RR 28.06, multiple_tests, tests 2, quality 6.4)","1H demand @ 41.12 (RR 8.66, fresh, tests 0, quality 13.8)",8.66,fresh,0.0,hard_target,"1D demand @ 40.04 (RR 11.74, fresh, tests 0, quality 16.2)",11.74,fresh,0.0,hard_target,"1D demand @ 36.35 (RR 22.29, fresh, tests 0, quality 13.7)",22.29,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,1,1D,1D demand 43.89-44.24 RBR,1D,43.89,44.24,1D,containing_price,0.0,45.86,46.67,1H,above_price,3.87,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,45.07,-0.92,-2.041,Gap down,moderate_gap,Bearish,-1.064,directional,below_9ema,below_vwap,45.071,45.071,1.986,high_volume,high_volume,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 100%, breaks 0% (5 tests)",-15.0,46.0,"structure mixed; testing demand; gap into demand; gap down -2.04%; Demand history: holds 100%, breaks 0% (5 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Research / monitor only,eligible_pre_grade,8.73,A,Excellent 1:4.0+,rr-excellent,T1 1:8.66 (Excellent 1:4.0+); range 1:8.66–1:22.29,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure
Immediate,SNOW,208.83,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D/4H/2H/90m/1H,DBR/RBR,demand,209.88,204.18,204.18,204.18,209.88,0.0,fresh,Fresh / untested (0 tests),0,0.69,Weak,0.95,3.79,Average,9.14,"1D demand @ 195.20 (RR 2.39, fresh, tests 0, quality 15.9)",2.39,2.39,15.89,195.2,,1:2.39–1:2.77,"T1: 1D demand @ 195.20 (RR 2.39, fresh, tests 0, quality 15.9) | T2: 1D demand @ 193.06 (RR 2.77, multiple_tests, tests 3, quality 7.2)","1D demand @ 195.20 (RR 2.39, fresh, tests 0, quality 15.9)",2.39,fresh,0.0,hard_target,"1D demand @ 193.06 (RR 2.77, multiple_tests, tests 3, quality 7.2)",2.77,multiple_tests,3.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,A,13,"1D,4H,2H,90m,1H",1D demand 205.05-207.08 DBR; 4H demand 204.87-208.93 RBR; 2H demand 205.64-206.26 DBR; 2H demand 205.47-206.50 RBR; 90m demand 204.87-207.69 RBR; 90m demand 205.64-206.26 RBR; 90m demand 209.21-209.88 RBR; 90m demand 204.18-205.07 DBR; 1H demand 209.29-209.88 RBR; 1H demand 205.64-206.26 RBR; 1H demand 204.18-204.97 DBR; 1H demand 205.75-206.63 DBR; 1H demand 204.96-206.11 DBR,1D,204.18,209.88,1D/4H/2H/90m/1H,containing_price,0.0,210.29,212.79,90m/1H,above_price,0.7,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,209.69,-0.86,-0.41,Flat / no meaningful gap,flat,Sideways,-0.367,grinding,below_9ema,below_vwap,209.462,209.505,3.913,high_volume,absorption_possible,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 50%, breaks 50% (4 tests)",0.0,69.0,"structure mixed; testing demand; possible absorption; gap into demand; Demand history: holds 50%, breaks 50% (4 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,8.719,A,Acceptable 1:2.0–1:2.49,rr-acceptable,T1 1:2.39 (Acceptable 1:2.0–1:2.49); range 1:2.39–1:2.77,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure
Immediate,QQQ,621.64,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D/2H/90m/1H,DBD/RBD,supply,629.47,621.26,629.47,621.26,629.47,0.0,fresh,Fresh / untested (0 tests),0,-2.24,Excellent,1.74,3.11,Excellent,8.98,"1D/2H/90m/1H demand @ 611.57 (RR 1.23, fresh, tests 0, quality 17.4)",1.23,1.23,17.37,611.57,,1:1.23–1:6.98,"T1: 1D/2H/90m/1H demand @ 611.57 (RR 1.23, fresh, tests 0, quality 17.4) | T2: 1D demand @ 586.66 (RR 4.26, multiple_tests, tests 3, quality 6.3) | T3: 1D demand @ 570.07 (RR 6.28, fresh, tests 0, quality 13.9) | T4: 1D demand @ 564.35 (RR 6.98, one_test, tests 1, quality 11.3)","1D/2H/90m/1H demand @ 611.57 (RR 1.23, fresh, tests 0, quality 17.4)",1.23,fresh,0.0,hard_target,"1D demand @ 586.66 (RR 4.26, multiple_tests, tests 3, quality 6.3)",4.26,multiple_tests,3.0,hard_target,"1D demand @ 570.07 (RR 6.28, fresh, tests 0, quality 13.9)",6.28,fresh,0.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A,13,"1D,2H,90m,1H",1D supply 621.26-626.08 DBD; 1D supply 626.24-629.47 DBD; 1D supply 623.04-627.94 RBD; 1D supply 624.38-628.92 RBD; 2H supply 626.00-626.98 RBD; 2H supply 628.13-628.85 RBD; 90m supply 625.60-626.32 RBD; 90m supply 624.26-625.40 RBD; 90m supply 627.82-628.85 RBD; 1H supply 624.09-624.96 RBD; 1H supply 625.60-626.03 RBD; 1H supply 623.03-623.74 DBD; 1H supply 628.14-628.85 DBD,1D,618.91,621.65,4H,containing_price,0.0,621.26,629.47,1D/2H/90m/1H,containing_price,0.0,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,622.78,-1.14,-0.183,Flat / no meaningful gap,flat,Sideways,-0.175,sideways,below_9ema,below_vwap,622.64,622.896,2.902,high_volume,absorption_possible,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_supply,Supply Rejection Watch,testing_supply,"Supply history: rejects 25%, breaks 50% (4 tests)",-5.0,64.0,"structure mixed; testing supply; possible absorption; gap into supply; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.983,A,Poor <1:1.5,rr-poor,T1 1:1.23 (Poor <1:1.5); range 1:1.23–1:6.28,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening
Immediate,QQQ,621.64,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/2H/90m/1H,DBD/RBD,supply,629.47,621.26,629.47,629.47,621.26,0.0,fresh,Fresh / untested (0 tests),0,-2.24,Excellent,1.74,3.11,Excellent,8.98,"1D supply @ 632.08 (RR 1.27, fresh, tests 0, quality 15.6)",1.27,1.27,15.62,632.08,,1:1.27,"T1: 1D supply @ 632.08 (RR 1.27, fresh, tests 0, quality 15.6)","1D supply @ 632.08 (RR 1.27, fresh, tests 0, quality 15.6)",1.27,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,13,"1D,2H,90m,1H",1D supply 621.26-626.08 DBD; 1D supply 626.24-629.47 DBD; 1D supply 623.04-627.94 RBD; 1D supply 624.38-628.92 RBD; 2H supply 626.00-626.98 RBD; 2H supply 628.13-628.85 RBD; 90m supply 625.60-626.32 RBD; 90m supply 624.26-625.40 RBD; 90m supply 627.82-628.85 RBD; 1H supply 624.09-624.96 RBD; 1H supply 625.60-626.03 RBD; 1H supply 623.03-623.74 DBD; 1H supply 628.14-628.85 DBD,1D,618.91,621.65,4H,containing_price,0.0,621.26,629.47,1D/2H/90m/1H,containing_price,0.0,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,622.78,-1.14,-0.183,Flat / no meaningful gap,flat,Sideways,-0.175,sideways,below_9ema,below_vwap,622.64,622.896,2.902,high_volume,absorption_possible,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 25%, breaks 50% (4 tests)",5.0,74.0,"structure mixed; testing supply; possible absorption; gap into supply; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,rejected_low_rr_to_nearest_opposing_zone,8.007,A,Poor <1:1.5,rr-poor,T1 1:1.27 (Poor <1:1.5); range 1:1.27–1:1.27,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
Immediate,SPY,687.53,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,3H/2H/90m,DBR/RBR,demand,689.85,684.63,684.63,684.63,689.85,0.0,fresh,Fresh / untested (0 tests),0,1.47,Moderate,1.23,19.0,Strong,8.7,"1D/3H/2H/90m/1H demand @ 680.99 (RR 1.25, fresh, tests 0, quality 17.8)",1.25,1.25,17.84,680.99,,1:1.25–1:9.59,"T1: 1D/3H/2H/90m/1H demand @ 680.99 (RR 1.25, fresh, tests 0, quality 17.8) | T2: 1D demand @ 653.62 (RR 6.50, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests) | T3: 1D demand @ 648.83 (RR 7.41, fresh, tests 0, quality 13.3) | T4: 1D demand @ 643.74 (RR 8.39, one_test, tests 1, quality 10.9) | T5: 1D demand @ 637.46 (RR 9.59, one_test, tests 1, quality 12.9)","1D/3H/2H/90m/1H demand @ 680.99 (RR 1.25, fresh, tests 0, quality 17.8)",1.25,fresh,0.0,hard_target,"1D demand @ 653.62 (RR 6.50, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",6.5,multiple_tests,4.0,soft_obstacle,"1D demand @ 648.83 (RR 7.41, fresh, tests 0, quality 13.3)",7.41,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,7,"3H,2H,90m",3H demand 684.63-685.35 RBR; 3H demand 687.60-688.93 DBR; 2H demand 688.37-688.94 DBR; 2H demand 687.60-688.93 DBR; 2H demand 686.92-689.85 RBR; 90m demand 688.51-688.97 DBR; 90m demand 687.60-688.93 DBR,3H,684.63,689.85,3H/2H/90m,containing_price,0.0,689.8,695.74,1D/4H/3H/2H/90m/1H,above_price,0.33,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,689.185,-1.655,-0.24,Flat / no meaningful gap,flat,Sideways,-0.246,sideways,below_9ema,below_vwap,689.148,689.275,2.671,high_volume,high_volume,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 25%, breaks 50% (4 tests)",5.0,66.0,"structure mixed; testing demand; gap into demand; Demand history: holds 25%, breaks 50% (4 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.925,A,Poor <1:1.5,rr-poor,T1 1:1.25 (Poor <1:1.5); range 1:1.25–1:7.41,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure
Immediate,COST,982.0,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D/2H/90m/1H,DBR/RBR,demand,982.18,971.56,971.56,971.56,982.18,0.0,fresh,Fresh / untested (0 tests),0,0.45,Weak,0.64,6.87,Weak,8.59,"1D/4H/3H/2H/90m/1H demand @ 967.19 (RR 1.39, fresh, tests 0, quality 18.2)",1.39,1.39,18.17,967.19,,1:1.39–1:11.38,"T1: 1D/4H/3H/2H/90m/1H demand @ 967.19 (RR 1.39, fresh, tests 0, quality 18.2) | T2: 1D/3H/2H/90m/1H demand @ 946.28 (RR 3.36, fresh, tests 0, quality 17.0) | T3: 1D/90m/1H demand @ 924.89 (RR 5.38, fresh, tests 0, quality 17.5) | T4: 1H demand @ 884.11 (RR 9.22, fresh, tests 0, quality 13.8) | T5: 1D demand @ 861.14 (RR 11.38, fresh, tests 0, quality 14.5)","1D/4H/3H/2H/90m/1H demand @ 967.19 (RR 1.39, fresh, tests 0, quality 18.2)",1.39,fresh,0.0,hard_target,"1D/3H/2H/90m/1H demand @ 946.28 (RR 3.36, fresh, tests 0, quality 17.0)",3.36,fresh,0.0,hard_target,"1D/90m/1H demand @ 924.89 (RR 5.38, fresh, tests 0, quality 17.5)",5.38,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,9,"1D,2H,90m,1H",1D demand 971.56-977.89 RBR; 2H demand 974.26-976.14 RBR; 2H demand 980.24-981.95 RBR; 2H demand 971.56-973.00 DBR; 90m demand 974.26-976.14 RBR; 90m demand 971.56-972.02 RBR; 1H demand 974.26-976.14 RBR; 1H demand 971.56-972.74 RBR; 1H demand 979.80-982.18 RBR,1D,971.56,982.18,1D/2H/90m/1H,containing_price,0.0,978.89,989.64,4H,containing_price,0.0,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,983.19,-1.19,-0.121,Flat / no meaningful gap,flat,Sideways,-0.167,sideways,below_9ema,below_vwap,983.407,983.498,3.334,high_volume,absorption_possible,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_supply,Demand Breakdown Watch,testing_demand,"Demand history: holds 75%, breaks 25% (4 tests)",-10.0,59.0,"structure mixed; testing demand; possible absorption; gap into supply; Demand history: holds 75%, breaks 25% (4 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.982,A,Poor <1:1.5,rr-poor,T1 1:1.39 (Poor <1:1.5); range 1:1.39–1:5.38,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure
Immediate,HOOD,105.8,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,4H/2H/90m/1H,DBR/RBR,demand,107.06,104.96,104.96,104.96,107.06,0.0,fresh,Fresh / untested (0 tests),0,0.85,Weak,1.23,2.67,Strong,7.9,"1D demand @ 101.59 (RR 2.00, one_test, tests 1, quality 10.0)",2.0,2.0,9.97,101.59,,1:2.00,"T1: 1D demand @ 101.59 (RR 2.00, one_test, tests 1, quality 10.0)","1D demand @ 101.59 (RR 2.00, one_test, tests 1, quality 10.0)",2.0,one_test,1.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,9,"4H,2H,90m,1H",4H demand 105.92-107.06 DBR; 2H demand 105.14-105.76 RBR; 90m demand 105.92-106.30 RBR; 90m demand 105.14-105.76 RBR; 1H demand 105.92-106.30 RBR; 1H demand 105.14-105.76 RBR; 1H demand 104.96-105.92 DBR; 1H demand 106.01-106.41 RBR; 1H demand 105.16-105.59 DBR,4H,104.96,107.06,4H/2H/90m/1H,containing_price,0.0,105.72,108.5,1D,containing_price,0.0,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,107.0,-1.2,-1.121,Gap down,small_gap,Bearish,-2.014,impulsive,below_9ema,below_vwap,107.619,107.005,2.723,high_volume,volume_expansion_with_direction,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_supply,Demand Breakdown Watch,testing_demand,"Demand history: holds 33%, breaks 67% (3 tests)",6.67,79.7,"structure mixed; testing demand; volume expansion; gap into supply; gap down -1.12%; Demand history: holds 33%, breaks 67% (3 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,rejected_low_rr_to_nearest_opposing_zone,8.169,A,Acceptable 1:2.0–1:2.49,rr-acceptable,T1 1:2.00 (Acceptable 1:2.0–1:2.49); range 1:2.00–1:2.00,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure
Immediate,TSLA,445.23,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,4H/2H/90m/1H,DBR/RBR,demand,447.43,444.04,444.04,444.04,447.43,0.0,fresh,Fresh / untested (0 tests),0,0.28,Weak,0.48,3.3,Weak,7.26,"3H/2H/90m/1H demand @ 439.07 (RR 1.82, fresh, tests 0, quality 15.5)",1.82,1.82,15.46,439.07,,1:1.82–1:31.47,"T1: 3H/2H/90m/1H demand @ 439.07 (RR 1.82, fresh, tests 0, quality 15.5) | T2: 2H/90m/1H demand @ 419.25 (RR 7.66, fresh, tests 0, quality 13.7) | T3: 1D demand @ 402.32 (RR 12.66, fresh, tests 0, quality 14.4) | T4: 1D demand @ 350.55 (RR 27.93, fresh, tests 0, quality 15.3) | T5: 1D demand @ 338.53 (RR 31.47, fresh, tests 0, quality 14.5)","3H/2H/90m/1H demand @ 439.07 (RR 1.82, fresh, tests 0, quality 15.5)",1.82,fresh,0.0,hard_target,"2H/90m/1H demand @ 419.25 (RR 7.66, fresh, tests 0, quality 13.7)",7.66,fresh,0.0,hard_target,"1D demand @ 402.32 (RR 12.66, fresh, tests 0, quality 14.4)",12.66,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,6,"4H,2H,90m,1H",4H demand 444.04-447.43 DBR; 2H demand 446.03-447.25 DBR; 2H demand 444.58-446.38 RBR; 90m demand 446.88-447.35 DBR; 90m demand 445.50-446.38 RBR; 1H demand 446.88-447.25 RBR,4H,444.04,447.43,4H/2H/90m/1H,containing_price,0.0,447.99,457.55,1D/2H/90m/1H,above_price,0.62,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,449.07,-3.84,-0.855,Gap down,small_gap,Bearish,-0.627,grinding,below_9ema,below_vwap,447.974,448.923,2.348,high_volume,high_volume,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 33%, breaks 17% (6 tests)",-3.33,57.7,"structure mixed; testing demand; gap into demand; gap down -0.85%; Demand history: holds 33%, breaks 17% (6 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.907,A,Watch only 1:1.5–1:1.99,rr-watch,T1 1:1.82 (Watch only 1:1.5–1:1.99); range 1:1.82–1:12.66,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure
Immediate,MSTR,159.65,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,90m/1H,DBR,demand,160.94,156.66,156.66,160.94,156.66,0.0,fresh,Fresh / untested (0 tests),0,0.56,Weak,1.08,3.74,Average,7.0,"1H supply @ 167.47 (RR 1.83, fresh, tests 0, quality 8.3)",1.83,1.83,8.33,167.47,,1:1.83–1:5.53,"T1: 1H supply @ 167.47 (RR 1.83, fresh, tests 0, quality 8.3) | T2: 1D supply @ 171.93 (RR 2.87, fresh, tests 0, quality 14.7) | T3: 2H supply @ 174.50 (RR 3.47, fresh, tests 0, quality 9.1) | T4: 3H/2H/90m/1H supply @ 179.12 (RR 4.55, fresh, tests 0, quality 14.4) | T5: 90m supply @ 183.32 (RR 5.53, fresh, tests 0, quality 9.8)","1H supply @ 167.47 (RR 1.83, fresh, tests 0, quality 8.3)",1.83,fresh,0.0,hard_target,"1D supply @ 171.93 (RR 2.87, fresh, tests 0, quality 14.7)",2.87,fresh,0.0,hard_target,"2H supply @ 174.50 (RR 3.47, fresh, tests 0, quality 9.1)",3.47,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,4,"90m,1H",90m demand 156.81-158.40 DBR; 1H demand 158.72-160.94 DBR; 1H demand 156.66-158.97 DBR; 1H demand 156.81-158.40 DBR,90m,156.66,160.94,90m/1H,containing_price,0.0,167.47,168.96,1H,above_price,4.9,inside_demand,2026-01-26T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-26 08:00 AM EST,163.1506,-3.501,-2.146,Gap down,moderate_gap,Bearish,-2.623,impulsive,below_9ema,below_vwap,163.413,163.13,1.825,high_volume,high_volume,Premarket,2026-01-26T08:00:00-05:00,preopen,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 0%, breaks 100% (4 tests)",-15.0,46.0,"structure mixed; testing demand; gap into demand; gap down -2.15%; Demand history: holds 0%, breaks 100% (4 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,rejected_low_rr_to_nearest_opposing_zone,7.514,A,Watch only 1:1.5–1:1.99,rr-watch,T1 1:1.83 (Watch only 1:1.5–1:1.99); range 1:1.83–1:3.47,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
