status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,snapshot_test_date,snapshot_as_of_date,snapshot_type,snapshot_candidate_id,snapshot_source_file
Near-Term,UBER,81.52,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D,RBR,demand,81.01,80.35,80.35,80.35,81.01,1.43,multiple_tests,Multiple retests (3 tests),3,0.08,Weak,0.21,3.5,Weak,3.79,"1D demand @ 79.77 (RR 2.65, one_test, tests 1, quality 10.5)",2.65,2.65,10.51,79.77,,1:2.65,"T1: 1D demand @ 79.77 (RR 2.65, one_test, tests 1, quality 10.5)","1D demand @ 79.77 (RR 2.65, one_test, tests 1, quality 10.5)",2.65,one_test,1.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D demand 80.35-81.01 RBR,1D,80.35,81.01,1D,below_price,0.63,82.04,83.66,1D,above_price,0.64,between_nearest_demand_and_supply,2026-01-06T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 08:00 AM EST,80.75,0.766,0.949,Gap up,small_gap,Sideways,0.186,sideways,above_9ema,above_vwap,81.112,80.768,2.982,high_volume,high_volume,Premarket,2026-01-06T08:00:00-05:00,preopen,gap_between_zones,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 0%, breaks 75% (4 tests)",15.0,65.0,"structure mixed; gap up 0.95%; Demand history: holds 0%, breaks 75% (4 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,research_only_3_tests,6.095,B,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.65 (Strong 1:2.5–1:3.99); range 1:2.65–1:2.65,False,Developing Scenario,Near zone: developing,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|UBER|Demand Breakdown / Continuation — Puts|demand|1D|80.35|81.01|10,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Near-Term,QQQ,619.42,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D,DBD/RBD,supply,628.92,623.82,628.92,628.92,623.82,1.53,multiple_tests,Multiple retests (2 tests),2,-1.19,Moderate,1.24,4.81,Strong,6.43,"1D supply @ 619.43 (RR 0.00, multiple_tests, tests 2, quality 6.9)",0.0,0.0,6.9,619.43,,1:0.00–1:2.48,"T1: 1D supply @ 619.43 (RR 0.00, multiple_tests, tests 2, quality 6.9) | T2: 1D supply @ 632.08 (RR 2.48, fresh, tests 0, quality 15.6)","1D supply @ 619.43 (RR 0.00, multiple_tests, tests 2, quality 6.9)",0.0,multiple_tests,2.0,hard_target,"1D supply @ 632.08 (RR 2.48, fresh, tests 0, quality 15.6)",2.48,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,B,2,1D,1D supply 623.82-625.78 DBD; 1D supply 624.38-628.92 RBD,1D,606.92,609.8,1D,below_price,1.55,619.43,622.18,1D,above_price,0.0,between_nearest_demand_and_supply,2026-01-06T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 08:00 AM EST,617.95,1.47,0.238,Flat / no meaningful gap,flat,Sideways,0.3,grinding,above_9ema,above_vwap,618.055,617.72,2.26,high_volume,volume_expansion_with_direction,Premarket,2026-01-06T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 25%, breaks 50% (4 tests)",5.0,67.0,"structure mixed; volume expansion; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,5.284,B,Poor <1:1.5,rr-poor,T1 1:0.00 (Poor <1:1.5); range 1:0.00–1:2.48,False,Developing Scenario,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|QQQ|Supply Breakout / Continuation — Calls|supply|1D|623.82|628.92|11,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Near-Term,QQQ,619.42,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,609.8,606.92,606.92,609.8,606.92,1.55,fresh,Fresh / untested (0 tests),0,0.86,Weak,1.03,7.39,Average,7.89,"1D supply @ 619.43 (RR 0.00, multiple_tests, tests 2, quality 6.9)",0.0,0.0,6.9,619.43,,1:0.00–1:1.01,"T1: 1D supply @ 619.43 (RR 0.00, multiple_tests, tests 2, quality 6.9) | T2: 1D supply @ 623.82 (RR 0.35, multiple_tests, tests 2, quality 8.6) | T3: 1D supply @ 632.08 (RR 1.01, fresh, tests 0, quality 15.6)","1D supply @ 619.43 (RR 0.00, multiple_tests, tests 2, quality 6.9)",0.0,multiple_tests,2.0,hard_target,"1D supply @ 623.82 (RR 0.35, multiple_tests, tests 2, quality 8.6)",0.35,multiple_tests,2.0,hard_target,"1D supply @ 632.08 (RR 1.01, fresh, tests 0, quality 15.6)",1.01,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D demand 606.92-609.80 RBR,1D,606.92,609.8,1D,below_price,1.55,619.43,622.18,1D,above_price,0.0,between_nearest_demand_and_supply,2026-01-06T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 08:00 AM EST,617.95,1.47,0.238,Flat / no meaningful gap,flat,Sideways,0.3,grinding,above_9ema,above_vwap,618.055,617.72,2.26,high_volume,volume_expansion_with_direction,Premarket,2026-01-06T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 40%, breaks 60% (5 tests)",-4.0,58.0,"structure mixed; volume expansion; Demand history: holds 40%, breaks 60% (5 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,5.947,B,Poor <1:1.5,rr-poor,T1 1:0.00 (Poor <1:1.5); range 1:0.00–1:1.01,False,Developing Scenario,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|QQQ|Demand Reversal / Hold — Calls|demand|1D|606.92|609.8|12,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Near-Term,NET,197.66,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D,DBD,supply,201.38,199.18,201.38,201.38,199.18,1.88,multiple_tests,Multiple retests (2 tests),2,-0.43,Weak,0.66,7.05,Weak,4.59,"1D supply @ 209.95 (RR 5.59, multiple_tests, tests 3, quality 6.8)",5.59,5.59,6.8,209.95,,1:5.59–1:16.95,"T1: 1D supply @ 209.95 (RR 5.59, multiple_tests, tests 3, quality 6.8) | T2: 1D supply @ 234.95 (RR 16.95, fresh, tests 0, quality 14.1)","1D supply @ 209.95 (RR 5.59, multiple_tests, tests 3, quality 6.8)",5.59,multiple_tests,3.0,hard_target,"1D supply @ 234.95 (RR 16.95, fresh, tests 0, quality 14.1)",16.95,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D supply 199.18-201.38 DBD,1D,193.31,195.68,1D,below_price,1.0,199.18,201.38,1D,above_price,0.77,between_nearest_demand_and_supply,2026-01-06T04:05:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 04:05 AM EST,197.72,-0.06,-0.03,Flat / no meaningful gap,flat,Bearish,-0.763,directional,below_9ema,below_vwap,198.395,197.977,4.202,high_volume,volume_expansion_with_direction,Premarket,2026-01-06T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,rejecting_from_supply,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,76.0,"structure mixed; rejecting from supply; volume expansion; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,rejected_2_tests_without_confluence_or_quality,6.47,B,Excellent 1:4.0+,rr-excellent,T1 1:5.59 (Excellent 1:4.0+); range 1:5.59–1:16.95,False,Developing Scenario,Near zone: developing,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|NET|Supply Breakout / Continuation — Calls|supply|1D|199.18|201.38|13,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Near-Term,UBER,81.52,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,81.01,80.35,80.35,81.01,80.35,0.62,multiple_tests,Multiple retests (3 tests),3,0.08,Weak,0.21,3.5,Weak,3.79,"1D supply @ 82.04 (RR 0.45, fresh, tests 0, quality 14.4)",0.45,0.45,14.41,82.04,,1:0.45–1:14.99,"T1: 1D supply @ 82.04 (RR 0.45, fresh, tests 0, quality 14.4) | T2: 1D supply @ 85.11 (RR 3.08, fresh, tests 0, quality 14.7) | T3: 1D supply @ 93.57 (RR 10.34, fresh, tests 0, quality 14.6) | T4: 1D supply @ 99.00 (RR 14.99, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests)","1D supply @ 82.04 (RR 0.45, fresh, tests 0, quality 14.4)",0.45,fresh,0.0,hard_target,"1D supply @ 85.11 (RR 3.08, fresh, tests 0, quality 14.7)",3.08,fresh,0.0,hard_target,"1D supply @ 93.57 (RR 10.34, fresh, tests 0, quality 14.6)",10.34,fresh,0.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,C,1,1D,1D demand 80.35-81.01 RBR,1D,80.35,81.01,1D,below_price,0.63,82.04,83.66,1D,above_price,0.64,between_nearest_demand_and_supply,2026-01-06T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 08:00 AM EST,80.75,0.766,0.949,Gap up,small_gap,Sideways,0.186,sideways,above_9ema,above_vwap,81.112,80.768,2.982,high_volume,high_volume,Premarket,2026-01-06T08:00:00-05:00,preopen,gap_between_zones,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 0%, breaks 75% (4 tests)",-15.0,35.0,"structure mixed; gap up 0.95%; Demand history: holds 0%, breaks 75% (4 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,research_only_3_tests;rejected_low_rr_to_nearest_opposing_zone,4.855,C,Poor <1:1.5,rr-poor,T1 1:0.45 (Poor <1:1.5); range 1:0.45–1:10.34,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|UBER|Demand Reversal / Hold — Calls|demand|1D|80.35|81.01|14,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Near-Term,NET,197.66,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,195.68,193.31,193.31,195.68,193.31,1.0,multiple_tests,Multiple retests (2 tests),2,0.97,Weak,1.16,2.93,Average,5.63,"1D supply @ 199.18 (RR 0.35, multiple_tests, tests 2, quality 6.3)",0.35,0.35,6.34,199.18,,1:0.35–1:8.57,"T1: 1D supply @ 199.18 (RR 0.35, multiple_tests, tests 2, quality 6.3) | T2: 1D supply @ 209.95 (RR 2.83, multiple_tests, tests 3, quality 6.8) | T3: 1D supply @ 234.95 (RR 8.57, fresh, tests 0, quality 14.1)","1D supply @ 199.18 (RR 0.35, multiple_tests, tests 2, quality 6.3)",0.35,multiple_tests,2.0,hard_target,"1D supply @ 209.95 (RR 2.83, multiple_tests, tests 3, quality 6.8)",2.83,multiple_tests,3.0,hard_target,"1D supply @ 234.95 (RR 8.57, fresh, tests 0, quality 14.1)",8.57,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,C,1,1D,1D demand 193.31-195.68 RBR,1D,193.31,195.68,1D,below_price,1.0,199.18,201.38,1D,above_price,0.77,between_nearest_demand_and_supply,2026-01-06T04:05:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 04:05 AM EST,197.72,-0.06,-0.03,Flat / no meaningful gap,flat,Bearish,-0.763,directional,below_9ema,below_vwap,198.395,197.977,4.202,high_volume,volume_expansion_with_direction,Premarket,2026-01-06T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,approaching_demand_with_weakness,"Demand history: holds 33%, breaks 67% (6 tests)",-6.67,69.3,"structure mixed; approaching demand with weakness; volume expansion; Demand history: holds 33%, breaks 67% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_2_tests_without_confluence_or_quality;rejected_low_rr_to_nearest_opposing_zone,4.936,C,Poor <1:1.5,rr-poor,T1 1:0.35 (Poor <1:1.5); range 1:0.35–1:8.57,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|NET|Demand Reversal / Hold — Calls|demand|1D|193.31|195.68|15,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Near-Term,META,656.9,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,DBR/RBR,demand,650.13,631.63,631.63,650.13,631.63,1.03,one_test,One successful retest (1 tests),1,0.57,Weak,0.8,7.54,Weak,7.37,"1D supply @ 666.80 (RR 0.39, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",0.39,0.39,-999.0,666.8,,1:0.39–1:4.88,"T1: 1D supply @ 666.80 (RR 0.39, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D supply @ 751.44 (RR 3.74, fresh, tests 0, quality 15.2) | T3: 1D supply @ 780.25 (RR 4.88, one_test, tests 1, quality 12.3)","1D supply @ 666.80 (RR 0.39, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",0.39,multiple_tests,7.0,soft_obstacle,"1D supply @ 751.44 (RR 3.74, fresh, tests 0, quality 15.2)",3.74,fresh,0.0,hard_target,"1D supply @ 780.25 (RR 4.88, one_test, tests 1, quality 12.3)",4.88,one_test,1.0,hard_target,2,"1D supply @ 666.80 (RR 0.39, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,4,1D,1D demand 638.70-647.51 RBR; 1D demand 631.63-637.69 RBR; 1D demand 637.76-640.87 RBR; 1D demand 643.40-650.13 DBR,1D,649.2,655.61,1D,below_price,0.2,666.8,676.71,1D,above_price,1.51,between_nearest_demand_and_supply,2026-01-06T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 08:00 AM EST,658.8,-1.9,-0.288,Flat / no meaningful gap,flat,Sideways,-0.5,grinding,below_9ema,below_vwap,659.915,658.537,3.237,high_volume,high_volume,Premarket,2026-01-06T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 43%, breaks 43% (7 tests)",0.0,50.0,"structure mixed; Demand history: holds 43%, breaks 43% (7 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-194.627,C,Poor <1:1.5,rr-poor,T1 1:0.39 (Poor <1:1.5); range 1:0.39–1:4.88,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|META|Demand Reversal / Hold — Calls|demand|1D|631.63|650.13|16,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Near-Term,META,656.9,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,RBD,supply,676.71,666.8,676.71,666.8,676.71,1.51,multiple_tests,Multiple retests (7 tests),7,-0.66,Weak,0.68,2.68,Weak,4.84,"1D demand @ 655.61 (RR 0.07, multiple_tests, tests 3, quality 6.6)",0.07,0.07,6.57,655.61,,1:0.07–1:3.16,"T1: 1D demand @ 655.61 (RR 0.07, multiple_tests, tests 3, quality 6.6) | T2: 1D demand @ 650.13 (RR 0.34, one_test, tests 1, quality 13.0) | T3: 1D demand @ 594.25 (RR 3.16, fresh, tests 0, quality 13.9)","1D demand @ 655.61 (RR 0.07, multiple_tests, tests 3, quality 6.6)",0.07,multiple_tests,3.0,hard_target,"1D demand @ 650.13 (RR 0.34, one_test, tests 1, quality 13.0)",0.34,one_test,1.0,hard_target,"1D demand @ 594.25 (RR 3.16, fresh, tests 0, quality 13.9)",3.16,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,C,1,1D,1D supply 666.80-676.71 RBD,1D,649.2,655.61,1D,below_price,0.2,666.8,676.71,1D,above_price,1.51,between_nearest_demand_and_supply,2026-01-06T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 08:00 AM EST,658.8,-1.9,-0.288,Flat / no meaningful gap,flat,Sideways,-0.5,grinding,below_9ema,below_vwap,659.915,658.537,3.237,high_volume,high_volume,Premarket,2026-01-06T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 67%, breaks 33% (3 tests)",6.67,56.7,"structure mixed; Supply history: rejects 67%, breaks 33% (3 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,rejected_4plus_entry_tests;rejected_low_rr_to_nearest_opposing_zone,3.665,C,Poor <1:1.5,rr-poor,T1 1:0.07 (Poor <1:1.5); range 1:0.07–1:3.16,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|META|Supply Rejection — Puts|supply|1D|666.8|676.71|17,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Near-Term,AVGO,343.81,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,RBD,supply,352.68,349.85,352.68,349.85,352.68,1.76,multiple_tests,Multiple retests (2 tests),2,-0.31,Weak,0.36,30.25,Weak,4.17,"1D demand @ 330.12 (RR 1.54, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests)",1.54,1.54,-999.0,330.12,,1:1.54–1:6.06,"T1: 1D demand @ 330.12 (RR 1.54, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D demand @ 302.39 (RR 4.67, fresh, tests 0, quality 14.2) | T3: 1D demand @ 300.25 (RR 4.91, multiple_tests, tests 3, quality 7.4) | T4: 1D demand @ 290.06 (RR 6.06, one_test, tests 1, quality 10.2)","1D demand @ 330.12 (RR 1.54, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests)",1.54,multiple_tests,5.0,soft_obstacle,"1D demand @ 302.39 (RR 4.67, fresh, tests 0, quality 14.2)",4.67,fresh,0.0,hard_target,"1D demand @ 300.25 (RR 4.91, multiple_tests, tests 3, quality 7.4)",4.91,multiple_tests,3.0,hard_target,3,"1D demand @ 330.12 (RR 1.54, multiple_tests, tests 5, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,1,1D,1D supply 349.85-352.68 RBD,1D,324.61,330.12,1D,below_price,3.98,349.85,352.68,1D,above_price,1.76,between_nearest_demand_and_supply,2026-01-06T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 08:00 AM EST,343.36,0.45,0.131,Flat / no meaningful gap,flat,Bullish,0.56,grinding,above_9ema,above_vwap,343.21,343.19,2.682,high_volume,high_volume,Premarket,2026-01-06T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,approaching_supply_grinding,"Supply history: rejects 30%, breaks 40% (10 tests)",-2.0,54.0,"structure mixed; approaching supply grinding; Supply history: rejects 30%, breaks 40% (10 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Research / monitor only,rejected_2_tests_without_confluence_or_quality;rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-195.859,C,Watch only 1:1.5–1:1.99,rr-watch,T1 1:1.54 (Watch only 1:1.5–1:1.99); range 1:1.54–1:4.91,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|AVGO|Supply Rejection — Puts|supply|1D|349.85|352.68|18,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
Future,AAPL,267.1,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D,DBR/RBR,demand,262.82,258.01,258.01,258.01,262.82,3.4,fresh,Fresh / untested (0 tests),0,1.28,Moderate,1.02,2.41,Average,8.8,"1D demand @ 248.25 (RR 3.92, fresh, tests 0, quality 14.0)",3.92,3.92,13.98,248.25,,1:3.92–1:13.24,"T1: 1D demand @ 248.25 (RR 3.92, fresh, tests 0, quality 14.0) | T2: 1D demand @ 239.97 (RR 5.64, fresh, tests 0, quality 17.9) | T3: 1D demand @ 227.92 (RR 8.15, multiple_tests, tests 3, quality 6.9) | T4: 1D demand @ 220.03 (RR 9.79, fresh, tests 0, quality 16.4) | T5: 1D demand @ 203.40 (RR 13.24, fresh, tests 0, quality 17.0)","1D demand @ 248.25 (RR 3.92, fresh, tests 0, quality 14.0)",3.92,fresh,0.0,hard_target,"1D demand @ 239.97 (RR 5.64, fresh, tests 0, quality 17.9)",5.64,fresh,0.0,hard_target,"1D demand @ 227.92 (RR 8.15, multiple_tests, tests 3, quality 6.9)",8.15,multiple_tests,3.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,2,1D,1D demand 259.18-262.82 RBR; 1D demand 258.01-259.94 DBR,1D,258.01,262.82,1D,below_price,1.6,272.81,274.08,1D,above_price,2.14,between_nearest_demand_and_supply,2026-01-06T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-06 08:00 AM EST,267.26,-0.16,-0.06,Flat / no meaningful gap,flat,Sideways,0.206,sideways,above_9ema,above_vwap,267.058,267.087,2.663,high_volume,volume_expansion_with_direction,Premarket,2026-01-06T08:00:00-05:00,preopen,no_meaningful_gap,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 0%, breaks 50% (2 tests)",10.0,72.0,"structure mixed; volume expansion; Demand history: holds 0%, breaks 50% (2 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,8.91,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.92 (Strong 1:2.5–1:3.99); range 1:3.92–1:8.15,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,2026-01-06,2026-01-05,preopen,2026-01-06|preopen|AAPL|Demand Breakdown / Continuation — Puts|demand|1D|258.01|262.82|19,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-06_movement_context_watchlist.csv
