status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,duplicate_rows_collapsed
Immediate,GOOGL,302.32,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D/4H/3H/2H/90m,DBR/RBR,demand,302.46,293.85,293.85,293.85,302.46,0.0,one_test,One successful retest (1 tests),1,2.17,Excellent,2.06,2.3,Excellent,9.23,"1D demand @ 277.54 (RR 2.88, fresh, tests 0, quality 15.8)",2.88,2.88,15.75,277.54,,1:2.88–1:6.61,"T1: 1D demand @ 277.54 (RR 2.88, fresh, tests 0, quality 15.8) | T2: 1D demand @ 269.69 (RR 3.79, fresh, tests 0, quality 14.8) | T3: 1D demand @ 259.92 (RR 4.92, fresh, tests 0, quality 14.8) | T4: 1D demand @ 253.08 (RR 5.72, fresh, tests 0, quality 15.2) | T5: 1D demand @ 245.45 (RR 6.61, one_test, tests 1, quality 10.7)","1D demand @ 277.54 (RR 2.88, fresh, tests 0, quality 15.8)",2.88,fresh,0.0,hard_target,"1D demand @ 269.69 (RR 3.79, fresh, tests 0, quality 14.8)",3.79,fresh,0.0,hard_target,"1D demand @ 259.92 (RR 4.92, fresh, tests 0, quality 14.8)",4.92,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,6,"1D,4H,3H,2H,90m",1D demand 293.85-299.66 RBR; 1D demand 299.23-302.46 DBR; 4H demand 301.20-302.07 DBR; 3H demand 299.71-301.64 DBR; 2H demand 301.20-302.03 RBR; 90m demand 301.20-302.03 RBR,1D,293.85,302.46,1D/4H/3H/2H/90m,containing_price,0.0,303.68,305.38,2H/90m/1H,above_price,0.45,inside_demand,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,303.26,-0.94,-0.31,Flat / no meaningful gap,flat,Sideways,-0.004,sideways,below_9ema,below_vwap,302.761,303.357,3.219,high_volume,high_volume,Premarket,2026-02-19T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 36%, breaks 55% (11 tests)",3.64,64.6,"structure mixed; testing demand; gap into demand; Demand history: holds 36%, breaks 55% (11 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,8.736,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.88 (Strong 1:2.5–1:3.99); range 1:2.88–1:4.92,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Immediate,COIN,164.19,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,4H/3H/2H/90m,DBR/RBR,demand,166.1,163.45,163.45,163.45,166.1,0.0,one_test,One successful retest (1 tests),1,0.6,Weak,1.37,84.87,Strong,6.97,"4H/3H/2H/90m/1H demand @ 141.29 (RR 8.64, fresh, tests 0, quality 20.0)",6.0,8.64,20.0,141.29,,1:8.64,"T1: 4H/3H/2H/90m/1H demand @ 141.29 (RR 8.64, fresh, tests 0, quality 20.0)","4H/3H/2H/90m/1H demand @ 141.29 (RR 8.64, fresh, tests 0, quality 20.0)",8.64,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,4,"4H,3H,2H,90m",4H demand 163.45-164.47 RBR; 3H demand 163.45-166.10 DBR; 2H demand 163.45-166.10 DBR; 90m demand 163.45-166.10 DBR,4H,163.45,166.1,4H/3H/2H/90m,containing_price,0.0,162.51,167.92,1D,containing_price,0.0,inside_demand,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,164.03,0.16,0.098,Flat / no meaningful gap,flat,Sideways,0.052,sideways,below_9ema,below_vwap,164.458,164.319,1.845,high_volume,high_volume,Premarket,2026-02-19T08:00:00-05:00,preopen,gap_into_supply,Demand Breakdown Watch,testing_demand,"Demand history: holds 0%, breaks 100% (3 tests)",15.0,76.0,"structure mixed; testing demand; gap into supply; Demand history: holds 0%, breaks 100% (3 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,8.442,A,Excellent 1:4.0+,rr-excellent,T1 1:8.64 (Excellent 1:4.0+); range 1:8.64–1:8.64,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Immediate,ARM,126.44,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,90m/1H,RBR,demand,126.92,125.68,125.68,125.68,126.92,0.0,multiple_tests,Multiple retests (2 tests),2,0.85,Weak,2.32,3.4,Excellent,6.93,"4H/2H/90m/1H demand @ 122.14 (RR 3.47, one_test, tests 1, quality 11.1)",3.47,3.47,11.12,122.14,,1:3.47–1:18.35,"T1: 4H/2H/90m/1H demand @ 122.14 (RR 3.47, one_test, tests 1, quality 11.1) | T2: 3H/2H/90m/1H demand @ 112.27 (RR 11.43, fresh, tests 0, quality 18.3) | T3: 1D/4H/2H demand @ 105.60 (RR 16.81, fresh, tests 0, quality 18.3) | T4: 3H/2H/1H demand @ 103.69 (RR 18.35, one_test, tests 1, quality 8.7)","4H/2H/90m/1H demand @ 122.14 (RR 3.47, one_test, tests 1, quality 11.1)",3.47,one_test,1.0,hard_target,"3H/2H/90m/1H demand @ 112.27 (RR 11.43, fresh, tests 0, quality 18.3)",11.43,fresh,0.0,hard_target,"1D/4H/2H demand @ 105.60 (RR 16.81, fresh, tests 0, quality 18.3)",16.81,fresh,0.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A,4,"90m,1H",90m demand 125.68-126.92 RBR; 90m demand 126.08-126.34 RBR; 1H demand 125.68-126.92 RBR; 1H demand 126.08-126.61 RBR,90m,125.68,126.92,90m/1H,containing_price,0.0,127.18,130.9,4H/3H/2H/90m/1H,above_price,0.59,inside_demand,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,127.255,-0.815,-0.64,Flat / no meaningful gap,flat,Bearish,-0.558,grinding,below_9ema,below_vwap,126.936,127.175,3.508,high_volume,volume_expansion_with_direction,Premarket,2026-02-19T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 33%, breaks 67% (6 tests)",6.67,79.7,"structure mixed; testing demand; volume expansion; gap into demand; Demand history: holds 33%, breaks 67% (6 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,8.133,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.47 (Strong 1:2.5–1:3.99); range 1:3.47–1:16.81,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,SPY,684.61,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/90m/1H,DBD/RBD,supply,689.15,686.98,689.15,689.15,686.98,0.66,fresh,Fresh / untested (0 tests),0,-0.9,Weak,0.95,8.67,Average,7.35,"1D/4H/3H/2H/90m/1H supply @ 691.91 (RR 3.36, fresh, tests 0, quality 18.1)",3.36,3.36,18.08,691.91,,1:3.36,"T1: 1D/4H/3H/2H/90m/1H supply @ 691.91 (RR 3.36, fresh, tests 0, quality 18.1)","1D/4H/3H/2H/90m/1H supply @ 691.91 (RR 3.36, fresh, tests 0, quality 18.1)",3.36,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A+,5,"2H,90m,1H",2H supply 687.80-689.15 RBD; 90m supply 688.20-688.96 RBD; 90m supply 686.98-689.15 DBD; 1H supply 687.80-689.15 DBD; 1H supply 688.20-688.89 DBD,2H,674.9,683.2,1D/4H/3H/2H/90m/1H,below_price,0.21,686.98,689.15,2H/90m/1H,above_price,0.35,between_nearest_demand_and_supply,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,686.26,-1.65,-0.24,Flat / no meaningful gap,flat,Sideways,-0.055,sideways,below_9ema,below_vwap,685.784,686.509,3.227,high_volume,volume_expansion_with_direction,Premarket,2026-02-19T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 25%, breaks 50% (4 tests)",5.0,67.0,"structure mixed; volume expansion; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,9.271,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.36 (Strong 1:2.5–1:3.99); range 1:3.36–1:3.36,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,QQQ,603.41,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/90m/1H,DBD/RBD,supply,609.77,607.32,609.77,609.77,607.32,1.05,fresh,Fresh / untested (0 tests),0,-0.95,Weak,1.1,6.25,Average,7.55,"1D/4H/3H/2H/90m/1H supply @ 612.98 (RR 3.91, fresh, tests 0, quality 18.1)",3.91,3.91,18.11,612.98,,1:3.91–1:11.70,"T1: 1D/4H/3H/2H/90m/1H supply @ 612.98 (RR 3.91, fresh, tests 0, quality 18.1) | T2: 4H/3H/2H/90m/1H supply @ 626.24 (RR 9.32, fresh, tests 0, quality 18.2) | T3: 1D/4H/3H/2H/90m/1H supply @ 632.08 (RR 11.70, fresh, tests 0, quality 20.5)","1D/4H/3H/2H/90m/1H supply @ 612.98 (RR 3.91, fresh, tests 0, quality 18.1)",3.91,fresh,0.0,hard_target,"4H/3H/2H/90m/1H supply @ 626.24 (RR 9.32, fresh, tests 0, quality 18.2)",9.32,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 632.08 (RR 11.70, fresh, tests 0, quality 20.5)",11.7,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A+,5,"2H,90m,1H",2H supply 608.22-609.77 RBD; 90m supply 607.32-609.76 DBD; 90m supply 608.78-609.77 RBD; 1H supply 608.22-609.76 DBD; 1H supply 608.86-609.77 DBD,2H,594.76,602.54,1D/4H/3H/2H/90m/1H,below_price,0.14,607.32,609.77,2H/90m/1H,above_price,0.65,between_nearest_demand_and_supply,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,605.7,-2.288,-0.378,Flat / no meaningful gap,flat,Sideways,-0.157,sideways,below_9ema,below_vwap,605.315,606.073,2.098,high_volume,high_volume,Premarket,2026-02-19T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 25%, breaks 50% (4 tests)",5.0,55.0,"structure mixed; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,9.282,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.91 (Strong 1:2.5–1:3.99); range 1:3.91–1:11.70,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,COIN,164.19,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,4H/3H/2H/90m/1H,DBD/RBD,supply,170.46,166.16,170.46,166.16,170.46,1.2,fresh,Fresh / untested (0 tests),0,-2.69,Excellent,3.12,7.52,Excellent,9.69,"4H/3H/2H/90m/1H demand @ 141.29 (RR 3.65, fresh, tests 0, quality 20.0)",3.65,3.65,20.0,141.29,,1:3.65,"T1: 4H/3H/2H/90m/1H demand @ 141.29 (RR 3.65, fresh, tests 0, quality 20.0)","4H/3H/2H/90m/1H demand @ 141.29 (RR 3.65, fresh, tests 0, quality 20.0)",3.65,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A+,5,"4H,3H,2H,90m,1H",4H supply 167.37-170.46 DBD; 3H supply 168.36-169.48 RBD; 2H supply 168.57-170.08 RBD; 90m supply 166.66-168.35 DBD; 1H supply 166.16-167.12 DBD,4H,163.45,166.1,4H/3H/2H/90m,containing_price,0.0,162.51,167.92,1D,containing_price,0.0,inside_demand,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,164.03,0.16,0.098,Flat / no meaningful gap,flat,Sideways,0.052,sideways,below_9ema,below_vwap,164.458,164.319,1.845,high_volume,high_volume,Premarket,2026-02-19T08:00:00-05:00,preopen,gap_into_supply,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 0%, breaks 0% (2 tests)",0.0,55.0,"structure mixed; gap into supply; Supply history: rejects 0%, breaks 0% (2 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,eligible_pre_grade,9.803,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.65 (Strong 1:2.5–1:3.99); range 1:3.65–1:3.65,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Near-Term,GOOGL,302.32,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,4H/3H/2H/90m/1H,DBD/RBD,supply,309.24,306.87,309.24,306.87,309.24,1.51,fresh,Fresh / untested (0 tests),0,-0.26,Weak,0.53,18.0,Weak,8.08,"1D demand @ 277.54 (RR 3.58, fresh, tests 0, quality 15.8)",3.58,3.58,15.75,277.54,,1:3.58–1:8.22,"T1: 1D demand @ 277.54 (RR 3.58, fresh, tests 0, quality 15.8) | T2: 1D demand @ 269.69 (RR 4.72, fresh, tests 0, quality 14.8) | T3: 1D demand @ 259.92 (RR 6.13, fresh, tests 0, quality 14.8) | T4: 1D demand @ 253.08 (RR 7.12, fresh, tests 0, quality 15.2) | T5: 1D demand @ 245.45 (RR 8.22, one_test, tests 1, quality 10.7)","1D demand @ 277.54 (RR 3.58, fresh, tests 0, quality 15.8)",3.58,fresh,0.0,hard_target,"1D demand @ 269.69 (RR 4.72, fresh, tests 0, quality 14.8)",4.72,fresh,0.0,hard_target,"1D demand @ 259.92 (RR 6.13, fresh, tests 0, quality 14.8)",6.13,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,6,"4H,3H,2H,90m,1H",4H/3H/2H/90m/1H supply 306.87-309.24 RR 3.58; 2H/90m/1H supply 303.68-305.38 RR 6.00,4H,293.85,302.46,1D/4H/3H/2H/90m,containing_price,0.0,303.68,305.38,2H/90m/1H,above_price,0.45,inside_demand,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,303.26,-0.94,-0.31,Flat / no meaningful gap,flat,Sideways,-0.004,sideways,below_9ema,below_vwap,302.761,303.357,3.219,high_volume,high_volume,Premarket,2026-02-19T08:00:00-05:00,preopen,gap_into_demand,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,55.0,"structure mixed; gap into demand; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,eligible_pre_grade,9.369,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.58 (Strong 1:2.5–1:3.99); range 1:3.58–1:6.13,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2
Near-Term,PANW,152.9,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/90m/1H,DBD/RBD,supply,155.28,153.64,155.28,155.28,153.64,1.56,fresh,Fresh / untested (0 tests),0,-1.02,Moderate,1.16,3.81,Average,7.18,"1D/90m/1H supply @ 163.50 (RR 6.46, fresh, tests 0, quality 17.6)",6.0,6.46,17.64,163.5,,1:6.46–1:21.18,"T1: 1D/90m/1H supply @ 163.50 (RR 6.46, fresh, tests 0, quality 17.6) | T2: 4H/1H supply @ 166.76 (RR 8.45, fresh, tests 0, quality 13.4) | T3: 1D/4H/2H/90m/1H supply @ 175.00 (RR 13.48, fresh, tests 0, quality 19.4) | T4: 1D/4H/3H/2H/90m/1H supply @ 182.19 (RR 17.86, fresh, tests 0, quality 21.0) | T5: 1D/2H/90m supply @ 187.63 (RR 21.18, one_test, tests 1, quality 12.8)","1D/90m/1H supply @ 163.50 (RR 6.46, fresh, tests 0, quality 17.6)",6.46,fresh,0.0,hard_target,"4H/1H supply @ 166.76 (RR 8.45, fresh, tests 0, quality 13.4)",8.45,fresh,0.0,hard_target,"1D/4H/2H/90m/1H supply @ 175.00 (RR 13.48, fresh, tests 0, quality 19.4)",13.48,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,3,"2H,90m,1H",2H supply 153.64-155.28 DBD; 90m supply 154.10-154.97 DBD; 1H supply 154.52-155.28 RBD,2H,,,,,,153.64,155.28,2H/90m/1H,above_price,0.48,zone_context_mixed,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,152.35,0.55,0.361,Flat / no meaningful gap,flat,Bullish,1.085,directional,above_9ema,above_vwap,152.084,152.516,2.548,high_volume,high_volume,Premarket,2026-02-19T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,approaching_supply_with_strength,"Supply history: rejects 50%, breaks 17% (6 tests)",-6.67,57.3,"structure mixed; approaching supply with strength; Supply history: rejects 50%, breaks 17% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.989,A+,Excellent 1:4.0+,rr-excellent,T1 1:6.46 (Excellent 1:4.0+); range 1:6.46–1:13.48,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,META,639.28,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,4H/2H/90m/1H,DBD/RBD,supply,651.43,645.1,651.43,651.43,645.1,1.9,fresh,Fresh / untested (0 tests),0,-0.64,Weak,0.54,2.19,Weak,7.68,"1D/4H/3H/2H/90m/1H supply @ 667.25 (RR 4.42, fresh, tests 0, quality 17.6)",4.42,4.42,17.61,667.25,,1:4.42–1:15.15,"T1: 1D/4H/3H/2H/90m/1H supply @ 667.25 (RR 4.42, fresh, tests 0, quality 17.6) | T2: 4H supply @ 691.75 (RR 8.29, fresh, tests 0, quality 12.6) | T3: 90m/1H supply @ 697.07 (RR 9.13, fresh, tests 0, quality 9.8) | T4: 1D/4H/3H/2H/90m/1H supply @ 706.40 (RR 10.60, fresh, tests 0, quality 17.2) | T5: 4H/3H/2H/90m/1H supply @ 735.19 (RR 15.15, fresh, tests 0, quality 16.6)","1D/4H/3H/2H/90m/1H supply @ 667.25 (RR 4.42, fresh, tests 0, quality 17.6)",4.42,fresh,0.0,hard_target,"4H supply @ 691.75 (RR 8.29, fresh, tests 0, quality 12.6)",8.29,fresh,0.0,hard_target,"90m/1H supply @ 697.07 (RR 9.13, fresh, tests 0, quality 9.8)",9.13,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,4,"4H,2H,90m,1H",4H supply 645.10-651.43 DBD; 2H supply 648.66-651.43 RBD; 90m supply 649.50-651.43 DBD; 1H supply 649.41-651.43 DBD,4H,628.8,641.12,1D/4H/3H/2H/90m/1H,containing_price,0.0,645.1,651.43,4H/2H/90m/1H,above_price,0.91,inside_demand,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,643.26,-3.98,-0.619,Flat / no meaningful gap,flat,Sideways,0.171,sideways,below_9ema,below_vwap,641.516,643.324,3.513,high_volume,absorption_possible,Premarket,2026-02-19T08:00:00-05:00,preopen,gap_into_demand,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 67%, breaks 33% (3 tests)",-6.67,56.3,"structure mixed; possible absorption; gap into demand; Supply history: rejects 67%, breaks 33% (3 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,9.23,A+,Excellent 1:4.0+,rr-excellent,T1 1:4.42 (Excellent 1:4.0+); range 1:4.42–1:9.13,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,UBER,72.77,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,90m/1H,RBR,demand,72.66,72.41,72.41,72.41,72.66,0.49,one_test,One successful retest (1 tests),1,0.59,Weak,0.56,17.11,Weak,3.9,"1D/4H/3H/2H/90m/1H demand @ 70.66 (RR 8.44, fresh, tests 0, quality 17.1)",6.0,8.44,17.09,70.66,,1:8.44,"T1: 1D/4H/3H/2H/90m/1H demand @ 70.66 (RR 8.44, fresh, tests 0, quality 17.1)","1D/4H/3H/2H/90m/1H demand @ 70.66 (RR 8.44, fresh, tests 0, quality 17.1)",8.44,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,2,"90m,1H",90m demand 72.41-72.66 RBR; 1H demand 72.51-72.66 RBR,90m,72.41,72.66,90m/1H,below_price,0.15,73.49,75.3,1D/4H/3H/2H/90m/1H,above_price,0.99,between_nearest_demand_and_supply,2026-02-19T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-19 08:00 AM EST,72.775,-0.005,-0.007,Flat / no meaningful gap,flat,Sideways,-0.069,sideways,below_9ema,below_vwap,72.844,72.784,3.186,high_volume,absorption_possible,Premarket,2026-02-19T08:00:00-05:00,preopen,no_meaningful_gap,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 0%, breaks 75% (4 tests)",15.0,73.0,"structure mixed; possible absorption; Demand history: holds 0%, breaks 75% (4 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,7.676,A,Excellent 1:4.0+,rr-excellent,T1 1:8.44 (Excellent 1:4.0+); range 1:8.44–1:8.44,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
