status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,snapshot_test_date,snapshot_as_of_date,snapshot_type,snapshot_candidate_id,snapshot_source_file
Near-Term,META,658.1,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D,DBR,demand,655.61,649.2,649.2,649.2,655.61,1.35,multiple_tests,Multiple retests (4 tests),4,0.89,Weak,1.18,2.45,Average,5.57,"1D demand @ 650.13 (RR 1.24, one_test, tests 1, quality 13.0)",1.24,1.24,12.97,650.13,,1:1.24–1:9.96,"T1: 1D demand @ 650.13 (RR 1.24, one_test, tests 1, quality 13.0) | T2: 1D demand @ 594.25 (RR 9.96, fresh, tests 0, quality 13.9)","1D demand @ 650.13 (RR 1.24, one_test, tests 1, quality 13.0)",1.24,one_test,1.0,hard_target,"1D demand @ 594.25 (RR 9.96, fresh, tests 0, quality 13.9)",9.96,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D demand 649.20-655.61 DBR,1D,649.2,655.61,1D,below_price,0.38,666.8,676.71,1D,above_price,1.32,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,660.46,-2.36,-0.357,Flat / no meaningful gap,flat,Sideways,-0.421,grinding,below_9ema,below_vwap,660.005,660.818,2.571,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Breakdown Watch,above_demand_no_trigger,"Demand history: holds 43%, breaks 43% (7 tests)",0.0,50.0,"structure mixed; Demand history: holds 43%, breaks 43% (7 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Research / monitor only,rejected_4plus_entry_tests;rejected_low_rr_to_nearest_opposing_zone,5.252,B,Poor <1:1.5,rr-poor,T1 1:1.24 (Poor <1:1.5); range 1:1.24–1:9.96,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|META|Demand Breakdown / Continuation — Puts|demand|1D|649.2|655.61|21,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,HIMS,35.33,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,RBD,supply,36.9,36.01,36.9,36.01,36.9,1.92,multiple_tests,Multiple retests (2 tests),2,-0.94,Weak,0.72,2.05,Weak,5.16,"1D demand @ 33.41 (RR 1.22, fresh, tests 0, quality 14.2)",1.22,1.22,14.19,33.41,,1:1.22,"T1: 1D demand @ 33.41 (RR 1.22, fresh, tests 0, quality 14.2)","1D demand @ 33.41 (RR 1.22, fresh, tests 0, quality 14.2)",1.22,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,B,1,1D,1D supply 36.01-36.90 RBD,1D,32.05,33.41,1D,below_price,5.43,36.01,36.9,1D,above_price,1.92,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,35.44,-0.11,-0.31,Flat / no meaningful gap,flat,Bearish,-1.12,directional,below_9ema,below_vwap,35.662,35.508,2.135,high_volume,volume_expansion_with_direction,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,rejecting_from_supply,"Supply history: rejects 60%, breaks 40% (5 tests)",4.0,80.0,"structure mixed; rejecting from supply; volume expansion; Supply history: rejects 60%, breaks 40% (5 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Priority movement watch,rejected_2_tests_without_confluence_or_quality;rejected_low_rr_to_nearest_opposing_zone,5.98,B,Poor <1:1.5,rr-poor,T1 1:1.22 (Poor <1:1.5); range 1:1.22–1:1.22,False,Developing Scenario,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|HIMS|Supply Rejection — Puts|supply|1D|36.01|36.9|22,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,META,658.1,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,DBR,demand,655.61,649.2,649.2,655.61,649.2,0.38,multiple_tests,Multiple retests (4 tests),4,0.89,Weak,1.18,2.45,Average,5.57,"1D supply @ 666.80 (RR 0.98, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",0.98,0.98,-999.0,666.8,,1:0.98–1:13.72,"T1: 1D supply @ 666.80 (RR 0.98, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D supply @ 751.44 (RR 10.49, fresh, tests 0, quality 15.2) | T3: 1D supply @ 780.25 (RR 13.72, one_test, tests 1, quality 12.3)","1D supply @ 666.80 (RR 0.98, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",0.98,multiple_tests,7.0,soft_obstacle,"1D supply @ 751.44 (RR 10.49, fresh, tests 0, quality 15.2)",10.49,fresh,0.0,hard_target,"1D supply @ 780.25 (RR 13.72, one_test, tests 1, quality 12.3)",13.72,one_test,1.0,hard_target,2,"1D supply @ 666.80 (RR 0.98, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,1,1D,1D demand 649.20-655.61 DBR,1D,649.2,655.61,1D,below_price,0.38,666.8,676.71,1D,above_price,1.32,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,660.46,-2.36,-0.357,Flat / no meaningful gap,flat,Sideways,-0.421,grinding,below_9ema,below_vwap,660.005,660.818,2.571,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 43%, breaks 43% (7 tests)",0.0,50.0,"structure mixed; Demand history: holds 43%, breaks 43% (7 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,rejected_4plus_entry_tests;rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-196.608,C,Poor <1:1.5,rr-poor,T1 1:0.98 (Poor <1:1.5); range 1:0.98–1:13.72,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|META|Demand Reversal / Hold — Calls|demand|1D|649.2|655.61|23,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,GOOGL,313.38,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,309.88,305.3,305.3,309.88,305.3,1.12,fresh,Fresh / untested (0 tests),0,0.59,Weak,0.61,49.74,Weak,7.2,"1D supply @ 319.49 (RR 0.76, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",0.76,0.76,-999.0,319.49,,1:0.76,"T1: 1D supply @ 319.49 (RR 0.76, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)","1D supply @ 319.49 (RR 0.76, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",0.76,multiple_tests,4.0,soft_obstacle,,,,,,,,,,,0,"1D supply @ 319.49 (RR 0.76, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,1,1D,1D demand 305.30-309.88 RBR,1D,305.3,309.88,1D,below_price,1.12,319.49,324.5,1D,above_price,1.95,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,314.34,-0.96,-0.305,Flat / no meaningful gap,flat,Sideways,-0.038,sideways,below_9ema,below_vwap,313.567,314.272,4.132,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 36%, breaks 55% (11 tests)",-3.64,46.4,"structure mixed; Demand history: holds 36%, breaks 55% (11 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-194.906,C,Poor <1:1.5,rr-poor,T1 1:0.76 (Poor <1:1.5); range 1:0.76–1:0.76,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|GOOGL|Demand Reversal / Hold — Calls|demand|1D|305.3|309.88|24,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,META,658.1,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,DBR/RBR,demand,650.13,631.63,631.63,650.13,631.63,1.21,one_test,One successful retest (1 tests),1,0.57,Weak,0.8,7.54,Weak,7.37,"1D supply @ 666.80 (RR 0.33, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",0.33,0.33,-999.0,666.8,,1:0.33–1:4.61,"T1: 1D supply @ 666.80 (RR 0.33, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D supply @ 751.44 (RR 3.53, fresh, tests 0, quality 15.2) | T3: 1D supply @ 780.25 (RR 4.61, one_test, tests 1, quality 12.3)","1D supply @ 666.80 (RR 0.33, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",0.33,multiple_tests,7.0,soft_obstacle,"1D supply @ 751.44 (RR 3.53, fresh, tests 0, quality 15.2)",3.53,fresh,0.0,hard_target,"1D supply @ 780.25 (RR 4.61, one_test, tests 1, quality 12.3)",4.61,one_test,1.0,hard_target,2,"1D supply @ 666.80 (RR 0.33, multiple_tests, tests 7, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,4,1D,1D demand 638.70-647.51 RBR; 1D demand 631.63-637.69 RBR; 1D demand 637.76-640.87 RBR; 1D demand 643.40-650.13 DBR,1D,649.2,655.61,1D,below_price,0.38,666.8,676.71,1D,above_price,1.32,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,660.46,-2.36,-0.357,Flat / no meaningful gap,flat,Sideways,-0.421,grinding,below_9ema,below_vwap,660.005,660.818,2.571,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 43%, breaks 43% (7 tests)",0.0,50.0,"structure mixed; Demand history: holds 43%, breaks 43% (7 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-194.681,C,Poor <1:1.5,rr-poor,T1 1:0.33 (Poor <1:1.5); range 1:0.33–1:4.61,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|META|Demand Reversal / Hold — Calls|demand|1D|631.63|650.13|25,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,META,658.1,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,RBD,supply,676.71,666.8,676.71,666.8,676.71,1.32,multiple_tests,Multiple retests (7 tests),7,-0.66,Weak,0.68,2.68,Weak,4.84,"1D demand @ 655.61 (RR 0.13, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",0.13,0.13,-999.0,655.61,,1:0.13–1:3.43,"T1: 1D demand @ 655.61 (RR 0.13, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests) | T2: 1D demand @ 650.13 (RR 0.43, one_test, tests 1, quality 13.0) | T3: 1D demand @ 594.25 (RR 3.43, fresh, tests 0, quality 13.9)","1D demand @ 655.61 (RR 0.13, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",0.13,multiple_tests,4.0,soft_obstacle,"1D demand @ 650.13 (RR 0.43, one_test, tests 1, quality 13.0)",0.43,one_test,1.0,hard_target,"1D demand @ 594.25 (RR 3.43, fresh, tests 0, quality 13.9)",3.43,fresh,0.0,hard_target,2,"1D demand @ 655.61 (RR 0.13, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",t1_nearest_unbroken_opposing_zone,C,1,1D,1D supply 666.80-676.71 RBD,1D,649.2,655.61,1D,below_price,0.38,666.8,676.71,1D,above_price,1.32,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,660.46,-2.36,-0.357,Flat / no meaningful gap,flat,Sideways,-0.421,grinding,below_9ema,below_vwap,660.005,660.818,2.571,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 67%, breaks 33% (3 tests)",6.67,56.7,"structure mixed; Supply history: rejects 67%, breaks 33% (3 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,rejected_4plus_entry_tests;rejected_low_target_quality;rejected_low_rr_to_nearest_opposing_zone,-197.394,C,Poor <1:1.5,rr-poor,T1 1:0.13 (Poor <1:1.5); range 1:0.13–1:3.43,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|META|Supply Rejection — Puts|supply|1D|666.8|676.71|26,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,CRM,262.41,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D,DBD,supply,266.1,264.91,266.1,266.1,264.91,1.41,fresh,Fresh / untested (0 tests),0,-1.99,Strong,1.16,29.95,Average,9.15,,,,,,no_valid_target,,,,,,,,,,,,,,,,,,0,,no_valid_target,C,1,1D,1D supply 264.91-266.10 DBD,1D,233.16,238.72,1D,below_price,9.03,264.91,266.1,1D,above_price,0.95,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,262.66,-0.25,-0.095,Flat / no meaningful gap,flat,Sideways,-0.103,sideways,below_9ema,below_vwap,262.551,262.675,3.512,high_volume,absorption_possible,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 67%, breaks 33% (3 tests)",-6.67,51.3,"structure mixed; possible absorption; Supply history: rejects 67%, breaks 33% (3 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Research / monitor only,no_valid_target;rejected_low_rr_to_nearest_opposing_zone,4.896,C,Poor <1:1.5,rr-poor,No valid target,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|CRM|Supply Breakout / Continuation — Calls|supply|1D|264.91|266.1|27,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,NET,199.0,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,RBR,demand,195.68,193.31,193.31,195.68,193.31,1.67,multiple_tests,Multiple retests (3 tests),3,0.97,Weak,1.16,2.93,Average,5.63,"1D supply @ 199.18 (RR 0.03, multiple_tests, tests 2, quality 6.3)",0.03,0.03,6.34,199.18,,1:0.03–1:6.32,"T1: 1D supply @ 199.18 (RR 0.03, multiple_tests, tests 2, quality 6.3) | T2: 1D supply @ 209.95 (RR 1.92, multiple_tests, tests 3, quality 6.8) | T3: 1D supply @ 234.95 (RR 6.32, fresh, tests 0, quality 14.1)","1D supply @ 199.18 (RR 0.03, multiple_tests, tests 2, quality 6.3)",0.03,multiple_tests,2.0,hard_target,"1D supply @ 209.95 (RR 1.92, multiple_tests, tests 3, quality 6.8)",1.92,multiple_tests,3.0,hard_target,"1D supply @ 234.95 (RR 6.32, fresh, tests 0, quality 14.1)",6.32,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,C,1,1D,1D demand 193.31-195.68 RBR,1D,193.31,195.68,1D,below_price,1.67,199.18,201.38,1D,above_price,0.09,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,198.05,0.95,0.48,Flat / no meaningful gap,flat,Bullish,1.203,directional,above_9ema,above_vwap,197.305,197.916,2.947,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,bouncing_from_demand,"Demand history: holds 33%, breaks 67% (6 tests)",-6.67,57.3,"structure mixed; bouncing from demand; Demand history: holds 33%, breaks 67% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,research_only_3_tests;rejected_low_rr_to_nearest_opposing_zone,4.226,C,Poor <1:1.5,rr-poor,T1 1:0.03 (Poor <1:1.5); range 1:0.03–1:6.32,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|NET|Demand Reversal / Hold — Calls|demand|1D|193.31|195.68|28,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,AMD,212.56,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D,DBR,demand,208.81,195.0,195.0,208.81,195.0,1.76,multiple_tests,Multiple retests (7 tests),7,0.86,Weak,0.84,2.24,Weak,5.2,"1D supply @ 218.90 (RR 0.36, one_test, tests 1, quality 10.3)",0.36,0.36,10.29,218.9,,1:0.36–1:2.94,"T1: 1D supply @ 218.90 (RR 0.36, one_test, tests 1, quality 10.3) | T2: 1D supply @ 240.52 (RR 1.59, fresh, tests 0, quality 13.7) | T3: 1D supply @ 259.33 (RR 2.66, multiple_tests, tests 3, quality 6.2) | T4: 1D supply @ 264.19 (RR 2.94, fresh, tests 0, quality 13.4)","1D supply @ 218.90 (RR 0.36, one_test, tests 1, quality 10.3)",0.36,one_test,1.0,hard_target,"1D supply @ 240.52 (RR 1.59, fresh, tests 0, quality 13.7)",1.59,fresh,0.0,hard_target,"1D supply @ 259.33 (RR 2.66, multiple_tests, tests 3, quality 6.2)",2.66,multiple_tests,3.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,C,1,1D,1D demand 195.00-208.81 DBR,1D,195.0,208.81,1D,below_price,1.76,218.9,227.15,1D,above_price,2.98,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,214.23,-1.673,-0.781,Gap down,small_gap,Sideways,-0.353,grinding,below_9ema,below_vwap,214.205,214.469,2.385,high_volume,absorption_possible,Premarket,2026-01-07T08:00:00-05:00,preopen,gap_between_zones,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 33%, breaks 56% (9 tests)",-4.45,53.6,"structure mixed; possible absorption; gap down -0.78%; Demand history: holds 33%, breaks 56% (9 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,rejected_4plus_entry_tests;rejected_low_rr_to_nearest_opposing_zone,4.59,C,Poor <1:1.5,rr-poor,T1 1:0.36 (Poor <1:1.5); range 1:0.36–1:2.66,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|AMD|Demand Reversal / Hold — Calls|demand|1D|195.0|208.81|29,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
Near-Term,GOOGL,313.38,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D,DBD/RBD,supply,324.5,319.49,324.5,319.49,324.5,1.95,multiple_tests,Multiple retests (4 tests),4,-0.85,Weak,0.75,3.56,Weak,5.6,"1D demand @ 309.88 (RR 0.31, fresh, tests 0, quality 13.2)",0.31,0.31,13.2,309.88,,1:0.31–1:4.81,"T1: 1D demand @ 309.88 (RR 0.31, fresh, tests 0, quality 13.2) | T2: 1D demand @ 302.46 (RR 0.98, fresh, tests 0, quality 14.9) | T3: 1D demand @ 277.54 (RR 3.22, fresh, tests 0, quality 15.8) | T4: 1D demand @ 269.69 (RR 3.93, fresh, tests 0, quality 14.8) | T5: 1D demand @ 259.92 (RR 4.81, fresh, tests 0, quality 14.8)","1D demand @ 309.88 (RR 0.31, fresh, tests 0, quality 13.2)",0.31,fresh,0.0,hard_target,"1D demand @ 302.46 (RR 0.98, fresh, tests 0, quality 14.9)",0.98,fresh,0.0,hard_target,"1D demand @ 277.54 (RR 3.22, fresh, tests 0, quality 15.8)",3.22,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,C,2,1D,1D supply 319.49-323.16 RBD; 1D supply 319.95-324.50 DBD,1D,305.3,309.88,1D,below_price,1.12,319.49,324.5,1D,above_price,1.95,between_nearest_demand_and_supply,2026-01-07T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-07 08:00 AM EST,314.34,-0.96,-0.305,Flat / no meaningful gap,flat,Sideways,-0.038,sideways,below_9ema,below_vwap,313.567,314.272,4.132,high_volume,high_volume,Premarket,2026-01-07T08:00:00-05:00,preopen,no_meaningful_gap,Supply Rejection Watch,below_supply_no_trigger,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,50.0,"structure mixed; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Research / monitor only,rejected_4plus_entry_tests;rejected_low_rr_to_nearest_opposing_zone,4.941,C,Poor <1:1.5,rr-poor,T1 1:0.31 (Poor <1:1.5); range 1:0.31–1:3.22,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2026-01-07,2026-01-06,preopen,2026-01-07|preopen|GOOGL|Supply Rejection — Puts|supply|1D|319.49|324.5|30,C:\Users\Jonat\Documents\Stock Project\v45\reports\backtest\preopen_snapshots\2026-01-07_movement_context_watchlist.csv
