test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,NVDA,189.81,189.7899,2026-02-23T08:00:00-05:00,Premarket,-0.011,Flat / no meaningful gap,-0.02,Sideways,sideways,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,AMD,200.12,197.79,2026-02-23T08:00:00-05:00,Premarket,-1.164,Gap down,-2.33,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,AVGO,332.67,329.5,2026-02-23T08:00:00-05:00,Premarket,-0.953,Gap down,-3.17,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,TSLA,411.78,407.95,2026-02-23T08:00:00-05:00,Premarket,-0.93,Gap down,-3.83,Bearish,grinding,elevated_volume,elevated_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,META,655.82,650.25,2026-02-23T08:00:00-05:00,Premarket,-0.849,Gap down,-5.57,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,AMZN,210.17,207.78,2026-02-23T08:00:00-05:00,Premarket,-1.137,Gap down,-2.39,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,MSFT,397.21,395.25,2026-02-23T08:00:00-05:00,Premarket,-0.493,Flat / no meaningful gap,-1.96,Sideways,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,PLTR,135.24,133.02,2026-02-23T08:00:00-05:00,Premarket,-1.642,Gap down,-2.22,Bearish,directional,elevated_volume,elevated_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,AAPL,264.59,262.58,2026-02-23T08:00:00-05:00,Premarket,-0.76,Gap down,-2.01,Bearish,grinding,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,GOOGL,315.03,315.8722,2026-02-23T08:00:00-05:00,Premarket,0.267,Flat / no meaningful gap,0.842,Sideways,sideways,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,NFLX,78.68,78.14,2026-02-23T08:00:00-05:00,Premarket,-0.686,Flat / no meaningful gap,-0.54,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,COST,984.991,982.65,2026-02-23T08:00:00-05:00,Premarket,-0.238,Flat / no meaningful gap,-2.341,Sideways,sideways,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,INTC,44.12,43.55,2026-02-23T08:00:00-05:00,Premarket,-1.292,Gap down,-0.57,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,MU,428.2,422.57,2026-02-23T08:00:00-05:00,Premarket,-1.315,Gap down,-5.63,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,CRM,185.21,183.22,2026-02-23T08:00:00-05:00,Premarket,-1.074,Gap down,-1.99,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,PANW,148.72,148.33,2026-02-23T08:00:00-05:00,Premarket,-0.262,Flat / no meaningful gap,-0.39,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,CRWD,388.57,384.72,2026-02-23T08:00:00-05:00,Premarket,-0.991,Gap down,-3.85,Bearish,directional,elevated_volume,elevated_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,SNOW,172.57,171.43,2026-02-23T08:00:00-05:00,Premarket,-0.661,Flat / no meaningful gap,-1.14,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,SHOP,126.17,124.4,2026-02-23T08:00:00-05:00,Premarket,-1.403,Gap down,-1.77,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,UBER,73.87,73.28,2026-02-23T08:00:00-05:00,Premarket,-0.799,Gap down,-0.59,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,ARM,125.66,124.01,2026-02-23T08:00:00-05:00,Premarket,-1.313,Gap down,-1.65,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,ANET,132.8,130.49,2026-02-23T08:00:00-05:00,Premarket,-1.739,Gap down,-2.31,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,SMCI,32.405,32.06,2026-02-23T08:00:00-05:00,Premarket,-1.065,Gap down,-0.345,Bullish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,HOOD,76.15,74.58,2026-02-23T08:00:00-05:00,Premarket,-2.062,Gap down,-1.57,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,SOFI,19.01,18.7401,2026-02-23T08:00:00-05:00,Premarket,-1.42,Gap down,-0.27,Sideways,sideways,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,COIN,171.35,167.99,2026-02-23T08:00:00-05:00,Premarket,-1.961,Gap down,-3.36,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,RBLX,62.01,61.48,2026-02-23T08:00:00-05:00,Premarket,-0.855,Gap down,-0.53,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,NET,177.26,176.65,2026-02-23T08:00:00-05:00,Premarket,-0.344,Flat / no meaningful gap,-0.61,Bearish,directional,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,RKLB,70.85,69.11,2026-02-23T08:00:00-05:00,Premarket,-2.456,Gap down,-1.74,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,ASTS,80.24,78.8,2026-02-23T08:00:00-05:00,Premarket,-1.795,Gap down,-1.44,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,HIMS,15.64,15.7072,2026-02-23T08:00:00-05:00,Premarket,0.43,Flat / no meaningful gap,0.067,Sideways,grinding,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,APP,418.62,406.4,2026-02-23T08:00:00-05:00,Premarket,-2.919,Gap down,-12.22,Bearish,impulsive,elevated_volume,elevated_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,IONQ,31.93,31.37,2026-02-23T08:00:00-05:00,Premarket,-1.754,Gap down,-0.56,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,TEM,58.36,57.69,2026-02-23T08:00:00-05:00,Premarket,-1.148,Gap down,-0.67,Sideways,sideways,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,MSTR,131.01,127.83,2026-02-23T08:00:00-05:00,Premarket,-2.427,Gap down,-3.18,Bearish,impulsive,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,NOW,104.3,102.26,2026-02-23T08:00:00-05:00,Premarket,-1.956,Gap down,-2.04,Bearish,impulsive,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,QQQ,608.79,604.96,2026-02-23T08:00:00-05:00,Premarket,-0.629,Flat / no meaningful gap,-3.83,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-23,2026-02-20T16:00:00-05:00,2026-02-23T08:00:00-05:00,SPY,689.36,686.1,2026-02-23T08:00:00-05:00,Premarket,-0.473,Flat / no meaningful gap,-3.26,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
