test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,NVDA,187.84,187.4,2026-02-19T08:00:00-05:00,Premarket,-0.234,Flat / no meaningful gap,-0.44,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,AMD,200.11,200.65,2026-02-19T08:00:00-05:00,Premarket,0.27,Flat / no meaningful gap,0.54,Bullish,directional,high_volume,high_volume,above_9ema,above_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,AVGO,333.43,331.393,2026-02-19T08:00:00-05:00,Premarket,-0.611,Flat / no meaningful gap,-2.037,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,TSLA,411.12,407.81,2026-02-19T08:00:00-05:00,Premarket,-0.805,Gap down,-3.31,Bearish,directional,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,META,643.26,639.28,2026-02-19T08:00:00-05:00,Premarket,-0.619,Flat / no meaningful gap,-3.98,Sideways,sideways,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,AMZN,204.67,204.13,2026-02-19T08:00:00-05:00,Premarket,-0.264,Flat / no meaningful gap,-0.54,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,MSFT,399.5,400.15,2026-02-19T08:00:00-05:00,Premarket,0.163,Flat / no meaningful gap,0.65,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,PLTR,135.34,133.85,2026-02-19T08:00:00-05:00,Premarket,-1.101,Gap down,-1.49,Bearish,directional,high_volume,high_volume,below_9ema,below_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,AAPL,264.24,262.93,2026-02-19T08:00:00-05:00,Premarket,-0.496,Flat / no meaningful gap,-1.31,Sideways,grinding,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-19,2026-02-18T16:00:00-05:00,2026-02-19T08:00:00-05:00,GOOGL,303.26,302.32,2026-02-19T08:00:00-05:00,Premarket,-0.31,Flat / no meaningful gap,-0.94,Sideways,sideways,high_volume,high_volume,below_9ema,below_vwap
