status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,duplicate_rows_collapsed
Immediate,COIN,167.09,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,4H/3H/2H/1H,DBD/RBD,supply,170.46,165.71,170.46,170.46,165.71,0.0,fresh,Fresh / untested (0 tests),0,-2.69,Excellent,3.12,7.52,Excellent,9.69,"1D/4H/3H/2H/90m/1H supply @ 186.60 (RR 4.11, fresh, tests 0, quality 18.2)",4.11,4.11,18.17,186.6,,1:4.11–1:8.91,"T1: 1D/4H/3H/2H/90m/1H supply @ 186.60 (RR 4.11, fresh, tests 0, quality 18.2) | T2: 4H/90m/1H supply @ 192.62 (RR 5.37, fresh, tests 0, quality 14.7) | T3: 4H/1H supply @ 196.57 (RR 6.21, fresh, tests 0, quality 11.6) | T4: 4H supply @ 207.92 (RR 8.60, fresh, tests 0, quality 14.5) | T5: 1D/4H/3H/2H/90m/1H supply @ 209.43 (RR 8.91, fresh, tests 0, quality 18.3)","1D/4H/3H/2H/90m/1H supply @ 186.60 (RR 4.11, fresh, tests 0, quality 18.2)",4.11,fresh,0.0,hard_target,"4H/90m/1H supply @ 192.62 (RR 5.37, fresh, tests 0, quality 14.7)",5.37,fresh,0.0,hard_target,"4H/1H supply @ 196.57 (RR 6.21, fresh, tests 0, quality 11.6)",6.21,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,6,"4H,3H,2H,1H",4H supply 167.37-170.46 DBD; 3H supply 168.36-169.48 RBD; 3H supply 165.71-167.65 RBD; 2H supply 168.36-169.48 RBD; 2H supply 168.57-170.08 RBD; 1H supply 168.36-169.48 RBD,4H,163.45,166.1,4H/3H/2H/90m,below_price,0.59,162.51,167.92,1D,containing_price,0.0,inside_supply,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,166.045,1.045,0.629,Flat / no meaningful gap,flat,Sideways,-0.225,sideways,above_9ema,above_vwap,166.002,166.097,2.893,high_volume,high_volume,Premarket,2026-02-18T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 0%, breaks 0% (2 tests)",0.0,61.0,"structure mixed; testing supply; gap into supply; Supply history: rejects 0%, breaks 0% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,9.422,A+,Excellent 1:4.0+,rr-excellent,T1 1:4.11 (Excellent 1:4.0+); range 1:4.11–1:6.21,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,TEM,53.47,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,2H/90m/1H,RBD,supply,53.69,53.37,53.69,53.37,53.69,0.0,one_test,One successful retest (1 tests),1,-2.54,Excellent,1.39,13.93,Strong,7.43,"2H demand @ 52.49 (RR 3.06, fresh, tests 0, quality 8.5)",3.06,3.06,8.5,52.49,,1:3.06–1:9.97,"T1: 2H demand @ 52.49 (RR 3.06, fresh, tests 0, quality 8.5) | T2: 2H demand @ 51.71 (RR 5.50, multiple_tests, tests 2, quality 2.0, soft obstacle: low_quality) | T3: 2H/1H demand @ 50.28 (RR 9.97, fresh, tests 0, quality 10.4)","2H demand @ 52.49 (RR 3.06, fresh, tests 0, quality 8.5)",3.06,fresh,0.0,hard_target,"2H demand @ 51.71 (RR 5.50, multiple_tests, tests 2, quality 2.0, soft obstacle: low_quality)",5.5,multiple_tests,2.0,soft_obstacle,"2H/1H demand @ 50.28 (RR 9.97, fresh, tests 0, quality 10.4)",9.97,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A,3,"2H,90m,1H",2H supply 53.37-53.69 RBD; 90m supply 53.37-53.69 RBD; 1H supply 53.37-53.69 RBD,2H,52.26,52.49,2H,below_price,1.83,53.37,53.69,2H/90m/1H,containing_price,0.0,inside_supply,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,52.59,0.88,1.673,Gap up,moderate_gap,Bullish,1.068,directional,above_9ema,above_vwap,52.589,52.551,2.671,high_volume,high_volume,Premarket,2026-02-18T08:00:00-05:00,preopen,gap_into_supply,Supply Rejection Watch,testing_supply,"Supply history: rejects 50%, breaks 25% (4 tests)",5.0,66.0,"structure mixed; testing supply; gap into supply; gap up 1.67%; Supply history: rejects 50%, breaks 25% (4 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,eligible_pre_grade,7.944,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.06 (Strong 1:2.5–1:3.99); range 1:3.06–1:9.97,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Immediate,TEM,53.47,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/90m/1H,RBD,supply,53.69,53.37,53.69,53.69,53.37,0.0,one_test,One successful retest (1 tests),1,-2.54,Excellent,1.39,13.93,Strong,7.43,"4H/90m/1H supply @ 55.88 (RR 7.53, fresh, tests 0, quality 15.8)",6.0,7.53,15.83,55.88,,1:7.53–1:30.91,"T1: 4H/90m/1H supply @ 55.88 (RR 7.53, fresh, tests 0, quality 15.8) | T2: 4H/1H supply @ 56.59 (RR 9.75, fresh, tests 0, quality 12.2) | T3: 1D/4H/3H/2H/90m/1H supply @ 58.34 (RR 15.22, fresh, tests 0, quality 17.4) | T4: 90m/1H supply @ 60.41 (RR 21.69, fresh, tests 0, quality 11.4) | T5: 1D/4H/3H/2H/1H supply @ 63.36 (RR 30.91, fresh, tests 0, quality 17.5)","4H/90m/1H supply @ 55.88 (RR 7.53, fresh, tests 0, quality 15.8)",7.53,fresh,0.0,hard_target,"4H/1H supply @ 56.59 (RR 9.75, fresh, tests 0, quality 12.2)",9.75,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 58.34 (RR 15.22, fresh, tests 0, quality 17.4)",15.22,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,3,"2H,90m,1H",2H supply 53.37-53.69 RBD; 90m supply 53.37-53.69 RBD; 1H supply 53.37-53.69 RBD,2H,52.26,52.49,2H,below_price,1.83,53.37,53.69,2H/90m/1H,containing_price,0.0,inside_supply,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,52.59,0.88,1.673,Gap up,moderate_gap,Bullish,1.068,directional,above_9ema,above_vwap,52.589,52.551,2.671,high_volume,high_volume,Premarket,2026-02-18T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 50%, breaks 25% (4 tests)",-5.0,56.0,"structure mixed; testing supply; gap into supply; gap up 1.67%; Supply history: rejects 50%, breaks 25% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.407,A,Excellent 1:4.0+,rr-excellent,T1 1:7.53 (Excellent 1:4.0+); range 1:7.53–1:15.22,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,QQQ,603.64,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/90m/1H,DBD/RBD,supply,606.48,602.98,606.48,606.48,602.98,0.0,fresh,Fresh / untested (0 tests),0,-1.07,Moderate,0.9,1.83,Average,7.24,"1D/4H/3H/2H/90m/1H supply @ 612.98 (RR 2.67, fresh, tests 0, quality 18.1)",2.67,2.67,18.11,612.98,,1:2.67–1:8.13,"T1: 1D/4H/3H/2H/90m/1H supply @ 612.98 (RR 2.67, fresh, tests 0, quality 18.1) | T2: 4H/3H/2H/90m/1H supply @ 626.24 (RR 6.46, fresh, tests 0, quality 18.2) | T3: 1D/4H/3H/2H/90m/1H supply @ 632.08 (RR 8.13, fresh, tests 0, quality 20.5)","1D/4H/3H/2H/90m/1H supply @ 612.98 (RR 2.67, fresh, tests 0, quality 18.1)",2.67,fresh,0.0,hard_target,"4H/3H/2H/90m/1H supply @ 626.24 (RR 6.46, fresh, tests 0, quality 18.2)",6.46,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 632.08 (RR 8.13, fresh, tests 0, quality 20.5)",8.13,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A,4,"2H,90m,1H",2H supply 602.98-606.43 RBD; 90m supply 605.16-606.48 RBD; 1H supply 604.76-606.48 DBD; 1H supply 605.38-606.43 RBD,2H,594.76,602.54,1D/4H/3H/2H/90m/1H,below_price,0.18,602.98,606.48,2H/90m/1H,containing_price,0.0,inside_supply,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,601.2,2.44,0.406,Flat / no meaningful gap,flat,Sideways,0.207,sideways,above_9ema,above_vwap,601.209,600.792,1.856,high_volume,high_volume,Premarket,2026-02-18T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 25%, breaks 50% (4 tests)",5.0,66.0,"structure mixed; testing supply; gap into supply; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.412,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.67 (Strong 1:2.5–1:3.99); range 1:2.67–1:8.13,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,SOFI,19.62,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,3H/2H/90m/1H,DBD/RBD,supply,19.87,19.61,19.87,19.87,19.61,0.0,fresh,Fresh / untested (0 tests),0,-0.18,Weak,0.27,2.22,Weak,6.45,"4H/90m/1H supply @ 20.39 (RR 2.96, fresh, tests 0, quality 14.6)",2.96,2.96,14.55,20.39,,1:2.96–1:7.88,"T1: 4H/90m/1H supply @ 20.39 (RR 2.96, fresh, tests 0, quality 14.6) | T2: 1D supply @ 20.55 (RR 3.58, fresh, tests 0, quality 14.2) | T3: 1D supply @ 21.09 (RR 5.65, fresh, tests 0, quality 13.4) | T4: 4H/90m/1H supply @ 21.14 (RR 5.85, fresh, tests 0, quality 16.7) | T5: 1H supply @ 21.67 (RR 7.88, fresh, tests 0, quality 9.6)","4H/90m/1H supply @ 20.39 (RR 2.96, fresh, tests 0, quality 14.6)",2.96,fresh,0.0,hard_target,"1D supply @ 20.55 (RR 3.58, fresh, tests 0, quality 14.2)",3.58,fresh,0.0,hard_target,"1D supply @ 21.09 (RR 5.65, fresh, tests 0, quality 13.4)",5.65,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,5,"3H,2H,90m,1H",3H supply 19.61-19.84 DBD; 2H supply 19.70-19.87 RBD; 90m supply 19.77-19.87 RBD; 1H supply 19.61-19.76 DBD; 1H supply 19.64-19.84 DBD,3H,19.19,20.23,1D,containing_price,0.0,19.61,19.87,3H/2H/90m/1H,containing_price,0.0,inside_demand,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,19.505,0.115,0.59,Flat / no meaningful gap,flat,Sideways,-0.28,grinding,above_9ema,above_vwap,19.561,19.484,2.246,high_volume,absorption_possible,Premarket,2026-02-18T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 50%, breaks 50% (6 tests)",0.0,69.0,"structure mixed; testing supply; possible absorption; gap into supply; Supply history: rejects 50%, breaks 50% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.389,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.96 (Strong 1:2.5–1:3.99); range 1:2.96–1:5.65,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,HOOD,75.75,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,2H/90m/1H,DBD/RBD,supply,76.75,75.6,76.75,76.75,75.6,0.0,fresh,Fresh / untested (0 tests),0,-0.35,Weak,0.51,2.73,Weak,6.36,"1D supply @ 85.31 (RR 8.31, fresh, tests 0, quality 15.6)",6.0,8.31,15.62,85.31,,1:8.31–1:11.77,"T1: 1D supply @ 85.31 (RR 8.31, fresh, tests 0, quality 15.6) | T2: 4H/3H/2H/90m/1H supply @ 85.46 (RR 8.44, fresh, tests 0, quality 19.2) | T3: 1D supply @ 87.07 (RR 9.84, multiple_tests, tests 2, quality 9.2) | T4: 3H/2H/90m supply @ 87.62 (RR 10.32, one_test, tests 1, quality 8.3) | T5: 4H supply @ 89.28 (RR 11.77, fresh, tests 0, quality 13.3)","1D supply @ 85.31 (RR 8.31, fresh, tests 0, quality 15.6)",8.31,fresh,0.0,hard_target,"4H/3H/2H/90m/1H supply @ 85.46 (RR 8.44, fresh, tests 0, quality 19.2)",8.44,fresh,0.0,hard_target,"1D supply @ 87.07 (RR 9.84, multiple_tests, tests 2, quality 9.2)",9.84,multiple_tests,2.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,5,"2H,90m,1H",2H supply 75.75-76.15 RBD; 2H supply 75.82-76.75 RBD; 90m supply 76.25-76.60 DBD; 1H supply 75.92-76.72 RBD; 1H supply 75.60-76.07 RBD,2H,75.38,75.97,4H,containing_price,0.0,75.6,76.75,2H/90m/1H,containing_price,0.0,inside_demand,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,75.45,0.3,0.398,Flat / no meaningful gap,flat,Sideways,-0.322,grinding,above_9ema,above_vwap,75.429,75.38,2.29,high_volume,absorption_possible,Premarket,2026-02-18T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 17%, breaks 67% (6 tests)",10.0,79.0,"structure mixed; testing supply; possible absorption; gap into supply; Supply history: rejects 17%, breaks 67% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,eligible_pre_grade,8.59,A,Excellent 1:4.0+,rr-excellent,T1 1:8.31 (Excellent 1:4.0+); range 1:8.31–1:9.84,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,COIN,167.09,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,4H/3H/2H/90m,DBR/RBR,demand,166.1,163.45,163.45,166.1,163.45,0.59,fresh,Fresh / untested (0 tests),0,0.6,Weak,1.37,84.87,Strong,8.47,"1D/4H/3H/2H/90m/1H supply @ 186.60 (RR 5.36, fresh, tests 0, quality 18.2)",5.36,5.36,18.17,186.6,,1:5.36–1:11.63,"T1: 1D/4H/3H/2H/90m/1H supply @ 186.60 (RR 5.36, fresh, tests 0, quality 18.2) | T2: 4H/90m/1H supply @ 192.62 (RR 7.01, fresh, tests 0, quality 14.7) | T3: 4H/1H supply @ 196.57 (RR 8.10, fresh, tests 0, quality 11.6) | T4: 4H supply @ 207.92 (RR 11.22, fresh, tests 0, quality 14.5) | T5: 1D/4H/3H/2H/90m/1H supply @ 209.43 (RR 11.63, fresh, tests 0, quality 18.3)","1D/4H/3H/2H/90m/1H supply @ 186.60 (RR 5.36, fresh, tests 0, quality 18.2)",5.36,fresh,0.0,hard_target,"4H/90m/1H supply @ 192.62 (RR 7.01, fresh, tests 0, quality 14.7)",7.01,fresh,0.0,hard_target,"4H/1H supply @ 196.57 (RR 8.10, fresh, tests 0, quality 11.6)",8.1,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,4,"4H,3H,2H,90m",4H demand 163.45-164.47 RBR; 3H demand 163.45-166.10 DBR; 2H demand 163.45-166.10 DBR; 90m demand 163.45-166.10 DBR,4H,163.45,166.1,4H/3H/2H/90m,below_price,0.59,162.51,167.92,1D,containing_price,0.0,inside_supply,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,166.045,1.045,0.629,Flat / no meaningful gap,flat,Sideways,-0.225,sideways,above_9ema,above_vwap,166.002,166.097,2.893,high_volume,high_volume,Premarket,2026-02-18T08:00:00-05:00,preopen,gap_into_supply,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 0%, breaks 100% (3 tests)",-15.0,40.0,"structure mixed; gap into supply; Demand history: holds 0%, breaks 100% (3 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,eligible_pre_grade,9.559,A+,Excellent 1:4.0+,rr-excellent,T1 1:5.36 (Excellent 1:4.0+); range 1:5.36–1:8.10,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,1
Near-Term,NET,194.13,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,3H/2H/90m/1H,RBD,supply,196.26,195.75,196.26,196.26,195.75,1.1,fresh,Fresh / untested (0 tests),0,-0.6,Weak,1.37,16.53,Strong,7.97,"4H/3H/2H/90m supply @ 205.94 (RR 23.16, fresh, tests 0, quality 18.2)",6.0,23.16,18.18,205.94,,1:23.16–1:80.04,"T1: 4H/3H/2H/90m supply @ 205.94 (RR 23.16, fresh, tests 0, quality 18.2) | T2: 1D supply @ 209.95 (RR 31.02, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests) | T3: 1D supply @ 234.95 (RR 80.04, fresh, tests 0, quality 14.1)","4H/3H/2H/90m supply @ 205.94 (RR 23.16, fresh, tests 0, quality 18.2)",23.16,fresh,0.0,hard_target,"1D supply @ 209.95 (RR 31.02, multiple_tests, tests 4, quality -999.0, soft obstacle: 4plus_tests)",31.02,multiple_tests,4.0,soft_obstacle,"1D supply @ 234.95 (RR 80.04, fresh, tests 0, quality 14.1)",80.04,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A+,4,"3H,2H,90m,1H",3H supply 195.75-196.26 RBD; 2H supply 195.75-196.26 RBD; 90m supply 195.75-196.26 RBD; 1H supply 195.75-196.26 RBD,3H,189.54,192.44,3H/2H,below_price,0.87,192.35,194.55,1H,containing_price,0.0,inside_supply,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,193.58,0.55,0.284,Flat / no meaningful gap,flat,Bullish,1.125,directional,above_9ema,above_vwap,192.787,193.548,3.719,high_volume,volume_expansion_with_direction,Premarket,2026-02-18T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,approaching_supply_with_strength,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,81.0,"structure mixed; approaching supply with strength; volume expansion; gap into supply; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,eligible_pre_grade,9.383,A+,Excellent 1:4.0+,rr-excellent,T1 1:23.16 (Excellent 1:4.0+); range 1:23.16–1:80.04,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Near-Term,SHOP,114.12,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D/3H/2H/90m,DBR/RBR,demand,112.5,109.31,109.31,112.5,109.31,1.42,fresh,Fresh / untested (0 tests),0,0.95,Weak,1.24,573.5,Strong,7.71,"4H/3H/2H/90m supply @ 126.88 (RR 2.65, fresh, tests 0, quality 19.7)",2.65,2.65,19.72,126.88,,1:2.65–1:4.35,"T1: 4H/3H/2H/90m supply @ 126.88 (RR 2.65, fresh, tests 0, quality 19.7) | T2: 3H/2H/90m/1H supply @ 131.19 (RR 3.55, one_test, tests 1, quality 15.6) | T3: 1D supply @ 132.00 (RR 3.72, one_test, tests 1, quality 13.8) | T4: 4H/90m supply @ 132.18 (RR 3.75, one_test, tests 1, quality 13.8) | T5: 90m/1H supply @ 135.03 (RR 4.35, multiple_tests, tests 2, quality 4.0, soft obstacle: low_quality)","4H/3H/2H/90m supply @ 126.88 (RR 2.65, fresh, tests 0, quality 19.7)",2.65,fresh,0.0,hard_target,"3H/2H/90m/1H supply @ 131.19 (RR 3.55, one_test, tests 1, quality 15.6)",3.55,one_test,1.0,hard_target,"1D supply @ 132.00 (RR 3.72, one_test, tests 1, quality 13.8)",3.72,one_test,1.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,4,"1D,3H,2H,90m",1D/3H/2H/90m demand 109.31-112.50 RR 2.65; 3H demand 112.07-113.25 RR 6.00,1D,112.07,113.25,3H,below_price,0.76,126.88,128.82,4H/3H/2H/90m,above_price,11.18,between_nearest_demand_and_supply,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,113.55,0.57,0.502,Flat / no meaningful gap,flat,Bullish,0.706,grinding,above_9ema,above_vwap,113.172,113.438,2.939,high_volume,volume_expansion_with_direction,Premarket,2026-02-18T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,bouncing_from_demand,"Demand history: holds 29%, breaks 57% (7 tests)",-5.71,70.3,"structure mixed; bouncing from demand; volume expansion; Demand history: holds 29%, breaks 57% (7 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Priority movement watch,eligible_pre_grade,8.876,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.65 (Strong 1:2.5–1:3.99); range 1:2.65–1:3.72,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving,2
Near-Term,TSLA,412.26,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,90m/1H,DBD,supply,418.59,417.48,418.59,418.59,417.48,1.54,fresh,Fresh / untested (0 tests),0,-2.24,Excellent,2.07,67.48,Excellent,9.77,"1D/4H/90m/1H supply @ 420.48 (RR 7.41, fresh, tests 0, quality 16.6)",6.0,7.41,16.62,420.48,,1:7.41–1:65.89,"T1: 1D/4H/90m/1H supply @ 420.48 (RR 7.41, fresh, tests 0, quality 16.6) | T2: 1D/4H/2H/90m/1H supply @ 427.95 (RR 14.14, fresh, tests 0, quality 17.3) | T3: 1D/2H/90m/1H supply @ 447.43 (RR 31.68, fresh, tests 0, quality 17.4) | T4: 1D supply @ 485.40 (RR 65.89, fresh, tests 0, quality 14.4)","1D/4H/90m/1H supply @ 420.48 (RR 7.41, fresh, tests 0, quality 16.6)",7.41,fresh,0.0,hard_target,"1D/4H/2H/90m/1H supply @ 427.95 (RR 14.14, fresh, tests 0, quality 17.3)",14.14,fresh,0.0,hard_target,"1D/2H/90m/1H supply @ 447.43 (RR 31.68, fresh, tests 0, quality 17.4)",31.68,fresh,0.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A+,2,"90m,1H",90m supply 417.48-418.59 DBD; 1H supply 417.48-418.59 DBD,90m,404.33,406.63,90m,below_price,1.37,417.48,418.59,90m/1H,above_price,1.27,between_nearest_demand_and_supply,2026-02-18T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-18 08:00 AM EST,410.67,1.59,0.387,Flat / no meaningful gap,flat,Sideways,0.289,grinding,above_9ema,above_vwap,410.538,410.309,1.611,elevated_volume,elevated_volume,Premarket,2026-02-18T08:00:00-05:00,preopen,no_meaningful_gap,Supply Breakout Watch,below_supply_no_trigger,"Supply history: rejects 50%, breaks 33% (6 tests)",-3.33,46.7,"structure mixed; Supply history: rejects 50%, breaks 33% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Research / monitor only,eligible_pre_grade,9.338,A+,Excellent 1:4.0+,rr-excellent,T1 1:7.41 (Excellent 1:4.0+); range 1:7.41–1:31.68,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
