status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed
Immediate,TSLA,420.99,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,3H/2H/90m/1H,DBR,demand,421.25,413.69,413.69,413.69,421.25,0.0,fresh,Fresh / untested (0 tests),0,3.23,Excellent,2.82,13.83,Excellent,9.94,"1D demand @ 402.32 (RR 2.47, fresh, tests 0, quality 14.4)",2.47,2.47,14.43,402.32,,1:2.47–1:14.82,"T1: 1D demand @ 402.32 (RR 2.47, fresh, tests 0, quality 14.4) | T2: 1D demand @ 350.55 (RR 9.32, fresh, tests 0, quality 15.3) | T3: 1D demand @ 338.53 (RR 10.91, fresh, tests 0, quality 14.5) | T4: 1D demand @ 322.27 (RR 13.06, fresh, tests 0, quality 15.8) | T5: 1D demand @ 308.95 (RR 14.82, fresh, tests 0, quality 13.9)","1D demand @ 402.32 (RR 2.47, fresh, tests 0, quality 14.4)",2.47,fresh,0.0,hard_target,"1D demand @ 350.55 (RR 9.32, fresh, tests 0, quality 15.3)",9.32,fresh,0.0,hard_target,"1D demand @ 338.53 (RR 10.91, fresh, tests 0, quality 14.5)",10.91,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,7,"3H,2H,90m,1H",3H demand 414.94-416.44 DBR; 2H demand 414.94-416.44 DBR; 2H demand 413.69-418.59 DBR; 2H demand 414.50-421.25 DBR; 90m demand 414.94-416.44 DBR; 90m demand 414.50-421.25 DBR; 1H demand 414.94-416.44 DBR,3H,413.69,421.25,3H/2H/90m/1H,containing_price,0.0,421.29,428.56,1D/3H/1H,above_price,0.07,inside_demand,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,421.81,-0.82,-0.194,Flat / no meaningful gap,flat,Bullish,0.59,grinding,above_9ema,below_vwap,420.163,421.725,1.451,elevated_volume,elevated_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 33%, breaks 17% (6 tests)",-3.33,57.7,"structure mixed; testing demand; gap into demand; Demand history: holds 33%, breaks 17% (6 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,8.967,A+,Acceptable 1:2.0–1:2.49,rr-acceptable,T1 1:2.47 (Acceptable 1:2.0–1:2.49); range 1:2.47–1:10.91,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure
Immediate,SHOP,118.5,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D/2H/1H,DBR/RBR,demand,118.6,115.95,115.95,118.6,115.95,0.0,fresh,Fresh / untested (0 tests),0,1.52,Strong,0.9,9.05,Average,7.92,"3H/2H/90m/1H supply @ 131.19 (RR 4.79, fresh, tests 0, quality 18.9)",4.79,4.79,18.85,131.19,,1:4.79–1:9.02,"T1: 3H/2H/90m/1H supply @ 131.19 (RR 4.79, fresh, tests 0, quality 18.9) | T2: 1D supply @ 132.00 (RR 5.09, fresh, tests 0, quality 17.0) | T3: 4H/90m supply @ 132.18 (RR 5.16, fresh, tests 0, quality 17.0) | T4: 90m/1H supply @ 135.03 (RR 6.24, one_test, tests 1, quality 7.5) | T5: 1D/3H/2H/90m supply @ 142.40 (RR 9.02, fresh, tests 0, quality 18.6)","3H/2H/90m/1H supply @ 131.19 (RR 4.79, fresh, tests 0, quality 18.9)",4.79,fresh,0.0,hard_target,"1D supply @ 132.00 (RR 5.09, fresh, tests 0, quality 17.0)",5.09,fresh,0.0,hard_target,"4H/90m supply @ 132.18 (RR 5.16, fresh, tests 0, quality 17.0)",5.16,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,3,"1D,2H,1H",1D demand 115.95-118.60 DBR; 2H demand 117.50-118.48 DBR; 1H demand 117.65-118.48 RBR,1D,115.95,118.6,1D/2H/1H,containing_price,0.0,131.19,132.72,3H/2H/90m/1H,above_price,10.71,inside_demand,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,119.29,-0.79,-0.662,Flat / no meaningful gap,flat,Sideways,0.034,sideways,below_9ema,below_vwap,119.006,119.287,2.648,high_volume,high_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 29%, breaks 57% (7 tests)",-5.71,55.3,"structure mixed; testing demand; gap into demand; Demand history: holds 29%, breaks 57% (7 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,eligible_pre_grade,8.83,A+,Excellent 1:4.0+,rr-excellent,T1 1:4.79 (Excellent 1:4.0+); range 1:4.79–1:5.16,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,SMCI,32.2,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,4H/2H/90m/1H,DBD/RBD,supply,32.33,31.57,32.33,31.57,32.33,0.0,fresh,Fresh / untested (0 tests),0,-0.56,Weak,0.51,2.52,Weak,7.59,"1D/3H/1H demand @ 29.42 (RR 3.66, fresh, tests 0, quality 18.0)",3.66,3.66,18.01,29.42,,1:3.66–1:5.03,"T1: 1D/3H/1H demand @ 29.42 (RR 3.66, fresh, tests 0, quality 18.0) | T2: 1D/2H/90m/1H demand @ 28.38 (RR 5.03, fresh, tests 0, quality 17.8)","1D/3H/1H demand @ 29.42 (RR 3.66, fresh, tests 0, quality 18.0)",3.66,fresh,0.0,hard_target,"1D/2H/90m/1H demand @ 28.38 (RR 5.03, fresh, tests 0, quality 17.8)",5.03,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,A+,6,"4H,2H,90m,1H",4H supply 31.57-32.33 RBD; 2H supply 31.66-31.88 RBD; 90m supply 31.71-31.86 RBD; 90m supply 32.09-32.27 DBD; 1H supply 31.81-31.88 DBD; 1H supply 31.90-32.17 DBD,4H,28.57,29.42,1D/3H/1H,below_price,8.63,31.57,32.33,4H/2H/90m/1H,containing_price,0.0,inside_supply,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,29.77,2.429,8.159,Gap up,large_gap,Bullish,10.764,impulsive,above_9ema,above_vwap,29.473,29.698,2.741,high_volume,high_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,gap_into_supply,Supply Rejection Watch,testing_supply,"Supply history: rejects 8%, breaks 62% (13 tests)",-10.77,50.2,"structure mixed; testing supply; gap into supply; gap up 8.16%; Supply history: rejects 8%, breaks 62% (13 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Research / monitor only,eligible_pre_grade,8.898,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.66 (Strong 1:2.5–1:3.99); range 1:3.66–1:5.03,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening
Immediate,TSLA,420.99,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,1D/3H/1H,DBD/RBD,supply,428.56,421.29,428.56,421.29,428.56,0.07,fresh,Fresh / untested (0 tests),0,0.01,Weak,0.91,4.44,Average,8.42,"1D demand @ 402.32 (RR 2.47, fresh, tests 0, quality 14.4)",2.47,2.47,14.43,402.32,,1:2.47–1:14.80,"T1: 1D demand @ 402.32 (RR 2.47, fresh, tests 0, quality 14.4) | T2: 1D demand @ 350.55 (RR 9.31, fresh, tests 0, quality 15.3) | T3: 1D demand @ 338.53 (RR 10.89, fresh, tests 0, quality 14.5) | T4: 1D demand @ 322.27 (RR 13.04, fresh, tests 0, quality 15.8) | T5: 1D demand @ 308.95 (RR 14.80, fresh, tests 0, quality 13.9)","1D demand @ 402.32 (RR 2.47, fresh, tests 0, quality 14.4)",2.47,fresh,0.0,hard_target,"1D demand @ 350.55 (RR 9.31, fresh, tests 0, quality 15.3)",9.31,fresh,0.0,hard_target,"1D demand @ 338.53 (RR 10.89, fresh, tests 0, quality 14.5)",10.89,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,4,"1D,3H,1H",1D supply 421.29-427.15 RBD; 3H supply 423.29-427.15 DBD; 1H supply 422.81-428.56 RBD; 1H supply 425.69-427.15 RBD,1D,413.69,421.25,3H/2H/90m/1H,containing_price,0.0,421.29,428.56,1D/3H/1H,above_price,0.07,inside_demand,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,421.81,-0.82,-0.194,Flat / no meaningful gap,flat,Bullish,0.59,grinding,above_9ema,below_vwap,420.163,421.725,1.451,elevated_volume,elevated_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,gap_into_demand,Supply Rejection Watch,approaching_supply_grinding,"Supply history: rejects 50%, breaks 33% (6 tests)",3.33,64.3,"structure mixed; approaching supply grinding; gap into demand; Supply history: rejects 50%, breaks 33% (6 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,9.08,A+,Acceptable 1:2.0–1:2.49,rr-acceptable,T1 1:2.47 (Acceptable 1:2.0–1:2.49); range 1:2.47–1:10.89,False,Developing Scenario,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening
Immediate,TSLA,420.99,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,3H/2H/90m/1H,DBR,demand,421.25,413.69,413.69,421.25,413.69,0.0,fresh,Fresh / untested (0 tests),0,3.23,Excellent,2.82,13.83,Excellent,9.94,"1D/3H/1H supply @ 421.29 (RR 0.04, fresh, tests 0, quality 15.8)",0.04,0.04,15.77,421.29,,1:0.04–1:8.52,"T1: 1D/3H/1H supply @ 421.29 (RR 0.04, fresh, tests 0, quality 15.8) | T2: 1D/4H/2H/90m/1H supply @ 430.62 (RR 1.27, fresh, tests 0, quality 17.1) | T3: 1D/2H/90m/1H supply @ 447.43 (RR 3.50, fresh, tests 0, quality 17.4) | T4: 1D supply @ 485.40 (RR 8.52, fresh, tests 0, quality 14.4)","1D/3H/1H supply @ 421.29 (RR 0.04, fresh, tests 0, quality 15.8)",0.04,fresh,0.0,hard_target,"1D/4H/2H/90m/1H supply @ 430.62 (RR 1.27, fresh, tests 0, quality 17.1)",1.27,fresh,0.0,hard_target,"1D/2H/90m/1H supply @ 447.43 (RR 3.50, fresh, tests 0, quality 17.4)",3.5,fresh,0.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A,7,"3H,2H,90m,1H",3H demand 414.94-416.44 DBR; 2H demand 414.94-416.44 DBR; 2H demand 413.69-418.59 DBR; 2H demand 414.50-421.25 DBR; 90m demand 414.94-416.44 DBR; 90m demand 414.50-421.25 DBR; 1H demand 414.94-416.44 DBR,3H,413.69,421.25,3H/2H/90m/1H,containing_price,0.0,421.29,428.56,1D/3H/1H,above_price,0.07,inside_demand,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,421.81,-0.82,-0.194,Flat / no meaningful gap,flat,Bullish,0.59,grinding,above_9ema,below_vwap,420.163,421.725,1.451,elevated_volume,elevated_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 33%, breaks 17% (6 tests)",3.33,64.3,"structure mixed; testing demand; gap into demand; Demand history: holds 33%, breaks 17% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.509,A,Poor <1:1.5,rr-poor,T1 1:0.04 (Poor <1:1.5); range 1:0.04–1:3.50,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,GOOGL,343.46,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,4H/3H/2H/90m/1H,DBD/RBD,supply,345.64,343.13,345.64,343.13,345.64,0.0,fresh,Fresh / untested (0 tests),0,-0.65,Weak,1.55,10.93,Excellent,8.7,"1D/4H/3H/2H/90m/1H demand @ 340.00 (RR 1.38, one_test, tests 1, quality 14.0)",1.38,1.38,13.98,340.0,,1:1.38–1:16.33,"T1: 1D/4H/3H/2H/90m/1H demand @ 340.00 (RR 1.38, one_test, tests 1, quality 14.0) | T2: 4H/3H/2H/90m/1H demand @ 328.61 (RR 5.92, one_test, tests 1, quality 13.2) | T3: 1D/3H/2H/90m/1H demand @ 322.03 (RR 8.54, fresh, tests 0, quality 18.1) | T4: 1D demand @ 309.88 (RR 13.38, fresh, tests 0, quality 13.2) | T5: 1D demand @ 302.46 (RR 16.33, fresh, tests 0, quality 14.9)","1D/4H/3H/2H/90m/1H demand @ 340.00 (RR 1.38, one_test, tests 1, quality 14.0)",1.38,one_test,1.0,hard_target,"4H/3H/2H/90m/1H demand @ 328.61 (RR 5.92, one_test, tests 1, quality 13.2)",5.92,one_test,1.0,hard_target,"1D/3H/2H/90m/1H demand @ 322.03 (RR 8.54, fresh, tests 0, quality 18.1)",8.54,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,6,"4H,3H,2H,90m,1H",4H supply 343.13-344.40 RBD; 3H supply 343.72-344.14 RBD; 2H supply 343.72-344.14 RBD; 90m supply 343.72-344.14 RBD; 1H supply 343.21-345.64 DBD; 1H supply 343.72-344.14 RBD,4H,332.29,340.0,1D/4H/3H/2H/90m/1H,below_price,1.01,343.13,345.64,4H/3H/2H/90m/1H,containing_price,0.0,inside_supply,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,339.74,3.72,1.095,Gap up,small_gap,Bullish,1.462,directional,above_9ema,above_vwap,339.655,339.611,2.677,high_volume,absorption_possible,Premarket,2026-02-04T08:00:00-05:00,preopen,gap_into_supply,Supply Rejection Watch,testing_supply,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,69.0,"structure mixed; testing supply; possible absorption; gap into supply; gap up 1.09%; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,8.003,A,Poor <1:1.5,rr-poor,T1 1:1.38 (Poor <1:1.5); range 1:1.38–1:8.54,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening
Immediate,MU,415.64,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,4H/3H/2H/90m/1H,DBR/RBR,demand,415.63,407.53,407.53,415.63,407.53,0.0,fresh,Fresh / untested (0 tests),0,1.95,Strong,1.59,2.65,Excellent,8.38,"4H/90m/1H supply @ 435.92 (RR 2.50, fresh, tests 0, quality 16.6)",2.5,2.5,16.64,435.92,,1:2.50,"T1: 4H/90m/1H supply @ 435.92 (RR 2.50, fresh, tests 0, quality 16.6)","4H/90m/1H supply @ 435.92 (RR 2.50, fresh, tests 0, quality 16.6)",2.5,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,9,"4H,3H,2H,90m,1H",4H demand 408.63-414.10 RBR; 3H demand 410.78-414.73 DBR; 2H demand 408.63-412.95 DBR; 2H demand 410.78-414.73 DBR; 2H demand 407.53-415.63 DBR; 90m demand 408.63-412.95 DBR; 1H demand 408.63-412.95 DBR; 1H demand 410.78-414.73 DBR; 1H demand 409.10-415.14 DBR,4H,407.53,415.63,4H/3H/2H/90m/1H,below_price,0.0,435.92,443.2,4H/90m/1H,above_price,4.88,between_nearest_demand_and_supply,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,419.69,-4.05,-0.965,Gap down,small_gap,Sideways,0.389,grinding,below_9ema,below_vwap,416.822,419.4,1.813,high_volume,high_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,gap_between_zones,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 45%, breaks 45% (11 tests)",0.0,50.0,"structure mixed; gap down -0.96%; Demand history: holds 45%, breaks 45% (11 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,eligible_pre_grade,8.595,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.50 (Strong 1:2.5–1:3.99); range 1:2.50–1:2.50,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,INTC,49.61,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,4H/1H,DBD/RBD,supply,50.16,48.8,50.16,50.16,48.8,0.0,fresh,Fresh / untested (0 tests),0,0.08,Weak,1.03,3.62,Average,6.09,"1D/4H/3H/2H/90m/1H supply @ 54.20 (RR 3.38, fresh, tests 0, quality 22.2)",3.38,3.38,22.19,54.2,,1:3.38,"T1: 1D/4H/3H/2H/90m/1H supply @ 54.20 (RR 3.38, fresh, tests 0, quality 22.2)","1D/4H/3H/2H/90m/1H supply @ 54.20 (RR 3.38, fresh, tests 0, quality 22.2)",3.38,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,3,"4H,1H",4H supply 48.80-49.84 RBD; 1H supply 49.56-50.16 DBD; 1H supply 48.94-49.24 DBD,4H,48.43,48.94,2H/90m/1H,below_price,1.35,48.8,50.16,4H/1H,containing_price,0.0,inside_supply,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,49.24,0.37,0.751,Gap up,small_gap,Bullish,1.146,directional,above_9ema,above_vwap,49.062,49.267,2.24,high_volume,high_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 60%, breaks 40% (5 tests)",-4.0,57.0,"structure mixed; testing supply; gap into supply; gap up 0.75%; Supply history: rejects 60%, breaks 40% (5 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.372,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.38 (Strong 1:2.5–1:3.99); range 1:3.38–1:3.38,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
Immediate,META,688.5,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,90m/1H,DBR,demand,688.35,686.41,686.41,688.35,686.41,0.02,fresh,Fresh / untested (0 tests),0,0.42,Weak,0.31,5.55,Weak,5.32,"90m/1H supply @ 697.07 (RR 4.10, fresh, tests 0, quality 9.8)",4.1,4.1,9.81,697.07,,1:4.10–1:43.90,"T1: 90m/1H supply @ 697.07 (RR 4.10, fresh, tests 0, quality 9.8) | T2: 1D/4H/3H/2H/90m/1H supply @ 706.40 (RR 8.56, fresh, tests 0, quality 17.2) | T3: 4H/3H/2H/90m/1H supply @ 735.19 (RR 22.34, fresh, tests 0, quality 16.6) | T4: 1D supply @ 751.44 (RR 30.11, fresh, tests 0, quality 15.2) | T5: 1D supply @ 780.25 (RR 43.90, one_test, tests 1, quality 12.3)","90m/1H supply @ 697.07 (RR 4.10, fresh, tests 0, quality 9.8)",4.1,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 706.40 (RR 8.56, fresh, tests 0, quality 17.2)",8.56,fresh,0.0,hard_target,"4H/3H/2H/90m/1H supply @ 735.19 (RR 22.34, fresh, tests 0, quality 16.6)",22.34,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,2,"90m,1H",90m demand 686.41-688.20 DBR; 1H demand 686.41-688.35 DBR,90m,686.41,688.35,90m/1H,below_price,0.02,697.07,701.4,90m/1H,above_price,1.24,between_nearest_demand_and_supply,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,691.75,-3.25,-0.47,Flat / no meaningful gap,flat,Sideways,0.097,sideways,below_9ema,below_vwap,689.838,691.541,2.613,high_volume,high_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 43%, breaks 43% (7 tests)",0.0,50.0,"structure mixed; Demand history: holds 43%, breaks 43% (7 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,eligible_pre_grade,8.34,A,Excellent 1:4.0+,rr-excellent,T1 1:4.10 (Excellent 1:4.0+); range 1:4.10–1:22.34,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,ANET,138.44,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D/4H/3H/2H/90m/1H,DBR/RBR,demand,138.37,134.86,134.86,138.37,134.86,0.05,fresh,Fresh / untested (0 tests),0,1.63,Strong,1.52,2.17,Excellent,8.37,"4H/3H/2H/90m/1H supply @ 140.56 (RR 0.59, one_test, tests 1, quality 11.7)",0.59,0.59,11.72,140.56,,1:0.59–1:4.03,"T1: 4H/3H/2H/90m/1H supply @ 140.56 (RR 0.59, one_test, tests 1, quality 11.7) | T2: 90m/1H supply @ 143.95 (RR 1.54, fresh, tests 0, quality 11.3) | T3: 1D/4H/3H/2H/90m/1H supply @ 147.78 (RR 2.61, fresh, tests 0, quality 17.5) | T4: 1D supply @ 152.86 (RR 4.03, fresh, tests 0, quality 16.1)","4H/3H/2H/90m/1H supply @ 140.56 (RR 0.59, one_test, tests 1, quality 11.7)",0.59,one_test,1.0,hard_target,"90m/1H supply @ 143.95 (RR 1.54, fresh, tests 0, quality 11.3)",1.54,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 147.78 (RR 2.61, fresh, tests 0, quality 17.5)",2.61,fresh,0.0,hard_target,3,,t1_nearest_unbroken_opposing_zone,A,8,"1D,4H,3H,2H,90m,1H",1D demand 134.86-138.37 RBR; 4H demand 135.73-136.56 DBR; 3H demand 135.73-136.33 DBR; 3H demand 135.33-137.93 RBR; 2H demand 135.73-136.33 RBR; 90m demand 135.73-136.33 RBR; 1H demand 135.73-136.33 RBR; 1H demand 135.33-137.09 RBR,1D,134.86,138.37,1D/4H/3H/2H/90m/1H,below_price,0.05,140.56,144.51,4H/3H/2H/90m/1H,above_price,1.53,between_nearest_demand_and_supply,2026-02-04T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-02-04 08:00 AM EST,139.42,-0.98,-0.703,Flat / no meaningful gap,flat,Sideways,0.253,grinding,below_9ema,below_vwap,138.84,139.369,2.206,high_volume,high_volume,Premarket,2026-02-04T08:00:00-05:00,preopen,no_meaningful_gap,Demand Hold/Reversal Watch,above_demand_no_trigger,"Demand history: holds 50%, breaks 33% (6 tests)",3.33,53.3,"structure mixed; Demand history: holds 50%, breaks 33% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Research / monitor only,rejected_low_rr_to_nearest_opposing_zone,7.941,A,Poor <1:1.5,rr-poor,T1 1:0.59 (Poor <1:1.5); range 1:0.59–1:2.61,False,Developing Scenario,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
