status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed
Immediate,NET,210.33,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,4H/3H/2H/90m/1H,DBR/RBR,demand,212.54,206.57,206.57,212.54,206.57,0.0,fresh,Fresh / untested (0 tests),0,0.76,Weak,0.45,2.93,Weak,7.71,"1D supply @ 234.95 (RR 4.12, fresh, tests 0, quality 14.1)",4.12,4.12,14.06,234.95,,1:4.12,"T1: 1D supply @ 234.95 (RR 4.12, fresh, tests 0, quality 14.1)","1D supply @ 234.95 (RR 4.12, fresh, tests 0, quality 14.1)",4.12,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A+,9,"4H,3H,2H,90m,1H",4H demand 206.57-208.85 RBR; 3H demand 206.57-209.45 RBR; 3H demand 209.02-212.25 RBR; 2H demand 206.57-208.85 DBR; 2H demand 209.01-210.85 RBR; 90m demand 206.57-207.56 DBR; 1H demand 206.60-207.55 RBR; 1H demand 211.23-212.54 DBR; 1H demand 210.28-211.06 RBR,4H,206.57,212.54,4H/3H/2H/90m/1H,containing_price,0.0,209.95,215.38,1D/90m/1H,containing_price,0.0,inside_demand,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,212.19,-1.86,-0.877,Gap down,small_gap,Bearish,-0.921,directional,below_9ema,below_vwap,212.833,212.631,2.924,high_volume,absorption_possible,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_supply,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 33%, breaks 67% (6 tests)",-6.67,62.3,"structure mixed; testing demand; possible absorption; gap into supply; gap down -0.88%; Demand history: holds 33%, breaks 67% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,eligible_pre_grade,8.928,A+,Excellent 1:4.0+,rr-excellent,T1 1:4.12 (Excellent 1:4.0+); range 1:4.12–1:4.12,True,Final / Actionable,Ready: wait for 5M trigger,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,NET,210.33,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/90m/1H,DBD/RBD,supply,215.38,209.95,215.38,215.38,209.95,0.0,fresh,Fresh / untested (0 tests),0,-0.93,Weak,1.37,17.22,Strong,7.3,"1D supply @ 234.95 (RR 4.53, fresh, tests 0, quality 14.1)",4.53,4.53,14.06,234.95,,1:4.53,"T1: 1D supply @ 234.95 (RR 4.53, fresh, tests 0, quality 14.1)","1D supply @ 234.95 (RR 4.53, fresh, tests 0, quality 14.1)",4.53,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A+,5,"1D,90m,1H",1D supply 209.95-215.24 DBD; 90m supply 212.54-213.80 RBD; 90m supply 212.25-215.38 RBD; 1H supply 212.25-215.38 RBD; 1H supply 212.48-213.64 RBD,1D,206.57,212.54,4H/3H/2H/90m/1H,containing_price,0.0,209.95,215.38,1D/90m/1H,containing_price,0.0,inside_demand,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,212.19,-1.86,-0.877,Gap down,small_gap,Bearish,-0.921,directional,below_9ema,below_vwap,212.833,212.631,2.924,high_volume,absorption_possible,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 50%, breaks 50% (2 tests)",0.0,69.0,"structure mixed; testing supply; possible absorption; gap into supply; gap down -0.88%; Supply history: rejects 50%, breaks 50% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.825,A+,Excellent 1:4.0+,rr-excellent,T1 1:4.53 (Excellent 1:4.0+); range 1:4.53–1:4.53,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
Immediate,SNOW,176.16,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,4H/2H/90m/1H,DBR/RBR,demand,177.39,172.8,172.8,177.39,172.8,0.0,fresh,Fresh / untested (0 tests),0,1.07,Moderate,0.37,10.53,Weak,9.2,"2H/90m/1H supply @ 178.29 (RR 0.46, fresh, tests 0, quality 11.2)",0.46,0.46,11.16,178.29,,1:0.46–1:5.06,"T1: 2H/90m/1H supply @ 178.29 (RR 0.46, fresh, tests 0, quality 11.2) | T2: 1D/4H/3H/2H/90m/1H supply @ 182.25 (RR 1.33, multiple_tests, tests 2, quality 11.0) | T3: 4H/3H/2H/90m/1H supply @ 190.70 (RR 3.17, fresh, tests 0, quality 20.5) | T4: 2H/90m/1H supply @ 197.42 (RR 4.63, fresh, tests 0, quality 12.6) | T5: 1D supply @ 199.37 (RR 5.06, fresh, tests 0, quality 14.2)","2H/90m/1H supply @ 178.29 (RR 0.46, fresh, tests 0, quality 11.2)",0.46,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 182.25 (RR 1.33, multiple_tests, tests 2, quality 11.0)",1.33,multiple_tests,2.0,hard_target,"4H/3H/2H/90m/1H supply @ 190.70 (RR 3.17, fresh, tests 0, quality 20.5)",3.17,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,10,"4H,2H,90m,1H",4H demand 174.91-175.60 DBR; 4H demand 174.71-177.39 RBR; 2H demand 174.91-175.60 DBR; 2H demand 174.71-176.47 RBR; 90m demand 174.91-175.46 DBR; 90m demand 172.80-174.90 RBR; 1H demand 174.91-175.69 DBR; 1H demand 174.71-176.64 DBR; 1H demand 173.42-174.90 RBR; 1H demand 172.80-174.46 RBR,4H,172.8,177.39,4H/2H/90m/1H,containing_price,0.0,172.5,184.6,1D,containing_price,0.0,inside_demand,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,177.2,-1.04,-0.587,Flat / no meaningful gap,flat,Bearish,-0.805,directional,below_9ema,below_vwap,177.8,177.713,3.157,high_volume,high_volume,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_supply,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 50%, breaks 50% (4 tests)",0.0,61.0,"structure mixed; testing demand; gap into supply; Demand history: holds 50%, breaks 50% (4 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.576,A,Poor <1:1.5,rr-poor,T1 1:0.46 (Poor <1:1.5); range 1:0.46–1:3.17,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,META,630.8,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D/4H/3H/2H/90m/1H,DBR/RBR,demand,647.9,628.8,628.8,628.8,647.9,0.0,fresh,Fresh / untested (0 tests),0,0.14,Weak,1.07,4.15,Average,8.72,"4H/2H/90m/1H demand @ 613.44 (RR 0.91, fresh, tests 0, quality 19.4)",0.91,0.91,19.44,613.44,,1:0.91–1:1.91,"T1: 4H/2H/90m/1H demand @ 613.44 (RR 0.91, fresh, tests 0, quality 19.4) | T2: 3H/2H/90m/1H demand @ 604.67 (RR 1.37, fresh, tests 0, quality 14.6) | T3: 1D demand @ 594.25 (RR 1.91, fresh, tests 0, quality 13.9)","4H/2H/90m/1H demand @ 613.44 (RR 0.91, fresh, tests 0, quality 19.4)",0.91,fresh,0.0,hard_target,"3H/2H/90m/1H demand @ 604.67 (RR 1.37, fresh, tests 0, quality 14.6)",1.37,fresh,0.0,hard_target,"1D demand @ 594.25 (RR 1.91, fresh, tests 0, quality 13.9)",1.91,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A,9,"1D,4H,3H,2H,90m,1H",1D demand 636.11-647.90 DBR; 1D demand 636.72-644.78 RBR; 1D demand 628.80-639.50 DBR; 4H demand 630.82-634.34 DBR; 3H demand 630.82-634.00 DBR; 3H demand 628.80-639.50 DBR; 2H demand 633.01-636.80 RBR; 90m demand 633.01-635.12 RBR; 1H demand 633.01-634.34 DBR,1D,628.8,647.9,1D/4H/3H/2H/90m/1H,containing_price,0.0,639.04,641.98,2H/1H,above_price,1.31,inside_demand,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,637.84,-7.04,-1.104,Gap down,small_gap,Bearish,-1.177,directional,below_9ema,below_vwap,638.472,638.391,3.22,high_volume,absorption_possible,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 43%, breaks 43% (7 tests)",0.0,69.0,"structure mixed; testing demand; possible absorption; gap into demand; gap down -1.10%; Demand history: holds 43%, breaks 43% (7 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.726,A,Poor <1:1.5,rr-poor,T1 1:0.91 (Poor <1:1.5); range 1:0.91–1:1.91,False,Zone Map / Research,Blocked: nearest zone limits R:R,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure
Immediate,PLTR,154.38,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/4H/2H/90m/1H,DBD/RBD,supply,158.44,154.01,158.44,158.44,154.01,0.0,fresh,Fresh / untested (0 tests),0,-0.78,Weak,0.85,6.55,Weak,8.54,"3H/2H/90m/1H supply @ 157.17 (RR 0.63, one_test, tests 1, quality 11.1)",0.63,0.63,11.06,157.17,,1:0.63–1:5.07,"T1: 3H/2H/90m/1H supply @ 157.17 (RR 0.63, one_test, tests 1, quality 11.1) | T2: 1H supply @ 162.85 (RR 1.91, one_test, tests 1, quality 7.5) | T3: 1D/4H/3H/90m/1H supply @ 165.70 (RR 2.56, fresh, tests 0, quality 18.1) | T4: 1D/2H/90m/1H supply @ 167.62 (RR 2.99, fresh, tests 0, quality 14.8) | T5: 1D/3H/2H/90m/1H supply @ 176.84 (RR 5.07, fresh, tests 0, quality 18.1)","3H/2H/90m/1H supply @ 157.17 (RR 0.63, one_test, tests 1, quality 11.1)",0.63,one_test,1.0,hard_target,"1H supply @ 162.85 (RR 1.91, one_test, tests 1, quality 7.5)",1.91,one_test,1.0,hard_target,"1D/4H/3H/90m/1H supply @ 165.70 (RR 2.56, fresh, tests 0, quality 18.1)",2.56,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,7,"1D,4H,2H,90m,1H",1D supply 155.69-158.44 RBD; 4H supply 154.70-157.64 RBD; 2H supply 154.01-155.39 DBD; 2H supply 154.70-157.64 RBD; 90m supply 154.47-155.39 DBD; 90m supply 154.72-157.64 RBD; 1H supply 156.43-157.64 RBD,1D,149.33,152.94,1D/4H/3H/90m/1H,below_price,0.93,154.01,158.44,1D/4H/2H/90m/1H,containing_price,0.0,inside_supply,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,153.44,0.94,0.613,Flat / no meaningful gap,flat,Sideways,0.354,grinding,above_9ema,above_vwap,153.689,153.551,2.065,high_volume,high_volume,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 33%, breaks 67% (6 tests)",6.67,67.7,"structure mixed; testing supply; gap into supply; Supply history: rejects 33%, breaks 67% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.513,A,Poor <1:1.5,rr-poor,T1 1:0.63 (Poor <1:1.5); range 1:0.63–1:2.56,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
Immediate,QQQ,599.99,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D/4H/3H/2H/90m,DBR,demand,601.58,591.33,591.33,601.58,591.33,0.0,fresh,Fresh / untested (0 tests),0,1.43,Moderate,1.31,2.97,Strong,8.5,"1D/4H/3H/2H/90m/1H supply @ 606.54 (RR 0.64, fresh, tests 0, quality 20.0)",0.64,0.64,20.0,606.54,,1:0.64–1:3.13,"T1: 1D/4H/3H/2H/90m/1H supply @ 606.54 (RR 0.64, fresh, tests 0, quality 20.0) | T2: 4H/3H/2H/90m/1H supply @ 626.24 (RR 2.56, fresh, tests 0, quality 18.2) | T3: 1D/4H/3H/2H/90m/1H supply @ 632.08 (RR 3.13, fresh, tests 0, quality 20.5)","1D/4H/3H/2H/90m/1H supply @ 606.54 (RR 0.64, fresh, tests 0, quality 20.0)",0.64,fresh,0.0,hard_target,"4H/3H/2H/90m/1H supply @ 626.24 (RR 2.56, fresh, tests 0, quality 18.2)",2.56,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 632.08 (RR 3.13, fresh, tests 0, quality 20.5)",3.13,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A,6,"1D,4H,3H,2H,90m",1D demand 594.76-600.21 DBR; 1D demand 591.87-601.58 DBR; 4H demand 591.33-594.20 DBR; 3H demand 591.33-594.20 DBR; 2H demand 591.33-594.20 DBR; 90m demand 591.33-594.20 DBR,1D,591.33,601.58,1D/4H/3H/2H/90m,containing_price,0.0,598.81,601.74,4H/3H/2H/90m/1H,containing_price,0.0,inside_demand,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,597.34,2.65,0.444,Flat / no meaningful gap,flat,Sideways,0.27,grinding,above_9ema,above_vwap,598.096,597.378,2.679,high_volume,absorption_possible,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_supply,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 40%, breaks 60% (5 tests)",-4.0,65.0,"structure mixed; testing demand; possible absorption; gap into supply; Demand history: holds 40%, breaks 60% (5 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.509,A,Poor <1:1.5,rr-poor,T1 1:0.64 (Poor <1:1.5); range 1:0.64–1:3.13,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,COIN,199.02,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/3H/90m/1H,DBD/RBD,supply,203.49,197.51,203.49,203.49,197.51,0.0,fresh,Fresh / untested (0 tests),0,-0.46,Weak,0.53,2.59,Weak,8.49,"90m/1H supply @ 205.27 (RR 1.05, one_test, tests 1, quality 10.3)",1.05,1.05,10.26,205.27,,1:1.05–1:4.25,"T1: 90m/1H supply @ 205.27 (RR 1.05, one_test, tests 1, quality 10.3) | T2: 1D supply @ 205.71 (RR 1.12, one_test, tests 1, quality 10.2) | T3: 4H supply @ 207.92 (RR 1.49, fresh, tests 0, quality 13.4) | T4: 1D/4H/3H/2H/90m/1H supply @ 209.43 (RR 1.74, one_test, tests 1, quality 14.1) | T5: 90m/1H supply @ 224.46 (RR 4.25, fresh, tests 0, quality 9.8)","90m/1H supply @ 205.27 (RR 1.05, one_test, tests 1, quality 10.3)",1.05,one_test,1.0,hard_target,"1D supply @ 205.71 (RR 1.12, one_test, tests 1, quality 10.2)",1.12,one_test,1.0,hard_target,"4H supply @ 207.92 (RR 1.49, fresh, tests 0, quality 13.4)",1.49,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,6,"1D,3H,90m,1H",1D supply 197.51-203.10 RBD; 1D supply 198.00-203.49 DBD; 3H supply 198.54-198.99 RBD; 90m supply 198.15-198.99 RBD; 90m supply 198.20-201.00 RBD; 1H supply 199.72-200.99 RBD,1D,192.52,195.9,2H/90m,below_price,1.57,194.4,199.86,4H/3H/2H/90m,containing_price,0.0,inside_supply,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,193.28,5.74,2.97,Gap up,moderate_gap,Bullish,2.514,impulsive,above_9ema,above_vwap,193.643,193.213,3.455,high_volume,high_volume,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 0%, breaks 0% (2 tests)",0.0,61.0,"structure mixed; testing supply; gap into supply; gap up 2.97%; Supply history: rejects 0%, breaks 0% (2 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.753,A,Poor <1:1.5,rr-poor,T1 1:1.05 (Poor <1:1.5); range 1:1.05–1:1.49,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
Immediate,HOOD,76.8,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,1D/4H/2H/1H,DBR/RBR,demand,76.8,74.82,74.82,76.8,74.82,0.0,fresh,Fresh / untested (0 tests),0,0.58,Weak,0.68,5.57,Weak,8.48,"1D/4H/3H/2H/90m supply @ 78.11 (RR 0.66, fresh, tests 0, quality 16.8)",0.66,0.66,16.81,78.11,,1:0.66–1:5.19,"T1: 1D/4H/3H/2H/90m supply @ 78.11 (RR 0.66, fresh, tests 0, quality 16.8) | T2: 4H/2H/90m/1H supply @ 81.68 (RR 2.46, fresh, tests 0, quality 16.9) | T3: 1D supply @ 85.31 (RR 4.30, fresh, tests 0, quality 15.6) | T4: 4H/3H/2H/90m/1H supply @ 85.46 (RR 4.37, fresh, tests 0, quality 19.2) | T5: 1D supply @ 87.07 (RR 5.19, multiple_tests, tests 2, quality 9.2)","1D/4H/3H/2H/90m supply @ 78.11 (RR 0.66, fresh, tests 0, quality 16.8)",0.66,fresh,0.0,hard_target,"4H/2H/90m/1H supply @ 81.68 (RR 2.46, fresh, tests 0, quality 16.9)",2.46,fresh,0.0,hard_target,"1D supply @ 85.31 (RR 4.30, fresh, tests 0, quality 15.6)",4.3,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,5,"1D,4H,2H,1H",1D demand 74.82-76.80 DBR; 4H demand 75.86-76.56 DBR; 2H demand 75.45-75.85 RBR; 1H demand 75.49-76.05 DBR; 1H demand 75.12-75.84 RBR,1D,74.82,76.8,1D/4H/2H/1H,containing_price,0.0,78.11,80.31,1D/4H/3H/2H/90m,above_price,1.71,inside_demand,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,76.115,0.685,0.9,Gap up,small_gap,Bullish,1.413,directional,above_9ema,above_vwap,76.056,76.119,2.888,high_volume,absorption_possible,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 33%, breaks 67% (3 tests)",-6.67,62.3,"structure mixed; testing demand; possible absorption; gap into demand; gap up 0.90%; Demand history: holds 33%, breaks 67% (3 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.516,A,Poor <1:1.5,rr-poor,T1 1:0.66 (Poor <1:1.5); range 1:0.66–1:4.30,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,ARM,114.26,Demand Zone Test / Hold,demand_hold,Demand Reversal / Hold — Calls,Calls,Bullish,long,3H/2H/1H,RBR,demand,115.22,112.24,112.24,115.22,112.24,0.0,fresh,Fresh / untested (0 tests),0,1.29,Moderate,1.39,1.93,Strong,8.18,"4H/3H/2H/90m/1H supply @ 119.55 (RR 1.78, fresh, tests 0, quality 15.3)",1.78,1.78,15.35,119.55,,1:1.78–1:3.15,"T1: 4H/3H/2H/90m/1H supply @ 119.55 (RR 1.78, fresh, tests 0, quality 15.3) | T2: 1D/90m supply @ 120.10 (RR 1.96, fresh, tests 0, quality 14.7) | T3: 1D supply @ 120.62 (RR 2.13, multiple_tests, tests 2, quality 6.9) | T4: 2H/90m supply @ 120.83 (RR 2.20, one_test, tests 1, quality 6.9) | T5: 4H/2H supply @ 123.66 (RR 3.15, fresh, tests 0, quality 14.2)","4H/3H/2H/90m/1H supply @ 119.55 (RR 1.78, fresh, tests 0, quality 15.3)",1.78,fresh,0.0,hard_target,"1D/90m supply @ 120.10 (RR 1.96, fresh, tests 0, quality 14.7)",1.96,fresh,0.0,hard_target,"1D supply @ 120.62 (RR 2.13, multiple_tests, tests 2, quality 6.9)",2.13,multiple_tests,2.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,3,"3H,2H,1H",3H demand 112.24-114.36 RBR; 2H demand 113.81-115.22 RBR; 1H demand 113.81-115.22 RBR,3H,112.24,115.22,3H/2H/1H,containing_price,0.0,119.55,120.73,4H/3H/2H/90m/1H,above_price,4.63,inside_demand,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,115.09,-0.83,-0.721,Flat / no meaningful gap,flat,Bearish,-1.033,directional,below_9ema,below_vwap,115.044,115.133,3.62,high_volume,absorption_possible,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_demand,Demand Hold/Reversal Watch,testing_demand,"Demand history: holds 33%, breaks 67% (6 tests)",-6.67,62.3,"structure mixed; testing demand; possible absorption; gap into demand; Demand history: holds 33%, breaks 67% (6 tests)","Watch for demand tap, absorption or lower-wick rejection, reclaim of demand top, then bullish follow-through.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,7.963,A,Watch only 1:1.5–1:1.99,rr-watch,T1 1:1.78 (Watch only 1:1.5–1:1.99); range 1:1.78–1:2.13,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: demand test; selling volume fades or stabilizes into zone; reversal candle; reclaim/hold 9EMA and VWAP; bullish continuation/RBR; market context improving
Immediate,SPY,669.07,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,4H/3H/2H/1H,DBD,supply,671.31,667.98,671.31,671.31,667.98,0.0,fresh,Fresh / untested (0 tests),0,-0.38,Weak,0.78,16.38,Weak,7.85,"1D/4H/3H/2H/90m/1H supply @ 675.26 (RR 1.86, fresh, tests 0, quality 17.9)",1.86,1.86,17.94,675.26,,1:1.86–1:6.86,"T1: 1D/4H/3H/2H/90m/1H supply @ 675.26 (RR 1.86, fresh, tests 0, quality 17.9) | T2: 1D/4H/3H/2H/90m/1H supply @ 691.91 (RR 6.86, fresh, tests 0, quality 19.0)","1D/4H/3H/2H/90m/1H supply @ 675.26 (RR 1.86, fresh, tests 0, quality 17.9)",1.86,fresh,0.0,hard_target,"1D/4H/3H/2H/90m/1H supply @ 691.91 (RR 6.86, fresh, tests 0, quality 19.0)",6.86,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,A,4,"4H,3H,2H,1H",4H supply 668.06-671.31 DBD; 3H supply 668.06-671.31 DBD; 2H supply 668.19-670.31 DBD; 1H supply 667.98-668.48 DBD,4H,662.39,666.39,4H/3H,below_price,0.4,667.98,671.31,4H/3H/2H/1H,containing_price,0.0,inside_supply,2026-03-13T08:00:00-04:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-03-13 08:00 AM EDT,666.05,3.02,0.453,Flat / no meaningful gap,flat,Sideways,0.261,grinding,above_9ema,above_vwap,667.118,666.18,2.557,high_volume,high_volume,Premarket,2026-03-13T08:00:00-04:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 25%, breaks 50% (4 tests)",5.0,66.0,"structure mixed; testing supply; gap into supply; Supply history: rejects 25%, breaks 50% (4 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,rejected_low_rr_to_nearest_opposing_zone,8.079,A,Watch only 1:1.5–1:1.99,rr-watch,T1 1:1.86 (Watch only 1:1.5–1:1.99); range 1:1.86–1:6.86,False,Zone Map / Research,Blocked: nearest zone limits R:R,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure
