test_date,zone_snapshot_as_of,preopen_context_as_of,symbol,prior_rth_close,preopen_price,preopen_price_as_of,preopen_price_session,preopen_gap_pct,preopen_gap_direction,preopen_gap_abs,preopen_move_direction,preopen_move_strength,preopen_volume_state,preopen_vpa_state,preopen_price_vs_9ema,preopen_price_vs_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,NVDA,188.61,189.7997,2026-02-11T08:00:00-05:00,Premarket,0.631,Flat / no meaningful gap,1.19,Bullish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,AMD,213.6,213.75,2026-02-11T08:00:00-05:00,Premarket,0.07,Flat / no meaningful gap,0.15,Sideways,grinding,high_volume,high_volume,below_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,AVGO,340.41,341.0414,2026-02-11T08:00:00-05:00,Premarket,0.185,Flat / no meaningful gap,0.631,Sideways,grinding,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,TSLA,425.12,424.19,2026-02-11T08:00:00-05:00,Premarket,-0.219,Flat / no meaningful gap,-0.93,Sideways,sideways,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,META,671.05,670.37,2026-02-11T08:00:00-05:00,Premarket,-0.101,Flat / no meaningful gap,-0.68,Sideways,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,AMZN,206.99,207.65,2026-02-11T08:00:00-05:00,Premarket,0.319,Flat / no meaningful gap,0.66,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,MSFT,413.34,414.65,2026-02-11T08:00:00-05:00,Premarket,0.317,Flat / no meaningful gap,1.31,Sideways,sideways,high_volume,high_volume,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,PLTR,139.49,137.6,2026-02-11T08:00:00-05:00,Premarket,-1.355,Gap down,-1.89,Bearish,grinding,high_volume,high_volume,below_9ema,below_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,AAPL,273.79,273.6,2026-02-11T08:00:00-05:00,Premarket,-0.069,Flat / no meaningful gap,-0.19,Sideways,sideways,high_volume,volume_expansion_with_direction,below_9ema,below_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,GOOGL,318.54,318.81,2026-02-11T08:00:00-05:00,Premarket,0.085,Flat / no meaningful gap,0.27,Sideways,sideways,high_volume,high_volume,below_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,NFLX,82.2,82.39,2026-02-11T08:00:00-05:00,Premarket,0.231,Flat / no meaningful gap,0.19,Sideways,sideways,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,COST,971.47,971.0,2026-02-11T08:00:00-05:00,Premarket,-0.048,Flat / no meaningful gap,-0.47,Sideways,grinding,high_volume,high_volume,below_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,INTC,47.14,47.38,2026-02-11T08:00:00-05:00,Premarket,0.509,Flat / no meaningful gap,0.24,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,MU,373.13,373.51,2026-02-11T08:00:00-05:00,Premarket,0.102,Flat / no meaningful gap,0.38,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,CRM,193.4,192.9,2026-02-11T08:00:00-05:00,Premarket,-0.259,Flat / no meaningful gap,-0.5,Bearish,grinding,high_volume,absorption_possible,below_9ema,below_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,PANW,165.52,167.4,2026-02-11T08:00:00-05:00,Premarket,1.136,Gap up,1.88,Bullish,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,CRWD,413.611,415.71,2026-02-11T08:00:00-05:00,Premarket,0.507,Flat / no meaningful gap,2.099,Sideways,grinding,high_volume,high_volume,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,SNOW,182.64,184.5001,2026-02-11T08:00:00-05:00,Premarket,1.018,Gap up,1.86,Bullish,directional,high_volume,absorption_possible,above_9ema,above_vwap
2026-02-11,2026-02-10T16:00:00-05:00,2026-02-11T08:00:00-05:00,SHOP,127.37,141.5,2026-02-11T08:00:00-05:00,Premarket,11.094,Gap up,14.13,Bullish,impulsive,high_volume,volume_expansion_with_direction,above_9ema,above_vwap
