trades,profit_win_rate,target_hit_rate,avg_r,total_r,reached_1r_rate,reached_2r_rate,reached_3r_rate,avg_mfe_r,avg_mae_r
9,88.89,0.0,0.374,3.367,44.44,0.0,0.0,0.815,-0.134
