test_date,as_of_date,status,raw_zones,active_zones,merged_zones,scenarios,final_setups,preopen_context_time,preopen_scenarios,preopen_final_setups,scenario_file,final_file,active_zones_file,merged_zones_file,raw_zones_file,preopen_context_file,preopen_scenario_file,preopen_final_file
2026-02-12,2026-02-11,ok,5983,1825,596,249,18,2026-02-12T08:00:00-05:00,230,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-12_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-12_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-12_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-12_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-12_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-12_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-12_preopen_final_watchlist.csv
2026-02-13,2026-02-12,ok,6188,1820,593,216,20,2026-02-13T08:00:00-05:00,197,20,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-13_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-13_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-13_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-13_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-13_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-13_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-13_preopen_final_watchlist.csv
2026-02-17,2026-02-13,ok,6389,1905,616,275,24,2026-02-17T08:00:00-05:00,251,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-17_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-17_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-17_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-17_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-17_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-17_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-17_preopen_final_watchlist.csv
2026-02-18,2026-02-17,ok,6570,1999,641,313,24,2026-02-18T08:00:00-05:00,293,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-18_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-18_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-18_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-18_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-18_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-18_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-18_preopen_final_watchlist.csv
2026-02-19,2026-02-18,ok,6806,2077,639,289,17,2026-02-19T08:00:00-05:00,284,19,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-19_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-19_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-19_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-19_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-19_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-19_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-19_preopen_final_watchlist.csv
2026-02-20,2026-02-19,ok,7024,2195,661,331,17,2026-02-20T08:00:00-05:00,319,19,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-20_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-20_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-20_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-20_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-20_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-20_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-20_preopen_final_watchlist.csv
2026-02-23,2026-02-20,ok,7173,2128,650,307,21,2026-02-23T08:00:00-05:00,261,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-23_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-23_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-23_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-23_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-23_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-23_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-23_preopen_final_watchlist.csv
2026-02-24,2026-02-23,ok,7401,2125,662,274,19,2026-02-24T08:00:00-05:00,243,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-24_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-24_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-24_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-24_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-24_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-24_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-24_preopen_final_watchlist.csv
2026-02-25,2026-02-24,ok,7594,2205,677,302,24,2026-02-25T08:00:00-05:00,286,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-25_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-25_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-25_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-25_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-25_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-25_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-25_preopen_final_watchlist.csv
2026-02-26,2026-02-25,ok,7814,2252,683,331,21,2026-02-26T08:00:00-05:00,314,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-26_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-26_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-26_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-26_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-26_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-26_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-26_preopen_final_watchlist.csv
2026-02-27,2026-02-26,ok,8070,2283,674,317,22,2026-02-27T08:00:00-05:00,290,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-27_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-27_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-27_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-02-27_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-27_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-27_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-02-27_preopen_final_watchlist.csv
2026-03-02,2026-02-27,ok,8292,2289,674,298,20,2026-03-02T08:00:00-05:00,236,20,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-02_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-02_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-02_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-02_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-02_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-02_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-02_preopen_final_watchlist.csv
2026-03-03,2026-03-02,ok,8502,2339,685,316,21,2026-03-03T08:00:00-05:00,254,15,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-03_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-03_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-03_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-03_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-03_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-03_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-03_preopen_final_watchlist.csv
2026-03-04,2026-03-03,ok,8683,2271,689,316,21,2026-03-04T08:00:00-05:00,285,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-04_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-04_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-04_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-04_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-04_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-04_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-04_preopen_final_watchlist.csv
2026-03-05,2026-03-04,ok,8933,2339,699,343,21,2026-03-05T08:00:00-05:00,330,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-05_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-05_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-05_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-05_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-05_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-05_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-05_preopen_final_watchlist.csv
2026-03-06,2026-03-05,ok,9155,2363,700,322,17,2026-03-06T08:00:00-05:00,323,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-06_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-06_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-06_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-06_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-06_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-06_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-06_preopen_final_watchlist.csv
2026-03-09,2026-03-06,ok,9386,2443,705,318,22,2026-03-09T08:00:00-04:00,285,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-09_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-09_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-09_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-09_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-09_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-09_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-09_preopen_final_watchlist.csv
2026-03-10,2026-03-09,ok,9714,2524,714,329,17,2026-03-10T08:00:00-04:00,327,17,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-10_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-10_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-10_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-10_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-10_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-10_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-10_preopen_final_watchlist.csv
2026-03-11,2026-03-10,ok,9911,2542,722,359,19,2026-03-11T08:00:00-04:00,353,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-11_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-11_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-11_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-11_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-11_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-11_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-11_preopen_final_watchlist.csv
2026-03-12,2026-03-11,ok,10134,2643,731,362,21,2026-03-12T08:00:00-04:00,355,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-12_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-12_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-12_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-12_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-12_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-12_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-12_preopen_final_watchlist.csv
2026-03-13,2026-03-12,ok,10398,2667,725,337,20,2026-03-13T08:00:00-04:00,330,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-13_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-13_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-13_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-13_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-13_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-13_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-13_preopen_final_watchlist.csv
2026-03-16,2026-03-13,ok,10654,2740,744,375,21,2026-03-16T08:00:00-04:00,330,19,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-16_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-16_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-16_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-16_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-16_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-16_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-16_preopen_final_watchlist.csv
2026-03-17,2026-03-16,ok,10932,2824,747,377,18,2026-03-17T08:00:00-04:00,372,19,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-17_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-17_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-17_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-17_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-17_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-17_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-17_preopen_final_watchlist.csv
2026-03-18,2026-03-17,ok,11185,2846,742,348,19,2026-03-18T08:00:00-04:00,339,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-18_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-18_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-18_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-18_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-18_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-18_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-18_preopen_final_watchlist.csv
2026-03-19,2026-03-18,ok,11478,2930,740,373,18,2026-03-19T08:00:00-04:00,320,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-19_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-19_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-19_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-19_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-19_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-19_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-19_preopen_final_watchlist.csv
2026-03-20,2026-03-19,ok,11714,2947,740,350,18,2026-03-20T08:00:00-04:00,321,20,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-20_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-20_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-20_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-20_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-20_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-20_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-20_preopen_final_watchlist.csv
2026-03-23,2026-03-20,ok,11978,2932,733,317,18,2026-03-23T08:00:00-04:00,308,15,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-23_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-23_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-23_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-23_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-23_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-23_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-23_preopen_final_watchlist.csv
2026-03-24,2026-03-23,ok,12239,3018,745,362,19,2026-03-24T08:00:00-04:00,359,19,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-24_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-24_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-24_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-24_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-24_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-24_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-24_preopen_final_watchlist.csv
2026-03-25,2026-03-24,ok,12515,3033,748,337,18,2026-03-25T08:00:00-04:00,303,19,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-25_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-25_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-25_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-25_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-25_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-25_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-25_preopen_final_watchlist.csv
2026-03-26,2026-03-25,ok,12802,3089,743,319,17,2026-03-26T08:00:00-04:00,291,20,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-26_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-26_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-26_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-26_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-26_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-26_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-26_preopen_final_watchlist.csv
2026-03-27,2026-03-26,ok,13100,3084,750,302,17,2026-03-27T08:00:00-04:00,267,18,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-27_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-27_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-27_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-27_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-27_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-27_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-27_preopen_final_watchlist.csv
