test_date,as_of_date,status,raw_zones,active_zones,merged_zones,scenarios,final_setups,preopen_context_time,preopen_scenarios,preopen_final_setups,scenario_file,final_file,active_zones_file,merged_zones_file,raw_zones_file,preopen_context_file,preopen_scenario_file,preopen_final_file
2026-03-30,2026-03-27,ok,13347,3076,761,275,22,2026-03-30T08:00:00-04:00,275,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-30_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-30_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-30_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-30_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-30_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-30_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-30_preopen_final_watchlist.csv
2026-03-31,2026-03-30,ok,13620,3180,776,277,22,2026-03-31T08:00:00-04:00,265,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-31_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-31_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-31_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-03-31_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-31_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-31_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-03-31_preopen_final_watchlist.csv
2026-04-01,2026-03-31,ok,13923,3181,789,311,18,2026-04-01T08:00:00-04:00,275,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-01_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-01_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-01_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-01_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-01_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-01_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-01_preopen_final_watchlist.csv
2026-04-02,2026-04-01,ok,14197,3279,795,349,17,2026-04-02T08:00:00-04:00,258,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-02_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-02_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-02_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-02_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-02_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-02_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-02_preopen_final_watchlist.csv
2026-04-06,2026-04-02,ok,14470,3341,805,361,21,2026-04-06T08:00:00-04:00,345,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-06_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-06_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-06_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-06_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-06_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-06_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-06_preopen_final_watchlist.csv
2026-04-07,2026-04-06,ok,14669,3374,801,351,24,2026-04-07T08:00:00-04:00,336,17,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-07_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-07_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-07_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-07_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-07_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-07_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-07_preopen_final_watchlist.csv
2026-04-08,2026-04-07,ok,14937,3414,811,357,15,2026-04-08T08:00:00-04:00,226,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-08_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-08_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-08_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-08_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-08_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-08_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-08_preopen_final_watchlist.csv
2026-04-09,2026-04-08,ok,15200,3206,806,316,22,2026-04-09T08:00:00-04:00,311,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-09_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-09_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-09_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-09_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-09_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-09_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-09_preopen_final_watchlist.csv
2026-04-10,2026-04-09,ok,15430,3187,801,317,20,2026-04-10T08:00:00-04:00,309,19,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-10_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-10_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-10_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-10_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-10_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-10_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-10_preopen_final_watchlist.csv
2026-04-13,2026-04-10,ok,15647,3199,811,331,13,2026-04-13T08:00:00-04:00,303,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-13_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-13_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-13_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-13_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-13_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-13_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-13_preopen_final_watchlist.csv
2026-04-14,2026-04-13,ok,15925,3194,821,319,18,2026-04-14T08:00:00-04:00,266,20,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-14_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-14_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-14_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-14_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-14_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-14_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-14_preopen_final_watchlist.csv
2026-04-15,2026-04-14,ok,16113,3035,786,281,20,2026-04-15T08:00:00-04:00,251,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-15_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-15_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-15_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-15_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-15_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-15_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-15_preopen_final_watchlist.csv
2026-04-16,2026-04-15,ok,16366,2918,767,277,23,2026-04-16T08:00:00-04:00,262,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-16_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-16_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-16_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-16_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-16_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-16_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-16_preopen_final_watchlist.csv
2026-04-17,2026-04-16,ok,16553,2933,781,302,21,2026-04-17T08:00:00-04:00,273,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-17_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-17_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-17_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-17_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-17_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-17_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-17_preopen_final_watchlist.csv
2026-04-20,2026-04-17,ok,16789,2903,770,307,19,2026-04-20T08:00:00-04:00,273,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-20_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-20_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-20_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-20_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-20_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-20_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-20_preopen_final_watchlist.csv
2026-04-21,2026-04-20,ok,17046,2970,778,329,20,2026-04-21T08:00:00-04:00,294,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-21_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-21_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-21_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-21_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-21_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-21_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-21_preopen_final_watchlist.csv
2026-04-22,2026-04-21,ok,17297,2999,789,330,19,2026-04-22T08:00:00-04:00,296,20,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-22_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-22_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-22_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-22_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-22_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-22_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-22_preopen_final_watchlist.csv
2026-04-23,2026-04-22,ok,17557,3107,798,331,19,2026-04-23T08:00:00-04:00,272,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-23_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-23_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-23_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-23_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-23_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-23_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-23_preopen_final_watchlist.csv
2026-04-24,2026-04-23,ok,17795,3021,785,246,21,2026-04-24T08:00:00-04:00,218,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-24_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-24_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-24_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-24_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-24_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-24_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-24_preopen_final_watchlist.csv
2026-04-27,2026-04-24,ok,18047,3096,803,255,19,2026-04-27T08:00:00-04:00,240,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-27_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-27_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-27_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-27_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-27_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-27_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-27_preopen_final_watchlist.csv
2026-04-28,2026-04-27,ok,18303,3205,834,297,23,2026-04-28T08:00:00-04:00,253,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-28_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-28_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-28_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-28_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-28_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-28_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-28_preopen_final_watchlist.csv
2026-04-29,2026-04-28,ok,18536,3244,838,308,21,2026-04-29T08:00:00-04:00,294,20,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-29_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-29_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-29_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-29_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-29_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-29_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-29_preopen_final_watchlist.csv
2026-04-30,2026-04-29,ok,18792,3328,831,289,22,2026-04-30T08:00:00-04:00,245,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-30_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-30_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-30_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-04-30_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-30_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-30_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-04-30_preopen_final_watchlist.csv
2026-05-01,2026-04-30,ok,19031,3335,843,286,19,2026-05-01T08:00:00-04:00,245,19,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-01_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-01_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-01_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-01_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-01_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-01_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-01_preopen_final_watchlist.csv
2026-05-04,2026-05-01,ok,19285,3372,857,294,24,2026-05-04T08:00:00-04:00,279,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-04_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-04_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-04_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-04_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-04_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-04_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-04_preopen_final_watchlist.csv
2026-05-05,2026-05-04,ok,19519,3425,871,320,23,2026-05-05T08:00:00-04:00,261,24,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-05_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-05_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-05_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-05_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-05_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-05_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-05_preopen_final_watchlist.csv
2026-05-06,2026-05-05,ok,19777,3459,867,283,21,2026-05-06T08:00:00-04:00,232,20,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-06_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-06_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-06_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-06_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-06_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-06_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-06_preopen_final_watchlist.csv
2026-05-07,2026-05-06,ok,20019,3393,845,258,19,2026-05-07T08:00:00-04:00,226,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-07_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-07_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-07_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-07_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-07_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-07_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-07_preopen_final_watchlist.csv
2026-05-08,2026-05-07,ok,20234,3405,859,260,17,2026-05-08T08:00:00-04:00,236,22,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-08_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-08_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-08_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-08_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-08_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-08_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-08_preopen_final_watchlist.csv
2026-05-11,2026-05-08,ok,20496,3453,862,282,18,2026-05-11T08:00:00-04:00,280,23,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-11_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-11_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-11_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-11_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-11_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-11_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-11_preopen_final_watchlist.csv
2026-05-12,2026-05-11,ok,20731,3464,857,263,19,2026-05-12T08:00:00-04:00,247,21,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-12_scenarios.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-12_final_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-12_active_zones.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\snapshots\2026-05-12_merged_zones.csv,,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-12_preopen_context.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-12_movement_context_watchlist.csv,C:\Users\Jonat\Documents\Stock Project\v41\reports\backtest\preopen_snapshots\2026-05-12_preopen_final_watchlist.csv
