timestamp,open,high,low,close,volume,trade_count,vwap
2025-07-07 04:00:00+00:00,18.5,19.29,18.4,19.24,80137791.0,250014.0,19.025325
2025-07-08 04:00:00+00:00,19.8,20.89,19.66,19.95,111492404.0,370585.0,20.192562
2025-07-09 04:00:00+00:00,20.17,20.25,19.62,20.22,64252092.0,203888.0,19.967937
2025-07-10 04:00:00+00:00,20.39,21.32,20.24,20.97,86494130.0,279359.0,20.922595
2025-07-11 04:00:00+00:00,20.77,21.86,20.75,21.2,92365649.0,307942.0,21.51207
2025-07-14 04:00:00+00:00,21.37,21.44,20.42,21.33,67028203.0,250446.0,21.107615
2025-07-15 04:00:00+00:00,21.245,21.6,20.86,20.96,61495388.0,211890.0,21.19576
2025-07-16 04:00:00+00:00,20.97,21.59,20.77,21.39,60082459.0,209634.0,21.296409
2025-07-17 04:00:00+00:00,21.5,22.2,21.42,22.09,49837634.0,197535.0,21.919185
2025-07-18 04:00:00+00:00,22.305,22.74,21.35,21.81,59729094.0,242038.0,21.879558
2025-07-21 04:00:00+00:00,21.95,22.04,21.09,21.16,48698979.0,196391.0,21.461456
2025-07-22 04:00:00+00:00,20.79,21.1,19.82,20.98,63655872.0,276377.0,20.611496
2025-07-23 04:00:00+00:00,21.21,21.65,20.86,21.56,49653725.0,171720.0,21.330118
2025-07-24 04:00:00+00:00,21.75,22.01,21.37,21.51,46110254.0,153554.0,21.565126
2025-07-25 04:00:00+00:00,21.52,21.58,21.165,21.2,40134949.0,140492.0,21.305946
2025-07-28 04:00:00+00:00,21.22,21.22,20.77,21.02,59105947.0,224402.0,20.94003
2025-07-29 04:00:00+00:00,23.11,25.11,22.255,22.4,236127444.0,848016.0,23.782676
2025-07-30 04:00:00+00:00,20.83,21.98,20.432,21.87,183424518.0,692329.0,21.439331
2025-07-31 04:00:00+00:00,22.675,23.8051,22.485,22.58,120095313.0,442919.0,23.105563
2025-08-01 04:00:00+00:00,21.7,21.76,20.6,21.23,89388484.0,365986.0,21.278775
2025-08-04 04:00:00+00:00,21.51,21.84,20.7,21.81,59741244.0,221698.0,21.35602
2025-08-05 04:00:00+00:00,22.0,22.1199,21.32,21.54,48936513.0,198578.0,21.667728
2025-08-06 04:00:00+00:00,21.47,21.56,21.02,21.46,36720518.0,153279.0,21.384069
2025-08-07 04:00:00+00:00,21.79,22.43,21.68,22.08,53034172.0,205435.0,22.060882
2025-08-08 04:00:00+00:00,22.3,22.585,21.95,22.1,49146091.0,187432.0,22.199367
2025-08-11 04:00:00+00:00,22.1,23.14,21.715,22.42,58462561.0,220257.0,22.688272
